algorith, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
pfhcbes,res/networks/child,child.xbif50002_,2,10,19,4,-0.5321121103270464,-63753.69831198352,0.5,4.0,6.0,5,0
pges,res/networks/child,child.xbif50002_,2,10,19,5,-0.6722984160584013,-63028.400870283054,0.6,2.0,10.0,6,0
phc,res/networks/child,child.xbif50002_,2,10,19,9,-0.7158323971194471,-64446.91819514238,1.4,16.0,12.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,2,10,23,6,-0.6798358988052786,-63664.28868470904,0.9,14.0,4.0,5,0
pges,res/networks/child,child.xbif50002_,2,10,23,2,-0.5778018466524879,-62980.003472453245,0.2,0.0,4.0,5,0
phc,res/networks/child,child.xbif50002_,2,10,23,6,-0.6407675321528422,-63729.71955514353,0.9,14.0,4.0,5,0
pfhcbes,res/networks/child,child.xbif50002_,2,10,29,5,-0.7049706088549732,-63738.98582676516,0.7,10.0,4.0,4,0
pges,res/networks/child,child.xbif50002_,2,10,29,4,-0.6874639840187513,-63055.78197858243,0.4,2.0,6.0,5,0
phc,res/networks/child,child.xbif50002_,2,10,29,5,-0.7049706088549732,-63738.98582676516,0.7,10.0,4.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,4,10,2,6,-0.6725109303946526,-63690.647583617465,0.7,6.0,8.0,4,0
pges,res/networks/child,child.xbif50002_,4,10,2,6,-0.6498929114279138,-63998.51968090705,0.7,4.0,10.0,4,0
phc,res/networks/child,child.xbif50002_,4,10,2,3,-0.6953947204146086,-63066.910918802474,0.4,4.0,4.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,4,10,3,10,-0.5307387327073837,-64841.097063851616,1.4,18.0,10.0,4,0
pges,res/networks/child,child.xbif50002_,4,10,3,5,-0.6299698523378757,-63331.78463813127,0.6,4.0,8.0,4,0
phc,res/networks/child,child.xbif50002_,4,10,3,10,-0.5307387327073837,-64841.097063851616,1.4,18.0,10.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,10,5,7,-0.6532947109125602,-64092.698322042066,0.9,10.0,8.0,4,0
pges,res/networks/child,child.xbif50002_,4,10,5,2,-0.6341173422023696,-63282.316645205006,0.2,0.0,4.0,5,0
phc,res/networks/child,child.xbif50002_,4,10,5,5,-0.6699705727247554,-63313.03652177729,0.6,6.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,10,7,8,-0.6100098519364506,-64146.28337536815,1.1,14.0,8.0,5,0
pges,res/networks/child,child.xbif50002_,4,10,7,4,-0.6535473805606136,-63754.20664402036,0.4,2.0,6.0,8,0
phc,res/networks/child,child.xbif50002_,4,10,7,8,-0.6100098519364506,-64146.28337536815,1.1,14.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,10,11,8,-0.6676749660096326,-64522.80986194762,1.0,12.0,8.0,3,0
pges,res/networks/child,child.xbif50002_,4,10,11,10,-0.7197545467687494,-64014.44969904547,1.2,12.0,12.0,6,0
phc,res/networks/child,child.xbif50002_,4,10,11,8,-0.6676749660096326,-64522.80986194762,1.0,12.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,10,13,7,-0.682240525125142,-63802.604041850136,0.8,4.0,12.0,4,0
pges,res/networks/child,child.xbif50002_,4,10,13,4,-0.640104594430044,-63400.11572843828,0.6,8.0,4.0,7,0
phc,res/networks/child,child.xbif50002_,4,10,13,7,-0.682240525125142,-63802.604041850136,0.8,4.0,12.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,10,17,7,-0.6487447642293148,-64142.62927734324,0.9,10.0,8.0,4,0
pges,res/networks/child,child.xbif50002_,4,10,17,7,-0.6950327811192326,-64801.12143457861,0.7,6.0,8.0,4,0
phc,res/networks/child,child.xbif50002_,4,10,17,5,-0.726102915208239,-63142.689424931676,0.6,6.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,10,19,8,-0.6353746759408928,-63731.5684023773,1.0,10.0,10.0,8,0
pges,res/networks/child,child.xbif50002_,4,10,19,5,-0.7040113613819664,-64369.1639439658,0.7,8.0,6.0,4,0
phc,res/networks/child,child.xbif50002_,4,10,19,3,-0.5982418638926854,-63558.23279370143,0.4,4.0,4.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,4,10,23,5,-0.7129166709332189,-63917.521182890945,0.7,8.0,6.0,5,0
pges,res/networks/child,child.xbif50002_,4,10,23,4,-0.5494459063150445,-64282.25649761657,0.5,4.0,6.0,5,0
phc,res/networks/child,child.xbif50002_,4,10,23,4,-0.7354805226917132,-63691.78450204649,0.5,4.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,4,10,29,3,-0.64388695721325,-63364.104395507486,0.4,4.0,4.0,6,0
pges,res/networks/child,child.xbif50002_,4,10,29,4,-0.6544923752324363,-64282.25649761657,0.5,4.0,6.0,5,0
phc,res/networks/child,child.xbif50002_,4,10,29,4,-0.571617806648721,-63994.38806136827,0.6,8.0,4.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,6,10,2,8,-0.7377874553674546,-64115.24816904384,1.2,12.0,12.0,4,0
pges,res/networks/child,child.xbif50002_,6,10,2,10,-0.669431538876067,-64133.82452508608,1.3,10.0,16.0,5,0
phc,res/networks/child,child.xbif50002_,6,10,2,8,-0.7047038442584761,-63889.51148819938,1.0,8.0,12.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,10,3,10,-0.5991103478055884,-63999.135168961824,1.4,16.0,12.0,5,0
pges,res/networks/child,child.xbif50002_,6,10,3,6,-0.6475271665842973,-63998.51968090705,0.7,4.0,10.0,5,0
phc,res/networks/child,child.xbif50002_,6,10,3,10,-0.6048975890539292,-64049.349280267925,1.4,16.0,12.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,10,5,7,-0.6596470491762183,-64142.629277343236,0.9,10.0,8.0,5,0
pges,res/networks/child,child.xbif50002_,6,10,5,8,-0.6456485731030448,-64522.15290295148,1.0,12.0,8.0,5,0
phc,res/networks/child,child.xbif50002_,6,10,5,4,-0.6503113240957816,-63614.86907748827,0.5,4.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,10,7,8,-0.6345533961005188,-64146.283375368155,1.2,16.0,8.0,4,0
pges,res/networks/child,child.xbif50002_,6,10,7,6,-0.6362424673840047,-63074.35833462467,0.6,2.0,10.0,5,0
phc,res/networks/child,child.xbif50002_,6,10,7,8,-0.635021699916282,-63920.03836248685,1.1,14.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,10,11,10,-0.7178536347813528,-64689.369591820156,1.3,14.0,12.0,5,0
pges,res/networks/child,child.xbif50002_,6,10,11,9,-0.6762252980395108,-64851.572127061125,1.4,22.0,6.0,5,0
phc,res/networks/child,child.xbif50002_,6,10,11,6,-0.7175689186384929,-63081.98592360913,0.8,6.0,10.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,10,13,8,-0.6209635638583388,-63839.072200861374,1.1,10.0,12.0,5,0
pges,res/networks/child,child.xbif50002_,6,10,13,10,-0.6485457584547097,-64461.0880499981,1.3,14.0,12.0,4,0
phc,res/networks/child,child.xbif50002_,6,10,13,8,-0.6621003186037104,-63660.53684473558,1.1,12.0,10.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,10,17,6,-0.6867790196289304,-63361.60567991884,0.8,6.0,10.0,5,0
pges,res/networks/child,child.xbif50002_,6,10,17,8,-0.560006380409822,-64074.29818703623,0.9,6.0,12.0,6,0
phc,res/networks/child,child.xbif50002_,6,10,17,10,-0.6227127858063373,-64278.75492527152,1.4,16.0,12.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,10,19,7,-0.7292833642789164,-64294.89621600539,0.9,10.0,8.0,5,0
pges,res/networks/child,child.xbif50002_,6,10,19,10,-0.674722510354407,-64727.9587230026,1.2,12.0,12.0,4,0
phc,res/networks/child,child.xbif50002_,6,10,19,4,-0.7243728679077515,-63885.91290024044,0.5,4.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,10,23,5,-0.6310933083945831,-63142.689424931676,0.6,6.0,6.0,5,0
pges,res/networks/child,child.xbif50002_,6,10,23,5,-0.6749986468480417,-65108.08619534367,0.5,4.0,6.0,5,0
phc,res/networks/child,child.xbif50002_,6,10,23,5,-0.6775979798093728,-63142.68942493166,0.6,6.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,10,29,8,-0.7025324856644024,-63970.47764982486,1.0,12.0,8.0,5,0
pges,res/networks/child,child.xbif50002_,6,10,29,2,-0.6365602204917667,-63282.316645205006,0.2,0.0,4.0,4,0
phc,res/networks/child,child.xbif50002_,6,10,29,8,-0.7025324856644024,-63970.47764982486,1.0,12.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,8,10,2,11,-0.5869906848228004,-64401.468832009254,1.3,12.0,14.0,5,0
pges,res/networks/child,child.xbif50002_,8,10,2,8,-0.6405057982222578,-64164.40787376074,1.1,12.0,10.0,5,1
phc,res/networks/child,child.xbif50002_,8,10,2,8,-0.6500976709823647,-63889.00315616253,1.1,10.0,12.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,8,10,3,5,-0.699238669604776,-63028.40087028304,0.6,2.0,10.0,4,1
pges,res/networks/child,child.xbif50002_,8,10,3,9,-0.7001117458852452,-64507.37590838209,1.1,10.0,12.0,5,1
phc,res/networks/child,child.xbif50002_,8,10,3,5,-0.6805152912831012,-63028.40087028303,0.6,2.0,10.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,8,10,5,8,-0.6774978209747057,-64117.58634413843,1.1,10.0,12.0,5,0
pges,res/networks/child,child.xbif50002_,8,10,5,5,-0.5752492779327995,-64332.18127250786,0.6,6.0,6.0,6,1
phc,res/networks/child,child.xbif50002_,8,10,5,6,-0.684875696350032,-63878.96258829062,0.8,6.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,8,10,7,4,-0.5692130623215623,-63055.78197858243,0.4,2.0,6.0,6,1
pges,res/networks/child,child.xbif50002_,8,10,7,5,-0.6568138020563796,-63028.40087028305,0.6,2.0,10.0,6,1
phc,res/networks/child,child.xbif50002_,8,10,7,7,-0.7020531465577122,-64125.603746690336,0.8,8.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,8,10,11,5,-0.6540871450567036,-63972.820346589666,0.7,8.0,6.0,4,3
pges,res/networks/child,child.xbif50002_,8,10,11,11,-0.6315978414112268,-66144.0513457992,1.3,12.0,14.0,4,1
phc,res/networks/child,child.xbif50002_,8,10,11,5,-0.6540871450567036,-63972.820346589666,0.7,8.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,8,10,13,5,-0.5735346264768613,-63982.55968107582,0.7,8.0,6.0,5,1
pges,res/networks/child,child.xbif50002_,8,10,13,6,-0.6990976829881166,-63998.51968090705,0.7,4.0,10.0,4,1
phc,res/networks/child,child.xbif50002_,8,10,13,5,-0.603617988698171,-63982.559681075814,0.7,8.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,8,10,17,7,-0.6198773951122538,-63464.87174841421,0.9,8.0,10.0,4,1
pges,res/networks/child,child.xbif50002_,8,10,17,8,-0.5865895521863919,-63486.54389076491,1.0,10.0,10.0,6,0
phc,res/networks/child,child.xbif50002_,8,10,17,4,-0.6194571889518263,-63416.47435058441,0.5,6.0,4.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,8,10,19,5,-0.6591853414778368,-64157.537932658175,0.5,4.0,6.0,6,0
pges,res/networks/child,child.xbif50002_,8,10,19,8,-0.6491989991984946,-65400.94173656361,1.0,10.0,10.0,5,1
phc,res/networks/child,child.xbif50002_,8,10,19,5,-0.6799900598033817,-64128.41511334988,0.7,8.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,8,10,23,9,-0.6803354190445349,-65184.46541506462,1.3,14.0,12.0,4,0
pges,res/networks/child,child.xbif50002_,8,10,23,7,-0.6160633980332398,-64085.427127256284,1.0,10.0,10.0,5,1
phc,res/networks/child,child.xbif50002_,8,10,23,9,-0.6716505912351023,-64755.010834155204,1.2,12.0,12.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,8,10,29,5,-0.7504158452876373,-63603.74013726822,0.5,2.0,8.0,5,1
pges,res/networks/child,child.xbif50002_,8,10,29,6,-0.5509141915612833,-63998.51968090705,0.8,6.0,10.0,5,0
phc,res/networks/child,child.xbif50002_,8,10,29,2,-0.802094406142389,-62980.003472453245,0.2,0.0,4.0,3,0
ges,res/networks/child,child.xbif50002_,0,15,-1,15,-0.6362830388769853,-64714.17630613438,1.6,0.0,32.0,0,0
hc,res/networks/child,child.xbif50002_,1,15,-1,7,-0.6151676438105326,-63996.905240964166,1.0,14.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,1,15,2,11,-0.5772821053383652,-64593.255782884116,1.5,24.0,6.0,3,0
pges,res/networks/child,child.xbif50002_,1,15,2,2,-0.6502329163715962,-62980.00347245325,0.2,0.0,4.0,6,0
phc,res/networks/child,child.xbif50002_,1,15,2,11,-0.5772821053383652,-64593.255782884116,1.5,24.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,1,15,3,6,-0.5990281385685702,-63943.32018763808,0.8,10.0,6.0,3,0
pges,res/networks/child,child.xbif50002_,1,15,3,2,-0.6502329163715962,-62980.00347245325,0.2,0.0,4.0,6,0
phc,res/networks/child,child.xbif50002_,1,15,3,6,-0.5990281385685702,-63943.32018763808,0.8,10.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,1,15,5,4,-0.6154084285884133,-63753.69831198349,0.5,4.0,6.0,3,0
pges,res/networks/child,child.xbif50002_,1,15,5,2,-0.6502329163715962,-62980.00347245325,0.2,0.0,4.0,6,0
phc,res/networks/child,child.xbif50002_,1,15,5,4,-0.6154084285884133,-63753.69831198349,0.5,4.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,1,15,7,8,-0.6819041524165337,-64480.500785706856,1.1,18.0,4.0,3,0
pges,res/networks/child,child.xbif50002_,1,15,7,2,-0.6502329163715962,-62980.00347245325,0.2,0.0,4.0,6,0
phc,res/networks/child,child.xbif50002_,1,15,7,8,-0.6819041524165337,-64480.500785706856,1.1,18.0,4.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,1,15,11,10,-0.6899222977477704,-64539.67072955802,1.3,20.0,6.0,3,0
pges,res/networks/child,child.xbif50002_,1,15,11,2,-0.6502329163715962,-62980.00347245325,0.2,0.0,4.0,6,0
phc,res/networks/child,child.xbif50002_,1,15,11,10,-0.6899222977477704,-64539.67072955802,1.3,20.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,1,15,13,7,-0.6050794150877843,-63866.453309160745,0.9,10.0,8.0,3,0
pges,res/networks/child,child.xbif50002_,1,15,13,2,-0.6502329163715962,-62980.00347245325,0.2,0.0,4.0,6,0
phc,res/networks/child,child.xbif50002_,1,15,13,7,-0.6050794150877843,-63866.453309160745,0.9,10.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,1,15,17,6,-0.5990281385685702,-63943.32018763808,0.8,10.0,6.0,3,0
pges,res/networks/child,child.xbif50002_,1,15,17,2,-0.6502329163715962,-62980.00347245325,0.2,0.0,4.0,6,0
phc,res/networks/child,child.xbif50002_,1,15,17,6,-0.5990281385685702,-63943.32018763808,0.8,10.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,1,15,19,3,-0.6315287121191131,-63830.565190460824,0.4,4.0,4.0,3,0
pges,res/networks/child,child.xbif50002_,1,15,19,2,-0.6502329163715962,-62980.00347245325,0.2,0.0,4.0,6,0
phc,res/networks/child,child.xbif50002_,1,15,19,3,-0.6315287121191131,-63830.565190460824,0.4,4.0,4.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,1,15,23,9,-0.6388276858191346,-64068.51015097192,1.3,18.0,8.0,3,0
pges,res/networks/child,child.xbif50002_,1,15,23,2,-0.6502329163715962,-62980.00347245325,0.2,0.0,4.0,6,0
phc,res/networks/child,child.xbif50002_,1,15,23,9,-0.6388276858191346,-64068.51015097192,1.3,18.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,1,15,29,7,-0.6646957261547926,-64426.91573238077,0.9,14.0,4.0,3,0
pges,res/networks/child,child.xbif50002_,1,15,29,2,-0.6502329163715962,-62980.00347245325,0.2,0.0,4.0,6,0
phc,res/networks/child,child.xbif50002_,1,15,29,7,-0.6646957261547926,-64426.91573238077,0.9,14.0,4.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,2,15,2,6,-0.6773034153848811,-64571.30985016186,0.7,8.0,6.0,4,0
pges,res/networks/child,child.xbif50002_,2,15,2,6,-0.6740196900592266,-63361.60567991882,0.8,6.0,10.0,7,0
phc,res/networks/child,child.xbif50002_,2,15,2,6,-0.6773034153848811,-64571.30985016186,0.7,8.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,2,15,3,7,-0.6445857457990408,-63284.259805135414,0.9,12.0,6.0,3,0
pges,res/networks/child,child.xbif50002_,2,15,3,2,-0.6444555790011085,-63282.316645205006,0.2,0.0,4.0,5,0
phc,res/networks/child,child.xbif50002_,2,15,3,7,-0.6445857457990408,-63284.259805135414,0.9,12.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,2,15,5,8,-0.6979233731070675,-63675.90154663657,0.9,6.0,12.0,6,0
pges,res/networks/child,child.xbif50002_,2,15,5,8,-0.7105610597779485,-64285.37827298021,0.9,6.0,12.0,6,0
phc,res/networks/child,child.xbif50002_,2,15,5,6,-0.6300930743566284,-64254.97917776861,0.8,8.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,2,15,7,10,-0.6159112326619678,-63398.82975985076,1.4,16.0,12.0,6,0
pges,res/networks/child,child.xbif50002_,2,15,7,7,-0.6487421327860864,-63229.20023223856,1.0,10.0,10.0,5,0
phc,res/networks/child,child.xbif50002_,2,15,7,8,-0.5878883018155187,-63385.38392628217,1.2,14.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,2,15,11,4,-0.6748208784782942,-63276.06003072922,0.4,2.0,6.0,4,0
pges,res/networks/child,child.xbif50002_,2,15,11,5,-0.5484119249990581,-63028.40087028305,0.6,2.0,10.0,5,0
phc,res/networks/child,child.xbif50002_,2,15,11,2,-0.6607132454976223,-62980.00347245326,0.2,0.0,4.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,2,15,13,6,-0.6494229091174107,-63650.941461986884,0.7,8.0,6.0,7,0
pges,res/networks/child,child.xbif50002_,2,15,13,5,-0.5770410262802519,-63080.35675237107,0.6,6.0,6.0,5,0
phc,res/networks/child,child.xbif50002_,2,15,13,8,-0.6664386328962335,-63851.740823942404,1.1,16.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,2,15,17,9,-0.7090280336936488,-64168.833222369925,1.4,16.0,12.0,5,0
pges,res/networks/child,child.xbif50002_,2,15,17,4,-0.5927326931139387,-63979.9433248648,0.5,4.0,6.0,5,0
phc,res/networks/child,child.xbif50002_,2,15,17,9,-0.6944437851857297,-64168.83322236993,1.4,16.0,12.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,2,15,19,6,-0.5200390283655423,-64724.63482980327,1.0,14.0,6.0,4,0
pges,res/networks/child,child.xbif50002_,2,15,19,4,-0.6642627484102611,-62993.44930602183,0.4,2.0,6.0,6,0
phc,res/networks/child,child.xbif50002_,2,15,19,6,-0.5200390283655423,-64724.63482980327,1.0,14.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,2,15,23,4,-0.6672593429970071,-63417.68944883358,0.6,8.0,4.0,9,0
pges,res/networks/child,child.xbif50002_,2,15,23,4,-0.6807389890867823,-63754.206644020356,0.4,2.0,6.0,5,0
phc,res/networks/child,child.xbif50002_,2,15,23,4,-0.660506158330999,-63417.68944883358,0.6,8.0,4.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,2,15,29,2,-0.653156805481041,-63200.28152460004,0.2,0.0,4.0,4,0
pges,res/networks/child,child.xbif50002_,2,15,29,2,-0.5810385701475549,-62980.003472453245,0.2,0.0,4.0,5,0
phc,res/networks/child,child.xbif50002_,2,15,29,2,-0.653156805481041,-63200.28152460004,0.2,0.0,4.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,4,15,2,7,-0.6411772534408164,-63916.89259649879,0.8,8.0,8.0,7,0
pges,res/networks/child,child.xbif50002_,4,15,2,10,-0.6498870188774408,-64557.33782127173,1.3,14.0,12.0,5,0
phc,res/networks/child,child.xbif50002_,4,15,2,2,-0.667695265124878,-62980.00347245325,0.2,0.0,4.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,15,3,8,-0.6721031510503848,-64115.24816904385,1.1,10.0,12.0,6,0
pges,res/networks/child,child.xbif50002_,4,15,3,5,-0.6487036970353703,-63142.689424931654,0.6,6.0,6.0,6,0
phc,res/networks/child,child.xbif50002_,4,15,3,7,-0.5627881917209017,-63623.5603536875,0.9,8.0,10.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,15,5,8,-0.6535662625937781,-64250.86940107418,1.1,14.0,8.0,6,0
pges,res/networks/child,child.xbif50002_,4,15,5,5,-0.6611056867420537,-63331.78463813128,0.6,4.0,8.0,6,0
phc,res/networks/child,child.xbif50002_,4,15,5,8,-0.6535662625937781,-64250.86940107418,1.1,14.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,15,7,7,-0.5829931130698995,-64219.544701901454,0.9,10.0,8.0,6,0
pges,res/networks/child,child.xbif50002_,4,15,7,13,-0.6016266375587846,-64570.7197076577,1.7,20.0,14.0,6,0
phc,res/networks/child,child.xbif50002_,4,15,7,6,-0.6867613903547045,-63192.22374119051,0.8,6.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,4,15,11,10,-0.6485612050336569,-64562.19460899712,1.2,14.0,10.0,5,0
pges,res/networks/child,child.xbif50002_,4,15,11,5,-0.6183211045479778,-63906.343696590004,0.6,6.0,6.0,6,0
phc,res/networks/child,child.xbif50002_,4,15,11,5,-0.636121904079154,-63362.96747707846,0.6,6.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,15,13,9,-0.6166283286999839,-64378.00503954058,1.2,12.0,12.0,6,0
pges,res/networks/child,child.xbif50002_,4,15,13,8,-0.5068834148127432,-63848.56150619177,0.8,4.0,12.0,5,0
phc,res/networks/child,child.xbif50002_,4,15,13,8,-0.6423038811392692,-63787.38322459495,1.1,12.0,10.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,15,17,7,-0.6115519123059692,-63390.106431651846,1.0,14.0,6.0,8,0
pges,res/networks/child,child.xbif50002_,4,15,17,8,-0.7247175269001922,-64164.40787376074,1.2,14.0,10.0,6,0
phc,res/networks/child,child.xbif50002_,4,15,17,7,-0.6257276111802337,-64212.859715511884,1.0,14.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,15,19,3,-0.6619871305305021,-63287.188970949275,0.4,4.0,4.0,6,0
pges,res/networks/child,child.xbif50002_,4,15,19,4,-0.6176776511207589,-63055.78197858242,0.4,2.0,6.0,6,1
phc,res/networks/child,child.xbif50002_,4,15,19,3,-0.6629128864497711,-63066.91091880249,0.4,4.0,4.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,15,23,5,-0.70887691532282,-63109.36703190852,0.6,6.0,6.0,7,0
pges,res/networks/child,child.xbif50002_,4,15,23,5,-0.6903931072440977,-64143.427263121346,0.6,6.0,6.0,6,0
phc,res/networks/child,child.xbif50002_,4,15,23,6,-0.594628896459153,-63196.27447825777,0.8,10.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,4,15,29,3,-0.623098533449739,-63527.96163113904,0.3,0.0,6.0,5,0
pges,res/networks/child,child.xbif50002_,4,15,29,4,-0.7055421556365967,-63055.78197858243,0.4,2.0,6.0,7,0
phc,res/networks/child,child.xbif50002_,4,15,29,2,-0.6031575921040151,-62980.003472453245,0.2,0.0,4.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,15,2,11,-0.6200576355854339,-64268.78386307956,1.4,18.0,10.0,7,1
pges,res/networks/child,child.xbif50002_,6,15,2,14,-0.5149820171789978,-64779.68311051077,1.8,22.0,14.0,5,1
phc,res/networks/child,child.xbif50002_,6,15,2,6,-0.7497078140618461,-63894.19081165883,0.9,12.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,6,15,3,7,-0.6670602593061882,-64142.629277343236,0.9,10.0,8.0,4,2
pges,res/networks/child,child.xbif50002_,6,15,3,8,-0.6706083817052342,-64329.71094701417,1.2,14.0,10.0,6,1
phc,res/networks/child,child.xbif50002_,6,15,3,3,-0.6090487404846421,-63087.40887071358,0.4,4.0,4.0,4,0
pfhcbes,res/networks/child,child.xbif50002_,6,15,5,8,-0.6682608021425455,-63882.8339907145,0.9,12.0,6.0,7,1
pges,res/networks/child,child.xbif50002_,6,15,5,10,-0.6669324960501227,-64556.56958092396,1.3,14.0,12.0,6,1
phc,res/networks/child,child.xbif50002_,6,15,5,3,-0.656667539397848,-63287.18897094927,0.4,4.0,4.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,15,7,6,-0.7197446702149211,-63302.26397575592,0.8,6.0,10.0,5,1
pges,res/networks/child,child.xbif50002_,6,15,7,11,-0.53739830813065,-64689.028090062326,1.3,14.0,12.0,7,1
phc,res/networks/child,child.xbif50002_,6,15,7,6,-0.7186085689129468,-63302.26397575592,0.8,6.0,10.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,15,11,8,-0.5470065548644011,-64619.70609346951,0.9,10.0,8.0,7,1
pges,res/networks/child,child.xbif50002_,6,15,11,9,-0.5411691097915005,-64127.88324036232,1.1,10.0,12.0,6,1
phc,res/networks/child,child.xbif50002_,6,15,11,7,-0.6886425361507522,-64770.172600221624,0.8,10.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,15,13,5,-0.6128370723911617,-64469.91698236519,0.6,6.0,6.0,5,2
pges,res/networks/child,child.xbif50002_,6,15,13,12,-0.6035335018956353,-64920.971201533896,1.4,10.0,18.0,6,1
phc,res/networks/child,child.xbif50002_,6,15,13,3,-0.6333582342991277,-63830.565190460824,0.4,4.0,4.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,15,17,11,-0.5748138887335598,-64371.666312382404,1.5,20.0,10.0,6,2
pges,res/networks/child,child.xbif50002_,6,15,17,11,-0.5123349630010559,-64207.91532644255,1.4,14.0,14.0,7,1
phc,res/networks/child,child.xbif50002_,6,15,17,8,-0.6972700271039634,-64031.53365992384,1.1,14.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,15,19,4,-0.6688533176359146,-63885.91290024044,0.5,4.0,6.0,6,2
pges,res/networks/child,child.xbif50002_,6,15,19,5,-0.6491077171817456,-64165.78477080333,0.6,6.0,6.0,6,1
phc,res/networks/child,child.xbif50002_,6,15,19,5,-0.6529367767365801,-63028.40087028303,0.6,2.0,10.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,15,23,6,-0.6152363061451736,-63878.96258829061,0.8,6.0,10.0,5,1
pges,res/networks/child,child.xbif50002_,6,15,23,8,-0.7177540034427524,-64964.94430548607,0.9,10.0,8.0,6,1
phc,res/networks/child,child.xbif50002_,6,15,23,6,-0.6152363061451736,-63878.96258829061,0.8,6.0,10.0,3,0
pfhcbes,res/networks/child,child.xbif50002_,6,15,29,9,-0.614957848810111,-63878.793529696704,1.1,12.0,10.0,6,2
pges,res/networks/child,child.xbif50002_,6,15,29,5,-0.6373417702642089,-64175.2587684739,0.6,6.0,6.0,6,0
