algorithm, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
pges,res/networks/win95pts,win95pts.xbif50001_,2,5,7,102,-0.22852528626472943,-49249.84948300617,3.026315789473684,70.0,160.0,17,4
phc,res/networks/win95pts,win95pts.xbif50001_,2,5,7,98,-0.21929488449609338,-49350.73989338111,2.9210526315789473,74.0,148.0,17,4
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,2,5,11,119,-0.23401419729983441,-49624.951863220915,3.473684210526316,96.0,168.0,19,4
pges,res/networks/win95pts,win95pts.xbif50001_,2,5,11,102,-0.22503827566185386,-49310.494224556154,3.0,68.0,160.0,18,5
phc,res/networks/win95pts,win95pts.xbif50001_,2,5,11,129,-0.23055535150915776,-49555.60931584799,3.8684210526315788,112.0,182.0,17,5
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,2,5,13,128,-0.22820056257231416,-49552.02228363138,3.789473684210526,98.0,190.0,17,4
pges,res/networks/win95pts,win95pts.xbif50001_,2,5,13,109,-0.22679480633337676,-49443.65046654147,3.263157894736842,80.0,168.0,17,5
phc,res/networks/win95pts,win95pts.xbif50001_,2,5,13,124,-0.23796161657955936,-49543.30067216369,3.710526315789474,102.0,180.0,17,5
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,2,5,17,117,-0.2344143489267052,-49346.70735943522,3.5,84.0,182.0,16,2
pges,res/networks/win95pts,win95pts.xbif50001_,2,5,17,126,-0.2149779390172155,-49449.92839144051,3.763157894736842,96.0,190.0,17,4
phc,res/networks/win95pts,win95pts.xbif50001_,2,5,17,109,-0.21425113172265947,-49535.627068136004,3.236842105263158,82.0,164.0,18,3
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,2,5,19,110,-0.22703993011724033,-49593.702936055146,3.3684210526315788,78.0,178.0,17,3
pges,res/networks/win95pts,win95pts.xbif50001_,2,5,19,101,-0.23354344354819448,-49144.05955729186,3.0,72.0,156.0,17,4
phc,res/networks/win95pts,win95pts.xbif50001_,2,5,19,94,-0.2361861113463719,-49615.30465700952,2.763157894736842,64.0,146.0,18,3
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,2,5,23,123,-0.23838856790714388,-49626.622528076965,3.6842105263157894,100.0,180.0,17,3
pges,res/networks/win95pts,win95pts.xbif50001_,2,5,23,95,-0.23190399972975878,-49077.0062580667,2.8947368421052633,62.0,158.0,16,4
phc,res/networks/win95pts,win95pts.xbif50001_,2,5,23,135,-0.24106831129777473,-49702.50447408476,3.9210526315789473,120.0,178.0,17,3
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,2,5,29,115,-0.2386398344139098,-49557.58768196392,3.3684210526315788,100.0,156.0,16,2
pges,res/networks/win95pts,win95pts.xbif50001_,2,5,29,108,-0.23024634177705697,-49524.04957674627,3.289473684210526,88.0,162.0,18,6
phc,res/networks/win95pts,win95pts.xbif50001_,2,5,29,126,-0.22676294896210814,-49579.854701387136,3.710526315789474,110.0,172.0,17,3
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,4,5,2,140,-0.22112587438357478,-49617.658573450484,3.9473684210526314,114.0,186.0,11,2
pges,res/networks/win95pts,win95pts.xbif50001_,4,5,2,108,-0.2195428210004133,-49665.01655041977,3.210526315789474,86.0,158.0,14,5
phc,res/networks/win95pts,win95pts.xbif50001_,4,5,2,120,-0.23186173336473911,-49691.09169886246,3.4473684210526314,100.0,162.0,13,2
