algorithm,network,bbdd,threads,itLimit,exploitConst,selectionConst,numSwaps,probSwap,bdeuMCTS,shdMCTS,timeMCTS,bdeuPGES,shdPGES,timePGES,bdeuOrig,shdOrig,bdeuPerfect,shdPerfect,timePerfect
mctsbn-distributed,alarm,alarm.xbif_,32,1250,50.0,8,0.0,0.0,-53961.41480260731,7.0,10.679,-54082.05112115016,8.0,1.935,-54013.32655108495,0.0,-53941.60046330816,7.0,0.005
