algorithm, network, bbdd, threads, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, dfMM minus, Total iterations, Total time(s)
fges-faithfulness,hepar2,hepar2.xbif50007_,4,0,0,-1,88,-0.468086284251191,-164620.7564537132,268.0,10.0,258.0,1,1.583
fges-faithfulness,hepar2,hepar2.xbif50007_,8,0,0,-1,88,-0.468086284251191,-164620.7564537132,268.0,10.0,258.0,1,2.183
fges-faithfulness,hepar2,hepar2.xbif50008_,16,0,0,-1,82,-0.4680866876092397,-164763.97274675072,266.0,2.0,264.0,1,1.725
fges-faithfulness,hepar2,hepar2.xbif50008_,1,0,0,-1,82,-0.4680866876092397,-164763.97274675072,266.0,2.0,264.0,1,2.353
fges-faithfulness,hepar2,hepar2.xbif50008_,2,0,0,-1,82,-0.4680866876092397,-164763.97274675072,266.0,2.0,264.0,1,1.913
fges-faithfulness,hepar2,hepar2.xbif50008_,4,0,0,-1,82,-0.4680866876092397,-164763.97274675072,266.0,2.0,264.0,1,1.871
fges-faithfulness,hepar2,hepar2.xbif50008_,8,0,0,-1,82,-0.4680866876092397,-164763.97274675072,266.0,2.0,264.0,1,1.895
fges-faithfulness,hepar2,hepar2.xbif50009_,16,0,0,-1,88,-0.4678900802123045,-164950.52773402742,284.0,10.0,274.0,1,1.741
fges-faithfulness,hepar2,hepar2.xbif50009_,1,0,0,-1,88,-0.4678900802123045,-164950.52773402742,284.0,10.0,274.0,1,2.349
fges-faithfulness,hepar2,hepar2.xbif50009_,2,0,0,-1,88,-0.4678900802123045,-164950.52773402742,284.0,10.0,274.0,1,3.168
fges-faithfulness,hepar2,hepar2.xbif50009_,4,0,0,-1,88,-0.4678900802123045,-164950.52773402742,284.0,10.0,274.0,1,1.845
fges-faithfulness,hepar2,hepar2.xbif50009_,8,0,0,-1,88,-0.4678900802123045,-164950.52773402742,284.0,10.0,274.0,1,1.868
fges-faithfulness,hepar2,hepar2.xbif_,16,0,0,-1,96,-0.46806626301330234,-164864.9496529485,294.0,16.0,278.0,1,1.883
fges-faithfulness,hepar2,hepar2.xbif_,1,0,0,-1,96,-0.46806626301330234,-164864.9496529485,294.0,16.0,278.0,1,2.547
fges-faithfulness,hepar2,hepar2.xbif_,2,0,0,-1,96,-0.46806626301330234,-164864.9496529485,294.0,16.0,278.0,1,1.854
fges-faithfulness,hepar2,hepar2.xbif_,4,0,0,-1,96,-0.46806626301330234,-164864.9496529485,294.0,16.0,278.0,1,1.921
fges-faithfulness,hepar2,hepar2.xbif_,8,0,0,-1,96,-0.46806626301330234,-164864.9496529485,294.0,16.0,278.0,1,3.006
fges,hepar2,hepar2.xbif50001246_,16,0,0,-1,94,-0.46826755190561814,-165270.62499764378,300.0,6.0,294.0,1,0.795
fges,hepar2,hepar2.xbif50001246_,1,0,0,-1,94,-0.46826755190561814,-165270.62499764378,300.0,6.0,294.0,1,1.101
fges,hepar2,hepar2.xbif50001246_,2,0,0,-1,94,-0.46826755190561814,-165270.62499764378,300.0,6.0,294.0,1,1.009
fges,hepar2,hepar2.xbif50001246_,4,0,0,-1,94,-0.46826755190561814,-165270.62499764378,300.0,6.0,294.0,1,1.159
fges,hepar2,hepar2.xbif50001246_,8,0,0,-1,94,-0.46826755190561814,-165270.62499764378,300.0,6.0,294.0,1,0.842
fges,hepar2,hepar2.xbif50001_,16,0,0,-1,92,-0.46818447929718193,-164814.90045047918,284.0,8.0,276.0,1,0.828
fges,hepar2,hepar2.xbif50001_,1,0,0,-1,92,-0.46818447929718193,-164814.90045047918,284.0,8.0,276.0,1,1.463
fges,hepar2,hepar2.xbif50001_,2,0,0,-1,92,-0.46818447929718193,-164814.90045047918,284.0,8.0,276.0,1,0.882
fges,hepar2,hepar2.xbif50001_,4,0,0,-1,92,-0.46818447929718193,-164814.90045047918,284.0,8.0,276.0,1,1.774
fges,hepar2,hepar2.xbif50001_,8,0,0,-1,92,-0.46818447929718193,-164814.90045047918,284.0,8.0,276.0,1,1.348
fges,hepar2,hepar2.xbif50002_,16,0,0,-1,89,-0.4683015888106779,-164628.4106618886,280.0,2.0,278.0,1,0.778
fges,hepar2,hepar2.xbif50002_,1,0,0,-1,89,-0.4683015888106779,-164628.4106618886,280.0,2.0,278.0,1,1.038
fges,hepar2,hepar2.xbif50002_,2,0,0,-1,89,-0.4683015888106779,-164628.4106618886,280.0,2.0,278.0,1,0.902
fges,hepar2,hepar2.xbif50002_,4,0,0,-1,89,-0.4683015888106779,-164628.4106618886,280.0,2.0,278.0,1,0.802
fges,hepar2,hepar2.xbif50002_,8,0,0,-1,89,-0.4683015888106779,-164628.4106618886,280.0,2.0,278.0,1,0.803
fges,hepar2,hepar2.xbif50003_,16,0,0,-1,93,-0.4683648212544223,-165098.5510630752,298.0,4.0,294.0,1,0.779
fges,hepar2,hepar2.xbif50003_,1,0,0,-1,93,-0.4683648212544223,-165098.5510630752,298.0,4.0,294.0,1,1.114
fges,hepar2,hepar2.xbif50003_,2,0,0,-1,93,-0.4683648212544223,-165098.5510630752,298.0,4.0,294.0,1,0.814
fges,hepar2,hepar2.xbif50003_,4,0,0,-1,93,-0.4683648212544223,-165098.5510630752,298.0,4.0,294.0,1,0.805
fges,hepar2,hepar2.xbif50003_,8,0,0,-1,93,-0.4683648212544223,-165098.5510630752,298.0,4.0,294.0,1,0.786
fges,hepar2,hepar2.xbif50004_,16,0,0,-1,93,-0.468133097233013,-164999.1078818869,288.0,8.0,280.0,1,0.801
fges,hepar2,hepar2.xbif50004_,1,0,0,-1,93,-0.468133097233013,-164999.1078818869,288.0,8.0,280.0,1,1.016
fges,hepar2,hepar2.xbif50004_,2,0,0,-1,93,-0.468133097233013,-164999.1078818869,288.0,8.0,280.0,1,1.023
fges,hepar2,hepar2.xbif50004_,4,0,0,-1,93,-0.468133097233013,-164999.1078818869,288.0,8.0,280.0,1,1.025
fges,hepar2,hepar2.xbif50004_,8,0,0,-1,93,-0.468133097233013,-164999.1078818869,288.0,8.0,280.0,1,1.423
fges,hepar2,hepar2.xbif50005_,16,0,0,-1,94,-0.46818373132626895,-165461.29321824163,290.0,6.0,284.0,1,0.767
fges,hepar2,hepar2.xbif50005_,1,0,0,-1,94,-0.46818373132626895,-165461.29321824163,290.0,6.0,284.0,1,1.082
fges,hepar2,hepar2.xbif50005_,2,0,0,-1,94,-0.46818373132626895,-165461.29321824163,290.0,6.0,284.0,1,1.084
fges,hepar2,hepar2.xbif50005_,4,0,0,-1,94,-0.46818373132626895,-165461.29321824163,290.0,6.0,284.0,1,1.167
fges,hepar2,hepar2.xbif50005_,8,0,0,-1,94,-0.46818373132626895,-165461.29321824163,290.0,6.0,284.0,1,0.824
fges,hepar2,hepar2.xbif50006_,16,0,0,-1,86,-0.4681232128794347,-165379.15549557464,268.0,4.0,264.0,1,0.856
fges,hepar2,hepar2.xbif50006_,1,0,0,-1,86,-0.4681232128794347,-165379.15549557464,268.0,4.0,264.0,1,1.221
fges,hepar2,hepar2.xbif50006_,2,0,0,-1,86,-0.4681232128794347,-165379.15549557464,268.0,4.0,264.0,1,0.914
fges,hepar2,hepar2.xbif50006_,4,0,0,-1,86,-0.4681232128794347,-165379.15549557464,268.0,4.0,264.0,1,1.014
fges,hepar2,hepar2.xbif50006_,8,0,0,-1,86,-0.4681232128794347,-165379.15549557464,268.0,4.0,264.0,1,1.239
fges,hepar2,hepar2.xbif50007_,16,0,0,-1,95,-0.468506005595794,-164676.59265153616,294.0,6.0,288.0,1,0.796
fges,hepar2,hepar2.xbif50007_,1,0,0,-1,95,-0.468506005595794,-164676.59265153616,294.0,6.0,288.0,1,1.234
fges,hepar2,hepar2.xbif50007_,2,0,0,-1,95,-0.468506005595794,-164676.59265153616,294.0,6.0,288.0,1,1.001
fges,hepar2,hepar2.xbif50007_,4,0,0,-1,95,-0.468506005595794,-164676.59265153616,294.0,6.0,288.0,1,0.797
fges,hepar2,hepar2.xbif50007_,8,0,0,-1,95,-0.468506005595794,-164676.59265153616,294.0,6.0,288.0,1,0.8
fges,hepar2,hepar2.xbif50008_,16,0,0,-1,93,-0.4684883093637167,-164823.2832554509,300.0,2.0,298.0,1,0.954
fges,hepar2,hepar2.xbif50008_,1,0,0,-1,93,-0.4684883093637167,-164823.2832554509,300.0,2.0,298.0,1,1.283
fges,hepar2,hepar2.xbif50008_,2,0,0,-1,93,-0.4684883093637167,-164823.2832554509,300.0,2.0,298.0,1,1.14
fges,hepar2,hepar2.xbif50008_,4,0,0,-1,93,-0.4684883093637167,-164823.2832554509,300.0,2.0,298.0,1,1.576
fges,hepar2,hepar2.xbif50008_,8,0,0,-1,93,-0.4684883093637167,-164823.2832554509,300.0,2.0,298.0,1,1.589
fges,hepar2,hepar2.xbif50009_,16,0,0,-1,89,-0.46813255453908087,-164975.22583003226,290.0,6.0,284.0,1,1.025
fges,hepar2,hepar2.xbif50009_,1,0,0,-1,89,-0.46813255453908087,-164975.22583003226,290.0,6.0,284.0,1,1.396
fges,hepar2,hepar2.xbif50009_,2,0,0,-1,89,-0.46813255453908087,-164975.22583003226,290.0,6.0,284.0,1,1.156
fges,hepar2,hepar2.xbif50009_,4,0,0,-1,89,-0.46813255453908087,-164975.22583003226,290.0,6.0,284.0,1,1.558
fges,hepar2,hepar2.xbif50009_,8,0,0,-1,89,-0.46813255453908087,-164975.22583003226,290.0,6.0,284.0,1,1.616
fges,hepar2,hepar2.xbif_,16,0,0,-1,96,-0.4682408111243181,-164896.6010769213,298.0,12.0,286.0,1,0.877
fges,hepar2,hepar2.xbif_,1,0,0,-1,96,-0.4682408111243181,-164896.6010769213,298.0,12.0,286.0,1,1.298
fges,hepar2,hepar2.xbif_,2,0,0,-1,96,-0.4682408111243181,-164896.6010769213,298.0,12.0,286.0,1,2.044
fges,hepar2,hepar2.xbif_,4,0,0,-1,96,-0.4682408111243181,-164896.6010769213,298.0,12.0,286.0,1,0.907
fges,hepar2,hepar2.xbif_,8,0,0,-1,96,-0.4682408111243181,-164896.6010769213,298.0,12.0,286.0,1,1.447
ges-tetrad,hepar2,hepar2.xbif50001246_,16,0,0,-1,94,-0.46826755190561814,-165270.62499764378,300.0,6.0,294.0,1,0.855
ges-tetrad,hepar2,hepar2.xbif50001246_,1,0,0,-1,94,-0.46826755190561814,-165270.62499764378,300.0,6.0,294.0,1,1.086
ges-tetrad,hepar2,hepar2.xbif50001246_,2,0,0,-1,94,-0.46826755190561814,-165270.62499764378,300.0,6.0,294.0,1,1.97
ges-tetrad,hepar2,hepar2.xbif50001246_,4,0,0,-1,94,-0.46826755190561814,-165270.62499764378,300.0,6.0,294.0,1,1.269
ges-tetrad,hepar2,hepar2.xbif50001246_,8,0,0,-1,94,-0.46826755190561814,-165270.62499764378,300.0,6.0,294.0,1,0.871
ges-tetrad,hepar2,hepar2.xbif50001_,16,0,0,-1,92,-0.46818447929718193,-164814.90045047918,284.0,8.0,276.0,1,0.868
ges-tetrad,hepar2,hepar2.xbif50001_,1,0,0,-1,92,-0.46818447929718193,-164814.90045047918,284.0,8.0,276.0,1,1.391
ges-tetrad,hepar2,hepar2.xbif50001_,2,0,0,-1,92,-0.46818447929718193,-164814.90045047918,284.0,8.0,276.0,1,0.884
ges-tetrad,hepar2,hepar2.xbif50001_,4,0,0,-1,92,-0.46818447929718193,-164814.90045047918,284.0,8.0,276.0,1,1.18
ges-tetrad,hepar2,hepar2.xbif50001_,8,0,0,-1,92,-0.46818447929718193,-164814.90045047918,284.0,8.0,276.0,1,1.355
ges-tetrad,hepar2,hepar2.xbif50002_,16,0,0,-1,89,-0.4683015888106779,-164628.4106618886,280.0,2.0,278.0,1,0.776
ges-tetrad,hepar2,hepar2.xbif50002_,1,0,0,-1,89,-0.4683015888106779,-164628.4106618886,280.0,2.0,278.0,1,1.442
ges-tetrad,hepar2,hepar2.xbif50002_,2,0,0,-1,89,-0.4683015888106779,-164628.4106618886,280.0,2.0,278.0,1,0.935
ges-tetrad,hepar2,hepar2.xbif50002_,4,0,0,-1,89,-0.4683015888106779,-164628.4106618886,280.0,2.0,278.0,1,0.803
ges-tetrad,hepar2,hepar2.xbif50002_,8,0,0,-1,89,-0.4683015888106779,-164628.4106618886,280.0,2.0,278.0,1,1.454
ges-tetrad,hepar2,hepar2.xbif50003_,16,0,0,-1,93,-0.4683648212544223,-165098.5510630752,298.0,4.0,294.0,1,0.783
ges-tetrad,hepar2,hepar2.xbif50003_,1,0,0,-1,93,-0.4683648212544223,-165098.5510630752,298.0,4.0,294.0,1,1.007
ges-tetrad,hepar2,hepar2.xbif50003_,2,0,0,-1,93,-0.4683648212544223,-165098.5510630752,298.0,4.0,294.0,1,0.833
ges-tetrad,hepar2,hepar2.xbif50003_,4,0,0,-1,93,-0.4683648212544223,-165098.5510630752,298.0,4.0,294.0,1,1.536
ges-tetrad,hepar2,hepar2.xbif50003_,8,0,0,-1,93,-0.4683648212544223,-165098.5510630752,298.0,4.0,294.0,1,0.772
ges-tetrad,hepar2,hepar2.xbif50004_,16,0,0,-1,93,-0.468133097233013,-164999.1078818869,288.0,8.0,280.0,1,0.88
ges-tetrad,hepar2,hepar2.xbif50004_,1,0,0,-1,93,-0.468133097233013,-164999.1078818869,288.0,8.0,280.0,1,1.096
ges-tetrad,hepar2,hepar2.xbif50004_,2,0,0,-1,93,-0.468133097233013,-164999.1078818869,288.0,8.0,280.0,1,0.893
ges-tetrad,hepar2,hepar2.xbif50004_,4,0,0,-1,93,-0.468133097233013,-164999.1078818869,288.0,8.0,280.0,1,1.504
ges-tetrad,hepar2,hepar2.xbif50004_,8,0,0,-1,93,-0.468133097233013,-164999.1078818869,288.0,8.0,280.0,1,1.265
ges-tetrad,hepar2,hepar2.xbif50005_,16,0,0,-1,94,-0.46818373132626895,-165461.29321824163,290.0,6.0,284.0,1,0.822
ges-tetrad,hepar2,hepar2.xbif50005_,1,0,0,-1,94,-0.46818373132626895,-165461.29321824163,290.0,6.0,284.0,1,0.989
ges-tetrad,hepar2,hepar2.xbif50005_,2,0,0,-1,94,-0.46818373132626895,-165461.29321824163,290.0,6.0,284.0,1,0.962
ges-tetrad,hepar2,hepar2.xbif50005_,4,0,0,-1,94,-0.46818373132626895,-165461.29321824163,290.0,6.0,284.0,1,1.152
ges-tetrad,hepar2,hepar2.xbif50005_,8,0,0,-1,94,-0.46818373132626895,-165461.29321824163,290.0,6.0,284.0,1,1.198
ges-tetrad,hepar2,hepar2.xbif50006_,16,0,0,-1,86,-0.4681232128794347,-165379.15549557464,268.0,4.0,264.0,1,0.842
ges-tetrad,hepar2,hepar2.xbif50006_,1,0,0,-1,86,-0.4681232128794347,-165379.15549557464,268.0,4.0,264.0,1,1.484
ges-tetrad,hepar2,hepar2.xbif50006_,2,0,0,-1,86,-0.4681232128794347,-165379.15549557464,268.0,4.0,264.0,1,0.995
ges-tetrad,hepar2,hepar2.xbif50006_,4,0,0,-1,86,-0.4681232128794347,-165379.15549557464,268.0,4.0,264.0,1,1.062
ges-tetrad,hepar2,hepar2.xbif50006_,8,0,0,-1,86,-0.4681232128794347,-165379.15549557464,268.0,4.0,264.0,1,1.425
ges-tetrad,hepar2,hepar2.xbif50007_,16,0,0,-1,95,-0.468506005595794,-164676.59265153616,294.0,6.0,288.0,1,0.798
ges-tetrad,hepar2,hepar2.xbif50007_,1,0,0,-1,95,-0.468506005595794,-164676.59265153616,294.0,6.0,288.0,1,1.061
ges-tetrad,hepar2,hepar2.xbif50007_,2,0,0,-1,95,-0.468506005595794,-164676.59265153616,294.0,6.0,288.0,1,1.032
ges-tetrad,hepar2,hepar2.xbif50007_,4,0,0,-1,95,-0.468506005595794,-164676.59265153616,294.0,6.0,288.0,1,0.803
ges-tetrad,hepar2,hepar2.xbif50007_,8,0,0,-1,95,-0.468506005595794,-164676.59265153616,294.0,6.0,288.0,1,0.814
ges-tetrad,hepar2,hepar2.xbif50008_,16,0,0,-1,93,-0.4684883093637167,-164823.2832554509,300.0,2.0,298.0,1,0.973
ges-tetrad,hepar2,hepar2.xbif50008_,1,0,0,-1,93,-0.4684883093637167,-164823.2832554509,300.0,2.0,298.0,1,1.353
ges-tetrad,hepar2,hepar2.xbif50008_,2,0,0,-1,93,-0.4684883093637167,-164823.2832554509,300.0,2.0,298.0,1,1.183
ges-tetrad,hepar2,hepar2.xbif50008_,4,0,0,-1,93,-0.4684883093637167,-164823.2832554509,300.0,2.0,298.0,1,0.964
ges-tetrad,hepar2,hepar2.xbif50008_,8,0,0,-1,93,-0.4684883093637167,-164823.2832554509,300.0,2.0,298.0,1,0.979
ges-tetrad,hepar2,hepar2.xbif50009_,16,0,0,-1,89,-0.46813255453908087,-164975.22583003226,290.0,6.0,284.0,1,1.024
ges-tetrad,hepar2,hepar2.xbif50009_,1,0,0,-1,89,-0.46813255453908087,-164975.22583003226,290.0,6.0,284.0,1,1.231
ges-tetrad,hepar2,hepar2.xbif50009_,2,0,0,-1,89,-0.46813255453908087,-164975.22583003226,290.0,6.0,284.0,1,1.267
ges-tetrad,hepar2,hepar2.xbif50009_,4,0,0,-1,89,-0.46813255453908087,-164975.22583003226,290.0,6.0,284.0,1,1.507
ges-tetrad,hepar2,hepar2.xbif50009_,8,0,0,-1,89,-0.46813255453908087,-164975.22583003226,290.0,6.0,284.0,1,1.659
ges-tetrad,hepar2,hepar2.xbif_,16,0,0,-1,96,-0.4682408111243181,-164896.6010769213,298.0,12.0,286.0,1,0.884
ges-tetrad,hepar2,hepar2.xbif_,1,0,0,-1,96,-0.4682408111243181,-164896.6010769213,298.0,12.0,286.0,1,1.523
ges-tetrad,hepar2,hepar2.xbif_,2,0,0,-1,96,-0.4682408111243181,-164896.6010769213,298.0,12.0,286.0,1,0.885
ges-tetrad,hepar2,hepar2.xbif_,4,0,0,-1,96,-0.4682408111243181,-164896.6010769213,298.0,12.0,286.0,1,1.645
ges-tetrad,hepar2,hepar2.xbif_,8,0,0,-1,96,-0.4682408111243181,-164896.6010769213,298.0,12.0,286.0,1,1.298
fges-faithfulness,insurance,insurance.xbif50001246_,16,0,0,-1,24,-0.48973150526581627,-67786.63928611128,52.0,4.0,48.0,1,0.796
fges-faithfulness,insurance,insurance.xbif50001246_,1,0,0,-1,24,-0.48973150526581627,-67786.63928611128,52.0,4.0,48.0,1,1.004
fges-faithfulness,insurance,insurance.xbif50001246_,2,0,0,-1,24,-0.48973150526581627,-67786.63928611128,52.0,4.0,48.0,1,0.921
fges-faithfulness,insurance,insurance.xbif50001246_,4,0,0,-1,24,-0.48973150526581627,-67786.63928611128,52.0,4.0,48.0,1,0.869
fges-faithfulness,insurance,insurance.xbif50001246_,8,0,0,-1,24,-0.48973150526581627,-67786.63928611128,52.0,4.0,48.0,1,0.783
fges-faithfulness,insurance,insurance.xbif50001_,16,0,0,-1,20,-0.4895059105680381,-67742.03998468039,44.0,0.0,44.0,1,0.818
fges-faithfulness,insurance,insurance.xbif50001_,1,0,0,-1,20,-0.4895059105680381,-67742.03998468039,44.0,0.0,44.0,1,0.934
fges-faithfulness,insurance,insurance.xbif50001_,2,0,0,-1,20,-0.4895059105680381,-67742.03998468039,44.0,0.0,44.0,1,1.908
fges-faithfulness,insurance,insurance.xbif50001_,4,0,0,-1,20,-0.4895059105680381,-67742.03998468039,44.0,0.0,44.0,1,1.022
fges-faithfulness,insurance,insurance.xbif50001_,8,0,0,-1,20,-0.4895059105680381,-67742.03998468039,44.0,0.0,44.0,1,0.853
fges-faithfulness,insurance,insurance.xbif50002_,16,0,0,-1,24,-0.4908332963029782,-67397.00890535448,50.0,4.0,46.0,1,1.189
fges-faithfulness,insurance,insurance.xbif50002_,1,0,0,-1,24,-0.4908332963029782,-67397.00890535448,50.0,4.0,46.0,1,1.689
fges-faithfulness,insurance,insurance.xbif50002_,2,0,0,-1,24,-0.4908332963029782,-67397.00890535448,50.0,4.0,46.0,1,1.525
fges-faithfulness,insurance,insurance.xbif50002_,4,0,0,-1,24,-0.4908332963029782,-67397.00890535448,50.0,4.0,46.0,1,1.595
fges-faithfulness,insurance,insurance.xbif50002_,8,0,0,-1,24,-0.4908332963029782,-67397.00890535448,50.0,4.0,46.0,1,1.529
fges-faithfulness,insurance,insurance.xbif50003_,16,0,0,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,1,0.787
fges-faithfulness,insurance,insurance.xbif50003_,1,0,0,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,1,0.942
fges-faithfulness,insurance,insurance.xbif50003_,2,0,0,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,1,1.017
fges-faithfulness,insurance,insurance.xbif50003_,4,0,0,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,1,1.488
fges-faithfulness,insurance,insurance.xbif50003_,8,0,0,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,1,1.08
fges-faithfulness,insurance,insurance.xbif50004_,16,0,0,-1,22,0.0,-67447.75134188178,46.0,4.0,42.0,1,0.733
fges-faithfulness,insurance,insurance.xbif50004_,1,0,0,-1,22,0.0,-67447.75134188178,46.0,4.0,42.0,1,0.867
fges-faithfulness,insurance,insurance.xbif50004_,2,0,0,-1,22,0.0,-67447.75134188178,46.0,4.0,42.0,1,0.854
fges-faithfulness,insurance,insurance.xbif50004_,4,0,0,-1,22,0.0,-67447.75134188178,46.0,4.0,42.0,1,1.314
fges-faithfulness,insurance,insurance.xbif50004_,8,0,0,-1,22,0.0,-67447.75134188178,46.0,4.0,42.0,1,0.762
fges-faithfulness,insurance,insurance.xbif50005_,16,0,0,-1,20,-0.4895059105680381,-67813.1477003641,44.0,0.0,44.0,1,0.762
fges-faithfulness,insurance,insurance.xbif50005_,1,0,0,-1,20,-0.4895059105680381,-67813.1477003641,44.0,0.0,44.0,1,1.186
fges-faithfulness,insurance,insurance.xbif50005_,2,0,0,-1,20,-0.4895059105680381,-67813.1477003641,44.0,0.0,44.0,1,0.88
fges-faithfulness,insurance,insurance.xbif50005_,4,0,0,-1,20,-0.4895059105680381,-67813.1477003641,44.0,0.0,44.0,1,0.844
fges-faithfulness,insurance,insurance.xbif50005_,8,0,0,-1,20,-0.4895059105680381,-67813.1477003641,44.0,0.0,44.0,1,1.377
fges-faithfulness,insurance,insurance.xbif50006_,16,0,0,-1,24,-0.48973150526581627,-68019.32010023012,52.0,4.0,48.0,1,0.8
fges-faithfulness,insurance,insurance.xbif50006_,1,0,0,-1,24,-0.48973150526581627,-68019.32010023012,52.0,4.0,48.0,1,0.962
fges-faithfulness,insurance,insurance.xbif50006_,2,0,0,-1,24,-0.48973150526581627,-68019.32010023012,52.0,4.0,48.0,1,1.704
fges-faithfulness,insurance,insurance.xbif50006_,4,0,0,-1,24,-0.48973150526581627,-68019.32010023012,52.0,4.0,48.0,1,0.914
fges-faithfulness,insurance,insurance.xbif50006_,8,0,0,-1,24,-0.48973150526581627,-68019.32010023012,52.0,4.0,48.0,1,1.118
fges-faithfulness,insurance,insurance.xbif50007_,16,0,0,-1,24,-0.48973150526581627,-67590.599226492,52.0,4.0,48.0,1,0.777
fges-faithfulness,insurance,insurance.xbif50007_,1,0,0,-1,24,-0.48973150526581627,-67590.599226492,52.0,4.0,48.0,1,0.806
fges-faithfulness,insurance,insurance.xbif50007_,2,0,0,-1,24,-0.48973150526581627,-67590.599226492,52.0,4.0,48.0,1,1.579
fges-faithfulness,insurance,insurance.xbif50007_,4,0,0,-1,24,-0.48973150526581627,-67590.599226492,52.0,4.0,48.0,1,1.238
fges-faithfulness,insurance,insurance.xbif50007_,8,0,0,-1,24,-0.48973150526581627,-67590.599226492,52.0,4.0,48.0,1,1.11
fges-faithfulness,insurance,insurance.xbif50008_,16,0,0,-1,24,-0.48973150526581627,-67641.28154985273,52.0,4.0,48.0,1,0.826
fges-faithfulness,insurance,insurance.xbif50008_,1,0,0,-1,24,-0.48973150526581627,-67641.28154985273,52.0,4.0,48.0,1,0.959
fges-faithfulness,insurance,insurance.xbif50008_,2,0,0,-1,24,-0.48973150526581627,-67641.28154985273,52.0,4.0,48.0,1,0.849
fges-faithfulness,insurance,insurance.xbif50008_,4,0,0,-1,24,-0.48973150526581627,-67641.28154985273,52.0,4.0,48.0,1,0.76
fges-faithfulness,insurance,insurance.xbif50008_,8,0,0,-1,24,-0.48973150526581627,-67641.28154985273,52.0,4.0,48.0,1,0.863
fges-faithfulness,insurance,insurance.xbif50009_,16,0,0,-1,25,-0.4904069101781998,-68083.65889419323,54.0,4.0,50.0,1,0.822
fges-faithfulness,insurance,insurance.xbif50009_,1,0,0,-1,25,-0.4904069101781998,-68083.65889419323,54.0,4.0,50.0,1,1.224
fges-faithfulness,insurance,insurance.xbif50009_,2,0,0,-1,25,-0.4904069101781998,-68083.65889419323,54.0,4.0,50.0,1,1.657
fges-faithfulness,insurance,insurance.xbif50009_,4,0,0,-1,25,-0.4904069101781998,-68083.65889419323,54.0,4.0,50.0,1,1.422
fges-faithfulness,insurance,insurance.xbif50009_,8,0,0,-1,25,-0.4904069101781998,-68083.65889419323,54.0,4.0,50.0,1,0.819
fges-faithfulness,insurance,insurance.xbif_,16,0,0,-1,24,-0.48973150526581627,-68093.78708528272,52.0,4.0,48.0,1,0.8
fges-faithfulness,insurance,insurance.xbif_,1,0,0,-1,24,-0.48973150526581627,-68093.78708528272,52.0,4.0,48.0,1,0.809
fges-faithfulness,insurance,insurance.xbif_,2,0,0,-1,24,-0.48973150526581627,-68093.78708528272,52.0,4.0,48.0,1,1.92
fges-faithfulness,insurance,insurance.xbif_,4,0,0,-1,24,-0.48973150526581627,-68093.78708528272,52.0,4.0,48.0,1,1.142
fges-faithfulness,insurance,insurance.xbif_,8,0,0,-1,24,-0.48973150526581627,-68093.78708528272,52.0,4.0,48.0,1,0.77
fges,insurance,insurance.xbif50001246_,16,0,0,-1,26,-0.4900656654592713,-67821.77053423677,56.0,4.0,52.0,1,0.638
fges,insurance,insurance.xbif50001246_,1,0,0,-1,26,-0.4900656654592713,-67821.77053423677,56.0,4.0,52.0,1,0.793
fges,insurance,insurance.xbif50001246_,2,0,0,-1,26,-0.4900656654592713,-67821.77053423677,56.0,4.0,52.0,1,0.784
fges,insurance,insurance.xbif50001246_,4,0,0,-1,26,-0.4900656654592713,-67821.77053423677,56.0,4.0,52.0,1,0.682
fges,insurance,insurance.xbif50001246_,8,0,0,-1,26,-0.4900656654592713,-67821.77053423677,56.0,4.0,52.0,1,1.065
fges,insurance,insurance.xbif50001_,16,0,0,-1,22,-0.489840070761493,-67777.00769469794,48.0,0.0,48.0,1,0.661
fges,insurance,insurance.xbif50001_,1,0,0,-1,22,-0.489840070761493,-67777.00769469794,48.0,0.0,48.0,1,0.773
fges,insurance,insurance.xbif50001_,2,0,0,-1,22,-0.489840070761493,-67777.00769469794,48.0,0.0,48.0,1,1.461
fges,insurance,insurance.xbif50001_,4,0,0,-1,22,-0.489840070761493,-67777.00769469794,48.0,0.0,48.0,1,0.793
fges,insurance,insurance.xbif50001_,8,0,0,-1,22,-0.489840070761493,-67777.00769469794,48.0,0.0,48.0,1,0.909
fges,insurance,insurance.xbif50002_,16,0,0,-1,27,-0.4911246714779513,-67428.04194141056,58.0,4.0,54.0,1,1.149
fges,insurance,insurance.xbif50002_,1,0,0,-1,27,-0.4911246714779513,-67428.04194141056,58.0,4.0,54.0,1,1.315
fges,insurance,insurance.xbif50002_,2,0,0,-1,27,-0.4911246714779513,-67428.04194141056,58.0,4.0,54.0,1,1.283
fges,insurance,insurance.xbif50002_,4,0,0,-1,27,-0.4911246714779513,-67428.04194141056,58.0,4.0,54.0,1,1.408
fges,insurance,insurance.xbif50002_,8,0,0,-1,27,-0.4911246714779513,-67428.04194141056,58.0,4.0,54.0,1,1.198
fges,insurance,insurance.xbif50003_,16,0,0,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,1,0.738
