algorithm, network, bbdd, threads, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, dfMM minus, Total iterations, Total time(s)
fges,child,child.xbif50005_,16,0,0,-1,6,-0.6129512941931169,-62354.556640897805,12.0,0.0,12.0,1,3.437
fges,child,child.xbif50005_,1,0,0,-1,6,-0.6129512941931169,-62354.556640897805,12.0,0.0,12.0,1,3.685
fges,child,child.xbif50005_,2,0,0,-1,6,-0.6129512941931169,-62354.556640897805,12.0,0.0,12.0,1,4.91
fges,child,child.xbif50005_,4,0,0,-1,6,-0.6129512941931169,-62354.556640897805,12.0,0.0,12.0,1,8.179
fges,child,child.xbif50005_,8,0,0,-1,6,-0.6129512941931169,-62354.556640897805,12.0,0.0,12.0,1,4.382
fges,child,child.xbif50006_,16,0,0,-1,6,-0.6129512941931169,-62581.08443475506,12.0,0.0,12.0,1,3.678
fges,child,child.xbif50006_,1,0,0,-1,6,-0.6129512941931169,-62581.08443475506,12.0,0.0,12.0,1,3.881
fges,child,child.xbif50006_,2,0,0,-1,6,-0.6129512941931169,-62581.08443475506,12.0,0.0,12.0,1,3.786
fges,child,child.xbif50006_,4,0,0,-1,6,-0.6129512941931169,-62581.08443475506,12.0,0.0,12.0,1,3.705
fges,child,child.xbif50006_,8,0,0,-1,6,-0.6129512941931169,-62581.08443475506,12.0,0.0,12.0,1,3.53
fges,child,child.xbif50007_,16,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,3.391
fges,child,child.xbif50007_,1,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,3.988
fges,child,child.xbif50007_,2,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,4.059
fges,child,child.xbif50007_,4,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,3.424
fges,child,child.xbif50007_,8,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,4.28
fges,child,child.xbif50008_,16,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.341
fges,child,child.xbif50008_,1,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.288
fges,child,child.xbif50008_,2,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.744
fges,child,child.xbif50008_,4,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.467
fges,child,child.xbif50008_,8,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.117
fges,child,child.xbif50009_,16,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,3.954
fges,child,child.xbif50009_,1,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,4.602
fges,child,child.xbif50009_,2,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,4.381
fges,child,child.xbif50009_,4,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,4.535
fges,child,child.xbif50009_,8,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,3.969
fges,child,child.xbif_,16,0,0,-1,7,-0.6125717155947663,-61930.031194742915,16.0,4.0,12.0,1,9.77
fges,child,child.xbif_,1,0,0,-1,7,-0.6125717155947663,-61930.031194742915,16.0,4.0,12.0,1,12.391
fges,child,child.xbif_,2,0,0,-1,7,-0.6125717155947663,-61930.031194742915,16.0,4.0,12.0,1,10.352
fges,child,child.xbif_,4,0,0,-1,7,-0.6125717155947663,-61930.031194742915,16.0,4.0,12.0,1,25.722
fges,child,child.xbif_,8,0,0,-1,7,-0.6125717155947663,-61930.031194742915,16.0,4.0,12.0,1,11.667
fges-faithfulness,child,child.xbif50001246_,16,0,0,-1,5,-0.6114304757971668,-62493.788773858294,12.0,4.0,8.0,1,9.677
fges-faithfulness,child,child.xbif50001246_,1,0,0,-1,5,-0.6114304757971668,-62493.788773858294,12.0,4.0,8.0,1,10.083
fges-faithfulness,child,child.xbif50001246_,2,0,0,-1,5,-0.6114304757971668,-62493.788773858294,12.0,4.0,8.0,1,11.057
fges-faithfulness,child,child.xbif50001246_,4,0,0,-1,5,-0.6114304757971668,-62493.788773858294,12.0,4.0,8.0,1,22.557
fges-faithfulness,child,child.xbif50001246_,8,0,0,-1,5,-0.6114304757971668,-62493.788773858294,12.0,4.0,8.0,1,9.517
fges-faithfulness,child,child.xbif50001_,16,0,0,-1,4,-0.6118100543955173,-61846.67951118766,8.0,0.0,8.0,1,4.109
fges-faithfulness,child,child.xbif50001_,1,0,0,-1,4,-0.6118100543955173,-61846.67951118766,8.0,0.0,8.0,1,4.349
fges-faithfulness,child,child.xbif50001_,2,0,0,-1,4,-0.6118100543955173,-61846.67951118766,8.0,0.0,8.0,1,4.477
fges-faithfulness,child,child.xbif50001_,4,0,0,-1,4,-0.6118100543955173,-61846.67951118766,8.0,0.0,8.0,1,4.123
fges-faithfulness,child,child.xbif50001_,8,0,0,-1,4,-0.6118100543955173,-61846.67951118766,8.0,0.0,8.0,1,4.287
fges-faithfulness,child,child.xbif50002_,16,0,0,-1,4,-0.6118100543955173,-62148.77719376912,8.0,0.0,8.0,1,4.032
fges-faithfulness,child,child.xbif50002_,1,0,0,-1,4,-0.6118100543955173,-62148.77719376912,8.0,0.0,8.0,1,4.244
fges-faithfulness,child,child.xbif50002_,2,0,0,-1,4,-0.6118100543955173,-62148.77719376912,8.0,0.0,8.0,1,4.37
fges-faithfulness,child,child.xbif50002_,4,0,0,-1,4,-0.6118100543955173,-62148.77719376912,8.0,0.0,8.0,1,4.318
fges-faithfulness,child,child.xbif50002_,8,0,0,-1,4,-0.6118100543955173,-62148.77719376912,8.0,0.0,8.0,1,3.955
fges-faithfulness,child,child.xbif50003_,16,0,0,-1,4,-0.6118100543955173,-62051.260157754885,8.0,0.0,8.0,1,4.392
fges-faithfulness,child,child.xbif50003_,1,0,0,-1,4,-0.6118100543955173,-62051.260157754885,8.0,0.0,8.0,1,4.452
fges-faithfulness,child,child.xbif50003_,2,0,0,-1,4,-0.6118100543955173,-62051.260157754885,8.0,0.0,8.0,1,5.602
fges-faithfulness,child,child.xbif50003_,4,0,0,-1,4,-0.6118100543955173,-62051.260157754885,8.0,0.0,8.0,1,4.583
fges-faithfulness,child,child.xbif50003_,8,0,0,-1,4,-0.6118100543955173,-62051.260157754885,8.0,0.0,8.0,1,5.353
fges-faithfulness,child,child.xbif50004_,16,0,0,-1,5,-0.6114304757971668,-62317.523887451665,12.0,4.0,8.0,1,9.805
fges-faithfulness,child,child.xbif50004_,1,0,0,-1,5,-0.6114304757971668,-62317.523887451665,12.0,4.0,8.0,1,11.216
fges-faithfulness,child,child.xbif50004_,2,0,0,-1,5,-0.6114304757971668,-62317.523887451665,12.0,4.0,8.0,1,10.753
fges-faithfulness,child,child.xbif50004_,4,0,0,-1,5,-0.6114304757971668,-62317.523887451665,12.0,4.0,8.0,1,10.166
fges-faithfulness,child,child.xbif50004_,8,0,0,-1,5,-0.6114304757971668,-62317.523887451665,12.0,4.0,8.0,1,9.967
fges-faithfulness,child,child.xbif50005_,16,0,0,-1,4,-0.6118100543955173,-62312.54412737973,8.0,0.0,8.0,1,4.097
fges-faithfulness,child,child.xbif50005_,1,0,0,-1,4,-0.6118100543955173,-62312.54412737973,8.0,0.0,8.0,1,4.577
fges-faithfulness,child,child.xbif50005_,2,0,0,-1,4,-0.6118100543955173,-62312.54412737973,8.0,0.0,8.0,1,4.707
fges-faithfulness,child,child.xbif50005_,4,0,0,-1,4,-0.6118100543955173,-62312.54412737973,8.0,0.0,8.0,1,4.207
fges-faithfulness,child,child.xbif50005_,8,0,0,-1,4,-0.6118100543955173,-62312.54412737973,8.0,0.0,8.0,1,5.139
fges-faithfulness,child,child.xbif50006_,16,0,0,-1,4,-0.6118100543955173,-62527.65499304224,8.0,0.0,8.0,1,3.969
fges-faithfulness,child,child.xbif50006_,1,0,0,-1,4,-0.6118100543955173,-62527.65499304224,8.0,0.0,8.0,1,4.804
fges-faithfulness,child,child.xbif50006_,2,0,0,-1,4,-0.6118100543955173,-62527.65499304224,8.0,0.0,8.0,1,4.894
fges-faithfulness,child,child.xbif50006_,4,0,0,-1,4,-0.6118100543955173,-62527.65499304224,8.0,0.0,8.0,1,3.996
fges-faithfulness,child,child.xbif50006_,8,0,0,-1,4,-0.6118100543955173,-62527.65499304224,8.0,0.0,8.0,1,5.016
fges-faithfulness,child,child.xbif50007_,16,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,3.972
fges-faithfulness,child,child.xbif50007_,1,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,4.436
fges-faithfulness,child,child.xbif50007_,2,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,4.227
fges-faithfulness,child,child.xbif50007_,4,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,8.452
fges-faithfulness,child,child.xbif50007_,8,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,4.317
fges-faithfulness,child,child.xbif50008_,16,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.884
fges-faithfulness,child,child.xbif50008_,1,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,4.498
fges-faithfulness,child,child.xbif50008_,2,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,4.504
fges-faithfulness,child,child.xbif50008_,4,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.955
fges-faithfulness,child,child.xbif50008_,8,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,4.95
fges-faithfulness,child,child.xbif50009_,16,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,4.242
fges-faithfulness,child,child.xbif50009_,1,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,5.137
fges-faithfulness,child,child.xbif50009_,2,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,5.013
fges-faithfulness,child,child.xbif50009_,4,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,4.933
fges-faithfulness,child,child.xbif50009_,8,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,5.253
fges-faithfulness,child,child.xbif_,16,0,0,-1,5,-0.6114304757971668,-61893.2583706949,12.0,4.0,8.0,1,9.794
fges-faithfulness,child,child.xbif_,1,0,0,-1,5,-0.6114304757971668,-61893.2583706949,12.0,4.0,8.0,1,10.395
fges-faithfulness,child,child.xbif_,2,0,0,-1,5,-0.6114304757971668,-61893.2583706949,12.0,4.0,8.0,1,10.393
fges-faithfulness,child,child.xbif_,4,0,0,-1,5,-0.6114304757971668,-61893.2583706949,12.0,4.0,8.0,1,10.013
fges-faithfulness,child,child.xbif_,8,0,0,-1,5,-0.6114304757971668,-61893.2583706949,12.0,4.0,8.0,1,10.795
ges-tetrad,child,child.xbif50001246_,16,0,0,-1,7,-0.6125717155947663,-62544.62463745306,16.0,4.0,12.0,1,8.893
ges-tetrad,child,child.xbif50001246_,1,0,0,-1,7,-0.6125717155947663,-62544.62463745306,16.0,4.0,12.0,1,8.722
ges-tetrad,child,child.xbif50001246_,2,0,0,-1,7,-0.6125717155947663,-62544.62463745306,16.0,4.0,12.0,1,9.521
ges-tetrad,child,child.xbif50001246_,4,0,0,-1,7,-0.6125717155947663,-62544.62463745306,16.0,4.0,12.0,1,9.057
ges-tetrad,child,child.xbif50001246_,8,0,0,-1,7,-0.6125717155947663,-62544.62463745306,16.0,4.0,12.0,1,10.355
ges-tetrad,child,child.xbif50001_,16,0,0,-1,4,-0.6118100543955173,-61846.67951118766,8.0,0.0,8.0,1,3.577
ges-tetrad,child,child.xbif50001_,1,0,0,-1,4,-0.6118100543955173,-61846.67951118766,8.0,0.0,8.0,1,4.193
ges-tetrad,child,child.xbif50001_,2,0,0,-1,4,-0.6118100543955173,-61846.67951118766,8.0,0.0,8.0,1,4.079
ges-tetrad,child,child.xbif50001_,4,0,0,-1,4,-0.6118100543955173,-61846.67951118766,8.0,0.0,8.0,1,3.899
ges-tetrad,child,child.xbif50001_,8,0,0,-1,4,-0.6118100543955173,-61846.67951118766,8.0,0.0,8.0,1,4.427
ges-tetrad,child,child.xbif50002_,16,0,0,-1,4,-0.6118100543955173,-62148.77719376912,8.0,0.0,8.0,1,3.33
ges-tetrad,child,child.xbif50002_,1,0,0,-1,4,-0.6118100543955173,-62148.77719376912,8.0,0.0,8.0,1,3.638
ges-tetrad,child,child.xbif50002_,2,0,0,-1,4,-0.6118100543955173,-62148.77719376912,8.0,0.0,8.0,1,3.814
ges-tetrad,child,child.xbif50002_,4,0,0,-1,4,-0.6118100543955173,-62148.77719376912,8.0,0.0,8.0,1,6.072
ges-tetrad,child,child.xbif50002_,8,0,0,-1,4,-0.6118100543955173,-62148.77719376912,8.0,0.0,8.0,1,3.857
ges-tetrad,child,child.xbif50003_,16,0,0,-1,4,-0.6118100543955173,-62051.260157754885,8.0,0.0,8.0,1,4.082
ges-tetrad,child,child.xbif50003_,1,0,0,-1,4,-0.6118100543955173,-62051.260157754885,8.0,0.0,8.0,1,4.745
ges-tetrad,child,child.xbif50003_,2,0,0,-1,4,-0.6118100543955173,-62051.260157754885,8.0,0.0,8.0,1,6.066
ges-tetrad,child,child.xbif50003_,4,0,0,-1,4,-0.6118100543955173,-62051.260157754885,8.0,0.0,8.0,1,3.956
ges-tetrad,child,child.xbif50003_,8,0,0,-1,4,-0.6118100543955173,-62051.260157754885,8.0,0.0,8.0,1,4.03
ges-tetrad,child,child.xbif50004_,16,0,0,-1,7,-0.6122393081283835,-62341.43659636605,16.0,4.0,12.0,1,8.149
ges-tetrad,child,child.xbif50004_,1,0,0,-1,7,-0.6122393081283835,-62341.43659636605,16.0,4.0,12.0,1,8.464
ges-tetrad,child,child.xbif50004_,2,0,0,-1,7,-0.6122393081283835,-62341.43659636605,16.0,4.0,12.0,1,9.429
ges-tetrad,child,child.xbif50004_,4,0,0,-1,7,-0.6122393081283835,-62341.43659636605,16.0,4.0,12.0,1,8.841
ges-tetrad,child,child.xbif50004_,8,0,0,-1,7,-0.6122393081283835,-62341.43659636605,16.0,4.0,12.0,1,9.746
ges-tetrad,child,child.xbif50005_,16,0,0,-1,6,-0.6129512941931169,-62354.556640897805,12.0,0.0,12.0,1,3.443
ges-tetrad,child,child.xbif50005_,1,0,0,-1,6,-0.6129512941931169,-62354.556640897805,12.0,0.0,12.0,1,3.86
ges-tetrad,child,child.xbif50005_,2,0,0,-1,6,-0.6129512941931169,-62354.556640897805,12.0,0.0,12.0,1,3.782
ges-tetrad,child,child.xbif50005_,4,0,0,-1,6,-0.6129512941931169,-62354.556640897805,12.0,0.0,12.0,1,8.317
ges-tetrad,child,child.xbif50005_,8,0,0,-1,6,-0.6129512941931169,-62354.556640897805,12.0,0.0,12.0,1,3.649
ges-tetrad,child,child.xbif50006_,16,0,0,-1,6,-0.6129512941931169,-62581.08443475506,12.0,0.0,12.0,1,3.484
ges-tetrad,child,child.xbif50006_,1,0,0,-1,6,-0.6129512941931169,-62581.08443475506,12.0,0.0,12.0,1,3.958
ges-tetrad,child,child.xbif50006_,2,0,0,-1,6,-0.6129512941931169,-62581.08443475506,12.0,0.0,12.0,1,5.038
ges-tetrad,child,child.xbif50006_,4,0,0,-1,6,-0.6129512941931169,-62581.08443475506,12.0,0.0,12.0,1,3.966
ges-tetrad,child,child.xbif50006_,8,0,0,-1,6,-0.6129512941931169,-62581.08443475506,12.0,0.0,12.0,1,3.469
ges-tetrad,child,child.xbif50007_,16,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,3.655
ges-tetrad,child,child.xbif50007_,1,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,3.854
ges-tetrad,child,child.xbif50007_,2,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,4.003
ges-tetrad,child,child.xbif50007_,4,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,3.403
ges-tetrad,child,child.xbif50007_,8,0,0,-1,6,-0.6129512941931169,-62588.60852353356,12.0,0.0,12.0,1,4.403
ges-tetrad,child,child.xbif50008_,16,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.086
ges-tetrad,child,child.xbif50008_,1,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.425
ges-tetrad,child,child.xbif50008_,2,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.431
ges-tetrad,child,child.xbif50008_,4,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.526
ges-tetrad,child,child.xbif50008_,8,0,0,-1,4,-0.6118100543955173,-62127.77484704677,8.0,0.0,8.0,1,3.406
ges-tetrad,child,child.xbif50009_,16,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,4.08
ges-tetrad,child,child.xbif50009_,1,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,4.588
ges-tetrad,child,child.xbif50009_,2,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,4.293
ges-tetrad,child,child.xbif50009_,4,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,4.424
ges-tetrad,child,child.xbif50009_,8,0,0,-1,4,-0.6118100543955173,-62715.03211905555,8.0,0.0,8.0,1,4.007
ges-tetrad,child,child.xbif_,16,0,0,-1,7,-0.6125717155947663,-61930.031194742915,16.0,4.0,12.0,1,10.019
ges-tetrad,child,child.xbif_,1,0,0,-1,7,-0.6125717155947663,-61930.031194742915,16.0,4.0,12.0,1,11.422
ges-tetrad,child,child.xbif_,2,0,0,-1,7,-0.6125717155947663,-61930.031194742915,16.0,4.0,12.0,1,11.333
ges-tetrad,child,child.xbif_,4,0,0,-1,7,-0.6125717155947663,-61930.031194742915,16.0,4.0,12.0,1,10.057
ges-tetrad,child,child.xbif_,8,0,0,-1,7,-0.6125717155947663,-61930.031194742915,16.0,4.0,12.0,1,11.816
fges,earthquake,earthquake.xbif50001246_,16,0,0,-1,0,-0.0873311413127423,-2345.610000862974,0.0,0.0,0.0,1,0.138
fges,earthquake,earthquake.xbif50001246_,1,0,0,-1,0,-0.0873311413127423,-2345.610000862974,0.0,0.0,0.0,1,0.16
fges,earthquake,earthquake.xbif50001246_,2,0,0,-1,0,-0.0873311413127423,-2345.610000862974,0.0,0.0,0.0,1,0.195
fges,earthquake,earthquake.xbif50001246_,4,0,0,-1,0,-0.0873311413127423,-2345.610000862974,0.0,0.0,0.0,1,0.148
fges,earthquake,earthquake.xbif50001246_,8,0,0,-1,0,-0.0873311413127423,-2345.610000862974,0.0,0.0,0.0,1,0.202
fges,earthquake,earthquake.xbif50001_,16,0,0,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,1,0.132
fges,earthquake,earthquake.xbif50001_,1,0,0,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,1,0.153
fges,earthquake,earthquake.xbif50001_,2,0,0,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,1,0.146
fges,earthquake,earthquake.xbif50001_,4,0,0,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,1,0.334
fges,earthquake,earthquake.xbif50001_,8,0,0,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,1,0.141
fges,earthquake,earthquake.xbif50002_,16,0,0,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,1,0.145
fges,earthquake,earthquake.xbif50002_,1,0,0,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,1,0.22
fges,earthquake,earthquake.xbif50002_,2,0,0,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,1,0.17
fges,earthquake,earthquake.xbif50002_,4,0,0,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,1,0.15
fges,earthquake,earthquake.xbif50002_,8,0,0,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,1,0.208
fges,earthquake,earthquake.xbif50003_,16,0,0,-1,0,-0.0873311413127423,-2248.1283443594384,0.0,0.0,0.0,1,0.179
fges,earthquake,earthquake.xbif50003_,1,0,0,-1,0,-0.0873311413127423,-2248.1283443594384,0.0,0.0,0.0,1,0.17
fges,earthquake,earthquake.xbif50003_,2,0,0,-1,0,-0.0873311413127423,-2248.1283443594384,0.0,0.0,0.0,1,0.167
fges,earthquake,earthquake.xbif50003_,4,0,0,-1,0,-0.0873311413127423,-2248.1283443594384,0.0,0.0,0.0,1,0.149
fges,earthquake,earthquake.xbif50003_,8,0,0,-1,0,-0.0873311413127423,-2248.1283443594384,0.0,0.0,0.0,1,0.153
fges,earthquake,earthquake.xbif50004_,16,0,0,-1,0,-0.0873311413127423,-2306.881536683167,0.0,0.0,0.0,1,0.139
fges,earthquake,earthquake.xbif50004_,1,0,0,-1,0,-0.0873311413127423,-2306.881536683167,0.0,0.0,0.0,1,0.146
fges,earthquake,earthquake.xbif50004_,2,0,0,-1,0,-0.0873311413127423,-2306.881536683167,0.0,0.0,0.0,1,0.322
fges,earthquake,earthquake.xbif50004_,4,0,0,-1,0,-0.0873311413127423,-2306.881536683167,0.0,0.0,0.0,1,0.159
fges,earthquake,earthquake.xbif50004_,8,0,0,-1,0,-0.0873311413127423,-2306.881536683167,0.0,0.0,0.0,1,0.211
fges,earthquake,earthquake.xbif50005_,16,0,0,-1,0,-0.0873311413127423,-2272.8191823027114,0.0,0.0,0.0,1,0.143
fges,earthquake,earthquake.xbif50005_,1,0,0,-1,0,-0.0873311413127423,-2272.8191823027114,0.0,0.0,0.0,1,0.167
fges,earthquake,earthquake.xbif50005_,2,0,0,-1,0,-0.0873311413127423,-2272.8191823027114,0.0,0.0,0.0,1,0.164
fges,earthquake,earthquake.xbif50005_,4,0,0,-1,0,-0.0873311413127423,-2272.8191823027114,0.0,0.0,0.0,1,0.141
fges,earthquake,earthquake.xbif50005_,8,0,0,-1,0,-0.0873311413127423,-2272.8191823027114,0.0,0.0,0.0,1,0.233
fges,earthquake,earthquake.xbif50006_,16,0,0,-1,0,-0.0873311413127423,-2389.0798675177184,0.0,0.0,0.0,1,0.142
fges,earthquake,earthquake.xbif50006_,1,0,0,-1,0,-0.0873311413127423,-2389.0798675177184,0.0,0.0,0.0,1,0.181
fges,earthquake,earthquake.xbif50006_,2,0,0,-1,0,-0.0873311413127423,-2389.0798675177184,0.0,0.0,0.0,1,0.157
fges,earthquake,earthquake.xbif50006_,4,0,0,-1,0,-0.0873311413127423,-2389.0798675177184,0.0,0.0,0.0,1,0.145
fges,earthquake,earthquake.xbif50006_,8,0,0,-1,0,-0.0873311413127423,-2389.0798675177184,0.0,0.0,0.0,1,0.14
fges,earthquake,earthquake.xbif50007_,16,0,0,-1,0,-0.0873311413127423,-2603.7144519249823,0.0,0.0,0.0,1,0.138
fges,earthquake,earthquake.xbif50007_,1,0,0,-1,0,-0.0873311413127423,-2603.7144519249823,0.0,0.0,0.0,1,0.448
fges,earthquake,earthquake.xbif50007_,2,0,0,-1,0,-0.0873311413127423,-2603.7144519249823,0.0,0.0,0.0,1,0.154
fges,earthquake,earthquake.xbif50007_,4,0,0,-1,0,-0.0873311413127423,-2603.7144519249823,0.0,0.0,0.0,1,0.154
fges,earthquake,earthquake.xbif50007_,8,0,0,-1,0,-0.0873311413127423,-2603.7144519249823,0.0,0.0,0.0,1,0.239
fges,earthquake,earthquake.xbif50008_,16,0,0,-1,0,-0.0873311413127423,-2366.7202848431148,0.0,0.0,0.0,1,0.151
fges,earthquake,earthquake.xbif50008_,1,0,0,-1,0,-0.0873311413127423,-2366.7202848431148,0.0,0.0,0.0,1,0.166
fges,earthquake,earthquake.xbif50008_,2,0,0,-1,0,-0.0873311413127423,-2366.7202848431148,0.0,0.0,0.0,1,0.16
fges,earthquake,earthquake.xbif50008_,4,0,0,-1,0,-0.0873311413127423,-2366.7202848431148,0.0,0.0,0.0,1,0.316
fges,earthquake,earthquake.xbif50008_,8,0,0,-1,0,-0.0873311413127423,-2366.7202848431148,0.0,0.0,0.0,1,0.221
fges,earthquake,earthquake.xbif50009_,16,0,0,-1,0,-0.0873311413127423,-2277.7738417684845,0.0,0.0,0.0,1,0.138
fges,earthquake,earthquake.xbif50009_,1,0,0,-1,0,-0.0873311413127423,-2277.7738417684845,0.0,0.0,0.0,1,0.157
fges,earthquake,earthquake.xbif50009_,2,0,0,-1,0,-0.0873311413127423,-2277.7738417684845,0.0,0.0,0.0,1,0.143
fges,earthquake,earthquake.xbif50009_,4,0,0,-1,0,-0.0873311413127423,-2277.7738417684845,0.0,0.0,0.0,1,0.149
fges,earthquake,earthquake.xbif50009_,8,0,0,-1,0,-0.0873311413127423,-2277.7738417684845,0.0,0.0,0.0,1,0.162
fges,earthquake,earthquake.xbif_,16,0,0,-1,0,-0.0873311413127423,-2198.5956008955723,0.0,0.0,0.0,1,0.136
fges,earthquake,earthquake.xbif_,1,0,0,-1,0,-0.0873311413127423,-2198.5956008955723,0.0,0.0,0.0,1,0.162
fges,earthquake,earthquake.xbif_,2,0,0,-1,0,-0.0873311413127423,-2198.5956008955723,0.0,0.0,0.0,1,0.177
fges,earthquake,earthquake.xbif_,4,0,0,-1,0,-0.0873311413127423,-2198.5956008955723,0.0,0.0,0.0,1,0.143
fges,earthquake,earthquake.xbif_,8,0,0,-1,0,-0.0873311413127423,-2198.5956008955723,0.0,0.0,0.0,1,0.146
fges-faithfulness,earthquake,earthquake.xbif50001246_,16,0,0,-1,0,-0.0873311413127423,-2345.610000862974,0.0,0.0,0.0,1,0.142
fges-faithfulness,earthquake,earthquake.xbif50001246_,1,0,0,-1,0,-0.0873311413127423,-2345.610000862974,0.0,0.0,0.0,1,0.163
fges-faithfulness,earthquake,earthquake.xbif50001246_,2,0,0,-1,0,-0.0873311413127423,-2345.610000862974,0.0,0.0,0.0,1,0.166
fges-faithfulness,earthquake,earthquake.xbif50001246_,4,0,0,-1,0,-0.0873311413127423,-2345.610000862974,0.0,0.0,0.0,1,0.306
fges-faithfulness,earthquake,earthquake.xbif50001246_,8,0,0,-1,0,-0.0873311413127423,-2345.610000862974,0.0,0.0,0.0,1,0.145
fges-faithfulness,earthquake,earthquake.xbif50001_,16,0,0,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,1,0.153
fges-faithfulness,earthquake,earthquake.xbif50001_,1,0,0,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,1,0.255
fges-faithfulness,earthquake,earthquake.xbif50001_,2,0,0,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,1,0.173
fges-faithfulness,earthquake,earthquake.xbif50001_,4,0,0,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,1,0.15
fges-faithfulness,earthquake,earthquake.xbif50001_,8,0,0,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,1,0.157
fges-faithfulness,earthquake,earthquake.xbif50002_,16,0,0,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,1,0.185
