algorithm,network,bbdd,threads,pges_threads,interleaving,seed,SHD,loglike,bdeu,deltaMB,deltaMB+,deltaMB-,iterations,time(s)
pges-jc,hailfinder,hailfinder.xbif50005_,16,16,5,-1,31,-1.1004536020102271,-252244.3988493708,62.0,12.0,50.0,100,13.906
pges-jc,hailfinder,hailfinder.xbif50005_,2,2,10,-1,31,-1.1004536020102271,-252244.3988493708,62.0,12.0,50.0,100,19.124
pges-jc,hailfinder,hailfinder.xbif50005_,2,2,15,-1,31,-1.0920196885288693,-252244.3988493708,62.0,12.0,50.0,100,18.896
pges-jc,hailfinder,hailfinder.xbif50005_,2,2,5,-1,31,-1.0946565996138156,-252297.47866842226,62.0,12.0,50.0,100,19.23
pges-jc,hailfinder,hailfinder.xbif50005_,4,4,10,-1,33,-1.0939091493447533,-252336.68746179237,66.0,14.0,52.0,6,1.517
pges-jc,hailfinder,hailfinder.xbif50005_,4,4,15,-1,31,-1.0693282213297457,-252334.00546496717,62.0,12.0,50.0,100,7.027
pges-jc,hailfinder,hailfinder.xbif50005_,4,4,5,-1,31,-1.1004536020102271,-252244.3988493708,62.0,12.0,50.0,100,6.619
pges-jc,hailfinder,hailfinder.xbif50005_,8,8,10,-1,31,-1.101665802254652,-252244.3988493708,62.0,12.0,50.0,100,9.824
pges-jc,hailfinder,hailfinder.xbif50005_,8,8,15,-1,31,-1.101665802254652,-252244.3988493708,62.0,12.0,50.0,100,10.075
pges-jc,hailfinder,hailfinder.xbif50005_,8,8,5,-1,31,-1.1004536020102271,-252244.3988493708,62.0,12.0,50.0,100,9.637
pges-jc,hailfinder,hailfinder.xbif50006_,16,16,10,-1,37,-1.1057088165717281,-252448.22795093703,74.0,16.0,58.0,100,13.757
pges-jc,hailfinder,hailfinder.xbif50006_,16,16,15,-1,39,-1.1089775090032348,-252449.55131677506,78.0,18.0,60.0,100,14.125
pges-jc,hailfinder,hailfinder.xbif50006_,16,16,5,-1,41,-1.0819027495853197,-252519.8547402665,82.0,20.0,62.0,5,1.842
pges-jc,hailfinder,hailfinder.xbif50006_,2,2,10,-1,37,-1.1033453282242143,-252448.22795093703,74.0,16.0,58.0,100,19.17
pges-jc,hailfinder,hailfinder.xbif50006_,2,2,15,-1,37,-1.1033453282242143,-252448.22795093703,74.0,16.0,58.0,100,15.29
pges-jc,hailfinder,hailfinder.xbif50006_,2,2,5,-1,37,-1.1033453282242143,-252448.22795093703,74.0,16.0,58.0,100,18.981
pges-jc,hailfinder,hailfinder.xbif50006_,4,4,10,-1,37,-1.1033453282242143,-252448.22795093703,74.0,16.0,58.0,100,7.337
pges-jc,hailfinder,hailfinder.xbif50006_,4,4,15,-1,41,-1.1207492251012365,-252448.782364038,82.0,20.0,62.0,4,2.458
pges-jc,hailfinder,hailfinder.xbif50006_,4,4,5,-1,40,-1.1174126613131679,-252457.3709972813,80.0,18.0,62.0,100,6.182
pges-jc,hailfinder,hailfinder.xbif50006_,8,8,10,-1,35,-1.0651346242702053,-252460.29193660684,70.0,14.0,56.0,100,10.306
pges-jc,hailfinder,hailfinder.xbif50006_,8,8,15,-1,37,-1.0622163087510461,-252448.22795093703,74.0,16.0,58.0,100,9.292
pges-jc,hailfinder,hailfinder.xbif50006_,8,8,5,-1,37,-1.1033453282242143,-252448.22795093703,74.0,16.0,58.0,100,9.497
pges-jc,hailfinder,hailfinder.xbif50007_,16,16,10,-1,28,-1.0187000780269682,-251815.12023066188,56.0,8.0,48.0,5,2.507
pges-jc,hailfinder,hailfinder.xbif50007_,16,16,15,-1,32,-1.0955042164520887,-251816.27175548227,64.0,12.0,52.0,3,1.808
pges-jc,hailfinder,hailfinder.xbif50007_,16,16,5,-1,36,-1.0797404580535088,-251840.70915881966,72.0,18.0,54.0,100,13.505
pges-jc,hailfinder,hailfinder.xbif50007_,2,2,10,-1,28,-1.0187000780269682,-251815.12023066188,56.0,8.0,48.0,8,11.024
pges-jc,hailfinder,hailfinder.xbif50007_,2,2,15,-1,28,-1.0187000780269682,-251815.12023066188,56.0,8.0,48.0,5,10.619
pges-jc,hailfinder,hailfinder.xbif50007_,2,2,5,-1,28,-1.1100952882726907,-251835.70656010095,56.0,4.0,52.0,100,14.934
pges-jc,hailfinder,hailfinder.xbif50007_,4,4,10,-1,28,-1.0187000780269682,-251815.12023066188,56.0,8.0,48.0,6,1.903
pges-jc,hailfinder,hailfinder.xbif50007_,4,4,15,-1,28,-1.0187000780269682,-251815.12023066188,56.0,8.0,48.0,5,1.774
pges-jc,hailfinder,hailfinder.xbif50007_,4,4,5,-1,28,-1.0187000780269682,-251815.12023066188,56.0,8.0,48.0,9,2.851
pges-jc,hailfinder,hailfinder.xbif50007_,8,8,10,-1,32,-1.0904829664946447,-251876.7506950078,64.0,12.0,52.0,5,1.825
pges-jc,hailfinder,hailfinder.xbif50007_,8,8,15,-1,28,-1.0896950598985053,-251815.12023066188,56.0,8.0,48.0,3,2.048
pges-jc,hailfinder,hailfinder.xbif50007_,8,8,5,-1,28,-1.0187000780269682,-251815.12023066188,56.0,8.0,48.0,7,1.972
pges-jc,hailfinder,hailfinder.xbif50008_,16,16,10,-1,28,-1.055339735038973,-251938.50301553286,56.0,6.0,50.0,4,1.89
pges-jc,hailfinder,hailfinder.xbif50008_,16,16,15,-1,28,-1.055339735038973,-251938.50301553286,56.0,6.0,50.0,4,2.497
pges-jc,hailfinder,hailfinder.xbif50008_,16,16,5,-1,32,-1.1227788116403719,-252011.08994755812,64.0,10.0,54.0,100,17.753
pges-jc,hailfinder,hailfinder.xbif50008_,2,2,10,-1,28,-1.055339735038973,-251938.50301553286,56.0,6.0,50.0,7,11.079
pges-jc,hailfinder,hailfinder.xbif50008_,2,2,15,-1,28,-1.055339735038973,-251938.50301553286,56.0,6.0,50.0,5,11.878
pges-jc,hailfinder,hailfinder.xbif50008_,2,2,5,-1,28,-1.055339735038973,-251938.50301553286,56.0,6.0,50.0,10,11.16
pges-jc,hailfinder,hailfinder.xbif50008_,4,4,10,-1,28,-1.055339735038973,-251938.50301553286,56.0,6.0,50.0,6,1.747
pges-jc,hailfinder,hailfinder.xbif50008_,4,4,15,-1,32,-1.1247071155964925,-252011.08994755812,64.0,10.0,54.0,100,6.384
pges-jc,hailfinder,hailfinder.xbif50008_,4,4,5,-1,28,-1.055339735038973,-251938.50301553286,56.0,6.0,50.0,9,1.674
pges-jc,hailfinder,hailfinder.xbif50008_,8,8,10,-1,32,-1.1203336372084722,-251967.52088153068,64.0,8.0,56.0,100,9.087
pges-jc,hailfinder,hailfinder.xbif50008_,8,8,15,-1,28,-1.055339735038973,-251938.50301553286,56.0,6.0,50.0,4,1.603
pges-jc,hailfinder,hailfinder.xbif50008_,8,8,5,-1,32,-1.1203336372084722,-251967.52088153068,64.0,8.0,56.0,100,9.392
pges-jc,hailfinder,hailfinder.xbif50009_,16,16,10,-1,31,-1.0116142639464756,-251720.64096572192,62.0,12.0,50.0,100,13.517
pges-jc,hailfinder,hailfinder.xbif50009_,16,16,15,-1,31,-1.0116142639464756,-251720.64096572192,62.0,12.0,50.0,100,13.093
pges-jc,hailfinder,hailfinder.xbif50009_,16,16,5,-1,35,-1.0855719150257144,-251796.2694012322,70.0,16.0,54.0,100,13.007
pges-jc,hailfinder,hailfinder.xbif50009_,2,2,10,-1,31,-1.0116142639464756,-251720.64096572192,62.0,12.0,50.0,100,16.858
pges-jc,hailfinder,hailfinder.xbif50009_,2,2,15,-1,31,-1.0116142639464756,-251720.64096572192,62.0,12.0,50.0,100,16.742
pges-jc,hailfinder,hailfinder.xbif50009_,2,2,5,-1,35,-1.0855719150257144,-251796.2694012322,70.0,16.0,54.0,100,16.966
pges-jc,hailfinder,hailfinder.xbif50009_,4,4,10,-1,31,-1.0116142639464756,-251720.64096572192,62.0,12.0,50.0,100,7.535
pges-jc,hailfinder,hailfinder.xbif50009_,4,4,15,-1,35,-1.0855719150257144,-251796.2694012322,70.0,16.0,54.0,100,6.522
pges-jc,hailfinder,hailfinder.xbif50009_,4,4,5,-1,29,-1.108625116787589,-251774.4125279747,58.0,8.0,50.0,9,1.789
pges-jc,hailfinder,hailfinder.xbif50009_,8,8,10,-1,35,-1.0855719150257144,-251796.2694012322,70.0,16.0,54.0,100,9.084
pges-jc,hailfinder,hailfinder.xbif50009_,8,8,15,-1,31,-1.0116142639464756,-251720.64096572192,62.0,12.0,50.0,100,9.242
pges-jc,hailfinder,hailfinder.xbif50009_,8,8,5,-1,31,-1.0116142639464756,-251720.64096572192,62.0,12.0,50.0,100,9.007
pges-jc,hailfinder,hailfinder.xbif_,16,16,10,-1,28,-1.0922422287286264,-252013.4667764173,56.0,6.0,50.0,3,2.017
pges-jc,hailfinder,hailfinder.xbif_,16,16,15,-1,28,-1.10754818953615,-252013.4667764173,56.0,6.0,50.0,3,2.063
pges-jc,hailfinder,hailfinder.xbif_,16,16,5,-1,35,-1.0621467640466444,-252085.048659597,70.0,14.0,56.0,6,2.145
pges-jc,hailfinder,hailfinder.xbif_,2,2,10,-1,28,-1.1113114496913394,-252013.4667764173,56.0,6.0,50.0,6,12.972
pges-jc,hailfinder,hailfinder.xbif_,2,2,15,-1,28,-1.1113114496913394,-252013.4667764173,56.0,6.0,50.0,5,10.211
pges-jc,hailfinder,hailfinder.xbif_,2,2,5,-1,32,-1.1143478314808377,-252013.7552256351,64.0,10.0,54.0,9,13.316
pges-jc,hailfinder,hailfinder.xbif_,4,4,10,-1,28,-1.1113114496913394,-252013.4667764173,56.0,6.0,50.0,5,1.488
pges-jc,hailfinder,hailfinder.xbif_,4,4,15,-1,28,-1.1113114496913394,-252013.4667764173,56.0,6.0,50.0,5,1.722
pges-jc,hailfinder,hailfinder.xbif_,4,4,5,-1,29,-1.0697122686897977,-252197.5240759981,58.0,6.0,52.0,9,1.606
pges-jc,hailfinder,hailfinder.xbif_,8,8,10,-1,28,-1.0423397520423212,-252013.4667764173,56.0,6.0,50.0,4,1.68
pges-jc,hailfinder,hailfinder.xbif_,8,8,15,-1,28,-1.0232705310796084,-252013.4667764173,56.0,6.0,50.0,3,1.87
pges-jc,hailfinder,hailfinder.xbif_,8,8,5,-1,34,-1.0497100374957902,-252090.37360386568,68.0,12.0,56.0,6,1.825
pges-jc,hepar2,hepar2.xbif50001246_,16,16,10,-1,78,-0.439144003603434,-165092.26968743076,262.0,0.0,262.0,5,2.349
pges-jc,hepar2,hepar2.xbif50001246_,16,16,15,-1,78,-0.4353929560449433,-165092.26968743076,262.0,0.0,262.0,4,2.401
pges-jc,hepar2,hepar2.xbif50001246_,16,16,5,-1,78,-0.4417283050960224,-165092.26968743076,262.0,0.0,262.0,6,2.451
pges-jc,hepar2,hepar2.xbif50001246_,2,2,10,-1,78,-0.43695368699744025,-165092.26968743076,262.0,0.0,262.0,7,4.481
pges-jc,hepar2,hepar2.xbif50001246_,2,2,15,-1,78,-0.4343693855048518,-165092.26968743076,262.0,0.0,262.0,6,5.185
pges-jc,hepar2,hepar2.xbif50001246_,2,2,5,-1,78,-0.43695368699744025,-165092.26968743076,262.0,0.0,262.0,11,5.464
pges-jc,hepar2,hepar2.xbif50001246_,4,4,10,-1,78,-0.4343693855048518,-165092.26968743076,262.0,0.0,262.0,6,1.975
pges-jc,hepar2,hepar2.xbif50001246_,4,4,15,-1,78,-0.43914400360343386,-165092.26968743076,262.0,0.0,262.0,5,1.881
pges-jc,hepar2,hepar2.xbif50001246_,4,4,5,-1,78,-0.43695368699744025,-165092.26968743076,262.0,0.0,262.0,8,1.613
pges-jc,hepar2,hepar2.xbif50001246_,8,8,10,-1,78,-0.439144003603434,-165092.26968743076,262.0,0.0,262.0,5,2.672
pges-jc,hepar2,hepar2.xbif50001246_,8,8,15,-1,78,-0.4391456497350796,-165092.26968743076,262.0,0.0,262.0,5,2.822
pges-jc,hepar2,hepar2.xbif50001246_,8,8,5,-1,78,-0.43695368699744025,-165092.26968743076,262.0,0.0,262.0,7,2.461
pges-jc,hepar2,hepar2.xbif50001_,16,16,10,-1,71,-0.4380633632042788,-164588.20668578014,226.0,0.0,226.0,4,2.205
pges-jc,hepar2,hepar2.xbif50001_,16,16,15,-1,71,-0.43431066951414254,-164588.20668578014,226.0,0.0,226.0,4,2.563
pges-jc,hepar2,hepar2.xbif50001_,16,16,5,-1,75,-0.4366276576505593,-164603.2702771941,242.0,4.0,238.0,5,2.477
pges-jc,hepar2,hepar2.xbif50001_,2,2,10,-1,71,-0.43398622390576974,-164588.20668578014,226.0,0.0,226.0,6,7.044
pges-jc,hepar2,hepar2.xbif50001_,2,2,15,-1,71,-0.4380633632042788,-164588.20668578014,226.0,0.0,226.0,5,4.405
pges-jc,hepar2,hepar2.xbif50001_,2,2,5,-1,71,-0.43657052539835817,-164588.20668578014,226.0,0.0,226.0,9,7.916
pges-jc,hepar2,hepar2.xbif50001_,4,4,10,-1,71,-0.4380633632042788,-164588.20668578014,226.0,0.0,226.0,5,3.476
pges-jc,hepar2,hepar2.xbif50001_,4,4,15,-1,71,-0.4380633632042788,-164588.20668578014,226.0,0.0,226.0,4,3.628
pges-jc,hepar2,hepar2.xbif50001_,4,4,5,-1,71,-0.4406467009110685,-164588.20668578014,226.0,0.0,226.0,8,4.12
pges-jc,hepar2,hepar2.xbif50001_,8,8,10,-1,71,-0.4380633632042788,-164588.20668578014,226.0,0.0,226.0,4,1.934
pges-jc,hepar2,hepar2.xbif50001_,8,8,15,-1,71,-0.4380633632042788,-164588.20668578014,226.0,0.0,226.0,3,1.908
pges-jc,hepar2,hepar2.xbif50001_,8,8,5,-1,71,-0.4406467009110685,-164588.20668578014,226.0,0.0,226.0,6,2.745
pges-jc,hepar2,hepar2.xbif50002_,16,16,10,-1,76,-0.44445289709241753,-164497.88351495037,242.0,0.0,242.0,4,1.986
pges-jc,hepar2,hepar2.xbif50002_,16,16,15,-1,76,-0.44445289709241753,-164497.88351495037,242.0,0.0,242.0,4,2.395
pges-jc,hepar2,hepar2.xbif50002_,16,16,5,-1,75,-0.4762881679892884,-164490.34817216994,234.0,0.0,234.0,7,2.669
pges-jc,hepar2,hepar2.xbif50002_,2,2,10,-1,76,-0.44036884571201684,-164497.88351495037,242.0,0.0,242.0,6,4.283
pges-jc,hepar2,hepar2.xbif50002_,2,2,15,-1,76,-0.44036884571201684,-164497.88351495037,242.0,0.0,242.0,5,4.001
pges-jc,hepar2,hepar2.xbif50002_,2,2,5,-1,76,-0.4429531472046054,-164497.88351495037,242.0,0.0,242.0,10,5.073
pges-jc,hepar2,hepar2.xbif50002_,4,4,10,-1,76,-0.44445289709241753,-164497.88351495037,242.0,0.0,242.0,5,1.815
pges-jc,hepar2,hepar2.xbif50002_,4,4,15,-1,76,-0.44445289709241753,-164497.88351495037,242.0,0.0,242.0,4,2.048
pges-jc,hepar2,hepar2.xbif50002_,4,4,5,-1,76,-0.4429521834188066,-164497.88351495037,242.0,0.0,242.0,8,3.666
pges-jc,hepar2,hepar2.xbif50002_,8,8,10,-1,76,-0.44445289709241753,-164497.88351495037,242.0,0.0,242.0,4,1.925
pges-jc,hepar2,hepar2.xbif50002_,8,8,15,-1,76,-0.44445289709241753,-164497.88351495037,242.0,0.0,242.0,3,2.804
pges-jc,hepar2,hepar2.xbif50002_,8,8,5,-1,77,-0.4439798362953584,-164501.74804419943,244.0,2.0,242.0,6,2.765
pges-jc,hepar2,hepar2.xbif50003_,16,16,10,-1,80,-0.450818242476843,-164892.5227672258,268.0,0.0,268.0,4,2.163
pges-jc,hepar2,hepar2.xbif50003_,16,16,15,-1,80,-0.44706554878670673,-164892.5227672258,268.0,0.0,268.0,3,2.147
pges-jc,hepar2,hepar2.xbif50003_,16,16,5,-1,80,-0.4887601757716106,-164892.5227672258,268.0,0.0,268.0,6,2.414
pges-jc,hepar2,hepar2.xbif50003_,2,2,10,-1,80,-0.450818242476843,-164892.5227672258,268.0,0.0,268.0,5,4.978
pges-jc,hepar2,hepar2.xbif50003_,2,2,15,-1,80,-0.450818242476843,-164892.5227672258,268.0,0.0,268.0,4,3.519
pges-jc,hepar2,hepar2.xbif50003_,2,2,5,-1,81,-0.44930043569947686,-164893.61469736788,270.0,0.0,270.0,8,4.202
pges-jc,hepar2,hepar2.xbif50003_,4,4,10,-1,80,-0.450818242476843,-164892.5227672258,268.0,0.0,268.0,4,2.245
pges-jc,hepar2,hepar2.xbif50003_,4,4,15,-1,80,-0.450818242476843,-164892.5227672258,268.0,0.0,268.0,3,2.246
pges-jc,hepar2,hepar2.xbif50003_,4,4,5,-1,80,-0.48877126732492154,-164892.5227672258,268.0,0.0,268.0,7,1.937
pges-jc,hepar2,hepar2.xbif50003_,8,8,10,-1,80,-0.450818242476843,-164892.5227672258,268.0,0.0,268.0,4,2.067
pges-jc,hepar2,hepar2.xbif50003_,8,8,15,-1,80,-0.450818242476843,-164892.5227672258,268.0,0.0,268.0,4,2.344
pges-jc,hepar2,hepar2.xbif50003_,8,8,5,-1,80,-0.48877126732492154,-164892.5227672258,268.0,0.0,268.0,7,3.008
pges-jc,hepar2,hepar2.xbif50004_,16,16,10,-1,78,-0.4393808634252086,-164779.518996882,252.0,2.0,250.0,4,2.241
pges-jc,hepar2,hepar2.xbif50004_,16,16,15,-1,78,-0.43562922519496206,-164779.518996882,252.0,2.0,250.0,3,2.041
pges-jc,hepar2,hepar2.xbif50004_,16,16,5,-1,78,-0.4419651649177971,-164779.518996882,252.0,2.0,250.0,5,2.449
pges-jc,hepar2,hepar2.xbif50004_,2,2,10,-1,78,-0.43530095444795835,-164779.518996882,252.0,2.0,250.0,7,4.086
pges-jc,hepar2,hepar2.xbif50004_,2,2,15,-1,78,-0.43530095444795835,-164779.518996882,252.0,2.0,250.0,5,3.821
pges-jc,hepar2,hepar2.xbif50004_,2,2,5,-1,78,-0.4378852559405467,-164779.518996882,252.0,2.0,250.0,11,4.399
pges-jc,hepar2,hepar2.xbif50004_,4,4,10,-1,78,-0.4393808634252086,-164779.518996882,252.0,2.0,250.0,5,3.407
pges-jc,hepar2,hepar2.xbif50004_,4,4,15,-1,78,-0.4393802431852257,-164780.32118432075,252.0,2.0,250.0,4,3.429
pges-jc,hepar2,hepar2.xbif50004_,4,4,5,-1,79,-0.437879923465343,-164782.2027883,254.0,4.0,250.0,8,4.082
pges-jc,hepar2,hepar2.xbif50004_,8,8,10,-1,78,-0.4393808634252086,-164779.518996882,252.0,2.0,250.0,4,2.449
pges-jc,hepar2,hepar2.xbif50004_,8,8,15,-1,78,-0.4393808634252086,-164779.518996882,252.0,2.0,250.0,4,2.392
pges-jc,hepar2,hepar2.xbif50004_,8,8,5,-1,78,-0.4378852559405467,-164779.518996882,252.0,2.0,250.0,6,2.784
pges-jc,hepar2,hepar2.xbif50005_,16,16,10,-1,76,-0.4482108308654128,-165292.33939963722,250.0,0.0,250.0,100,15.716
pges-jc,hepar2,hepar2.xbif50005_,16,16,15,-1,76,-0.44856077877241335,-165292.33939963722,250.0,0.0,250.0,100,21.429
pges-jc,hepar2,hepar2.xbif50005_,16,16,5,-1,76,-0.4467152233807511,-165292.33939963722,250.0,0.0,250.0,100,15.937
pges-jc,hepar2,hepar2.xbif50005_,2,2,10,-1,76,-0.4482108308654128,-165292.33939963722,250.0,0.0,250.0,100,9.433
pges-jc,hepar2,hepar2.xbif50005_,2,2,15,-1,77,-0.44820562418572174,-165294.90725614782,252.0,2.0,250.0,100,9.13
pges-jc,hepar2,hepar2.xbif50005_,2,2,5,-1,76,-0.4467152233807511,-165292.33939963722,250.0,0.0,250.0,100,9.499
pges-jc,hepar2,hepar2.xbif50005_,4,4,10,-1,76,-0.4482108308654128,-165292.33939963722,250.0,0.0,250.0,100,10.509
pges-jc,hepar2,hepar2.xbif50005_,4,4,15,-1,76,-0.4482108308654128,-165292.33939963722,250.0,0.0,250.0,100,10.579
pges-jc,hepar2,hepar2.xbif50005_,4,4,5,-1,76,-0.4467152233807511,-165292.33939963722,250.0,0.0,250.0,100,10.104
pges-jc,hepar2,hepar2.xbif50005_,8,8,10,-1,77,-0.44820562418572174,-165294.90725614782,252.0,2.0,250.0,100,11.122
pges-jc,hepar2,hepar2.xbif50005_,8,8,15,-1,76,-0.4482108308654128,-165292.33939963722,250.0,0.0,250.0,100,10.843
pges-jc,hepar2,hepar2.xbif50005_,8,8,5,-1,76,-0.4467152233807511,-165292.33939963722,250.0,0.0,250.0,100,11.5
pges-jc,hepar2,hepar2.xbif50006_,16,16,10,-1,71,-0.45219129802255154,-165182.5387222466,234.0,0.0,234.0,4,2.301
pges-jc,hepar2,hepar2.xbif50006_,16,16,15,-1,71,-0.44843860433241517,-165182.5387222466,234.0,0.0,234.0,4,2.321
pges-jc,hepar2,hepar2.xbif50006_,16,16,5,-1,71,-0.45477559951513996,-165182.5387222466,234.0,0.0,234.0,5,2.307
pges-jc,hepar2,hepar2.xbif50006_,2,2,10,-1,71,-0.44811415872404237,-165182.5387222466,234.0,0.0,234.0,6,4.034
pges-jc,hepar2,hepar2.xbif50006_,2,2,15,-1,71,-0.45219129802255154,-165182.5387222466,234.0,0.0,234.0,5,4.095
pges-jc,hepar2,hepar2.xbif50006_,2,2,5,-1,72,-0.4506977997852123,-165194.46989057618,236.0,2.0,234.0,10,4.581
pges-jc,hepar2,hepar2.xbif50006_,4,4,10,-1,71,-0.45219129802255154,-165182.5387222466,234.0,0.0,234.0,5,2.525
pges-jc,hepar2,hepar2.xbif50006_,4,4,15,-1,71,-0.45219129802255154,-165182.5387222466,234.0,0.0,234.0,5,2.784
pges-jc,hepar2,hepar2.xbif50006_,4,4,5,-1,71,-0.4506984602166309,-165182.5387222466,234.0,0.0,234.0,8,3.929
pges-jc,hepar2,hepar2.xbif50006_,8,8,10,-1,71,-0.45219129802255154,-165182.5387222466,234.0,0.0,234.0,5,3.161
pges-jc,hepar2,hepar2.xbif50006_,8,8,15,-1,71,-0.45219129802255154,-165182.5387222466,234.0,0.0,234.0,4,2.173
pges-jc,hepar2,hepar2.xbif50006_,8,8,5,-1,71,-0.45477559951513996,-165182.5387222466,234.0,0.0,234.0,6,2.171
pges-jc,hepar2,hepar2.xbif50007_,16,16,10,-1,75,-0.4471196082529992,-164456.6275760721,238.0,0.0,238.0,4,2.438
pges-jc,hepar2,hepar2.xbif50007_,16,16,15,-1,75,-0.44336691456286303,-164456.6275760721,238.0,0.0,238.0,4,2.213
pges-jc,hepar2,hepar2.xbif50007_,16,16,5,-1,75,-0.44561985836518714,-164456.6275760721,238.0,0.0,238.0,6,2.48
pges-jc,hepar2,hepar2.xbif50007_,2,2,10,-1,75,-0.44303555687259866,-164456.6275760721,238.0,0.0,238.0,6,3.963
pges-jc,hepar2,hepar2.xbif50007_,2,2,15,-1,75,-0.44303555687259866,-164456.6275760721,238.0,0.0,238.0,5,3.756
pges-jc,hepar2,hepar2.xbif50007_,2,2,5,-1,75,-0.44561985836518714,-164456.6275760721,238.0,0.0,238.0,10,4.659
pges-jc,hepar2,hepar2.xbif50007_,4,4,10,-1,75,-0.44303555687259866,-164456.6275760721,238.0,0.0,238.0,5,1.936
pges-jc,hepar2,hepar2.xbif50007_,4,4,15,-1,75,-0.44303555687259866,-164456.6275760721,238.0,0.0,238.0,4,2.02
pges-jc,hepar2,hepar2.xbif50007_,4,4,5,-1,75,-0.44561985836518714,-164456.6275760721,238.0,0.0,238.0,8,2.136
pges-jc,hepar2,hepar2.xbif50007_,8,8,10,-1,75,-0.4471196082529992,-164456.6275760721,238.0,0.0,238.0,4,2.275
pges-jc,hepar2,hepar2.xbif50007_,8,8,15,-1,75,-0.44336691456286303,-164456.6275760721,238.0,0.0,238.0,3,2.235
pges-jc,hepar2,hepar2.xbif50007_,8,8,5,-1,75,-0.44303555687259866,-164456.6275760721,238.0,0.0,238.0,6,2.491
pges-jc,hepar2,hepar2.xbif50008_,16,16,10,-1,72,-0.445327326987076,-164597.20550330044,242.0,0.0,242.0,4,2.168
pges-jc,hepar2,hepar2.xbif50008_,16,16,15,-1,72,-0.445327326987076,-164597.20550330044,242.0,0.0,242.0,4,2.548
pges-jc,hepar2,hepar2.xbif50008_,16,16,5,-1,72,-0.4438296103304025,-164597.20550330044,242.0,0.0,242.0,6,2.367
pges-jc,hepar2,hepar2.xbif50008_,2,2,10,-1,72,-0.44124627262361266,-164597.20550330044,242.0,0.0,242.0,6,3.563
pges-jc,hepar2,hepar2.xbif50008_,2,2,15,-1,72,-0.44124627262361266,-164597.20550330044,242.0,0.0,242.0,5,3.431
pges-jc,hepar2,hepar2.xbif50008_,2,2,5,-1,71,-0.44382804359709943,-164599.43817480232,240.0,0.0,240.0,100,8.642
pges-jc,hepar2,hepar2.xbif50008_,4,4,10,-1,72,-0.445327326987076,-164597.20550330044,242.0,0.0,242.0,5,2.759
pges-jc,hepar2,hepar2.xbif50008_,4,4,15,-1,72,-0.445327326987076,-164597.20550330044,242.0,0.0,242.0,5,2.355
pges-jc,hepar2,hepar2.xbif50008_,4,4,5,-1,72,-0.4438296103304025,-164597.20550330044,242.0,0.0,242.0,8,1.95
pges-jc,hepar2,hepar2.xbif50008_,8,8,10,-1,72,-0.445327326987076,-164597.20550330044,242.0,0.0,242.0,5,2.401
pges-jc,hepar2,hepar2.xbif50008_,8,8,15,-1,72,-0.445327326987076,-164597.20550330044,242.0,0.0,242.0,4,2.236
pges-jc,hepar2,hepar2.xbif50008_,8,8,5,-1,72,-0.4438296103304025,-164597.20550330044,242.0,0.0,242.0,7,2.533
pges-jc,hepar2,hepar2.xbif50009_,16,16,10,-1,77,-0.4433648732436077,-164777.20549316183,260.0,0.0,260.0,100,16.232
pges-jc,hepar2,hepar2.xbif50009_,16,16,15,-1,77,-0.4433648732436077,-164777.20549316183,260.0,0.0,260.0,100,16.057
pges-jc,hepar2,hepar2.xbif50009_,16,16,5,-1,77,-0.44117349492307634,-164777.20549316183,260.0,0.0,260.0,100,15.989
pges-jc,hepar2,hepar2.xbif50009_,2,2,10,-1,77,-0.4411725311372776,-164777.20549316183,260.0,0.0,260.0,100,10.165
pges-jc,hepar2,hepar2.xbif50009_,2,2,15,-1,77,-0.4433648732436077,-164777.20549316183,260.0,0.0,260.0,100,10.49
pges-jc,hepar2,hepar2.xbif50009_,2,2,5,-1,77,-0.4411725311372776,-164777.20549316183,260.0,0.0,260.0,100,10.021
pges-jc,hepar2,hepar2.xbif50009_,4,4,10,-1,77,-0.4385891934304879,-164777.20549316183,260.0,0.0,260.0,100,8.037
pges-jc,hepar2,hepar2.xbif50009_,4,4,15,-1,77,-0.4433639094578089,-164777.20549316183,260.0,0.0,260.0,100,7.947
pges-jc,hepar2,hepar2.xbif50009_,4,4,5,-1,77,-0.44117349492307634,-164777.20549316183,260.0,0.0,260.0,100,8.259
pges-jc,hepar2,hepar2.xbif50009_,8,8,10,-1,77,-0.4433648732436077,-164777.20549316183,260.0,0.0,260.0,100,10.559
pges-jc,hepar2,hepar2.xbif50009_,8,8,15,-1,77,-0.4433648732436077,-164777.20549316183,260.0,0.0,260.0,100,11.284
pges-jc,hepar2,hepar2.xbif50009_,8,8,5,-1,77,-0.44117349492307634,-164777.20549316183,260.0,0.0,260.0,100,10.738
pges-jc,hepar2,hepar2.xbif_,16,16,10,-1,81,-0.43841046911056614,-164684.95831558495,260.0,2.0,258.0,100,16.378
pges-jc,hepar2,hepar2.xbif_,16,16,15,-1,79,-0.43841115415162185,-164677.6782468287,256.0,0.0,256.0,100,16.557
pges-jc,hepar2,hepar2.xbif_,16,16,5,-1,81,-0.44099477060315456,-164684.95831558495,260.0,2.0,258.0,100,16.06
pges-jc,hepar2,hepar2.xbif_,2,2,10,-1,79,-0.43841115415162185,-164677.6782468287,256.0,0.0,256.0,100,12.837
pges-jc,hepar2,hepar2.xbif_,2,2,15,-1,79,-0.43841115415162185,-164677.6782468287,256.0,0.0,256.0,100,12.617
