network,algorithm,pges_threads,SHD,loglike,bdeu,deltaMM,deltaMM+,deltaMM-,time(s),deltaBDeu,deltas,deltaSHD,deltaSHDemptySHD
pathfinder,GES,1,248.72727272727272,-0.1317568825989192,-28.115774537363738,653.4545454545455,276.90909090909093,376.54545454545456,4.934272727272727,34.168256208267664,6.971887031547177,-40.72727272727273,-19.58041958041958
pathfinder,pGES,2,259.54545454545456,-0.10762784778364098,-28.09229549399048,712.3636363636364,292.1818181818182,420.1818181818182,6.0231818181818175,34.19173525164092,5.707418015868059,-51.54545454545455,-24.781468531468533
pathfinder,pGES,4,257.90909090909093,-0.10903124489043897,-28.076046045278563,711.4545454545455,286.90909090909093,424.54545454545456,5.549363636363636,34.20798470035284,6.194918331294363,-49.90909090909091,-23.994755244755243
pathfinder,pGES,8,256.72727272727275,-0.11641307132223501,-28.095153312745524,704.7272727272727,283.27272727272725,421.45454545454544,5.86890909090909,34.18887743288588,5.878616449000446,-48.72727272727273,-23.426573426573427
pathfinder,pGES,16,257.27272727272725,-0.11672126278269128,-28.08122854712249,707.6363636363636,285.8181818181818,421.8181818181818,6.514545454545455,34.20280219850892,5.283554746700126,-49.27272727272727,-23.68881118881119
pathfinder,pGES-jc,2,255.1818181818182,-0.10959702368412633,-28.068771546608694,701.6363636363636,281.8181818181818,419.8181818181818,6.191999999999999,34.21525919902271,5.5828784201374155,-47.18181818181818,-22.683566433566433
pathfinder,pGES-jc,4,256.6363636363636,-0.11279697366989709,-28.066944717772483,705.0909090909091,285.45454545454544,419.6363636363636,7.0476363636363635,34.21708602785892,4.882825507810523,-48.63636363636363,-23.382867132867133
pathfinder,pGES-jc,8,257.27272727272725,-0.11441621028330973,-28.067547028870532,706.7272727272727,286.0,420.72727272727275,7.819,34.21648371676087,4.397037875084351,-49.27272727272727,-23.68881118881119
pathfinder,pGES-jc,16,255.8181818181818,-0.11438660916745567,-28.066929224544833,703.2727272727273,284.72727272727275,418.54545454545456,9.896363636363636,34.21710152108657,3.489210060267344,-47.81818181818182,-22.98951048951049
pigs,Fges,1,309.0,-0.7708446836041541,-345.18262036645274,659.6363636363636,466.72727272727275,192.9090909090909,20.229,114.5745006375605,5.666267516360682,497.0,61.66253101736972
pigs,Fges-faithfulness,1,309.1818181818182,-0.7708409343461387,-345.18181308570865,660.0,467.09090909090907,192.9090909090909,47.77272727272727,114.57530791830459,2.398664629764249,496.8181818181818,61.639972930295514
pigs,GES,1,0.0,-1.0293780273730102,-334.9989484917748,0.0,0.0,0.0,142.018,124.75817251223845,0.8788409396795028,806.0,100.0
pigs,pGES,2,0.0,-1.0315612392090203,-334.99894849177485,0.0,0.0,0.0,46.04663636363636,124.75817251223839,2.73652943128835,806.0,100.0
