algorithm, network, bbdd, threads, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, dfMM minus, Total iterations, Total time(s)
pges-jc,munin,munin.xbif50007_,16,16,15,-1,1666,0.0,-1240543.7790031855,3774.0,90.0,3684.0,8,864.911
pges-jc,munin,munin.xbif50007_,4,4,10,-1,1449,0.0,-933078.8159428721,3114.0,950.0,2164.0,62,10326.606
pges-jc,munin,munin.xbif50007_,4,4,15,-1,1447,0.0,-933136.119159866,3086.0,968.0,2118.0,47,10498.298
pges-jc,munin,munin.xbif50007_,4,4,5,-1,1411,0.0,-937059.7943728756,3076.0,690.0,2386.0,100,12961.167
pges-jc,munin,munin.xbif50007_,8,8,10,-1,1450,0.0,-931867.7592489576,3096.0,982.0,2114.0,34,3129.908
pges-jc,munin,munin.xbif50007_,8,8,15,-1,1460,0.0,-932944.512975198,3218.0,972.0,2246.0,25,3292.204
pges-jc,munin,munin.xbif50007_,8,8,5,-1,1530,0.0,-935141.1166017719,3290.0,1058.0,2232.0,62,4284.198
pges-jc,munin,munin.xbif50008_,16,16,10,-1,1652,0.0,-939529.5256446076,3620.0,1280.0,2340.0,32,1682.211
pges-jc,munin,munin.xbif50008_,16,16,15,-1,1561,0.0,-938614.2687848379,3420.0,1138.0,2282.0,23,1462.764
pges-jc,munin,munin.xbif50008_,16,16,5,-1,1635,0.0,-939963.8166833337,3688.0,1276.0,2412.0,50,1899.158
pges-jc,munin,munin.xbif50008_,4,4,10,-1,1528,0.0,-936448.5728213291,3328.0,1080.0,2248.0,65,12094.148
pges-jc,munin,munin.xbif50008_,4,4,15,-1,1506,0.0,-936370.0319483983,3250.0,1064.0,2186.0,46,11711.72
pges-jc,munin,munin.xbif50008_,4,4,5,-1,1434,0.0,-943302.9005711572,3180.0,642.0,2538.0,100,12039.63
pges-jc,munin,munin.xbif50008_,8,8,10,-1,1534,0.0,-989610.2792946873,3560.0,410.0,3150.0,22,3124.161
pges-jc,munin,munin.xbif50008_,8,8,15,-1,1563,0.0,-937075.2593502081,3422.0,1162.0,2260.0,29,3915.461
pges-jc,munin,munin.xbif50008_,8,8,5,-1,1562,0.0,-938160.2052843699,3440.0,1132.0,2308.0,64,4433.539
pges-jc,munin,munin.xbif50009_,16,16,10,-1,1682,0.0,-1248728.0642760133,3806.0,84.0,3722.0,11,706.4
pges-jc,munin,munin.xbif50009_,16,16,5,-1,1613,0.0,-1090740.7212220607,3674.0,188.0,3486.0,27,854.529
pges-jc,munin,munin.xbif50009_,4,4,10,-1,1444,0.0,-926034.997566018,3130.0,938.0,2192.0,61,10532.188
pges-jc,munin,munin.xbif50009_,4,4,15,-1,1441,0.0,-926518.0270756825,3178.0,934.0,2244.0,44,10159.359
pges-jc,munin,munin.xbif50009_,4,4,5,-1,1423,0.0,-928675.9097751508,3062.0,740.0,2322.0,100,10540.803
pges-jc,munin,munin.xbif50009_,8,8,10,-1,1487,0.0,-945235.2236984865,3420.0,544.0,2876.0,24,2500.018
pges-jc,munin,munin.xbif50009_,8,8,15,-1,1476,0.0,-927315.9170309387,3298.0,962.0,2336.0,28,2763.381
pges-jc,munin,munin.xbif50009_,8,8,5,-1,1490,0.0,-946855.7786404699,3430.0,524.0,2906.0,42,2801.729
pges-jc,munin,munin.xbif_,4,4,5,-1,1406,0.0,-939632.1638784026,3094.0,638.0,2456.0,100,11789.664
pges-jc,munin,munin.xbif_,8,8,10,-1,1487,0.0,-934132.9420372461,3278.0,1040.0,2238.0,41,4363.706
pges-jc,munin,munin.xbif_,8,8,15,-1,1476,0.0,-933457.0289472403,3256.0,1016.0,2240.0,27,4149.331
pges-jc,munin,munin.xbif_,8,8,5,-1,1523,0.0,-935148.4394741479,3372.0,1102.0,2270.0,64,4375.797
pges-jc,pigs,pigs.xbif50001246_,16,16,10,-1,0,-1.0174095750054224,-1675245.1867934295,0.0,0.0,0.0,16,77.502
pges-jc,pigs,pigs.xbif50001246_,16,16,15,-1,12,-1.0168268157935723,-1676110.0976416753,28.0,28.0,0.0,13,66.126
pges-jc,pigs,pigs.xbif50001246_,16,16,5,-1,13,-1.016378803073902,-1676584.517950652,38.0,36.0,2.0,24,110.935
pges-jc,pigs,pigs.xbif50001246_,2,2,10,-1,11,-1.0237773654286286,-1676525.0402789533,22.0,16.0,6.0,43,655.76
pges-jc,pigs,pigs.xbif50001246_,2,2,15,-1,5,-1.0237880248012434,-1675681.5914859364,10.0,8.0,2.0,30,621.291
pges-jc,pigs,pigs.xbif50001246_,2,2,5,-1,22,-1.0237851097005337,-1681258.7100515019,44.0,24.0,20.0,82,717.065
pges-jc,pigs,pigs.xbif50001246_,4,4,10,-1,15,-1.0234450243928965,-1677666.8987741855,34.0,28.0,6.0,22,144.665
pges-jc,pigs,pigs.xbif50001246_,4,4,15,-1,29,-1.0238357012182964,-1679395.6013256405,58.0,42.0,16.0,16,121.563
pges-jc,pigs,pigs.xbif50001246_,4,4,5,-1,19,-1.023751913706282,-1678454.330146103,38.0,26.0,12.0,39,188.83
pges-jc,pigs,pigs.xbif50001246_,8,8,10,-1,23,-1.0238170381182032,-1678728.3687141812,54.0,46.0,8.0,15,95.231
pges-jc,pigs,pigs.xbif50001246_,8,8,15,-1,15,-1.017222281067051,-1677460.4682031758,30.0,24.0,6.0,11,79.623
pges-jc,pigs,pigs.xbif50001246_,8,8,5,-1,28,-1.0233653556925715,-1680818.0783630535,60.0,46.0,14.0,24,123.212
pges-jc,pigs,pigs.xbif50001_,16,16,10,-1,12,-1.016730168286233,-1675205.1725108256,28.0,26.0,2.0,15,71.385
pges-jc,pigs,pigs.xbif50001_,16,16,15,-1,0,-1.0192594424840282,-1673894.3597202217,0.0,0.0,0.0,14,70.858
pges-jc,pigs,pigs.xbif50001_,16,16,5,-1,12,-1.0169155514767902,-1675463.623103923,24.0,20.0,4.0,27,128.392
pges-jc,pigs,pigs.xbif50001_,2,2,10,-1,18,-1.0238007811224392,-1676889.3611199406,36.0,28.0,8.0,40,541.503
pges-jc,pigs,pigs.xbif50001_,2,2,15,-1,6,-1.0237706733507212,-1674611.212494141,12.0,8.0,4.0,28,493.705
pges-jc,pigs,pigs.xbif50001_,2,2,5,-1,24,-1.0238116399802153,-1680284.29954389,48.0,30.0,18.0,75,547.404
pges-jc,pigs,pigs.xbif50001_,4,4,10,-1,14,-1.0272222161307538,-1676485.4177150594,28.0,20.0,8.0,24,210.503
pges-jc,pigs,pigs.xbif50001_,4,4,15,-1,0,-1.0238539572256453,-1673766.7635783975,0.0,0.0,0.0,16,165.212
pges-jc,pigs,pigs.xbif50001_,4,4,5,-1,25,-1.023756728663754,-1678367.2387000918,50.0,34.0,16.0,41,261.723
pges-jc,pigs,pigs.xbif50001_,8,8,10,-1,15,-1.0233272624408805,-1676289.5731822331,30.0,22.0,8.0,15,106.66
pges-jc,pigs,pigs.xbif50001_,8,8,15,-1,6,-1.0300967966577865,-1674638.1105707732,12.0,8.0,4.0,13,103.02
pges-jc,pigs,pigs.xbif50001_,8,8,5,-1,36,-1.0242726133017168,-1682019.9794485301,72.0,48.0,24.0,26,140.664
pges-jc,pigs,pigs.xbif50002_,16,16,10,-1,18,-1.0142196601564317,-1674749.3609485645,48.0,46.0,2.0,17,81.142
pges-jc,pigs,pigs.xbif50002_,16,16,15,-1,0,-1.0144351590271923,-1673076.1303889244,0.0,0.0,0.0,15,75.872
pges-jc,pigs,pigs.xbif50002_,16,16,5,-1,17,-1.0166304466502256,-1674784.2281116764,48.0,44.0,4.0,26,118.965
pges-jc,pigs,pigs.xbif50002_,2,2,10,-1,6,-1.0237939247137944,-1673692.1029582235,12.0,8.0,4.0,44,640.528
pges-jc,pigs,pigs.xbif50002_,2,2,15,-1,10,-1.0325985651613712,-1674622.016499717,20.0,16.0,4.0,32,639.053
pges-jc,pigs,pigs.xbif50002_,2,2,5,-1,33,-1.027824063745104,-1679201.2095183516,66.0,48.0,18.0,83,688.043
pges-jc,pigs,pigs.xbif50002_,4,4,10,-1,19,-1.0315768092054052,-1675752.5377260596,42.0,32.0,10.0,29,292.264
pges-jc,pigs,pigs.xbif50002_,4,4,15,-1,12,-1.02339789227015,-1674747.7852374513,24.0,18.0,6.0,19,237.668
pges-jc,pigs,pigs.xbif50002_,4,4,5,-1,15,-1.0167814422696322,-1677644.0088612502,30.0,18.0,12.0,50,319.268
pges-jc,pigs,pigs.xbif50002_,8,8,10,-1,8,-1.0251959954486936,-1673917.3564039532,20.0,16.0,4.0,17,128.281
pges-jc,pigs,pigs.xbif50002_,8,8,15,-1,5,-1.0194415292916164,-1673779.2684736785,10.0,8.0,2.0,14,104.191
pges-jc,pigs,pigs.xbif50002_,8,8,5,-1,30,-1.0215188053756539,-1678661.0637188118,68.0,52.0,16.0,30,167.66
pges-jc,pigs,pigs.xbif50003_,16,16,10,-1,0,-1.0193066332449643,-1674761.783652841,0.0,0.0,0.0,19,94.342
pges-jc,pigs,pigs.xbif50003_,16,16,15,-1,5,-1.018895446858905,-1675373.7722838605,10.0,8.0,2.0,14,70.64
pges-jc,pigs,pigs.xbif50003_,16,16,5,-1,10,-1.023791570376299,-1675886.3658107426,30.0,28.0,2.0,36,186.267
pges-jc,pigs,pigs.xbif50003_,2,2,10,-1,18,-1.0237919331411478,-1677070.2920647361,36.0,26.0,10.0,33,209.157
pges-jc,pigs,pigs.xbif50003_,2,2,15,-1,18,-1.0233695241087917,-1678038.2702926681,36.0,24.0,12.0,24,201.568
pges-jc,pigs,pigs.xbif50003_,2,2,5,-1,50,-1.0232820074824391,-1683486.5418109465,100.0,72.0,28.0,64,258.731
pges-jc,pigs,pigs.xbif50003_,4,4,10,-1,23,-1.0237012720015652,-1677900.5204733782,46.0,32.0,14.0,22,133.678
pges-jc,pigs,pigs.xbif50003_,4,4,15,-1,12,-1.023681564927107,-1676641.7156500956,26.0,22.0,4.0,16,125.956
pges-jc,pigs,pigs.xbif50003_,4,4,5,-1,35,-1.0236446285117642,-1681674.1364358007,70.0,48.0,22.0,41,190.742
pges-jc,pigs,pigs.xbif50003_,8,8,10,-1,25,-1.0209976178366373,-1678474.7908871328,62.0,52.0,10.0,15,99.42
pges-jc,pigs,pigs.xbif50003_,8,8,15,-1,15,-1.0195731455953347,-1676970.6394933648,30.0,24.0,6.0,10,83.241
pges-jc,pigs,pigs.xbif50003_,8,8,5,-1,28,-1.0237587523765257,-1680756.6712855333,58.0,40.0,18.0,25,153.97
pges-jc,pigs,pigs.xbif50004_,16,16,10,-1,19,-1.0170620749806365,-1677687.5872050843,50.0,46.0,4.0,18,88.07
pges-jc,pigs,pigs.xbif50004_,16,16,15,-1,5,-1.0169773997039235,-1676481.932719222,10.0,8.0,2.0,16,82.232
pges-jc,pigs,pigs.xbif50004_,16,16,5,-1,13,-1.0232372656163975,-1677227.1304765171,40.0,36.0,4.0,26,119.205
pges-jc,pigs,pigs.xbif50004_,2,2,10,-1,10,-1.0237915834300806,-1677168.9916419468,22.0,16.0,6.0,46,669.333
pges-jc,pigs,pigs.xbif50004_,2,2,15,-1,13,-1.0237739206350613,-1678002.3852826122,26.0,18.0,8.0,31,647.286
pges-jc,pigs,pigs.xbif50004_,2,2,5,-1,16,-1.023776416758039,-1678481.6468003762,32.0,22.0,10.0,81,753.44
pges-jc,pigs,pigs.xbif50004_,4,4,10,-1,7,-1.0237587991993549,-1676924.4997200954,14.0,12.0,2.0,23,135.976
pges-jc,pigs,pigs.xbif50004_,4,4,15,-1,14,-1.023838420814423,-1677911.41389068,28.0,22.0,6.0,17,128.711
pges-jc,pigs,pigs.xbif50004_,4,4,5,-1,52,-1.0235424153520736,-1684619.1440106488,104.0,78.0,26.0,41,226.966
pges-jc,pigs,pigs.xbif50004_,8,8,10,-1,21,-1.0238195698776953,-1679004.302071641,42.0,32.0,10.0,17,123.595
pges-jc,pigs,pigs.xbif50004_,8,8,15,-1,6,-1.0238545496545712,-1676293.056083734,12.0,8.0,4.0,13,96.172
pges-jc,pigs,pigs.xbif50004_,8,8,5,-1,46,-1.0234504625101926,-1682699.3458155233,96.0,72.0,24.0,27,145.315
pges-jc,pigs,pigs.xbif50005_,16,16,10,-1,19,-1.013942076984375,-1677710.8724634303,48.0,46.0,2.0,17,84.336
pges-jc,pigs,pigs.xbif50005_,16,16,15,-1,9,-1.0168411188235036,-1676902.302142076,30.0,30.0,0.0,17,87.962
pges-jc,pigs,pigs.xbif50005_,16,16,5,-1,7,-1.022645226765948,-1677326.0268000162,18.0,18.0,0.0,24,108.932
pges-jc,pigs,pigs.xbif50005_,2,2,10,-1,7,-1.0240174630176664,-1677311.1137571875,18.0,14.0,4.0,35,324.506
pges-jc,pigs,pigs.xbif50005_,2,2,15,-1,21,-1.0238002879989507,-1679523.3864684512,42.0,32.0,10.0,26,335.424
pges-jc,pigs,pigs.xbif50005_,2,2,5,-1,53,-1.0232883442999854,-1686111.1202616356,106.0,74.0,32.0,67,401.801
pges-jc,pigs,pigs.xbif50005_,4,4,10,-1,24,-1.0213285189286627,-1680909.8514290398,50.0,34.0,16.0,21,144.079
pges-jc,pigs,pigs.xbif50005_,4,4,15,-1,14,-1.020895858489069,-1678737.4578441312,28.0,20.0,8.0,16,129.171
pges-jc,pigs,pigs.xbif50005_,4,4,5,-1,52,-1.0238051252357319,-1686652.287144041,104.0,70.0,34.0,39,181.51
pges-jc,pigs,pigs.xbif50005_,8,8,10,-1,5,-1.0238143913599325,-1676845.3863021787,10.0,8.0,2.0,13,77.944
pges-jc,pigs,pigs.xbif50005_,8,8,15,-1,0,-1.0194152814130306,-1675946.8368636225,0.0,0.0,0.0,9,65.288
pges-jc,pigs,pigs.xbif50005_,8,8,5,-1,40,-1.0237914357896438,-1684928.8207925314,80.0,56.0,24.0,22,128.964
pges-jc,pigs,pigs.xbif50006_,16,16,10,-1,7,-1.0166335603843533,-1677192.1433566622,22.0,22.0,0.0,16,77.845
pges-jc,pigs,pigs.xbif50006_,16,16,15,-1,6,-1.0196450938551587,-1677006.5531434,16.0,16.0,0.0,14,72.691
pges-jc,pigs,pigs.xbif50006_,16,16,5,-1,11,-1.0168811087027354,-1678438.0932242188,26.0,22.0,4.0,29,138.576
pges-jc,pigs,pigs.xbif50006_,2,2,10,-1,2,-1.0237975996198192,-1677143.2043827327,4.0,2.0,2.0,37,419.215
pges-jc,pigs,pigs.xbif50006_,2,2,15,-1,19,-1.027210820024848,-1679517.2034042536,38.0,28.0,10.0,28,390.695
pges-jc,pigs,pigs.xbif50006_,2,2,5,-1,37,-1.021339406602722,-1684056.073863946,74.0,58.0,16.0,71,465.335
pges-jc,pigs,pigs.xbif50006_,4,4,10,-1,10,-1.0300497425242432,-1678026.8644537523,20.0,16.0,4.0,24,174.417
pges-jc,pigs,pigs.xbif50006_,4,4,15,-1,10,-1.0276915103390567,-1678033.46833484,20.0,16.0,4.0,18,150.526
pges-jc,pigs,pigs.xbif50006_,4,4,5,-1,30,-1.0302250512760356,-1681932.55580819,60.0,42.0,18.0,42,221.411
pges-jc,pigs,pigs.xbif50006_,8,8,10,-1,0,-1.0238470571445546,-1676267.323014469,0.0,0.0,0.0,14,84.022
pges-jc,pigs,pigs.xbif50006_,8,8,15,-1,0,-1.0195686206052865,-1676267.323014469,0.0,0.0,0.0,10,68.574
pges-jc,pigs,pigs.xbif50006_,8,8,5,-1,9,-1.027106483613568,-1678371.4996524255,18.0,12.0,6.0,26,152.495
pges-jc,pigs,pigs.xbif50007_,16,16,10,-1,8,-1.0192944715834522,-1676230.3069776364,22.0,18.0,4.0,10,42.509
pges-jc,pigs,pigs.xbif50007_,16,16,15,-1,2,-1.0189795884633799,-1675124.9341755065,8.0,8.0,0.0,10,47.393
pges-jc,pigs,pigs.xbif50007_,16,16,5,-1,35,-1.01664458136037,-1680066.7441774847,88.0,78.0,10.0,25,115.958
pges-jc,pigs,pigs.xbif50007_,2,2,10,-1,4,-1.0240184794974663,-1675592.4011449157,8.0,6.0,2.0,35,247.045
pges-jc,pigs,pigs.xbif50007_,2,2,15,-1,19,-1.0237800558711103,-1678652.685004892,38.0,24.0,14.0,24,234.549
pges-jc,pigs,pigs.xbif50007_,2,2,5,-1,49,-1.0211829260727059,-1683716.1379585348,98.0,74.0,24.0,67,306.501
pges-jc,pigs,pigs.xbif50007_,4,4,10,-1,6,-1.0238439600950597,-1675834.210088581,12.0,10.0,2.0,20,117.564
pges-jc,pigs,pigs.xbif50007_,4,4,15,-1,15,-1.0234914604248326,-1677352.145850713,30.0,24.0,6.0,16,109.242
pges-jc,pigs,pigs.xbif50007_,4,4,5,-1,27,-1.0237541453956958,-1681564.039490781,54.0,40.0,14.0,38,191.903
pges-jc,pigs,pigs.xbif50007_,8,8,10,-1,14,-1.0261913002287157,-1677360.7501619013,28.0,22.0,6.0,14,89.63
pges-jc,pigs,pigs.xbif50007_,8,8,15,-1,0,-1.019419450414179,-1674789.5458293166,0.0,0.0,0.0,10,68.537
pges-jc,pigs,pigs.xbif50007_,8,8,5,-1,17,-1.024106242776923,-1678327.6776288513,34.0,24.0,10.0,23,112.883
pges-jc,pigs,pigs.xbif50008_,16,16,10,-1,0,-1.023589494402608,-1675281.2967429904,0.0,0.0,0.0,15,68.366
pges-jc,pigs,pigs.xbif50008_,16,16,15,-1,0,-1.0193551660017206,-1675271.899369372,0.0,0.0,0.0,14,68.709
pges-jc,pigs,pigs.xbif50008_,16,16,5,-1,28,-1.0235477765941952,-1679228.5494582187,72.0,64.0,8.0,22,103.71
pges-jc,pigs,pigs.xbif50008_,2,2,10,-1,22,-1.0237755963960937,-1678741.6983625556,44.0,34.0,10.0,34,251.658
pges-jc,pigs,pigs.xbif50008_,2,2,15,-1,13,-1.0237857463021467,-1677989.1052326632,26.0,16.0,10.0,24,231.152
pges-jc,pigs,pigs.xbif50008_,2,2,5,-1,48,-1.026000792757123,-1684869.7559792388,96.0,66.0,30.0,64,300.976
pges-jc,pigs,pigs.xbif50008_,4,4,10,-1,6,-1.023787199677945,-1675946.1002383225,12.0,8.0,4.0,23,155.079
pges-jc,pigs,pigs.xbif50008_,4,4,15,-1,10,-1.0238458485683257,-1676825.7301608913,20.0,16.0,4.0,17,131.433
pges-jc,pigs,pigs.xbif50008_,4,4,5,-1,26,-1.0238015022771687,-1680426.3622520624,52.0,36.0,16.0,41,195.334
pges-jc,pigs,pigs.xbif50008_,8,8,10,-1,15,-1.0238331256010935,-1677757.9032462107,30.0,24.0,6.0,14,82.788
pges-jc,pigs,pigs.xbif50008_,8,8,15,-1,5,-1.0239980547352003,-1675926.9659632642,10.0,8.0,2.0,12,88.338
pges-jc,pigs,pigs.xbif50008_,8,8,5,-1,21,-1.0233024606180237,-1678791.6704998147,44.0,32.0,12.0,27,145.389
pges-jc,pigs,pigs.xbif50009_,16,16,10,-1,1,-1.0193575854072305,-1677272.3316980384,4.0,4.0,0.0,22,111.373
pges-jc,pigs,pigs.xbif50009_,16,16,15,-1,6,-1.0190167640858288,-1678250.4956306422,12.0,10.0,2.0,19,99.251
pges-jc,pigs,pigs.xbif50009_,16,16,5,-1,30,-1.0235056824459585,-1680759.3403996257,86.0,84.0,2.0,34,176.581
pges-jc,pigs,pigs.xbif50009_,2,2,10,-1,16,-1.0238619551478745,-1679678.8516504732,32.0,24.0,8.0,37,261.89
pges-jc,pigs,pigs.xbif50009_,2,2,15,-1,5,-1.0238477868600544,-1677827.7905496121,10.0,8.0,2.0,25,237.747
pges-jc,pigs,pigs.xbif50009_,2,2,5,-1,53,-1.0262936901406154,-1688234.2143335268,106.0,78.0,28.0,67,323.776
pges-jc,pigs,pigs.xbif50009_,4,4,10,-1,6,-1.0237800317510604,-1677995.9415552004,12.0,8.0,4.0,21,131.458
pges-jc,pigs,pigs.xbif50009_,4,4,15,-1,25,-1.024132805285562,-1681239.585346499,50.0,38.0,12.0,17,131.278
pges-jc,pigs,pigs.xbif50009_,4,4,5,-1,35,-1.0235868147831524,-1682373.878191854,70.0,50.0,20.0,40,185.182
pges-jc,pigs,pigs.xbif50009_,8,8,10,-1,5,-1.0241090269587714,-1677823.2239567172,10.0,8.0,2.0,14,86.045
pges-jc,pigs,pigs.xbif50009_,8,8,15,-1,0,-1.0238499159989456,-1676948.536727802,0.0,0.0,0.0,11,76.594
pges-jc,pigs,pigs.xbif50009_,8,8,5,-1,26,-1.0240044843864033,-1682570.1144656457,52.0,36.0,16.0,25,134.654
pges-jc,pigs,pigs.xbif_,16,16,10,-1,9,-1.016239558741378,-1675847.9053007802,24.0,22.0,2.0,15,71.779
pges-jc,pigs,pigs.xbif_,16,16,15,-1,0,-1.0192905344740724,-1674834.0124046141,0.0,0.0,0.0,12,58.73
pges-jc,pigs,pigs.xbif_,16,16,5,-1,10,-1.0232613881173667,-1676363.4921830709,30.0,26.0,4.0,26,119.946
pges-jc,pigs,pigs.xbif_,2,2,10,-1,7,-1.0237800397665697,-1676334.269899417,14.0,12.0,2.0,41,546.449
pges-jc,pigs,pigs.xbif_,2,2,15,-1,4,-1.0237940942631953,-1675554.5413334698,8.0,6.0,2.0,29,508.353
pges-jc,pigs,pigs.xbif_,2,2,5,-1,20,-1.023937269943675,-1679892.2358114305,40.0,28.0,12.0,75,582.751
pges-jc,pigs,pigs.xbif_,4,4,10,-1,11,-1.023778550721422,-1676524.9333656267,22.0,16.0,6.0,23,198.599
pges-jc,pigs,pigs.xbif_,4,4,15,-1,0,-1.0238470668340838,-1674757.2366382957,0.0,0.0,0.0,17,197.208
pges-jc,pigs,pigs.xbif_,4,4,5,-1,17,-1.029554729918357,-1679678.3562572256,34.0,20.0,14.0,44,253.705
pges-jc,pigs,pigs.xbif_,8,8,10,-1,15,-1.0240840950907102,-1677311.6918344302,30.0,22.0,8.0,13,84.034
pges-jc,pigs,pigs.xbif_,8,8,15,-1,14,-1.0239205122939476,-1677247.7281837023,28.0,22.0,6.0,10,72.429
pges-jc,pigs,pigs.xbif_,8,8,5,-1,20,-1.0304046905409372,-1678180.0421815794,40.0,32.0,8.0,23,133.507
pges-jc,water,water.xbif50001246_,16,16,10,-1,88,-0.49470313024150037,-65841.56348033284,212.0,6.0,206.0,6,1.2
pges-jc,water,water.xbif50001246_,16,16,15,-1,88,-0.49470313024150037,-65841.56348033284,212.0,6.0,206.0,6,1.113
pges-jc,water,water.xbif50001246_,16,16,5,-1,92,-0.4700272240115851,-66840.78892737918,220.0,8.0,212.0,7,1.039
pges-jc,water,water.xbif50001246_,2,2,10,-1,88,-0.4974757943633629,-65855.68009818443,212.0,10.0,202.0,6,1.935
pges-jc,water,water.xbif50001246_,2,2,15,-1,88,-0.48608814003414097,-65841.56348033284,212.0,6.0,206.0,5,1.545
pges-jc,water,water.xbif50001246_,2,2,5,-1,89,-0.4974762664508743,-65876.00750953375,212.0,8.0,204.0,8,1.417
pges-jc,water,water.xbif50001246_,4,4,10,-1,88,-0.48608814003414097,-65841.56348033284,212.0,6.0,206.0,5,1.067
pges-jc,water,water.xbif50001246_,4,4,15,-1,90,-0.4860903923034938,-65864.29522619648,216.0,6.0,210.0,4,0.628
pges-jc,water,water.xbif50001246_,4,4,5,-1,88,-0.4974549319516622,-65841.56348033284,212.0,6.0,206.0,6,1.329
pges-jc,water,water.xbif50001246_,8,8,10,-1,88,-0.4705687629875276,-65841.56348033284,212.0,6.0,206.0,5,0.821
pges-jc,water,water.xbif50001246_,8,8,15,-1,90,-0.5034732377304287,-65864.29522619648,216.0,6.0,210.0,5,0.76
pges-jc,water,water.xbif50001246_,8,8,5,-1,88,-0.48381355352069133,-65849.58126200571,212.0,6.0,206.0,5,0.72
pges-jc,water,water.xbif50001_,16,16,10,-1,82,-0.5143599941084249,-65778.98887462275,200.0,0.0,200.0,8,1.318
pges-jc,water,water.xbif50001_,16,16,15,-1,82,-0.5143599941084249,-65778.98887462275,200.0,0.0,200.0,8,1.322
pges-jc,water,water.xbif50001_,16,16,5,-1,92,-0.46820186243072537,-67290.9343554805,222.0,8.0,214.0,7,1.097
pges-jc,water,water.xbif50001_,2,2,10,-1,88,-0.5010141944498001,-65821.16465431612,214.0,2.0,212.0,6,1.518
pges-jc,water,water.xbif50001_,2,2,15,-1,88,-0.48879770369316294,-65806.08416334029,214.0,4.0,210.0,6,1.767
pges-jc,water,water.xbif50001_,2,2,5,-1,88,-0.5132378148358607,-65821.16465431612,214.0,2.0,212.0,7,1.617
pges-jc,water,water.xbif50001_,4,4,10,-1,92,-0.4969887904822699,-65754.96152098439,222.0,8.0,214.0,5,0.711
pges-jc,water,water.xbif50001_,4,4,15,-1,88,-0.48041244806425965,-65812.31107908269,214.0,2.0,212.0,5,0.96
pges-jc,water,water.xbif50001_,4,4,5,-1,94,-0.5041032196270495,-65858.67331779767,228.0,8.0,220.0,6,1.196
pges-jc,water,water.xbif50001_,8,8,10,-1,88,-0.4842169139713301,-65812.31107908269,214.0,2.0,212.0,5,1.412
pges-jc,water,water.xbif50001_,8,8,15,-1,88,-0.48842649121082515,-65812.31107908269,214.0,2.0,212.0,5,0.76
pges-jc,water,water.xbif50001_,8,8,5,-1,86,-0.5079493758080853,-65774.66090391565,210.0,2.0,208.0,7,0.805
pges-jc,water,water.xbif50002_,16,16,10,-1,86,-0.49941628614049816,-65984.03832127115,212.0,8.0,204.0,5,1.151
pges-jc,water,water.xbif50002_,16,16,15,-1,86,-0.49941628614049816,-65984.03832127115,212.0,8.0,204.0,5,1.0
pges-jc,water,water.xbif50002_,16,16,5,-1,90,-0.48467677529827496,-65932.81690653623,218.0,2.0,216.0,4,0.851
pges-jc,water,water.xbif50002_,2,2,10,-1,90,-0.49698554535651884,-65979.6521246402,222.0,10.0,212.0,7,1.932
pges-jc,water,water.xbif50002_,2,2,15,-1,87,-0.4880972857379508,-65865.42490640892,212.0,4.0,208.0,4,1.804
pges-jc,water,water.xbif50002_,2,2,5,-1,90,-0.5041427600345448,-65979.6521246402,222.0,10.0,212.0,8,1.71
pges-jc,water,water.xbif50002_,4,4,10,-1,89,-0.48387478027613545,-65880.50341404331,216.0,6.0,210.0,4,1.441
pges-jc,water,water.xbif50002_,4,4,15,-1,91,-0.4809767596273032,-65920.47335328019,220.0,4.0,216.0,5,0.863
pges-jc,water,water.xbif50002_,4,4,5,-1,87,-0.5004563482369523,-65905.0427391176,214.0,4.0,210.0,5,0.735
pges-jc,water,water.xbif50002_,8,8,10,-1,87,-0.49156448880206033,-65865.42490640892,212.0,4.0,208.0,5,0.777
pges-jc,water,water.xbif50002_,8,8,15,-1,85,-0.4933301559952056,-65832.93722356418,208.0,4.0,204.0,4,0.774
pges-jc,water,water.xbif50002_,8,8,5,-1,90,-0.49108945435236484,-65946.69421847883,218.0,4.0,214.0,5,0.733
pges-jc,water,water.xbif50003_,16,16,10,-1,86,-0.4830357882524576,-65938.1883635871,210.0,4.0,206.0,4,1.099
pges-jc,water,water.xbif50003_,16,16,15,-1,86,-0.4830357882524576,-65938.1883635871,210.0,4.0,206.0,4,0.973
pges-jc,water,water.xbif50003_,16,16,5,-1,86,-0.47959587598784653,-65956.33371271632,210.0,2.0,208.0,5,0.896
pges-jc,water,water.xbif50003_,2,2,10,-1,93,-0.5018343451545195,-66013.30699550462,224.0,6.0,218.0,5,1.666
pges-jc,water,water.xbif50003_,2,2,15,-1,86,-0.4875802842721311,-65938.1883635871,210.0,4.0,206.0,5,1.516
pges-jc,water,water.xbif50003_,2,2,5,-1,91,-0.5018320928851667,-66000.1940757379,220.0,6.0,214.0,7,1.767
pges-jc,water,water.xbif50003_,4,4,10,-1,82,-0.48809032204199065,-65929.5070573602,202.0,2.0,200.0,5,1.191
pges-jc,water,water.xbif50003_,4,4,15,-1,86,-0.49139829724006856,-65938.1883635871,210.0,4.0,206.0,4,0.972
pges-jc,water,water.xbif50003_,4,4,5,-1,91,-0.4938180497386013,-66000.1940757379,220.0,6.0,214.0,6,1.324
