algorithm,network,bbdd,threads,interleaving,seed,SHD,LL Score,BDeu Score,dfMM,dfMM plus,dfMM minus,Total iterations,Total time(s)
pges,parallelbns/res/networks/andes,andes.xbif50003_,6,15,19,205,-0.5461172526617453,-475927.25458838325,2.10762331838565,116.0,354.0,14,2896
phc,parallelbns/res/networks/andes,andes.xbif50003_,6,15,17,255,-0.5425074864533067,-478617.4983943627,2.9506726457399104,294.0,364.0,11,391
phc,parallelbns/res/networks/andes,andes.xbif50003_,6,15,7,246,-0.5423107569600066,-478181.09109400545,2.8430493273542603,276.0,358.0,11,1719
phc,parallelbns/res/networks/andes,andes.xbif50003_,6,15,29,291,-0.5442413286466927,-479491.64422712434,3.381165919282511,376.0,378.0,9,231
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,6,5,7,217,-0.5483596517681179,-476645.6900505019,2.2511210762331837,146.0,356.0,20,8498
phc,parallelbns/res/networks/andes,andes.xbif50003_,6,15,19,270,-0.5470692576488869,-479550.9548339749,3.0672645739910314,320.0,364.0,10,406
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,6,15,3,214,-0.5463005577704413,-476425.2115426338,2.2511210762331837,154.0,348.0,15,871
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,6,15,7,211,-0.5451631982971382,-476449.7001940079,2.188340807174888,134.0,354.0,14,323
phc,parallelbns/res/networks/andes,andes.xbif50003_,6,15,23,256,-0.5427693018926049,-478852.292781471,2.9417040358744395,288.0,368.0,9,2196
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,6,15,13,240,-0.5421276982662553,-477785.29908783705,2.609865470852018,208.0,374.0,14,281
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,6,15,2,238,-0.5391187237199773,-477371.7633562351,2.591928251121076,228.0,350.0,15,2249
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,6,15,5,214,-0.5365480662568223,-476784.2569330208,2.233183856502242,146.0,352.0,14,2730
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,6,15,19,238,-0.5419586753360708,-477213.70200547203,2.484304932735426,196.0,358.0,14,630
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,6,15,29,247,-0.5429761127229689,-478062.4906458499,2.5829596412556053,206.0,370.0,12,342
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,6,15,17,223,-0.5432004605770696,-477193.39340929355,2.31390134529148,156.0,360.0,12,1158
ges,parallelbns/res/networks/andes,andes.xbif50003_,0,2147483647,-1,193,-0.42013712655218316,-476845.96037059365,1.883408071748879,56.0,364.0,0,684
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,6,15,23,231,-0.5470018526895601,-477321.399989159,2.412556053811659,188.0,350.0,13,1152
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,5,2,193,-0.5464313196140465,-475906.4263334016,1.9192825112107623,88.0,340.0,18,608
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,5,3,195,-0.5455486637752865,-475512.7641611782,1.9910313901345291,100.0,344.0,16,191
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,5,7,209,-0.5398829490231047,-475990.76218616526,2.179372197309417,132.0,354.0,17,252
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,5,5,188,-0.5434395074602569,-475493.5986948908,1.9551569506726458,98.0,338.0,18,400
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,5,11,219,-0.5491930395044463,-476275.3158408202,2.242152466367713,144.0,356.0,19,301
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,5,17,191,-0.5350368631804202,-475579.8048499034,1.946188340807175,90.0,344.0,18,256
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,5,13,198,-0.5461343621947594,-475813.5617672077,1.9641255605381165,90.0,348.0,20,406
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,5,29,220,-0.5475657480256704,-476994.88556548994,2.286995515695067,164.0,346.0,18,323
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,5,19,199,-0.5476975089603786,-476110.56040766643,2.0179372197309418,110.0,340.0,18,2466
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,6,15,11,225,-0.5427984085174183,-477447.99219135987,2.3587443946188342,166.0,360.0,13,5678
hc,parallelbns/res/networks/andes,andes.xbif50003_,1,5,-1,202,-0.41944010028561995,-476409.59673986404,2.0896860986547083,110.0,356.0,69,2217
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,5,3,242,-0.5425563895573124,-477906.21412243164,2.780269058295964,266.0,354.0,17,368
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,5,5,225,-0.5476392838205973,-477708.64182351925,2.5291479820627805,214.0,350.0,15,203
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,5,7,223,-0.5461113823682745,-477471.4659895354,2.4573991031390134,202.0,346.0,15,171
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,5,11,243,-0.5313950289721044,-477962.17206525704,2.798206278026906,264.0,360.0,16,2299
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,5,17,260,-0.5392391534592097,-479069.46024631703,2.807174887892377,262.0,364.0,15,2747
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,5,19,243,-0.5417317565899477,-478185.89000056154,2.5560538116591927,200.0,370.0,16,231
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,5,23,247,-0.5486104855556926,-478483.3735266972,2.672645739910314,236.0,360.0,16,249
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,5,29,220,-0.545855923015071,-477491.036516461,2.3497757847533634,162.0,362.0,16,185
phc,parallelbns/res/networks/andes,andes.xbif50003_,6,15,3,257,-0.548884298159309,-478887.51392031444,2.8251121076233185,272.0,358.0,10,15999
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,5,2,209,-0.5416103495112212,-476712.32331037545,2.1704035874439462,136.0,348.0,17,205
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,5,5,187,-0.5488971216257302,-475599.913290062,1.8654708520179373,76.0,340.0,16,157
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,5,7,198,-0.5452958056371536,-475778.741955419,2.0896860986547083,118.0,348.0,15,947
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,5,3,204,-0.5428527201427051,-476481.4121072227,2.0448430493273544,114.0,342.0,19,1502
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,5,11,196,-0.5490088529348706,-475546.7868134199,1.937219730941704,84.0,348.0,17,199
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,5,13,234,-0.5444980626337582,-477699.48024011316,2.484304932735426,200.0,354.0,16,456
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,5,19,189,-0.5419900637620514,-476099.2097166564,1.9013452914798206,88.0,336.0,16,221
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,5,23,194,-0.5449201145856515,-476352.052067197,1.9820627802690582,104.0,338.0,19,369
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,5,13,229,-0.5405742069689162,-477627.685979995,2.475336322869955,206.0,346.0,15,9409
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,5,29,204,-0.5442417590217822,-476312.36541135923,2.098654708520179,116.0,352.0,19,1186
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,5,17,218,-0.5479957303078651,-476508.4263324752,2.3228699551569507,164.0,354.0,18,2282
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,10,2,192,-0.5483389087153712,-475506.74847646744,1.9551569506726458,90.0,346.0,12,283
ges,parallelbns/res/networks/andes,andes.xbif50003_,0,2147483647,-1,193,-0.42013712655218316,-476845.96037059365,1.883408071748879,56.0,364.0,0,657
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,10,5,214,-0.5456894099300732,-477158.0560682159,2.3408071748878925,168.0,354.0,16,563
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,10,7,188,-0.5477893244619502,-475271.5471314427,1.8385650224215246,66.0,344.0,13,472
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,10,13,182,-0.547645551084693,-475188.136022696,1.8654708520179373,74.0,342.0,14,465
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,10,17,211,-0.5445964621470579,-476348.6377996398,2.10762331838565,114.0,356.0,14,423
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,10,3,212,-0.5433932826845802,-475991.9134249949,2.1524663677130045,120.0,360.0,15,2235
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,5,23,192,-0.5459350431325193,-475502.4086661968,1.9551569506726458,86.0,350.0,15,14988
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,10,29,194,-0.5484523994266473,-475810.28244142927,1.9910313901345291,102.0,342.0,15,273
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,10,19,227,-0.5429355781362882,-476640.2762319248,2.376681614349776,170.0,360.0,12,1322
hc,parallelbns/res/networks/andes,andes.xbif50003_,1,10,-1,202,-0.41944010028561995,-476409.59673986404,2.0896860986547083,110.0,356.0,35,2097
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,10,3,260,-0.5459321973740993,-479369.360629474,3.0672645739910314,336.0,348.0,11,248
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,10,2,252,-0.5482448105222869,-478628.3989784358,2.8609865470852016,284.0,354.0,11,6353
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,10,7,268,-0.5478215619241564,-478800.60626910656,3.1210762331838566,336.0,360.0,11,345
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,10,5,265,-0.5417603818902517,-478149.43830991857,3.0582959641255605,308.0,374.0,11,4822
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,10,11,272,-0.5391736790156756,-478818.3838089764,3.013452914798206,288.0,384.0,10,188
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,10,17,266,-0.5405233800092428,-478812.23951756395,3.1659192825112106,340.0,366.0,13,196
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,10,13,251,-0.5431969313904899,-478647.85669056576,2.708520179372197,242.0,362.0,11,727
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,10,19,261,-0.548286289641408,-479601.777655217,3.013452914798206,306.0,366.0,10,840
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,10,29,222,-0.5414475600004279,-477931.50807884935,2.5829596412556053,238.0,338.0,12,268
