algorithm, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,2,15,17,46,-1.0414634345768268,-259214.50876685718,1.6428571428571428,20.0,72.0,14,13
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,2,15,19,58,-1.138559750343073,-260057.29248466776,2.2142857142857144,40.0,84.0,8,16
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,2,15,29,49,-1.0824260228215492,-259938.14156365045,1.8214285714285714,28.0,74.0,12,14
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,2,53,-1.091201752477956,-261290.4810899298,1.9285714285714286,30.0,78.0,8,11
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,3,51,-1.1261474233687514,-259038.7649324975,1.8571428571428572,24.0,80.0,8,10
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,7,55,-1.1005971445095775,-259025.11005079607,2.0357142857142856,30.0,84.0,9,10
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,5,52,-1.133419176282098,-259115.41096469943,1.8571428571428572,24.0,80.0,9,12
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,11,59,-1.1106953339873644,-259067.9813388748,2.1785714285714284,34.0,88.0,9,11
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,13,52,-1.0505920634518906,-259345.3117542087,1.9285714285714286,24.0,84.0,10,17
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,19,47,-1.0018052555657824,-259050.97456038115,1.6785714285714286,18.0,76.0,8,11
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,17,48,-1.1160488147062628,-261296.4337182383,1.75,22.0,76.0,8,13
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,23,50,-1.02196713048481,-259520.93419998296,1.8214285714285714,26.0,76.0,8,13
hc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,1,5,-1,43,-0.8862355020387362,-259141.8371415412,1.5357142857142858,14.0,72.0,13,12
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,29,50,-1.1138905655279285,-261379.716643619,1.7857142857142858,26.0,74.0,9,15
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,2,53,-1.077732008467782,-261531.68735026068,1.9642857142857142,28.0,82.0,6,6
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,5,44,-1.1122293168724209,-259231.5300640711,1.5714285714285714,14.0,74.0,7,6
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,3,42,-1.1085313277562534,-259071.73732639063,1.5,12.0,72.0,8,6
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,7,47,-1.0568723897536836,-259426.1541433075,1.7142857142857142,20.0,76.0,7,5
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,11,53,-1.0640389739810938,-259494.8314191144,1.9642857142857142,30.0,80.0,7,5
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,13,55,-1.0936880023531044,-260836.86207639312,2.107142857142857,38.0,80.0,8,6
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,17,47,-1.1013429753655968,-259199.06022822397,1.6785714285714286,18.0,76.0,8,7
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,23,48,-1.0764637292865493,-259950.81990749532,1.7857142857142858,28.0,72.0,7,6
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,19,47,-0.993057928144933,-260354.2511031701,1.7857142857142858,28.0,72.0,8,6
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,29,54,-1.0807380374623725,-260034.80824839504,2.0357142857142856,34.0,80.0,9,6
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,2,48,-1.060570260178914,-261454.19092737636,1.75,18.0,80.0,7,7
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,3,49,-1.0566658971509946,-259636.6417346957,1.75,22.0,76.0,8,6
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,5,47,-1.1183459097023525,-259690.03799419475,1.7142857142857142,18.0,78.0,7,7
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,11,51,-1.1399841569815223,-259650.8040840183,1.8571428571428572,24.0,80.0,7,6
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,7,46,-1.0804440129547448,-259299.5786884417,1.6428571428571428,16.0,76.0,7,6
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,13,53,-1.1268377995427115,-259675.86699584284,1.8928571428571428,28.0,78.0,8,6
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,17,46,-1.075650607869367,-259070.11178167444,1.6428571428571428,18.0,74.0,7,6
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,19,44,-1.1023902633955645,-259262.7444607897,1.5714285714285714,18.0,70.0,8,6
ges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,0,10,-1,89,-1.0622993902195301,-301280.0247787087,3.3214285714285716,0.0,186.0,0,2
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,23,50,-1.0859413585698665,-259333.60853153095,1.7857142857142858,24.0,76.0,7,8
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,5,29,51,-1.1361469137567997,-260032.38675398228,1.8928571428571428,26.0,80.0,8,7
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,5,56,-1.0324055449293192,-259474.34977477888,2.107142857142857,30.0,88.0,5,10
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,2,51,-1.1420574795143275,-261143.8793077319,1.8214285714285714,26.0,76.0,6,14
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,7,50,-1.0885710661360342,-259182.27293142077,1.8928571428571428,24.0,82.0,7,12
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,13,56,-1.1217447194620627,-260172.03383113144,2.0714285714285716,32.0,84.0,5,11
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,3,58,-1.0915025881337441,-259508.85612374314,2.107142857142857,30.0,88.0,7,18
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,11,52,-1.0679234814661864,-259474.1595736796,1.9642857142857142,28.0,82.0,6,20
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,19,46,-1.1332443017378462,-259289.1241184626,1.7142857142857142,22.0,74.0,8,14
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,17,50,-1.0660416688043315,-259172.0319549442,1.8214285714285714,24.0,78.0,7,15
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,23,54,-1.0700250500823008,-259963.39831536717,2.0357142857142856,28.0,86.0,5,10
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,29,57,-1.061328757710254,-259185.00876569052,2.0714285714285716,28.0,88.0,5,11
hc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,1,10,-1,43,-0.8862355020387362,-259141.83714154124,1.5357142857142858,14.0,72.0,7,11
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,2,56,-1.0810614655662512,-260187.21291607228,2.142857142857143,38.0,82.0,6,7
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,5,50,-1.1033702957425993,-260150.78584547128,1.8571428571428572,30.0,74.0,5,5
