algorithm, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
pfhcbes,parallelbns/res/networks/alarm,alarm.xbif_,4,10,13,22,-0.5227009346697095,-57324.85742428298,1.6756756756756757,26.0,36.0,6,3
pfhcbes,parallelbns/res/networks/alarm,alarm.xbif_,4,10,19,27,-0.38926862931218514,-57721.73357182957,1.837837837837838,28.0,40.0,4,3
pfhcbes,parallelbns/res/networks/alarm,alarm.xbif_,4,10,17,20,-0.46376446554472056,-57829.12879729021,1.6756756756756757,26.0,36.0,6,3
ges,parallelbns/res/networks/alarm,alarm.xbif_,0,15,-1,54,-0.38128291606546527,-72442.55656273881,3.2972972972972974,4.0,118.0,0,2
pfhcbes,parallelbns/res/networks/alarm,alarm.xbif_,4,10,29,22,-0.4818766399618013,-57394.91971551223,1.6756756756756757,20.0,42.0,8,6
pges,parallelbns/res/networks/alarm,alarm.xbif_,4,15,13,28,-0.41862508256851116,-57520.36019714639,1.8918918918918919,28.0,42.0,5,5
pges,parallelbns/res/networks/alarm,alarm.xbif_,4,15,2,27,-0.3943130454103261,-57670.90101728042,1.8918918918918919,28.0,42.0,5,7
pges,parallelbns/res/networks/alarm,alarm.xbif_,4,15,5,25,-0.4002295489875443,-57437.7667981048,1.5675675675675675,18.0,40.0,6,7
pges,parallelbns/res/networks/alarm,alarm.xbif_,4,15,3,22,-0.49499678476975534,-57225.80573121271,1.3513513513513513,12.0,38.0,5,7
pges,parallelbns/res/networks/alarm,alarm.xbif_,4,15,11,24,-0.46524406458726597,-57273.29748670323,1.5675675675675675,18.0,40.0,5,6
pges,parallelbns/res/networks/alarm,alarm.xbif_,4,15,7,25,-0.4219579560275529,-57588.20845259204,1.5675675675675675,20.0,38.0,5,7
pfhcbes,parallelbns/res/networks/alarm,alarm.xbif_,4,10,23,26,-0.4484958446014477,-57526.257792228855,1.5675675675675675,20.0,38.0,8,9
pges,parallelbns/res/networks/alarm,alarm.xbif_,4,15,19,23,-0.478763546277993,-56978.3204506012,1.5675675675675675,20.0,38.0,5,5
pges,parallelbns/res/networks/alarm,alarm.xbif_,4,15,17,23,-0.48249574315401345,-57049.09069988134,1.5135135135135136,18.0,38.0,5,6
phc,parallelbns/res/networks/alarm,alarm.xbif_,4,15,3,36,-0.4529411850599858,-58232.31884400326,2.324324324324324,42.0,44.0,4,2
phc,parallelbns/res/networks/alarm,alarm.xbif_,4,15,7,24,-0.4439567445451433,-57382.47370283548,1.7837837837837838,26.0,40.0,4,2
phc,parallelbns/res/networks/alarm,alarm.xbif_,4,15,2,36,-0.4235209065767765,-58231.00638035832,2.5945945945945947,48.0,48.0,3,3
phc,parallelbns/res/networks/alarm,alarm.xbif_,4,15,5,25,-0.4803230273641761,-57705.86243278806,1.837837837837838,32.0,36.0,4,2
hc,parallelbns/res/networks/alarm,alarm.xbif_,1,15,-1,24,-0.2867414238005255,-57403.82806834273,1.5135135135135136,20.0,36.0,5,4
phc,parallelbns/res/networks/alarm,alarm.xbif_,4,15,11,31,-0.46756597625897706,-57732.45822343086,2.0,32.0,42.0,3,2
pges,parallelbns/res/networks/alarm,alarm.xbif_,4,15,29,19,-0.4409925937643302,-57423.149433799495,1.2972972972972974,12.0,36.0,7,8
pges,parallelbns/res/networks/alarm,alarm.xbif_,4,15,23,22,-0.47094474721482216,-56732.103183917214,1.4054054054054055,14.0,38.0,6,9
phc,parallelbns/res/networks/alarm,alarm.xbif_,4,15,17,28,-0.47207791175864405,-57501.64364114171,1.837837837837838,28.0,40.0,4,2
phc,parallelbns/res/networks/alarm,alarm.xbif_,4,15,23,19,-0.44124267199295275,-57244.08683612748,1.3513513513513513,16.0,34.0,4,2
phc,parallelbns/res/networks/alarm,alarm.xbif_,4,15,29,18,-0.4865049666476848,-56873.29690413383,1.3513513513513513,18.0,32.0,3,2
phc,parallelbns/res/networks/alarm,alarm.xbif_,4,15,19,28,-0.4200785025382022,-57753.42189622607,1.8918918918918919,30.0,40.0,3,2
