algorith, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,5,5,26,-0.4811550619886636,-57139.900845632445,1.6216216216216217,18.0,42.0,7,0
pges,res/networks/alarm,alarm.xbif50002_,6,5,5,19,-0.45119192801758695,-57002.54693792303,1.2432432432432432,14.0,32.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,6,5,5,30,-0.49119353036553587,-57685.1472688303,2.054054054054054,32.0,44.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,5,7,23,-0.4002656258076534,-57277.51164426791,1.5675675675675675,20.0,38.0,6,0
pges,res/networks/alarm,alarm.xbif50002_,6,5,7,23,-0.4531308470716962,-57460.45979212515,1.4054054054054055,16.0,36.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,6,5,7,25,-0.41850634170905165,-57480.462616932455,1.7297297297297298,26.0,38.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,5,11,31,-0.49792551787605654,-57379.54772601226,2.054054054054054,34.0,42.0,7,0
pges,res/networks/alarm,alarm.xbif50002_,6,5,11,28,-0.4603873727486332,-57462.57661595017,1.837837837837838,26.0,42.0,6,1
phc,res/networks/alarm,alarm.xbif50002_,6,5,11,30,-0.4990753561127341,-57379.95728714121,1.837837837837838,26.0,42.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,5,13,36,-0.48375692206809356,-58361.97987343249,2.7027027027027026,48.0,52.0,6,0
pges,res/networks/alarm,alarm.xbif50002_,6,5,13,22,-0.40676064511255977,-56807.58859257326,1.3513513513513513,12.0,38.0,5,1
phc,res/networks/alarm,alarm.xbif50002_,6,5,13,41,-0.42359510326342126,-58493.42639286702,2.918918918918919,52.0,56.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,5,17,30,-0.47887034563837877,-57589.50389510521,1.945945945945946,30.0,42.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,6,5,17,16,-0.4251877070788055,-56705.75874421607,0.972972972972973,6.0,30.0,5,1
phc,res/networks/alarm,alarm.xbif50002_,6,5,17,32,-0.47386770845489967,-57594.21996855244,2.054054054054054,32.0,44.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,5,19,28,-0.45747099577641753,-57085.28525106563,1.945945945945946,30.0,42.0,8,1
pges,res/networks/alarm,alarm.xbif50002_,6,5,19,21,-0.47737427722980585,-56676.2493309848,1.4054054054054055,14.0,38.0,6,1
phc,res/networks/alarm,alarm.xbif50002_,6,5,19,19,-0.507717550217125,-57303.500517046814,1.3513513513513513,20.0,30.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,5,23,29,-0.43379490756586253,-57921.980592727654,1.8918918918918919,28.0,42.0,6,0
pges,res/networks/alarm,alarm.xbif50002_,6,5,23,23,-0.4011012491774734,-57170.36126993535,1.5675675675675675,16.0,42.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,6,5,23,26,-0.4511066605921383,-57898.196078488254,1.8918918918918919,34.0,36.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,5,29,27,-0.4173465473151467,-57611.28791290544,1.6756756756756757,20.0,42.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,6,5,29,19,-0.4504786091298052,-56700.75539046694,1.2432432432432432,12.0,34.0,6,1
phc,res/networks/alarm,alarm.xbif50002_,6,5,29,28,-0.4655696018708612,-57729.21925803496,1.945945945945946,28.0,44.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,5,2,30,-0.44068155065811515,-57840.81198786872,2.1621621621621623,38.0,42.0,7,1
pges,res/networks/alarm,alarm.xbif50002_,8,5,2,20,-0.42857713720124246,-56807.79592161973,1.4594594594594594,18.0,36.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,8,5,2,30,-0.4050687671630331,-57840.133169448025,2.108108108108108,38.0,40.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,5,3,33,-0.4226601176426895,-58699.56348896898,2.1621621621621623,34.0,46.0,7,1
pges,res/networks/alarm,alarm.xbif50002_,8,5,3,23,-0.47769580500751,-57066.82970650183,1.5135135135135136,18.0,38.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,8,5,3,34,-0.511719849064739,-58077.704360400494,2.3783783783783785,44.0,44.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,5,5,34,-0.4282143652980772,-58291.80490988667,2.27027027027027,46.0,38.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,8,5,5,25,-0.41239351049066975,-56789.74760496853,1.5675675675675675,18.0,40.0,6,1
phc,res/networks/alarm,alarm.xbif50002_,8,5,5,32,-0.47594493528508325,-58082.96355276595,2.1621621621621623,36.0,44.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,5,7,43,-0.409881576598311,-58514.13709647117,2.918918918918919,54.0,54.0,6,1
pges,res/networks/alarm,alarm.xbif50002_,8,5,7,23,-0.4098866302729242,-57519.36605683925,1.4594594594594594,14.0,40.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,8,5,7,27,-0.4615182004473466,-57651.176333023046,1.945945945945946,34.0,38.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,5,11,32,-0.3759607967885801,-58051.29270508816,2.2162162162162162,38.0,44.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,8,5,11,28,-0.45240922254703964,-57583.780719518705,2.0,32.0,42.0,6,1
phc,res/networks/alarm,alarm.xbif50002_,8,5,11,31,-0.4113299291406719,-57899.17133392818,2.324324324324324,40.0,46.0,6,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,5,13,28,-0.48089896532866344,-57640.734642524294,1.837837837837838,32.0,36.0,4,0
pges,res/networks/alarm,alarm.xbif50002_,8,5,13,28,-0.4564098732052897,-57345.651799277475,1.945945945945946,22.0,50.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,8,5,13,28,-0.48089896532866344,-57640.734642524294,1.837837837837838,32.0,36.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,5,17,33,-0.3452023199137047,-58300.753988606004,2.108108108108108,36.0,42.0,4,0
pges,res/networks/alarm,alarm.xbif50002_,8,5,17,23,-0.4223698171705968,-57546.224374008205,1.7837837837837838,22.0,44.0,5,1
phc,res/networks/alarm,alarm.xbif50002_,8,5,17,24,-0.3782988920861679,-57042.49819120465,1.6216216216216217,22.0,38.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,5,19,19,-0.46576935848422996,-57044.27859632712,1.2972972972972974,12.0,36.0,8,1
pges,res/networks/alarm,alarm.xbif50002_,8,5,19,27,-0.45848044688791595,-57977.51506192617,2.0,34.0,40.0,6,1
phc,res/networks/alarm,alarm.xbif50002_,8,5,19,28,-0.4645050400891948,-57724.670834791614,1.837837837837838,28.0,40.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,5,23,26,-0.4219094453058806,-57198.80957561334,1.5135135135135136,22.0,34.0,7,1
pges,res/networks/alarm,alarm.xbif50002_,8,5,23,26,-0.4778504103166508,-57374.333264733184,1.8918918918918919,24.0,46.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,8,5,23,24,-0.42620993318574374,-57581.07431100914,1.6756756756756757,30.0,32.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,5,29,20,-0.47639739811502435,-56573.458056639225,1.3513513513513513,16.0,34.0,7,1
pges,res/networks/alarm,alarm.xbif50002_,8,5,29,21,-0.43971765680301134,-56805.2853836839,1.5135135135135136,20.0,36.0,8,3
phc,res/networks/alarm,alarm.xbif50002_,8,5,29,28,-0.4673449802016118,-57870.94725878732,1.8918918918918919,34.0,36.0,5,0
ges,res/networks/alarm,alarm.xbif50002_,0,10,-1,59,-0.42448207886417444,-80320.96673796797,3.5675675675675675,4.0,128.0,0,0
hc,res/networks/alarm,alarm.xbif50002_,1,10,-1,28,-0.28913890932472536,-57649.10758581158,1.8918918918918919,30.0,40.0,6,1
pfhcbes,res/networks/alarm,alarm.xbif50002_,1,10,2,20,-0.4644389558299564,-56882.524450978126,1.2972972972972974,14.0,34.0,6,1
pges,res/networks/alarm,alarm.xbif50002_,1,10,2,17,-0.43419331880484463,-56702.16353536898,1.1891891891891893,10.0,34.0,6,1
phc,res/networks/alarm,alarm.xbif50002_,1,10,2,20,-0.4644389558299564,-56882.524450978126,1.2972972972972974,14.0,34.0,6,1
pfhcbes,res/networks/alarm,alarm.xbif50002_,1,10,3,26,-0.4028130815597138,-57171.83701977457,1.6756756756756757,26.0,36.0,6,1
pges,res/networks/alarm,alarm.xbif50002_,1,10,3,17,-0.46391471881361157,-56726.84193094529,1.1891891891891893,10.0,34.0,7,2
phc,res/networks/alarm,alarm.xbif50002_,1,10,3,26,-0.4028130815597138,-57171.83701977457,1.6756756756756757,26.0,36.0,6,1
pfhcbes,res/networks/alarm,alarm.xbif50002_,1,10,5,17,-0.45948844483724166,-56680.35082834129,1.0810810810810811,10.0,30.0,6,1
pges,res/networks/alarm,alarm.xbif50002_,1,10,5,19,-0.44100798381338757,-56580.58580074908,1.135135135135135,8.0,34.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,1,10,5,18,-0.4493888740436223,-56870.08581997709,1.2432432432432432,16.0,30.0,6,1
pfhcbes,res/networks/alarm,alarm.xbif50002_,1,10,7,21,-0.3722670565846036,-57208.04207472006,1.4594594594594594,20.0,34.0,6,1
pges,res/networks/alarm,alarm.xbif50002_,1,10,7,19,-0.42564241985859874,-56627.74952346476,1.1891891891891893,10.0,34.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,1,10,7,21,-0.3722670565846036,-57208.04207472006,1.4594594594594594,20.0,34.0,6,1
pfhcbes,res/networks/alarm,alarm.xbif50002_,1,10,11,27,-0.4157241632927633,-57606.95899283622,1.7297297297297298,24.0,40.0,6,1
pges,res/networks/alarm,alarm.xbif50002_,1,10,11,15,-0.4236439226734233,-56536.93588247614,0.972972972972973,6.0,30.0,9,2
phc,res/networks/alarm,alarm.xbif50002_,1,10,11,27,-0.4157241632927633,-57606.95899283622,1.7297297297297298,24.0,40.0,6,1
pfhcbes,res/networks/alarm,alarm.xbif50002_,1,10,13,20,-0.4330863904730601,-57068.586105639886,1.5135135135135136,22.0,34.0,6,1
pges,res/networks/alarm,alarm.xbif50002_,1,10,13,17,-0.4257404269545342,-56687.77160320291,1.1891891891891893,10.0,34.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,1,10,13,20,-0.4330863904730601,-57068.586105639886,1.5135135135135136,22.0,34.0,6,1
pfhcbes,res/networks/alarm,alarm.xbif50002_,1,10,17,28,-0.5005035873996876,-57670.61975254246,1.7837837837837838,20.0,46.0,6,1
pges,res/networks/alarm,alarm.xbif50002_,1,10,17,16,-0.46163224566701966,-56574.98062349242,0.972972972972973,4.0,32.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,1,10,17,28,-0.5005035873996876,-57670.61975254246,1.7837837837837838,20.0,46.0,6,1
pfhcbes,res/networks/alarm,alarm.xbif50002_,1,10,19,22,-0.4489279554678438,-57143.05039402807,1.3513513513513513,16.0,34.0,6,1
pges,res/networks/alarm,alarm.xbif50002_,1,10,19,15,-0.4236439226734233,-56536.93588247614,0.972972972972973,6.0,30.0,9,2
phc,res/networks/alarm,alarm.xbif50002_,1,10,19,22,-0.4489279554678438,-57143.05039402807,1.3513513513513513,16.0,34.0,6,1
pfhcbes,res/networks/alarm,alarm.xbif50002_,1,10,23,26,-0.3696719382819801,-57279.488937770024,1.6756756756756757,26.0,36.0,6,1
pges,res/networks/alarm,alarm.xbif50002_,1,10,23,16,-0.40284817340837836,-56667.0300732889,1.027027027027027,6.0,32.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,1,10,23,26,-0.3696719382819801,-57279.488937770024,1.6756756756756757,26.0,36.0,6,1
pfhcbes,res/networks/alarm,alarm.xbif50002_,1,10,29,28,-0.34787948213722414,-57554.17560161941,1.7837837837837838,26.0,40.0,6,1
pges,res/networks/alarm,alarm.xbif50002_,1,10,29,21,-0.37571485445170505,-56653.76400384545,1.4054054054054055,14.0,38.0,6,1
phc,res/networks/alarm,alarm.xbif50002_,1,10,29,28,-0.34787948213722414,-57554.17560161941,1.7837837837837838,26.0,40.0,6,1
pfhcbes,res/networks/alarm,alarm.xbif50002_,2,10,2,20,-0.44550412405366474,-56833.76170245549,1.4054054054054055,16.0,36.0,8,0
pges,res/networks/alarm,alarm.xbif50002_,2,10,2,20,-0.40806187161035135,-56839.51065877304,1.1891891891891893,12.0,32.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,2,10,2,22,-0.44198857040895956,-56898.13650847914,1.3513513513513513,16.0,34.0,6,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,2,10,3,30,-0.46374140361271915,-57199.40558620611,1.837837837837838,28.0,40.0,11,1
pges,res/networks/alarm,alarm.xbif50002_,2,10,3,20,-0.44425377408544564,-57061.80494983286,1.2432432432432432,10.0,36.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,2,10,3,39,-0.404346684527806,-58121.47320225953,2.5405405405405403,46.0,48.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,2,10,5,27,-0.44670210262737314,-57317.56490835745,1.6216216216216217,24.0,36.0,7,1
pges,res/networks/alarm,alarm.xbif50002_,2,10,5,18,-0.4541959855693262,-56877.506594838735,1.2432432432432432,12.0,34.0,6,1
phc,res/networks/alarm,alarm.xbif50002_,2,10,5,19,-0.4657137493887703,-57058.930215527485,1.1891891891891893,16.0,28.0,6,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,2,10,7,19,-0.42737457935757167,-57303.0601543867,1.2432432432432432,16.0,30.0,6,0
pges,res/networks/alarm,alarm.xbif50002_,2,10,7,19,-0.4536858244702627,-56887.1217366261,1.3513513513513513,14.0,36.0,9,1
phc,res/networks/alarm,alarm.xbif50002_,2,10,7,23,-0.5050048319421571,-57239.149843489584,1.4594594594594594,18.0,36.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,2,10,11,18,-0.47084280399989864,-56711.809093153,1.2432432432432432,12.0,34.0,8,0
pges,res/networks/alarm,alarm.xbif50002_,2,10,11,23,-0.4848875987177367,-57041.51487675488,1.5675675675675675,20.0,38.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,2,10,11,20,-0.4112211574988361,-56865.682784664714,1.5135135135135136,18.0,38.0,6,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,2,10,13,20,-0.4707534619988482,-56912.242683584904,1.2972972972972974,12.0,36.0,8,1
pges,res/networks/alarm,alarm.xbif50002_,2,10,13,16,-0.407048130119693,-56577.49602806027,0.972972972972973,4.0,32.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,2,10,13,23,-0.45523718794102913,-57351.98594349378,1.5675675675675675,18.0,40.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,2,10,17,25,-0.45066739451213184,-57210.35003627218,1.6756756756756757,28.0,34.0,6,0
pges,res/networks/alarm,alarm.xbif50002_,2,10,17,15,-0.40674678503056033,-56661.31157202224,0.972972972972973,6.0,30.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,2,10,17,32,-0.44647803448162454,-57587.12086741854,1.945945945945946,30.0,42.0,6,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,2,10,19,27,-0.5002965790582201,-57211.79473840878,1.6756756756756757,22.0,40.0,8,0
pges,res/networks/alarm,alarm.xbif50002_,2,10,19,17,-0.4381998203210862,-56650.343835523876,1.1891891891891893,10.0,34.0,6,0
phc,res/networks/alarm,alarm.xbif50002_,2,10,19,29,-0.5015634301941909,-57251.53969052343,1.7297297297297298,24.0,40.0,6,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,2,10,23,22,-0.46853320510265417,-57247.41030264999,1.3513513513513513,14.0,36.0,9,0
pges,res/networks/alarm,alarm.xbif50002_,2,10,23,26,-0.46181948142996804,-57117.2379483797,1.7837837837837838,24.0,42.0,9,1
phc,res/networks/alarm,alarm.xbif50002_,2,10,23,23,-0.4902753561293059,-57308.596660127034,1.6216216216216217,22.0,38.0,6,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,2,10,29,20,-0.44217904687031084,-56781.48073694359,1.3513513513513513,14.0,36.0,9,0
pges,res/networks/alarm,alarm.xbif50002_,2,10,29,22,-0.42013116028495107,-56966.40137476354,1.5135135135135136,18.0,38.0,10,1
phc,res/networks/alarm,alarm.xbif50002_,2,10,29,23,-0.4584303372479803,-57082.753481292144,1.5135135135135136,18.0,38.0,6,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,4,10,2,25,-0.4968791961634093,-57866.74471629282,1.837837837837838,26.0,42.0,7,0
pges,res/networks/alarm,alarm.xbif50002_,4,10,2,19,-0.46430672717550486,-56958.54026394821,1.3513513513513513,14.0,36.0,10,1
phc,res/networks/alarm,alarm.xbif50002_,4,10,2,24,-0.3822801025363935,-57734.85792746792,1.8918918918918919,28.0,42.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,4,10,3,36,-0.44206197674672576,-58249.89154999697,2.7027027027027026,44.0,56.0,9,0
pges,res/networks/alarm,alarm.xbif50002_,4,10,3,19,-0.49249741292513,-57082.406011199535,1.2432432432432432,12.0,34.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,4,10,3,39,-0.4620001625070625,-58434.84835648985,2.864864864864865,50.0,56.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,4,10,5,24,-0.4197455401182111,-57480.74356360263,1.7837837837837838,28.0,38.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,4,10,5,27,-0.45887543648692225,-57375.44272519336,1.7297297297297298,22.0,42.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,4,10,5,33,-0.48192296096338216,-57796.245440478175,2.5405405405405403,44.0,50.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,4,10,7,28,-0.4479153627624018,-57116.10642637388,1.8918918918918919,28.0,42.0,7,0
pges,res/networks/alarm,alarm.xbif50002_,4,10,7,23,-0.4315312134641368,-57128.29316901125,1.5135135135135136,16.0,40.0,6,0
phc,res/networks/alarm,alarm.xbif50002_,4,10,7,27,-0.471983953440575,-57194.009468595956,1.8918918918918919,30.0,40.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,4,10,11,26,-0.4424421052013997,-57596.39431037965,1.6216216216216217,20.0,40.0,7,0
pges,res/networks/alarm,alarm.xbif50002_,4,10,11,28,-0.37440024612041056,-57583.93557076305,2.0,26.0,48.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,4,10,11,25,-0.46394393557178826,-57513.710333669565,1.7297297297297298,24.0,40.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,4,10,13,28,-0.44793152034807776,-57600.27667527526,2.0,36.0,38.0,7,0
pges,res/networks/alarm,alarm.xbif50002_,4,10,13,28,-0.4289467589638033,-57705.31635881445,1.8918918918918919,24.0,46.0,6,1
phc,res/networks/alarm,alarm.xbif50002_,4,10,13,21,-0.5002894850553216,-57106.35152260918,1.5675675675675675,24.0,34.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,4,10,17,24,-0.38206641433558336,-57282.631571370555,1.6216216216216217,26.0,34.0,7,1
pges,res/networks/alarm,alarm.xbif50002_,4,10,17,20,-0.4383670847728198,-57248.73777541422,1.4594594594594594,18.0,36.0,6,1
phc,res/networks/alarm,alarm.xbif50002_,4,10,17,21,-0.43227740908515666,-57347.79146404456,1.5675675675675675,30.0,28.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,4,10,19,23,-0.4182802653706271,-57713.89938470826,1.4594594594594594,22.0,32.0,4,0
pges,res/networks/alarm,alarm.xbif50002_,4,10,19,17,-0.47183324431310286,-56975.63885135096,1.135135135135135,12.0,30.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,4,10,19,25,-0.44996173633001374,-57714.98030635816,1.8918918918918919,32.0,38.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,4,10,23,31,-0.43201061706730015,-57936.0553330174,2.108108108108108,34.0,44.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,4,10,23,34,-0.43640396795138303,-57645.95295170278,2.1621621621621623,32.0,48.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,4,10,23,35,-0.4985217668275868,-58242.070165100005,2.5405405405405403,48.0,46.0,6,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,4,10,29,23,-0.47808932906920315,-57316.441171453705,1.5675675675675675,22.0,36.0,7,0
pges,res/networks/alarm,alarm.xbif50002_,4,10,29,27,-0.4447427154397002,-57426.19060531166,1.7837837837837838,26.0,40.0,8,1
phc,res/networks/alarm,alarm.xbif50002_,4,10,29,23,-0.47790893902240755,-57169.12195981218,1.5135135135135136,20.0,36.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,10,2,24,-0.4877591380572631,-57261.932617294515,1.7837837837837838,32.0,34.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,6,10,2,24,-0.4126603953927652,-57165.31034537512,1.5675675675675675,16.0,42.0,6,0
phc,res/networks/alarm,alarm.xbif50002_,6,10,2,31,-0.4530796284217215,-57914.570689731256,2.054054054054054,36.0,40.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,10,3,23,-0.47235754985251616,-57270.04675876636,1.6216216216216217,24.0,36.0,4,0
pges,res/networks/alarm,alarm.xbif50002_,6,10,3,24,-0.47919169042925824,-57108.22883280433,1.5675675675675675,16.0,42.0,5,0
phc,res/networks/alarm,alarm.xbif50002_,6,10,3,28,-0.4170884688282568,-57453.11450584539,1.8918918918918919,32.0,38.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,10,5,16,-0.460902519824377,-56882.14893957725,1.027027027027027,10.0,28.0,6,0
pges,res/networks/alarm,alarm.xbif50002_,6,10,5,24,-0.4800366775364656,-56852.85735518023,1.6216216216216217,16.0,44.0,6,0
phc,res/networks/alarm,alarm.xbif50002_,6,10,5,18,-0.37806351675642613,-57085.89182188646,1.3513513513513513,18.0,32.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,10,7,24,-0.439667729823776,-57038.51877831961,1.5675675675675675,16.0,42.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,6,10,7,32,-0.4493510958825234,-57639.97349141023,2.108108108108108,30.0,48.0,5,0
phc,res/networks/alarm,alarm.xbif50002_,6,10,7,29,-0.4349166139917344,-57534.4197068727,2.0,30.0,44.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,10,11,32,-0.41506896015207023,-58511.671836696434,2.108108108108108,42.0,36.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,6,10,11,22,-0.466567722139966,-57623.156842179145,1.5675675675675675,22.0,36.0,5,0
phc,res/networks/alarm,alarm.xbif50002_,6,10,11,31,-0.4514372784651703,-57746.75625342753,2.054054054054054,36.0,40.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,10,13,34,-0.38628621602415114,-57946.722144861735,2.324324324324324,42.0,44.0,4,0
pges,res/networks/alarm,alarm.xbif50002_,6,10,13,21,-0.4397383849018059,-56895.0379605112,1.4594594594594594,18.0,36.0,5,1
phc,res/networks/alarm,alarm.xbif50002_,6,10,13,26,-0.46214333346905434,-57306.7685432265,1.8918918918918919,32.0,38.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,10,17,30,-0.43779320298161045,-57692.90053495147,2.1621621621621623,38.0,42.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,6,10,17,30,-0.45117517877758795,-58578.973144362906,2.0,30.0,44.0,5,1
phc,res/networks/alarm,alarm.xbif50002_,6,10,17,32,-0.43466475525000037,-57913.261038145225,2.1621621621621623,38.0,42.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,10,19,23,-0.49208522990117287,-57605.69167913069,1.5675675675675675,20.0,38.0,4,0
pges,res/networks/alarm,alarm.xbif50002_,6,10,19,17,-0.4023266743940542,-57289.01552482114,1.027027027027027,6.0,32.0,5,0
phc,res/networks/alarm,alarm.xbif50002_,6,10,19,24,-0.4094743263961048,-57474.987951087074,1.6216216216216217,20.0,40.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,10,23,29,-0.4284450138931105,-57662.12040422932,1.945945945945946,30.0,42.0,4,0
pges,res/networks/alarm,alarm.xbif50002_,6,10,23,17,-0.47524270175336325,-56612.93107364977,1.135135135135135,10.0,32.0,5,1
phc,res/networks/alarm,alarm.xbif50002_,6,10,23,26,-0.4545386663991776,-57367.635161853985,1.7837837837837838,24.0,42.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,6,10,29,28,-0.5018773982437087,-57633.677097714964,1.837837837837838,32.0,36.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,6,10,29,23,-0.45125592906576506,-57379.34451697422,1.6216216216216217,26.0,34.0,4,0
phc,res/networks/alarm,alarm.xbif50002_,6,10,29,32,-0.48356781812174726,-57994.9139066844,2.1621621621621623,38.0,42.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,10,2,24,-0.4169199236678956,-57575.83856954427,1.7297297297297298,30.0,34.0,7,0
pges,res/networks/alarm,alarm.xbif50002_,8,10,2,32,-0.38256791410278623,-58534.72759512348,2.2162162162162162,34.0,48.0,7,1
phc,res/networks/alarm,alarm.xbif50002_,8,10,2,28,-0.40498235083618556,-57828.4161428282,1.7837837837837838,30.0,36.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,10,3,23,-0.4579491769587211,-57472.94745990275,1.7297297297297298,28.0,36.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,8,10,3,24,-0.41323486785918856,-57510.38807451315,1.4594594594594594,16.0,38.0,5,1
phc,res/networks/alarm,alarm.xbif50002_,8,10,3,21,-0.44204842288936735,-57035.08137107521,1.5135135135135136,20.0,36.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,10,5,23,-0.49329216546074034,-57764.47548622883,1.7837837837837838,30.0,36.0,6,0
pges,res/networks/alarm,alarm.xbif50002_,8,10,5,24,-0.4994370041742371,-57612.89462413752,1.6756756756756757,22.0,40.0,5,1
phc,res/networks/alarm,alarm.xbif50002_,8,10,5,23,-0.45706784882169116,-57764.47548622883,1.7837837837837838,30.0,36.0,5,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,10,7,31,-0.45609228397700313,-57549.07369451549,2.054054054054054,32.0,44.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,8,10,7,24,-0.453877170625056,-56918.74807363666,1.5135135135135136,14.0,42.0,5,1
phc,res/networks/alarm,alarm.xbif50002_,8,10,7,35,-0.4411004473531937,-58121.429193135766,2.27027027027027,38.0,46.0,6,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,10,11,37,-0.429828439934242,-57996.240651079075,2.4864864864864864,42.0,50.0,5,0
pges,res/networks/alarm,alarm.xbif50002_,8,10,11,19,-0.4456448287142357,-56645.81628240769,1.135135135135135,8.0,34.0,6,0
phc,res/networks/alarm,alarm.xbif50002_,8,10,11,31,-0.4762749475750697,-57574.94506619808,2.108108108108108,34.0,44.0,4,0
pfhcbes,res/networks/alarm,alarm.xbif50002_,8,10,13,31,-0.49520676635972116,-57677.50293780115,2.2162162162162162,40.0,42.0,6,0
pges,res/networks/alarm,alarm.xbif50002_,8,10,13,23,-0.4317997930628777,-56851.92565679414,1.4594594594594594,16.0,38.0,5,1
