algorithm,network,bbdd,threads,pges_threads,interleaving,seed,SHD,loglike,bdeu,deltaMM,deltaMM+,deltaMM-,iterations,time(s)
pges-jc,child,child.xbif50004_,8,8,5,-1,0,-0.6165081874157042,-62125.3162998581,0.0,0.0,0.0,7,0.704
pges-jc,child,child.xbif50005_,16,16,10,-1,0,-0.6512138882194642,-62106.99043147799,0.0,0.0,0.0,4,1.007
pges-jc,child,child.xbif50005_,16,16,15,-1,0,-0.6165205423273867,-62106.99043147799,0.0,0.0,0.0,4,0.772
pges-jc,child,child.xbif50005_,16,16,5,-1,1,-0.7034246960546284,-62134.93314921408,2.0,2.0,0.0,6,1.1
pges-jc,child,child.xbif50005_,2,2,10,-1,2,-0.7689052545430728,-62224.98038511721,4.0,0.0,4.0,6,3.334
pges-jc,child,child.xbif50005_,2,2,15,-1,12,-0.7925924546325958,-63009.18319006622,26.0,0.0,26.0,3,2.766
pges-jc,child,child.xbif50005_,2,2,5,-1,2,-0.7647581890635544,-62224.98038511721,4.0,0.0,4.0,8,3.146
pges-jc,child,child.xbif50005_,4,4,10,-1,0,-0.7212110057934559,-62106.99043147799,0.0,0.0,0.0,6,0.863
pges-jc,child,child.xbif50005_,4,4,15,-1,0,-0.7191622389724504,-62106.99043147799,0.0,0.0,0.0,6,0.637
pges-jc,child,child.xbif50005_,4,4,5,-1,0,-0.7212110057934559,-62106.99043147799,0.0,0.0,0.0,7,0.959
pges-jc,child,child.xbif50005_,8,8,10,-1,11,-0.7424394175562583,-62827.92672753897,22.0,0.0,22.0,3,0.568
pges-jc,child,child.xbif50005_,8,8,15,-1,0,-0.6567795553793425,-62106.99043147799,0.0,0.0,0.0,4,0.641
pges-jc,child,child.xbif50005_,8,8,5,-1,0,-0.7212110057934559,-62106.99043147799,0.0,0.0,0.0,6,0.797
pges-jc,child,child.xbif50006_,16,16,10,-1,0,-0.651181253488938,-62334.07230844594,0.0,0.0,0.0,4,0.811
pges-jc,child,child.xbif50006_,16,16,15,-1,0,-0.651181253488938,-62334.07230844594,0.0,0.0,0.0,4,0.773
pges-jc,child,child.xbif50006_,16,16,5,-1,0,-0.7364566556420367,-62334.07230844594,0.0,0.0,0.0,5,0.843
pges-jc,child,child.xbif50006_,2,2,10,-1,2,-0.7689052545430728,-62444.45069582386,4.0,0.0,4.0,6,2.834
pges-jc,child,child.xbif50006_,2,2,15,-1,2,-0.7689052545430728,-62444.45069582386,4.0,0.0,4.0,6,3.04
pges-jc,child,child.xbif50006_,2,2,5,-1,2,-0.7647581890635544,-62444.45069582386,4.0,0.0,4.0,8,3.399
pges-jc,child,child.xbif50006_,4,4,10,-1,0,-0.7212110057934559,-62334.07230844594,0.0,0.0,0.0,6,0.933
pges-jc,child,child.xbif50006_,4,4,15,-1,0,-0.6567795553793425,-62334.07230844594,0.0,0.0,0.0,5,0.699
pges-jc,child,child.xbif50006_,4,4,5,-1,0,-0.7212110057934559,-62334.07230844594,0.0,0.0,0.0,7,1.139
pges-jc,child,child.xbif50006_,8,8,10,-1,0,-0.6567795553793425,-62334.07230844594,0.0,0.0,0.0,5,0.7
pges-jc,child,child.xbif50006_,8,8,15,-1,0,-0.7430290174007528,-62334.07230844594,0.0,0.0,0.0,5,0.688
pges-jc,child,child.xbif50006_,8,8,5,-1,0,-0.7212110057934559,-62334.07230844594,0.0,0.0,0.0,7,0.738
pges-jc,child,child.xbif50007_,16,16,10,-1,0,-0.651181253488938,-62393.39933903459,0.0,0.0,0.0,4,0.749
pges-jc,child,child.xbif50007_,16,16,15,-1,0,-0.6164879075968605,-62393.39933903459,0.0,0.0,0.0,4,0.687
pges-jc,child,child.xbif50007_,16,16,5,-1,1,-0.7034246960546284,-62416.73100084767,2.0,2.0,0.0,5,0.786
pges-jc,child,child.xbif50007_,2,2,10,-1,2,-0.6638430234524237,-62485.029843316916,4.0,0.0,4.0,8,3.568
pges-jc,child,child.xbif50007_,2,2,15,-1,2,-0.6638430234524237,-62485.029843316916,4.0,0.0,4.0,8,3.111
pges-jc,child,child.xbif50007_,2,2,5,-1,2,-0.6638430234524237,-62485.029843316916,4.0,0.0,4.0,10,3.565
pges-jc,child,child.xbif50007_,4,4,10,-1,0,-0.7212110057934559,-62393.39933903459,0.0,0.0,0.0,6,0.803
pges-jc,child,child.xbif50007_,4,4,15,-1,0,-0.7212110057934559,-62393.39933903459,0.0,0.0,0.0,6,1.005
pges-jc,child,child.xbif50007_,4,4,5,-1,0,-0.7212110057934559,-62393.39933903459,0.0,0.0,0.0,8,0.63
pges-jc,child,child.xbif50007_,8,8,10,-1,0,-0.7212110057934559,-62393.39933903459,0.0,0.0,0.0,6,0.715
pges-jc,child,child.xbif50007_,8,8,15,-1,0,-0.7209171833776857,-62393.39933903459,0.0,0.0,0.0,5,0.74
pges-jc,child,child.xbif50007_,8,8,5,-1,0,-0.7212110057934559,-62393.39933903459,0.0,0.0,0.0,7,0.853
pges-jc,child,child.xbif50008_,16,16,10,-1,0,-0.6164879075968605,-61964.3122337022,0.0,0.0,0.0,4,0.652
pges-jc,child,child.xbif50008_,16,16,15,-1,0,-0.6164879075968605,-61964.3122337022,0.0,0.0,0.0,4,0.75
pges-jc,child,child.xbif50008_,16,16,5,-1,1,-0.7034246960546284,-61993.145831384965,2.0,2.0,0.0,5,0.755
pges-jc,child,child.xbif50008_,2,2,10,-1,2,-0.6240832335328947,-62046.137584446675,4.0,0.0,4.0,9,3.427
pges-jc,child,child.xbif50008_,2,2,15,-1,2,-0.6240832335328947,-62046.137584446675,4.0,0.0,4.0,9,2.487
pges-jc,child,child.xbif50008_,2,2,5,-1,2,-0.6240832335328947,-62046.137584446675,4.0,0.0,4.0,11,3.823
pges-jc,child,child.xbif50008_,4,4,10,-1,0,-0.7212110057934559,-61964.3122337022,0.0,0.0,0.0,6,1.016
pges-jc,child,child.xbif50008_,4,4,15,-1,0,-0.6567795553793425,-61964.3122337022,0.0,0.0,0.0,5,0.985
pges-jc,child,child.xbif50008_,4,4,5,-1,0,-0.7212110057934559,-61964.3122337022,0.0,0.0,0.0,8,1.045
pges-jc,child,child.xbif50008_,8,8,10,-1,0,-0.6568642757961582,-61964.3122337022,0.0,0.0,0.0,5,0.64
pges-jc,child,child.xbif50008_,8,8,15,-1,0,-0.7209171833776857,-61964.3122337022,0.0,0.0,0.0,5,0.787
pges-jc,child,child.xbif50008_,8,8,5,-1,0,-0.7212110057934559,-61964.3122337022,0.0,0.0,0.0,7,0.773
pges-jc,child,child.xbif50009_,16,16,10,-1,0,-0.7364566556420367,-62549.39502463251,0.0,0.0,0.0,4,0.714
pges-jc,child,child.xbif50009_,16,16,15,-1,0,-0.7364566556420367,-62549.39502463251,0.0,0.0,0.0,4,0.709
pges-jc,child,child.xbif50009_,16,16,5,-1,1,-0.7034246960546284,-62576.11022541509,2.0,2.0,0.0,5,0.805
pges-jc,child,child.xbif50009_,2,2,10,-1,2,-0.7689052545430728,-62630.989302916845,4.0,0.0,4.0,6,2.284
pges-jc,child,child.xbif50009_,2,2,15,-1,2,-0.7689052545430728,-62630.989302916845,4.0,0.0,4.0,6,2.157
pges-jc,child,child.xbif50009_,2,2,5,-1,2,-0.7647581890635544,-62630.989302916845,4.0,0.0,4.0,8,2.443
pges-jc,child,child.xbif50009_,4,4,10,-1,0,-0.7212110057934559,-62549.39502463251,0.0,0.0,0.0,6,1.121
pges-jc,child,child.xbif50009_,4,4,15,-1,0,-0.7212110057934559,-62549.39502463251,0.0,0.0,0.0,6,1.099
pges-jc,child,child.xbif50009_,4,4,5,-1,0,-0.7212110057934559,-62549.39502463251,0.0,0.0,0.0,7,0.999
pges-jc,child,child.xbif50009_,8,8,10,-1,0,-0.7212110057934559,-62549.39502463251,0.0,0.0,0.0,6,0.837
pges-jc,child,child.xbif50009_,8,8,15,-1,0,-0.7209171833776857,-62549.39502463251,0.0,0.0,0.0,5,0.689
pges-jc,child,child.xbif50009_,8,8,5,-1,0,-0.7212110057934559,-62549.39502463251,0.0,0.0,0.0,7,0.862
pges-jc,child,child.xbif_,16,16,10,-1,3,-0.6555427268835051,-61807.01015635496,6.0,2.0,4.0,4,0.815
pges-jc,child,child.xbif_,16,16,15,-1,3,-0.6555427268835051,-61807.01015635496,6.0,2.0,4.0,4,0.734
pges-jc,child,child.xbif_,16,16,5,-1,9,-0.7140663505594166,-62242.88423100807,18.0,0.0,18.0,3,0.788
pges-jc,child,child.xbif_,2,2,10,-1,5,-0.7689235231565953,-61893.25837069491,10.0,2.0,8.0,6,3.379
pges-jc,child,child.xbif_,2,2,15,-1,5,-0.7689235231565953,-61893.25837069491,10.0,2.0,8.0,6,2.997
pges-jc,child,child.xbif_,2,2,5,-1,2,-0.7647581890635544,-61811.796615751016,4.0,0.0,4.0,9,3.652
pges-jc,child,child.xbif_,4,4,10,-1,3,-0.661191122362297,-61807.01015635496,6.0,2.0,4.0,5,1.648
pges-jc,child,child.xbif_,4,4,15,-1,3,-0.6611410287739095,-61807.01015635496,6.0,2.0,4.0,5,1.129
pges-jc,child,child.xbif_,4,4,5,-1,3,-0.7211818325738039,-61807.01015635496,6.0,2.0,4.0,7,1.985
pges-jc,child,child.xbif_,8,8,10,-1,3,-0.661191122362297,-61807.01015635496,6.0,2.0,4.0,5,0.708
pges-jc,child,child.xbif_,8,8,15,-1,3,-0.7430472860142752,-61807.01015635496,6.0,2.0,4.0,5,0.692
pges-jc,child,child.xbif_,8,8,5,-1,3,-0.661191122362297,-61807.01015635496,6.0,2.0,4.0,6,0.756
pges-jc,earthquake,earthquake.xbif50001246_,2,2,10,-1,0,-0.0873311413127423,-2345.6100008629737,0.0,0.0,0.0,3,1.458
pges-jc,earthquake,earthquake.xbif50001246_,2,2,15,-1,0,-0.0873311413127423,-2345.6100008629737,0.0,0.0,0.0,3,1.344
pges-jc,earthquake,earthquake.xbif50001246_,2,2,5,-1,0,-0.0873311413127423,-2345.6100008629737,0.0,0.0,0.0,3,1.319
pges-jc,earthquake,earthquake.xbif50001246_,4,4,10,-1,0,-0.0887391925942801,-2345.6100008629737,0.0,0.0,0.0,3,0.282
pges-jc,earthquake,earthquake.xbif50001246_,4,4,15,-1,0,-0.0887391925942801,-2345.6100008629737,0.0,0.0,0.0,3,0.274
pges-jc,earthquake,earthquake.xbif50001246_,4,4,5,-1,0,-0.0887391925942801,-2345.6100008629737,0.0,0.0,0.0,3,0.309
pges-jc,earthquake,earthquake.xbif50001_,2,2,10,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,3,2.227
pges-jc,earthquake,earthquake.xbif50001_,2,2,15,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,3,2.259
pges-jc,earthquake,earthquake.xbif50001_,2,2,5,-1,0,-0.0873311413127423,-2236.8610612068424,0.0,0.0,0.0,3,2.116
pges-jc,earthquake,earthquake.xbif50001_,4,4,10,-1,0,-0.0887391925942801,-2236.8610612068424,0.0,0.0,0.0,3,0.344
pges-jc,earthquake,earthquake.xbif50001_,4,4,15,-1,0,-0.0887391925942801,-2236.8610612068424,0.0,0.0,0.0,3,0.322
pges-jc,earthquake,earthquake.xbif50001_,4,4,5,-1,0,-0.0887391925942801,-2236.8610612068424,0.0,0.0,0.0,3,0.368
pges-jc,earthquake,earthquake.xbif50002_,2,2,10,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,3,2.507
pges-jc,earthquake,earthquake.xbif50002_,2,2,15,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,3,2.318
pges-jc,earthquake,earthquake.xbif50002_,2,2,5,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,3,2.336
pges-jc,earthquake,earthquake.xbif50002_,4,4,10,-1,0,-0.0887391925942801,-2253.264883474652,0.0,0.0,0.0,3,0.242
pges-jc,earthquake,earthquake.xbif50002_,4,4,15,-1,0,-0.0887391925942801,-2253.264883474652,0.0,0.0,0.0,3,0.236
pges-jc,earthquake,earthquake.xbif50002_,4,4,5,-1,0,-0.0887391925942801,-2253.264883474652,0.0,0.0,0.0,3,0.273
pges-jc,earthquake,earthquake.xbif50003_,2,2,10,-1,0,-0.0873311413127423,-2248.1283443594384,0.0,0.0,0.0,3,2.454
pges-jc,earthquake,earthquake.xbif50003_,2,2,15,-1,0,-0.0873311413127423,-2248.1283443594384,0.0,0.0,0.0,3,2.413
pges-jc,earthquake,earthquake.xbif50003_,2,2,5,-1,0,-0.0873311413127423,-2248.1283443594384,0.0,0.0,0.0,3,2.431
pges-jc,earthquake,earthquake.xbif50003_,4,4,10,-1,0,-0.0887391925942801,-2248.1283443594384,0.0,0.0,0.0,3,0.235
pges-jc,earthquake,earthquake.xbif50003_,4,4,15,-1,0,-0.0887391925942801,-2248.1283443594384,0.0,0.0,0.0,3,0.235
pges-jc,earthquake,earthquake.xbif50003_,4,4,5,-1,0,-0.0887391925942801,-2248.1283443594384,0.0,0.0,0.0,3,0.256
pges-jc,earthquake,earthquake.xbif50004_,2,2,10,-1,0,-0.0873311413127423,-2306.881536683167,0.0,0.0,0.0,3,2.437
pges-jc,earthquake,earthquake.xbif50004_,2,2,15,-1,0,-0.0873311413127423,-2306.881536683167,0.0,0.0,0.0,3,2.455
pges-jc,earthquake,earthquake.xbif50004_,2,2,5,-1,0,-0.0873311413127423,-2306.881536683167,0.0,0.0,0.0,3,2.227
pges-jc,earthquake,earthquake.xbif50004_,4,4,10,-1,0,-0.0887391925942801,-2306.881536683167,0.0,0.0,0.0,3,0.251
pges-jc,earthquake,earthquake.xbif50004_,4,4,15,-1,0,-0.0887391925942801,-2306.881536683167,0.0,0.0,0.0,3,0.238
pges-jc,earthquake,earthquake.xbif50004_,4,4,5,-1,0,-0.0887391925942801,-2306.881536683167,0.0,0.0,0.0,3,0.253
pges-jc,earthquake,earthquake.xbif50005_,2,2,10,-1,0,-0.0873311413127423,-2272.8191823027114,0.0,0.0,0.0,3,2.429
pges-jc,earthquake,earthquake.xbif50005_,2,2,15,-1,0,-0.0873311413127423,-2272.8191823027114,0.0,0.0,0.0,3,2.011
pges-jc,earthquake,earthquake.xbif50005_,2,2,5,-1,0,-0.0873311413127423,-2272.8191823027114,0.0,0.0,0.0,3,2.454
pges-jc,earthquake,earthquake.xbif50005_,4,4,10,-1,0,-0.0887391925942801,-2272.8191823027114,0.0,0.0,0.0,3,0.252
pges-jc,earthquake,earthquake.xbif50005_,4,4,15,-1,0,-0.0887391925942801,-2272.8191823027114,0.0,0.0,0.0,3,0.268
pges-jc,earthquake,earthquake.xbif50005_,4,4,5,-1,0,-0.0887391925942801,-2272.8191823027114,0.0,0.0,0.0,3,0.246
pges-jc,earthquake,earthquake.xbif50006_,2,2,10,-1,0,-0.0873311413127423,-2389.0798675177184,0.0,0.0,0.0,3,1.953
pges-jc,earthquake,earthquake.xbif50006_,2,2,15,-1,0,-0.0873311413127423,-2389.0798675177184,0.0,0.0,0.0,3,1.996
pges-jc,earthquake,earthquake.xbif50006_,2,2,5,-1,0,-0.0873311413127423,-2389.0798675177184,0.0,0.0,0.0,3,1.971
pges-jc,earthquake,earthquake.xbif50006_,4,4,10,-1,0,-0.0887391925942801,-2389.0798675177184,0.0,0.0,0.0,3,0.347
pges-jc,earthquake,earthquake.xbif50006_,4,4,15,-1,0,-0.0887391925942801,-2389.0798675177184,0.0,0.0,0.0,3,0.331
pges-jc,earthquake,earthquake.xbif50006_,4,4,5,-1,0,-0.0887391925942801,-2389.0798675177184,0.0,0.0,0.0,3,0.351
pges-jc,earthquake,earthquake.xbif50007_,2,2,10,-1,0,-0.0873311413127423,-2603.7144519249823,0.0,0.0,0.0,3,1.908
pges-jc,earthquake,earthquake.xbif50007_,2,2,15,-1,0,-0.0873311413127423,-2603.7144519249823,0.0,0.0,0.0,3,2.105
pges-jc,earthquake,earthquake.xbif50007_,2,2,5,-1,0,-0.0873311413127423,-2603.7144519249823,0.0,0.0,0.0,3,2.025
pges-jc,earthquake,earthquake.xbif50007_,4,4,10,-1,0,-0.0887391925942801,-2603.7144519249823,0.0,0.0,0.0,3,0.248
pges-jc,earthquake,earthquake.xbif50007_,4,4,15,-1,0,-0.0887391925942801,-2603.7144519249823,0.0,0.0,0.0,3,0.236
pges-jc,earthquake,earthquake.xbif50007_,4,4,5,-1,0,-0.0887391925942801,-2603.7144519249823,0.0,0.0,0.0,3,0.218
pges-jc,earthquake,earthquake.xbif50008_,2,2,10,-1,0,-0.0873311413127423,-2366.720284843115,0.0,0.0,0.0,3,1.989
pges-jc,earthquake,earthquake.xbif50008_,2,2,15,-1,0,-0.0873311413127423,-2366.720284843115,0.0,0.0,0.0,3,2.044
pges-jc,earthquake,earthquake.xbif50008_,2,2,5,-1,0,-0.0873311413127423,-2366.720284843115,0.0,0.0,0.0,3,1.937
pges-jc,earthquake,earthquake.xbif50008_,4,4,10,-1,0,-0.0887391925942801,-2366.7202848431148,0.0,0.0,0.0,3,0.229
pges-jc,earthquake,earthquake.xbif50008_,4,4,15,-1,0,-0.0887391925942801,-2366.7202848431148,0.0,0.0,0.0,3,0.226
pges-jc,earthquake,earthquake.xbif50008_,4,4,5,-1,0,-0.0887391925942801,-2366.7202848431148,0.0,0.0,0.0,3,0.244
pges-jc,earthquake,earthquake.xbif50009_,2,2,10,-1,0,-0.0873311413127423,-2277.7738417684845,0.0,0.0,0.0,3,2.028
pges-jc,earthquake,earthquake.xbif50009_,2,2,15,-1,0,-0.0873311413127423,-2277.7738417684845,0.0,0.0,0.0,3,1.501
pges-jc,earthquake,earthquake.xbif50009_,2,2,5,-1,0,-0.0873311413127423,-2277.7738417684845,0.0,0.0,0.0,3,2.086
pges-jc,earthquake,earthquake.xbif50009_,4,4,10,-1,0,-0.0887391925942801,-2277.7738417684845,0.0,0.0,0.0,3,0.224
pges-jc,earthquake,earthquake.xbif50009_,4,4,15,-1,0,-0.0887391925942801,-2277.7738417684845,0.0,0.0,0.0,3,0.3
pges-jc,earthquake,earthquake.xbif50009_,4,4,5,-1,0,-0.0887391925942801,-2277.7738417684845,0.0,0.0,0.0,3,0.218
pges-jc,earthquake,earthquake.xbif_,2,2,10,-1,0,-0.0873311413127423,-2198.5956008955727,0.0,0.0,0.0,3,2.06
pges-jc,earthquake,earthquake.xbif_,2,2,15,-1,0,-0.0873311413127423,-2198.5956008955727,0.0,0.0,0.0,3,2.096
pges-jc,earthquake,earthquake.xbif_,2,2,5,-1,0,-0.0873311413127423,-2198.5956008955727,0.0,0.0,0.0,3,2.018
pges-jc,earthquake,earthquake.xbif_,4,4,10,-1,0,-0.0887391925942801,-2198.5956008955727,0.0,0.0,0.0,3,0.293
pges-jc,earthquake,earthquake.xbif_,4,4,15,-1,0,-0.0887391925942801,-2198.5956008955727,0.0,0.0,0.0,3,0.287
pges-jc,earthquake,earthquake.xbif_,4,4,5,-1,0,-0.0887391925942801,-2198.5956008955727,0.0,0.0,0.0,3,0.221
pges-jc,hailfinder,hailfinder.xbif50001246_,16,16,10,-1,39,-1.1052987871473308,-252268.66442975536,78.0,18.0,60.0,6,2.1
pges-jc,hailfinder,hailfinder.xbif50001246_,16,16,15,-1,39,-1.1003321981787841,-252062.8817807809,78.0,20.0,58.0,4,1.683
pges-jc,hailfinder,hailfinder.xbif50001246_,16,16,5,-1,48,-1.0819169129931838,-252386.94242761322,98.0,28.0,70.0,7,2.146
pges-jc,hailfinder,hailfinder.xbif50001246_,2,2,10,-1,42,-1.0885997696023484,-252254.04130395342,86.0,26.0,60.0,8,3.695
pges-jc,hailfinder,hailfinder.xbif50001246_,2,2,15,-1,39,-1.1158656240439968,-252160.26763611252,78.0,20.0,58.0,6,3.605
pges-jc,hailfinder,hailfinder.xbif50001246_,2,2,5,-1,42,-1.1161644299314328,-252317.54637866144,84.0,16.0,68.0,12,4.054
pges-jc,hailfinder,hailfinder.xbif50001246_,4,4,10,-1,40,-1.1062303709994057,-252198.01342683972,80.0,20.0,60.0,6,1.823
pges-jc,hailfinder,hailfinder.xbif50001246_,4,4,15,-1,41,-1.0912941138291925,-252087.44506880274,82.0,22.0,60.0,5,1.993
pges-jc,hailfinder,hailfinder.xbif50001246_,4,4,5,-1,47,-1.057579100279848,-252386.9771644924,96.0,26.0,70.0,9,2.056
pges-jc,hailfinder,hailfinder.xbif50001246_,8,8,10,-1,41,-1.1023394278620189,-252053.46483323417,82.0,22.0,60.0,5,1.666
pges-jc,hailfinder,hailfinder.xbif50001246_,8,8,15,-1,38,-1.06685493148581,-252187.8513927295,76.0,18.0,58.0,4,1.613
pges-jc,hailfinder,hailfinder.xbif50001246_,8,8,5,-1,47,-1.1168728724919055,-252341.05917231308,94.0,24.0,70.0,8,1.613
pges-jc,hailfinder,hailfinder.xbif50001_,16,16,10,-1,34,-1.0538907582579442,-252423.29896276968,68.0,12.0,56.0,4,1.784
pges-jc,hailfinder,hailfinder.xbif50001_,16,16,15,-1,38,-1.0884508148475363,-252273.00569892183,76.0,18.0,58.0,4,1.703
pges-jc,hailfinder,hailfinder.xbif50001_,16,16,5,-1,39,-1.12262742519509,-252551.96793173839,78.0,18.0,60.0,8,2.46
pges-jc,hailfinder,hailfinder.xbif50001_,2,2,10,-1,35,-1.1015503955170671,-252314.73720800676,70.0,12.0,58.0,7,3.876
pges-jc,hailfinder,hailfinder.xbif50001_,2,2,15,-1,35,-1.1015503955170671,-252314.73720800676,70.0,12.0,58.0,6,3.916
pges-jc,hailfinder,hailfinder.xbif50001_,2,2,5,-1,36,-1.0702158173573004,-252593.69944082337,72.0,12.0,60.0,11,4.574
pges-jc,hailfinder,hailfinder.xbif50001_,4,4,10,-1,38,-1.1170997254491117,-252271.04970557537,76.0,16.0,60.0,6,1.812
pges-jc,hailfinder,hailfinder.xbif50001_,4,4,15,-1,33,-1.1343087084662922,-252250.95930157998,66.0,10.0,56.0,7,2.443
pges-jc,hailfinder,hailfinder.xbif50001_,4,4,5,-1,34,-1.0925183346681062,-252232.11168777465,68.0,14.0,54.0,9,1.652
pges-jc,hailfinder,hailfinder.xbif50001_,8,8,10,-1,34,-1.1271007532425013,-252212.47106766945,68.0,14.0,54.0,7,1.8
pges-jc,hailfinder,hailfinder.xbif50001_,8,8,15,-1,30,-1.098685056324452,-252195.9783498811,60.0,8.0,52.0,4,1.56
pges-jc,hailfinder,hailfinder.xbif50001_,8,8,5,-1,44,-1.0910310495064717,-252741.06633328248,90.0,24.0,66.0,8,1.692
pges-jc,hailfinder,hailfinder.xbif50002_,16,16,10,-1,38,-1.0862809118032255,-252410.84806589328,80.0,22.0,58.0,5,2.242
pges-jc,hailfinder,hailfinder.xbif50002_,16,16,15,-1,41,-1.1090013545838084,-252197.76269972665,82.0,18.0,64.0,5,1.888
pges-jc,hailfinder,hailfinder.xbif50002_,16,16,5,-1,42,-1.1406741458740728,-252563.5189699579,88.0,22.0,66.0,8,2.066
pges-jc,hailfinder,hailfinder.xbif50002_,2,2,10,-1,41,-1.134588750595849,-252479.09873750695,84.0,24.0,60.0,8,4.44
pges-jc,hailfinder,hailfinder.xbif50002_,2,2,15,-1,42,-1.1143704946279296,-252442.91902311635,86.0,24.0,62.0,6,3.778
pges-jc,hailfinder,hailfinder.xbif50002_,2,2,5,-1,42,-1.1008523273291249,-252239.88735024532,84.0,22.0,62.0,11,4.546
pges-jc,hailfinder,hailfinder.xbif50002_,4,4,10,-1,39,-1.095532566151499,-252189.0193947882,78.0,20.0,58.0,6,1.606
pges-jc,hailfinder,hailfinder.xbif50002_,4,4,15,-1,42,-1.1099250071277473,-252218.08249471543,84.0,22.0,62.0,5,1.431
pges-jc,hailfinder,hailfinder.xbif50002_,4,4,5,-1,42,-1.1008523273291249,-252239.88735024532,84.0,22.0,62.0,9,2.629
pges-jc,hailfinder,hailfinder.xbif50002_,8,8,10,-1,38,-1.0969542395083163,-252102.67781138775,76.0,18.0,58.0,5,1.447
pges-jc,hailfinder,hailfinder.xbif50002_,8,8,15,-1,38,-1.0914382942711653,-252154.2585995445,76.0,18.0,58.0,4,1.4
pges-jc,hailfinder,hailfinder.xbif50002_,8,8,5,-1,42,-1.1077767971331425,-252218.08249471543,84.0,22.0,62.0,7,1.615
pges-jc,hailfinder,hailfinder.xbif50003_,16,16,10,-1,39,-1.0746714523905148,-252151.4517595271,80.0,18.0,62.0,5,1.984
pges-jc,hailfinder,hailfinder.xbif50003_,16,16,15,-1,37,-1.1052769021675337,-251854.1693433584,76.0,18.0,58.0,4,1.656
pges-jc,hailfinder,hailfinder.xbif50003_,16,16,5,-1,43,-1.069703056483627,-252164.60849804097,88.0,22.0,66.0,6,2.238
pges-jc,hailfinder,hailfinder.xbif50003_,2,2,10,-1,37,-1.1031557842468924,-251854.1693433584,76.0,18.0,58.0,8,3.83
pges-jc,hailfinder,hailfinder.xbif50003_,2,2,15,-1,37,-1.098343067545289,-251921.62620342834,76.0,16.0,60.0,6,3.497
pges-jc,hailfinder,hailfinder.xbif50003_,2,2,5,-1,39,-1.108681660129051,-251848.55555225798,80.0,18.0,62.0,12,4.209
pges-jc,hailfinder,hailfinder.xbif50003_,4,4,10,-1,37,-1.0973587818504809,-251906.00952513644,76.0,18.0,58.0,6,1.452
pges-jc,hailfinder,hailfinder.xbif50003_,4,4,15,-1,37,-1.1091409296255461,-251906.00952513644,76.0,18.0,58.0,5,1.294
pges-jc,hailfinder,hailfinder.xbif50003_,4,4,5,-1,39,-1.0924608122157664,-251938.76848978145,80.0,18.0,62.0,11,1.871
pges-jc,hailfinder,hailfinder.xbif50003_,8,8,10,-1,38,-1.116092601935729,-251944.13708002944,78.0,14.0,64.0,7,1.618
pges-jc,hailfinder,hailfinder.xbif50003_,8,8,15,-1,37,-1.105291818296175,-251854.1693433584,76.0,18.0,58.0,4,1.519
pges-jc,hailfinder,hailfinder.xbif50003_,8,8,5,-1,37,-1.0901107409394253,-251880.69623352322,76.0,18.0,58.0,7,1.666
pges-jc,hailfinder,hailfinder.xbif50004_,16,16,10,-1,32,-1.0633467458775343,-252782.3519624129,64.0,10.0,54.0,7,2.137
pges-jc,hailfinder,hailfinder.xbif50004_,16,16,15,-1,38,-1.126862878406308,-252649.80911328815,76.0,14.0,62.0,6,1.915
pges-jc,hailfinder,hailfinder.xbif50004_,16,16,5,-1,40,-1.1058089772620598,-252901.23095179055,80.0,14.0,66.0,7,1.988
pges-jc,hailfinder,hailfinder.xbif50004_,2,2,10,-1,38,-1.0823345198820182,-252746.01202980743,76.0,18.0,58.0,7,3.867
pges-jc,hailfinder,hailfinder.xbif50004_,2,2,15,-1,38,-1.0180678151774294,-252710.14519789786,76.0,18.0,58.0,7,3.821
pges-jc,hailfinder,hailfinder.xbif50004_,2,2,5,-1,42,-1.099785855843364,-252814.00819408218,84.0,20.0,64.0,11,4.024
pges-jc,hailfinder,hailfinder.xbif50004_,4,4,10,-1,38,-1.0991646253841156,-252652.15733116638,76.0,18.0,58.0,6,1.298
pges-jc,hailfinder,hailfinder.xbif50004_,4,4,15,-1,34,-1.0928148837180474,-252599.99429996245,68.0,14.0,54.0,5,1.224
pges-jc,hailfinder,hailfinder.xbif50004_,4,4,5,-1,42,-1.1167013908203849,-252866.8112081507,84.0,16.0,68.0,9,1.659
pges-jc,hailfinder,hailfinder.xbif50004_,8,8,10,-1,34,-1.0928148837180474,-252599.99429996245,68.0,14.0,54.0,5,1.312
pges-jc,hailfinder,hailfinder.xbif50004_,8,8,15,-1,42,-1.1052272296816732,-252743.80019150872,84.0,20.0,64.0,4,1.341
pges-jc,hailfinder,hailfinder.xbif50004_,8,8,5,-1,43,-1.1284718676881023,-252793.42835098138,86.0,22.0,64.0,7,1.74
pges-jc,hailfinder,hailfinder.xbif50005_,16,16,10,-1,32,-1.0578870689058888,-252570.9762326042,64.0,12.0,52.0,5,1.894
