algorithm,network,bbdd,threads,pges_threads,interleaving,seed,SHD,loglike,bdeu,deltaMM,deltaMM+,deltaMM-,iterations,time(s)
pges-jc,insurance,insurance.xbif50002_,8,8,10,-1,21,-0.5001596070764746,-67263.81704846627,42.0,2.0,40.0,5,0.859
pges-jc,insurance,insurance.xbif50002_,8,8,15,-1,20,-0.49308134949296095,-67082.51717521875,40.0,4.0,36.0,5,0.9
pges-jc,insurance,insurance.xbif50002_,8,8,5,-1,24,-0.44604304012104556,-67376.20864567425,50.0,10.0,40.0,9,1.007
pges-jc,insurance,insurance.xbif50003_,16,16,10,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,5,1.007
pges-jc,insurance,insurance.xbif50003_,16,16,15,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,4,1.005
pges-jc,insurance,insurance.xbif50003_,16,16,5,-1,24,0.0,-67802.38676711256,56.0,4.0,52.0,6,1.007
pges-jc,insurance,insurance.xbif50003_,2,2,10,-1,21,0.0,-67641.5056534485,44.0,4.0,40.0,5,1.334
pges-jc,insurance,insurance.xbif50003_,2,2,15,-1,22,0.0,-67702.19195135591,48.0,4.0,44.0,8,0.931
pges-jc,insurance,insurance.xbif50003_,2,2,5,-1,20,0.0,-67633.61251557346,40.0,2.0,38.0,8,1.594
pges-jc,insurance,insurance.xbif50003_,4,4,10,-1,22,0.0,-68200.4890539528,48.0,6.0,42.0,6,0.801
pges-jc,insurance,insurance.xbif50003_,4,4,15,-1,23,0.0,-67875.52995379006,52.0,4.0,48.0,5,0.767
pges-jc,insurance,insurance.xbif50003_,4,4,5,-1,25,0.0,-68104.83660147013,56.0,10.0,46.0,8,0.897
pges-jc,insurance,insurance.xbif50003_,8,8,10,-1,20,0.0,-67696.73599454157,42.0,0.0,42.0,5,0.838
pges-jc,insurance,insurance.xbif50003_,8,8,15,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,5,0.927
pges-jc,insurance,insurance.xbif50003_,8,8,5,-1,19,0.0,-67636.04969663415,38.0,0.0,38.0,6,0.808
pges-jc,insurance,insurance.xbif50004_,16,16,10,-1,22,0.0,-67447.7513418818,46.0,4.0,42.0,5,0.977
pges-jc,insurance,insurance.xbif50004_,16,16,15,-1,23,0.0,-67490.31155127657,48.0,6.0,42.0,3,0.862
pges-jc,insurance,insurance.xbif50004_,16,16,5,-1,25,0.0,-67774.45851223482,52.0,4.0,48.0,6,1.097
pges-jc,insurance,insurance.xbif50004_,2,2,10,-1,28,0.0,-67593.71622502699,60.0,10.0,50.0,6,1.392
pges-jc,insurance,insurance.xbif50004_,2,2,15,-1,47,0.0,-72912.4572734107,118.0,4.0,114.0,3,1.059
pges-jc,insurance,insurance.xbif50004_,2,2,5,-1,31,0.0,-67976.66973879033,74.0,18.0,56.0,12,2.598
pges-jc,insurance,insurance.xbif50004_,4,4,10,-1,22,0.0,-67447.7513418818,46.0,4.0,42.0,6,0.752
pges-jc,insurance,insurance.xbif50004_,4,4,15,-1,25,0.0,-67535.72021794014,52.0,6.0,46.0,4,0.668
pges-jc,insurance,insurance.xbif50004_,4,4,5,-1,31,0.0,-67888.12116231564,68.0,16.0,52.0,10,1.025
pges-jc,insurance,insurance.xbif50004_,8,8,10,-1,24,0.0,-67575.58372220882,50.0,2.0,48.0,5,1.089
pges-jc,insurance,insurance.xbif50004_,8,8,15,-1,20,0.0,-67371.34139913313,42.0,4.0,38.0,5,0.942
pges-jc,insurance,insurance.xbif50004_,8,8,5,-1,31,0.0,-67759.35729349633,72.0,18.0,54.0,6,0.843
pges-jc,insurance,insurance.xbif50005_,16,16,10,-1,20,-0.5090399607469733,-67813.1477003641,44.0,0.0,44.0,5,1.146
pges-jc,insurance,insurance.xbif50005_,16,16,15,-1,20,-0.514662619482779,-67813.1477003641,44.0,0.0,44.0,4,1.007
pges-jc,insurance,insurance.xbif50005_,16,16,5,-1,24,-0.5163154889431821,-67838.71445231303,56.0,4.0,52.0,6,1.074
pges-jc,insurance,insurance.xbif50005_,2,2,10,-1,28,-0.5283228526879937,-67927.56306584369,64.0,8.0,56.0,8,1.688
pges-jc,insurance,insurance.xbif50005_,2,2,15,-1,48,-0.6107916743576831,-73324.62041165975,120.0,2.0,118.0,3,0.957
pges-jc,insurance,insurance.xbif50005_,2,2,5,-1,29,-0.45757744973240844,-67947.46300285617,62.0,12.0,50.0,8,1.507
pges-jc,insurance,insurance.xbif50005_,4,4,10,-1,22,-0.47001421463432774,-68299.96721520237,48.0,6.0,42.0,6,0.743
pges-jc,insurance,insurance.xbif50005_,4,4,15,-1,28,-0.5180326566372019,-67965.07847930993,66.0,8.0,58.0,5,0.836
pges-jc,insurance,insurance.xbif50005_,4,4,5,-1,24,-0.509680863169075,-67868.60261931879,52.0,4.0,48.0,7,0.702
pges-jc,insurance,insurance.xbif50005_,8,8,10,-1,20,-0.4824188170752444,-67726.10477116234,42.0,0.0,42.0,5,0.945
pges-jc,insurance,insurance.xbif50005_,8,8,15,-1,20,-0.5090399607469733,-67813.1477003641,44.0,0.0,44.0,5,0.998
pges-jc,insurance,insurance.xbif50005_,8,8,5,-1,15,-0.46062519098227767,-67534.03909142046,30.0,0.0,30.0,7,0.937
pges-jc,insurance,insurance.xbif50006_,16,16,10,-1,26,-0.5091241300500277,-68055.57411647732,60.0,4.0,56.0,5,1.065
pges-jc,insurance,insurance.xbif50006_,16,16,15,-1,24,-0.5147336137515487,-68019.32010023012,52.0,4.0,48.0,4,0.87
pges-jc,insurance,insurance.xbif50006_,16,16,5,-1,27,-0.481185950194102,-68092.50448817796,58.0,10.0,48.0,6,1.081
pges-jc,insurance,insurance.xbif50006_,2,2,10,-1,22,-0.4434916267998145,-67766.98231917103,44.0,6.0,38.0,7,1.751
pges-jc,insurance,insurance.xbif50006_,2,2,15,-1,24,-0.4921434022423873,-67907.08830974408,50.0,4.0,46.0,5,1.219
pges-jc,insurance,insurance.xbif50006_,2,2,5,-1,24,-0.4609453681667291,-67907.08830974408,50.0,4.0,46.0,9,1.641
pges-jc,insurance,insurance.xbif50006_,4,4,10,-1,29,-0.533842475850937,-68170.2843695944,68.0,12.0,56.0,5,0.835
pges-jc,insurance,insurance.xbif50006_,4,4,15,-1,27,-0.5313961811968144,-68135.64664118047,60.0,8.0,52.0,4,0.799
pges-jc,insurance,insurance.xbif50006_,4,4,5,-1,24,-0.48117804951407667,-67907.08830974408,50.0,4.0,46.0,6,0.88
pges-jc,insurance,insurance.xbif50006_,8,8,10,-1,24,-0.4778538059986457,-67907.08830974408,50.0,4.0,46.0,7,1.072
pges-jc,insurance,insurance.xbif50006_,8,8,15,-1,27,-0.5297217696209611,-68135.64664118047,60.0,8.0,52.0,4,0.739
pges-jc,insurance,insurance.xbif50006_,8,8,5,-1,31,-0.5737336108560286,-68431.74085434184,76.0,12.0,64.0,5,0.91
pges-jc,insurance,insurance.xbif50007_,16,16,10,-1,25,-0.47684789614876083,-67587.74727948938,56.0,8.0,48.0,5,1.01
pges-jc,insurance,insurance.xbif50007_,16,16,15,-1,24,-0.5147336137515487,-67590.59922649202,52.0,4.0,48.0,4,0.954
pges-jc,insurance,insurance.xbif50007_,16,16,5,-1,30,-0.48067435307795575,-67975.08519717875,70.0,16.0,54.0,5,0.919
pges-jc,insurance,insurance.xbif50007_,2,2,10,-1,31,-0.5421476476631503,-67735.41889724437,72.0,12.0,60.0,7,1.577
pges-jc,insurance,insurance.xbif50007_,2,2,15,-1,39,-0.48128448091954645,-68823.68957730941,100.0,28.0,72.0,7,1.462
pges-jc,insurance,insurance.xbif50007_,2,2,5,-1,24,-0.44104266018088056,-67480.40569003709,50.0,10.0,40.0,9,1.538
pges-jc,insurance,insurance.xbif50007_,4,4,10,-1,26,-0.4700852089030974,-68027.24561768243,56.0,10.0,46.0,6,0.698
pges-jc,insurance,insurance.xbif50007_,4,4,15,-1,28,-0.5153823956454021,-67710.85685167588,62.0,8.0,54.0,5,0.906
pges-jc,insurance,insurance.xbif50007_,4,4,5,-1,25,-0.5130494043956817,-67895.38256437102,56.0,10.0,46.0,8,0.875
pges-jc,insurance,insurance.xbif50007_,8,8,10,-1,24,-0.5060322686203524,-67544.12035209102,50.0,4.0,46.0,5,1.105
pges-jc,insurance,insurance.xbif50007_,8,8,15,-1,24,-0.5146892445311413,-67590.59922649202,52.0,4.0,48.0,5,0.852
pges-jc,insurance,insurance.xbif50007_,8,8,5,-1,27,-0.4395255058966772,-67702.57449183657,60.0,18.0,42.0,6,0.929
pges-jc,insurance,insurance.xbif50008_,16,16,10,-1,28,-0.5278452160407807,-67695.52442623976,60.0,8.0,52.0,5,1.115
pges-jc,insurance,insurance.xbif50008_,16,16,15,-1,24,-0.5028759648648378,-67641.28154985272,52.0,4.0,48.0,4,0.959
pges-jc,insurance,insurance.xbif50008_,16,16,5,-1,31,-0.4786056483464719,-67750.85117827875,70.0,14.0,56.0,5,1.021
pges-jc,insurance,insurance.xbif50008_,2,2,10,-1,19,-0.46594048705455304,-67397.20414828419,38.0,4.0,34.0,5,1.471
pges-jc,insurance,insurance.xbif50008_,2,2,15,-1,24,-0.5280830271137409,-67641.28154985272,52.0,4.0,48.0,5,1.346
pges-jc,insurance,insurance.xbif50008_,2,2,5,-1,25,-0.5070781807478866,-67648.23094279546,54.0,4.0,50.0,10,2.157
pges-jc,insurance,insurance.xbif50008_,4,4,10,-1,40,-0.4597337720782734,-68266.14513774325,90.0,34.0,56.0,6,0.889
pges-jc,insurance,insurance.xbif50008_,4,4,15,-1,24,-0.5105712639355919,-67641.28154985272,52.0,4.0,48.0,5,0.844
pges-jc,insurance,insurance.xbif50008_,4,4,5,-1,24,-0.51636676577824,-67641.28154985272,52.0,4.0,48.0,7,0.946
pges-jc,insurance,insurance.xbif50008_,8,8,10,-1,24,-0.51636676577824,-67641.28154985272,52.0,4.0,48.0,6,1.005
pges-jc,insurance,insurance.xbif50008_,8,8,15,-1,24,-0.49366282610367523,-67641.28154985272,52.0,4.0,48.0,5,1.326
pges-jc,insurance,insurance.xbif50008_,8,8,5,-1,24,-0.4604426813874766,-67712.34141350437,50.0,12.0,38.0,6,0.927
pges-jc,insurance,insurance.xbif50009_,16,16,10,-1,27,-0.5091855927726924,-68067.79422014757,58.0,8.0,50.0,4,0.939
pges-jc,insurance,insurance.xbif50009_,16,16,15,-1,26,-0.4966057557318595,-68121.19079144661,56.0,4.0,52.0,4,0.939
pges-jc,insurance,insurance.xbif50009_,16,16,5,-1,25,-0.4605254968584373,-68039.62465448478,52.0,4.0,48.0,4,0.97
pges-jc,insurance,insurance.xbif50009_,2,2,10,-1,29,-0.5195040587900758,-68128.23362815345,66.0,8.0,58.0,7,1.644
pges-jc,insurance,insurance.xbif50009_,2,2,15,-1,30,-0.5046637662373604,-68478.3309769064,64.0,12.0,52.0,8,1.25
pges-jc,insurance,insurance.xbif50009_,2,2,5,-1,25,-0.5070781807478866,-68083.65889419321,54.0,4.0,50.0,10,1.494
pges-jc,insurance,insurance.xbif50009_,4,4,10,-1,27,-0.460796623872744,-68580.36865223495,58.0,10.0,48.0,6,0.846
pges-jc,insurance,insurance.xbif50009_,4,4,15,-1,28,-0.5354393644804271,-68194.65100690171,62.0,8.0,54.0,5,0.718
pges-jc,insurance,insurance.xbif50009_,4,4,5,-1,31,-0.5073562001090283,-68195.74349806839,68.0,12.0,56.0,8,0.874
pges-jc,insurance,insurance.xbif50009_,8,8,10,-1,25,-0.47951170903235535,-68039.62465448478,52.0,4.0,48.0,5,0.915
pges-jc,insurance,insurance.xbif50009_,8,8,15,-1,29,-0.5053440869762609,-68109.71970272933,66.0,8.0,58.0,5,0.849
pges-jc,insurance,insurance.xbif50009_,8,8,5,-1,21,-0.46324759857227843,-67980.38074406968,44.0,8.0,36.0,7,1.442
pges-jc,insurance,insurance.xbif_,16,16,10,-1,24,-0.5091109550157429,-68093.78708528273,52.0,4.0,48.0,5,1.059
pges-jc,insurance,insurance.xbif_,16,16,15,-1,24,-0.5147336137515487,-68093.78708528273,52.0,4.0,48.0,4,0.993
pges-jc,insurance,insurance.xbif_,16,16,5,-1,31,-0.5139198811224335,-68357.86437001586,68.0,14.0,54.0,5,1.038
pges-jc,insurance,insurance.xbif_,2,2,10,-1,20,-0.4333027759543147,-67873.28202344252,40.0,6.0,34.0,8,1.659
pges-jc,insurance,insurance.xbif_,2,2,15,-1,24,-0.4921434022423873,-68024.62528413486,50.0,4.0,46.0,5,1.463
pges-jc,insurance,insurance.xbif_,2,2,5,-1,53,-0.6399286965806007,-78395.37620024153,124.0,0.0,124.0,4,0.905
pges-jc,insurance,insurance.xbif_,4,4,10,-1,24,-0.4778538059986457,-68024.62528413486,50.0,4.0,46.0,5,0.908
pges-jc,insurance,insurance.xbif_,4,4,15,-1,24,-0.5105712639355919,-68093.78708528273,52.0,4.0,48.0,6,0.993
pges-jc,insurance,insurance.xbif_,4,4,5,-1,29,-0.46599766445918694,-68258.41859195955,62.0,14.0,48.0,6,0.714
pges-jc,insurance,insurance.xbif_,8,8,10,-1,26,-0.4870812378565516,-68199.05183690034,54.0,6.0,48.0,5,0.794
pges-jc,insurance,insurance.xbif_,8,8,15,-1,24,-0.5105712639355919,-68093.78708528273,52.0,4.0,48.0,5,0.779
pges-jc,insurance,insurance.xbif_,8,8,5,-1,19,-0.5316791670128543,-67874.52653352726,40.0,8.0,32.0,9,0.953
pges-jc,link,link.xbif50001246_,16,16,10,-1,968,-0.4871602150606398,-1143318.9748796958,1994.0,690.0,1304.0,17,239.598
pges-jc,link,link.xbif50001246_,16,16,15,-1,942,-0.4905340222744182,-1129109.169645939,1922.0,652.0,1270.0,13,205.973
pges-jc,link,link.xbif50001246_,16,16,5,-1,952,-0.48581461984211854,-1143800.7815384595,1960.0,714.0,1246.0,34,479.063
pges-jc,link,link.xbif50001246_,2,2,10,-1,985,-0.48798287858233413,-1146937.9151997147,2030.0,694.0,1336.0,54,664.402
pges-jc,link,link.xbif50001246_,2,2,15,-1,977,-0.4864508582778454,-1143483.8764748236,2004.0,682.0,1322.0,37,636.387
pges-jc,link,link.xbif50001246_,2,2,5,-1,995,-0.4855638000110668,-1141885.296793043,2032.0,642.0,1390.0,100,787.553
pges-jc,link,link.xbif50001246_,4,4,10,-1,957,-0.460277020079378,-1143311.246493878,1970.0,656.0,1314.0,37,778.291
pges-jc,link,link.xbif50001246_,4,4,15,-1,984,-0.48648369894214477,-1150583.470562399,2042.0,702.0,1340.0,26,747.712
pges-jc,link,link.xbif50001246_,4,4,5,-1,990,-0.4868695425971719,-1150819.9549314736,2058.0,716.0,1342.0,67,866.777
pges-jc,link,link.xbif50001246_,8,8,10,-1,1003,-0.48600340899026817,-1152160.2003721858,2132.0,830.0,1302.0,25,245.697
pges-jc,link,link.xbif50001246_,8,8,15,-1,978,-0.49009585494339286,-1150904.564089148,2024.0,728.0,1296.0,19,227.858
pges-jc,link,link.xbif50001246_,8,8,5,-1,1016,-0.48575678719806986,-1166623.682156601,2144.0,822.0,1322.0,43,373.908
pges-jc,link,link.xbif50001_,16,16,10,-1,960,-0.48566924405274736,-1151158.4160864344,2022.0,696.0,1326.0,22,358.909
pges-jc,link,link.xbif50001_,16,16,15,-1,968,-0.48533019120716214,-1151254.3732412404,2030.0,716.0,1314.0,14,226.568
pges-jc,link,link.xbif50001_,16,16,5,-1,1001,-0.48247159494219777,-1153154.9881631609,2092.0,764.0,1328.0,29,395.838
pges-jc,link,link.xbif50001_,2,2,10,-1,1002,-0.48851010410249346,-1160786.9169297332,2132.0,766.0,1366.0,70,2954.665
pges-jc,link,link.xbif50001_,2,2,15,-1,1000,-0.4871186519923657,-1155095.782189413,2094.0,736.0,1358.0,46,2843.704
pges-jc,link,link.xbif50001_,2,2,5,-1,1013,-0.4944134490970151,-1186902.1438628365,2206.0,482.0,1724.0,100,2809.044
pges-jc,link,link.xbif50001_,4,4,10,-1,970,-0.48535270695325755,-1154669.4159692992,2032.0,700.0,1332.0,39,1001.318
pges-jc,link,link.xbif50001_,4,4,15,-1,950,-0.4873538964220569,-1143643.58973234,1950.0,646.0,1304.0,29,1012.801
pges-jc,link,link.xbif50001_,4,4,5,-1,1016,-0.4855643697498376,-1162548.5386225956,2156.0,790.0,1366.0,74,1179.965
pges-jc,link,link.xbif50001_,8,8,10,-1,972,-0.48533034200402236,-1151496.5128966165,2032.0,730.0,1302.0,29,309.797
pges-jc,link,link.xbif50001_,8,8,15,-1,1000,-0.4866320319278448,-1155066.846531538,2082.0,736.0,1346.0,28,389.949
pges-jc,link,link.xbif50001_,8,8,5,-1,1018,-0.4819198426372936,-1152158.397580443,2192.0,896.0,1296.0,48,409.968
pges-jc,link,link.xbif50002_,16,16,10,-1,957,-0.49804892099570247,-1141952.4249110743,1960.0,652.0,1308.0,19,291.115
pges-jc,link,link.xbif50002_,16,16,15,-1,973,-0.49729833021006087,-1142378.799140499,1986.0,668.0,1318.0,12,185.274
pges-jc,link,link.xbif50002_,16,16,5,-1,1057,-0.4918027807034149,-1164731.393020777,2248.0,914.0,1334.0,29,408.369
pges-jc,link,link.xbif50002_,2,2,10,-1,995,-0.4973566699800764,-1155367.771238809,2064.0,708.0,1356.0,55,848.394
pges-jc,link,link.xbif50002_,2,2,15,-1,1024,-0.49414554341082256,-1158588.4337407618,2176.0,824.0,1352.0,38,795.927
pges-jc,link,link.xbif50002_,2,2,5,-1,997,-0.4977378188405458,-1154097.0990735241,2072.0,656.0,1416.0,100,918.722
pges-jc,link,link.xbif50002_,4,4,10,-1,889,-0.49561770641315545,-1138068.6107017894,1832.0,630.0,1202.0,42,810.925
pges-jc,link,link.xbif50002_,4,4,15,-1,946,-0.4834135984138523,-1146019.2968814995,2014.0,768.0,1246.0,31,804.858
pges-jc,link,link.xbif50002_,4,4,5,-1,928,-0.49546607714472696,-1146073.7412933032,1930.0,704.0,1226.0,78,971.512
pges-jc,link,link.xbif50002_,8,8,10,-1,918,-0.4911509500381986,-1131355.078591562,1902.0,640.0,1262.0,21,200.323
pges-jc,link,link.xbif50002_,8,8,15,-1,951,-0.49819268725220045,-1141473.1260673623,1944.0,638.0,1306.0,14,155.758
pges-jc,link,link.xbif50002_,8,8,5,-1,921,-0.49209962909411725,-1134895.6518143064,1888.0,626.0,1262.0,34,288.063
pges-jc,link,link.xbif50003_,16,16,10,-1,995,0.0,-1159556.8607641507,2082.0,784.0,1298.0,18,276.557
pges-jc,link,link.xbif50003_,16,16,15,-1,1000,0.0,-1151261.6885986417,2086.0,744.0,1342.0,14,233.827
pges-jc,link,link.xbif50003_,16,16,5,-1,1011,0.0,-1153612.3389384318,2128.0,824.0,1304.0,31,437.211
pges-jc,link,link.xbif50003_,2,2,10,-1,988,0.0,-1147346.2061644378,2040.0,708.0,1332.0,67,2633.629
pges-jc,link,link.xbif50003_,2,2,15,-1,1001,0.0,-1151718.3173242894,2080.0,726.0,1354.0,46,2582.399
pges-jc,link,link.xbif50003_,2,2,5,-1,946,0.0,-1168134.916628092,2024.0,400.0,1624.0,100,2620.409
pges-jc,link,link.xbif50003_,4,4,10,-1,918,0.0,-1125480.0046155902,1870.0,588.0,1282.0,43,1169.671
pges-jc,link,link.xbif50003_,4,4,15,-1,892,0.0,-1118150.6096769976,1812.0,550.0,1262.0,31,1100.837
pges-jc,link,link.xbif50003_,4,4,5,-1,890,0.0,-1125467.4860293209,1818.0,582.0,1236.0,81,1336.319
pges-jc,link,link.xbif50003_,8,8,10,-1,959,0.0,-1140141.2051020614,1972.0,712.0,1260.0,27,305.053
pges-jc,link,link.xbif50003_,8,8,15,-1,990,0.0,-1140333.9572755112,2162.0,902.0,1260.0,19,259.686
pges-jc,link,link.xbif50003_,8,8,5,-1,967,0.0,-1147556.6347957102,2012.0,750.0,1262.0,45,411.833
pges-jc,link,link.xbif50004_,16,16,10,-1,926,0.0,-1137235.8521183443,1912.0,718.0,1194.0,29,584.548
pges-jc,link,link.xbif50004_,16,16,15,-1,961,0.0,-1140612.3444792787,1972.0,702.0,1270.0,20,350.45
pges-jc,link,link.xbif50004_,16,16,5,-1,949,0.0,-1138967.1086411967,1978.0,794.0,1184.0,33,472.953
pges-jc,link,link.xbif50004_,2,2,10,-1,1008,0.0,-1147048.316573095,2148.0,804.0,1344.0,52,357.618
pges-jc,link,link.xbif50004_,2,2,15,-1,997,0.0,-1144686.587614255,2066.0,754.0,1312.0,36,322.699
pges-jc,link,link.xbif50004_,2,2,5,-1,1029,0.0,-1147787.765673681,2170.0,792.0,1378.0,100,514.328
pges-jc,link,link.xbif50004_,4,4,10,-1,954,0.0,-1140724.723085996,1966.0,720.0,1246.0,37,695.053
pges-jc,link,link.xbif50004_,4,4,15,-1,955,0.0,-1140435.91285786,1956.0,686.0,1270.0,25,668.096
pges-jc,link,link.xbif50004_,4,4,5,-1,969,0.0,-1144792.174856124,2068.0,810.0,1258.0,72,801.259
pges-jc,link,link.xbif50004_,8,8,10,-1,991,0.0,-1140661.012258019,2122.0,876.0,1246.0,27,308.197
pges-jc,link,link.xbif50004_,8,8,15,-1,972,0.0,-1140801.9304498157,2002.0,752.0,1250.0,20,247.207
pges-jc,link,link.xbif50004_,8,8,5,-1,978,0.0,-1143404.9541267494,2082.0,834.0,1248.0,50,474.91
pges-jc,link,link.xbif50005_,16,16,10,-1,928,0.0,-1140650.944814673,1902.0,670.0,1232.0,16,266.223
pges-jc,link,link.xbif50005_,16,16,15,-1,996,0.0,-1155479.454118759,2076.0,782.0,1294.0,12,196.064
pges-jc,link,link.xbif50005_,16,16,5,-1,982,0.0,-1147999.237662599,2150.0,892.0,1258.0,28,404.5
pges-jc,link,link.xbif50005_,2,2,10,-1,954,0.0,-1144174.4102977514,1956.0,676.0,1280.0,67,2487.354
pges-jc,link,link.xbif50005_,2,2,15,-1,947,0.0,-1143692.496151292,1936.0,668.0,1268.0,45,2387.999
pges-jc,link,link.xbif50005_,2,2,5,-1,1017,0.0,-1167660.2154405047,2224.0,510.0,1714.0,100,2519.415
pges-jc,link,link.xbif50005_,4,4,10,-1,910,0.0,-1136406.9905097336,1876.0,660.0,1216.0,38,1064.482
pges-jc,link,link.xbif50005_,4,4,15,-1,910,0.0,-1136281.4206924585,1864.0,672.0,1192.0,26,988.555
pges-jc,link,link.xbif50005_,4,4,5,-1,890,0.0,-1136752.9573723378,1862.0,690.0,1172.0,70,1060.937
pges-jc,link,link.xbif50005_,8,8,10,-1,1015,0.0,-1156109.6517420316,2108.0,806.0,1302.0,26,478.779
pges-jc,link,link.xbif50005_,8,8,15,-1,980,0.0,-1151462.6400717753,2018.0,730.0,1288.0,19,457.794
pges-jc,link,link.xbif50005_,8,8,5,-1,1002,0.0,-1151031.871877476,2070.0,774.0,1296.0,49,618.948
pges-jc,link,link.xbif50006_,16,16,10,-1,962,0.0,-1133090.415148395,1962.0,680.0,1282.0,19,287.84
pges-jc,link,link.xbif50006_,16,16,15,-1,932,0.0,-1129354.4229926153,1894.0,612.0,1282.0,13,200.802
pges-jc,link,link.xbif50006_,16,16,5,-1,976,0.0,-1134813.5391453071,2046.0,794.0,1252.0,30,407.222
pges-jc,link,link.xbif50006_,2,2,10,-1,1077,0.0,-1159068.679463178,2378.0,1026.0,1352.0,55,656.938
pges-jc,link,link.xbif50006_,2,2,15,-1,1069,0.0,-1161370.6825008332,2282.0,930.0,1352.0,38,580.631
pges-jc,link,link.xbif50006_,2,2,5,-1,989,0.0,-1147834.913585044,2032.0,650.0,1382.0,100,737.029
pges-jc,link,link.xbif50006_,4,4,10,-1,1003,0.0,-1142174.81520665,2128.0,828.0,1300.0,33,436.052
pges-jc,link,link.xbif50006_,4,4,15,-1,980,0.0,-1136858.593129904,2062.0,766.0,1296.0,23,349.404
pges-jc,link,link.xbif50006_,4,4,5,-1,983,0.0,-1152816.3776315895,2042.0,712.0,1330.0,62,532.52
pges-jc,link,link.xbif50006_,8,8,10,-1,1030,0.0,-1145865.0774871553,2244.0,996.0,1248.0,24,260.724
pges-jc,link,link.xbif50006_,8,8,15,-1,915,0.0,-1125707.8711899456,1866.0,604.0,1262.0,23,272.427
pges-jc,link,link.xbif50006_,8,8,5,-1,965,0.0,-1134397.2335666863,2032.0,772.0,1260.0,45,415.597
pges-jc,link,link.xbif50007_,16,16,10,-1,918,-0.49211725671728346,-1125846.2513611447,1874.0,622.0,1252.0,23,371.749
pges-jc,link,link.xbif50007_,16,16,15,-1,927,-0.49317192501230295,-1129426.2429880127,1902.0,640.0,1262.0,21,371.029
pges-jc,link,link.xbif50007_,16,16,5,-1,939,-0.4942938024185296,-1129821.951136642,1932.0,722.0,1210.0,31,430.707
pges-jc,link,link.xbif50007_,2,2,10,-1,969,-0.490496339062534,-1147759.0658706164,2002.0,666.0,1336.0,54,918.807
pges-jc,link,link.xbif50007_,2,2,15,-1,927,-0.488398168140378,-1140266.9186919106,1908.0,614.0,1294.0,39,909.374
pges-jc,link,link.xbif50007_,2,2,5,-1,987,-0.48915561672317887,-1146113.747820988,2052.0,634.0,1418.0,100,1028.703
pges-jc,link,link.xbif50007_,4,4,10,-1,954,-0.4756145404513656,-1133163.2960319463,2010.0,726.0,1284.0,37,952.712
pges-jc,link,link.xbif50007_,4,4,15,-1,908,-0.48789757715582127,-1129372.583903179,1852.0,568.0,1284.0,25,947.256
pges-jc,link,link.xbif50007_,4,4,5,-1,912,-0.48857741921297754,-1133420.9461385736,1860.0,588.0,1272.0,69,1025.352
pges-jc,link,link.xbif50007_,8,8,10,-1,847,-0.4865963640238767,-1121901.637216634,1744.0,566.0,1178.0,34,392.634
pges-jc,link,link.xbif50007_,8,8,15,-1,888,-0.4900079944056233,-1132853.9447346204,1822.0,592.0,1230.0,25,317.915
pges-jc,link,link.xbif50007_,8,8,5,-1,885,-0.49033213647653606,-1122468.3193926783,1814.0,636.0,1178.0,49,466.814
pges-jc,link,link.xbif50008_,16,16,10,-1,932,-0.48666920041119305,-1147868.2011785188,1972.0,694.0,1278.0,20,347.902
pges-jc,link,link.xbif50008_,16,16,15,-1,969,-0.4815331748827418,-1133032.0548453573,2106.0,832.0,1274.0,11,175.898
pges-jc,link,link.xbif50008_,16,16,5,-1,984,-0.4792787761712261,-1147158.2096755102,2114.0,858.0,1256.0,27,381.82
pges-jc,link,link.xbif50008_,2,2,10,-1,1003,-0.48734817133206587,-1151700.3714431173,2072.0,726.0,1346.0,61,1685.022
pges-jc,link,link.xbif50008_,2,2,15,-1,1000,-0.4789942572623413,-1145375.4283173094,2174.0,850.0,1324.0,40,1588.365
pges-jc,link,link.xbif50008_,2,2,5,-1,1049,-0.4817047318376226,-1164005.1272465405,2240.0,676.0,1564.0,100,1721.54
pges-jc,link,link.xbif50008_,4,4,10,-1,1005,-0.4914653763680383,-1152442.9611683951,2092.0,764.0,1328.0,44,1133.253
pges-jc,link,link.xbif50008_,4,4,15,-1,993,-0.478898425003144,-1145522.5673035064,2168.0,844.0,1324.0,28,1064.408
pges-jc,link,link.xbif50008_,4,4,5,-1,1011,-0.48849957650824927,-1152958.6328042697,2132.0,796.0,1336.0,78,935.507
pges-jc,link,link.xbif50008_,8,8,10,-1,1009,-0.48648090815281,-1159313.307676289,2116.0,764.0,1352.0,25,284.652
pges-jc,link,link.xbif50008_,8,8,15,-1,1000,-0.48327534923511906,-1158763.6164379811,2094.0,760.0,1334.0,18,204.317
pges-jc,link,link.xbif50008_,8,8,5,-1,994,-0.49168023965337887,-1149166.7401511949,2044.0,722.0,1322.0,43,386.633
pges-jc,link,link.xbif50009_,16,16,10,-1,918,-0.4843654055141072,-1127016.051495179,1864.0,684.0,1180.0,22,345.128
pges-jc,link,link.xbif50009_,16,16,15,-1,925,-0.4850866349543935,-1141736.3886730368,1892.0,690.0,1202.0,18,319.126
