algorith, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
pges,res/networks/child,child.xbif50003_,6,15,29,7,-0.6532299292685655,-64015.95297662024,0.8,4.0,12.0,5,0
phc,res/networks/child,child.xbif50003_,6,15,29,6,-0.7385290874334656,-63661.97686792095,0.8,8.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50003_,8,15,2,9,-0.7022109308153384,-64089.22579344508,1.0,10.0,10.0,5,4
pges,res/networks/child,child.xbif50003_,8,15,2,3,-0.700154612124672,-62869.948183378954,0.3,0.0,6.0,6,2
phc,res/networks/child,child.xbif50003_,8,15,2,6,-0.7459407937720175,-63746.31422974243,0.8,8.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50003_,8,15,3,7,-0.6933410453991444,-63345.236766192065,0.9,10.0,8.0,5,3
pges,res/networks/child,child.xbif50003_,8,15,3,10,-0.6563400512345319,-64243.99032316221,1.1,8.0,14.0,5,3
phc,res/networks/child,child.xbif50003_,8,15,3,9,-0.6719770775240251,-64091.26020067804,1.1,10.0,12.0,3,0
pfhcbes,res/networks/child,child.xbif50003_,8,15,5,15,-0.6207653267735564,-66451.31638826989,2.1,28.0,14.0,5,4
pges,res/networks/child,child.xbif50003_,8,15,5,4,-0.5355107138201146,-63217.93558587059,0.5,4.0,6.0,7,3
phc,res/networks/child,child.xbif50003_,8,15,5,6,-0.7147372508615732,-64348.01220423363,0.8,8.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50003_,8,15,7,5,-0.6646590089069305,-62930.07767595494,0.5,2.0,8.0,6,3
pges,res/networks/child,child.xbif50003_,8,15,7,8,-0.5186957235175673,-63965.471641798904,0.8,6.0,10.0,7,2
phc,res/networks/child,child.xbif50003_,8,15,7,3,-0.6968307887898051,-63087.431996882166,0.3,0.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50003_,8,15,11,5,-0.714506254350792,-63106.91633775881,0.6,2.0,10.0,6,2
pges,res/networks/child,child.xbif50003_,8,15,11,6,-0.6298129178254684,-64216.03550809553,0.7,6.0,8.0,7,3
phc,res/networks/child,child.xbif50003_,8,15,11,3,-0.6570127747679899,-63087.43199688216,0.3,0.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50003_,8,15,13,7,-0.7350310012659101,-64400.26578400309,0.9,10.0,8.0,6,2
pges,res/networks/child,child.xbif50003_,8,15,13,13,-0.6482748619764708,-64565.049063074315,1.7,18.0,16.0,7,3
phc,res/networks/child,child.xbif50003_,8,15,13,5,-0.6608165809878486,-63884.29296906661,0.6,4.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50003_,8,15,17,9,-0.6223934937927175,-63523.579654236324,1.2,16.0,8.0,3,4
pges,res/networks/child,child.xbif50003_,8,15,17,8,-0.6428670158752718,-63057.576740534176,0.9,6.0,12.0,6,1
phc,res/networks/child,child.xbif50003_,8,15,17,5,-0.599001289371454,-63271.64778210096,0.7,8.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50003_,8,15,19,11,-0.5878369199446094,-65179.55939047075,1.4,18.0,10.0,6,3
pges,res/networks/child,child.xbif50003_,8,15,19,8,-0.5937109830549859,-66756.90087062371,0.9,8.0,10.0,5,2
phc,res/networks/child,child.xbif50003_,8,15,19,4,-0.63784408619627,-63695.03898467972,0.5,4.0,6.0,3,0
pfhcbes,res/networks/child,child.xbif50003_,8,15,23,9,-0.6473975246446402,-64109.03860096095,1.2,14.0,10.0,6,2
pges,res/networks/child,child.xbif50003_,8,15,23,8,-0.6560104933449276,-63984.69482494623,1.0,10.0,10.0,6,3
phc,res/networks/child,child.xbif50003_,8,15,23,6,-0.6638054516881582,-63938.00516529698,0.8,8.0,8.0,3,0
pfhcbes,res/networks/child,child.xbif50003_,8,15,29,14,-0.6600460288492135,-65043.76616497213,1.7,20.0,14.0,6,4
pges,res/networks/child,child.xbif50003_,8,15,29,9,-0.6065673694593124,-63755.411542707974,1.0,8.0,12.0,5,4
phc,res/networks/child,child.xbif50003_,8,15,29,9,-0.6925858122594891,-63833.010303584924,1.2,14.0,10.0,4,0
ges,res/networks/child,child.xbif50004_,0,5,-1,25,-0.7372361865058565,-74444.18223117663,2.6,0.0,52.0,0,0
hc,res/networks/child,child.xbif50004_,1,5,-1,10,-0.6184329639838337,-64179.10569240895,1.4,18.0,10.0,7,0
pfhcbes,res/networks/child,child.xbif50004_,1,5,2,9,-0.6373792065432833,-63861.06691251712,1.2,16.0,8.0,7,0
pges,res/networks/child,child.xbif50004_,1,5,2,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,8,0
phc,res/networks/child,child.xbif50004_,1,5,2,9,-0.6373792065432833,-63861.06691251712,1.2,16.0,8.0,7,0
pfhcbes,res/networks/child,child.xbif50004_,1,5,3,7,-0.6424842897841561,-63807.96545018728,1.0,14.0,6.0,7,0
pges,res/networks/child,child.xbif50004_,1,5,3,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,8,0
phc,res/networks/child,child.xbif50004_,1,5,3,7,-0.6424842897841561,-63807.96545018728,1.0,14.0,6.0,7,0
pfhcbes,res/networks/child,child.xbif50004_,1,5,5,7,-0.5978969818054692,-64021.31359927864,1.0,12.0,8.0,7,0
pges,res/networks/child,child.xbif50004_,1,5,5,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,8,0
phc,res/networks/child,child.xbif50004_,1,5,5,7,-0.5978969818054692,-64021.31359927864,1.0,12.0,8.0,7,0
pfhcbes,res/networks/child,child.xbif50004_,1,5,7,6,-0.6609838816728292,-63756.21676687454,0.8,10.0,6.0,7,0
pges,res/networks/child,child.xbif50004_,1,5,7,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,8,0
phc,res/networks/child,child.xbif50004_,1,5,7,6,-0.6609838816728292,-63756.21676687454,0.8,10.0,6.0,7,0
pfhcbes,res/networks/child,child.xbif50004_,1,5,11,7,-0.6301194738262866,-64074.25554676636,1.0,12.0,8.0,7,0
pges,res/networks/child,child.xbif50004_,1,5,11,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,8,0
phc,res/networks/child,child.xbif50004_,1,5,11,7,-0.6301194738262866,-64074.25554676636,1.0,12.0,8.0,7,0
pfhcbes,res/networks/child,child.xbif50004_,1,5,13,6,-0.622988325335543,-63969.5649159659,0.8,8.0,8.0,6,0
pges,res/networks/child,child.xbif50004_,1,5,13,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,8,0
phc,res/networks/child,child.xbif50004_,1,5,13,6,-0.622988325335543,-63969.5649159659,0.8,8.0,8.0,6,0
pfhcbes,res/networks/child,child.xbif50004_,1,5,17,9,-0.6087078647719105,-64127.3570090962,1.2,14.0,10.0,7,0
pges,res/networks/child,child.xbif50004_,1,5,17,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,8,0
phc,res/networks/child,child.xbif50004_,1,5,17,9,-0.6087078647719105,-64127.3570090962,1.2,14.0,10.0,7,0
pfhcbes,res/networks/child,child.xbif50004_,1,5,19,10,-0.6318881922114777,-63912.81559582986,1.4,20.0,8.0,7,0
pges,res/networks/child,child.xbif50004_,1,5,19,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,8,0
phc,res/networks/child,child.xbif50004_,1,5,19,10,-0.6318881922114777,-63912.81559582986,1.4,20.0,8.0,7,0
pfhcbes,res/networks/child,child.xbif50004_,1,5,23,9,-0.6521055564942391,-63861.066912517126,1.2,16.0,8.0,7,0
pges,res/networks/child,child.xbif50004_,1,5,23,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,8,0
phc,res/networks/child,child.xbif50004_,1,5,23,9,-0.6521055564942391,-63861.066912517126,1.2,16.0,8.0,7,0
pfhcbes,res/networks/child,child.xbif50004_,1,5,29,7,-0.6424842897841561,-63807.96545018728,1.0,14.0,6.0,7,0
pges,res/networks/child,child.xbif50004_,1,5,29,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,8,0
phc,res/networks/child,child.xbif50004_,1,5,29,7,-0.6424842897841561,-63807.96545018728,1.0,14.0,6.0,7,0
pfhcbes,res/networks/child,child.xbif50004_,2,5,2,8,-0.5390055486371192,-64239.645629743245,1.0,8.0,12.0,5,0
pges,res/networks/child,child.xbif50004_,2,5,2,8,-0.5155059204158532,-63472.20254311722,0.9,4.0,14.0,6,0
phc,res/networks/child,child.xbif50004_,2,5,2,8,-0.5390055486371192,-64239.645629743245,1.0,8.0,12.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,2,5,3,7,-0.6135584969613822,-64368.77790015107,1.0,12.0,8.0,5,0
pges,res/networks/child,child.xbif50004_,2,5,3,5,-0.6498955784483353,-63851.21663341314,0.5,2.0,8.0,6,0
phc,res/networks/child,child.xbif50004_,2,5,3,7,-0.6258164287576473,-64368.77790015107,1.0,12.0,8.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,2,5,5,10,-0.7155043908084926,-64342.15608453413,1.2,10.0,14.0,5,0
pges,res/networks/child,child.xbif50004_,2,5,5,5,-0.6037868170958423,-63188.69253523511,0.5,2.0,8.0,7,0
phc,res/networks/child,child.xbif50004_,2,5,5,10,-0.7155043908084926,-64342.15608453413,1.2,10.0,14.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,2,5,7,14,-0.6513449557082699,-64506.06302247483,2.0,26.0,14.0,5,0
pges,res/networks/child,child.xbif50004_,2,5,7,5,-0.6902178461155388,-63851.21663341313,0.5,2.0,8.0,6,0
phc,res/networks/child,child.xbif50004_,2,5,7,14,-0.6513449557082699,-64506.06302247483,2.0,26.0,14.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,2,5,11,10,-0.5518381415979351,-63600.44761509752,1.3,14.0,12.0,6,0
pges,res/networks/child,child.xbif50004_,2,5,11,5,-0.6505370246554174,-63188.69253523511,0.5,2.0,8.0,6,0
phc,res/networks/child,child.xbif50004_,2,5,11,10,-0.5518381415979351,-63600.44761509752,1.3,14.0,12.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,2,5,13,11,-0.5595175317821428,-64722.59956133957,1.6,20.0,12.0,5,0
pges,res/networks/child,child.xbif50004_,2,5,13,3,-0.706157994497126,-63120.66596211772,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,2,5,13,11,-0.5595175317821428,-64722.59956133957,1.6,20.0,12.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,2,5,17,14,-0.6166709772027084,-64919.20552705238,1.9,28.0,10.0,6,0
pges,res/networks/child,child.xbif50004_,2,5,17,3,-0.6138668741778134,-63120.66596211771,0.3,0.0,6.0,7,0
phc,res/networks/child,child.xbif50004_,2,5,17,14,-0.6168056586331462,-64919.20552705238,1.9,28.0,10.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,2,5,19,10,-0.5708754136115614,-64297.436010146106,1.2,14.0,10.0,5,0
pges,res/networks/child,child.xbif50004_,2,5,19,5,-0.6037868170958423,-63188.6925352351,0.5,2.0,8.0,7,0
phc,res/networks/child,child.xbif50004_,2,5,19,11,-0.5901793458932242,-64382.87286299431,1.4,18.0,10.0,6,0
pfhcbes,res/networks/child,child.xbif50004_,2,5,23,8,-0.658763292087247,-63738.667418731784,1.1,14.0,8.0,6,0
pges,res/networks/child,child.xbif50004_,2,5,23,3,-0.6466621523527512,-63120.66596211771,0.3,0.0,6.0,7,0
phc,res/networks/child,child.xbif50004_,2,5,23,8,-0.658763292087247,-63738.667418731784,1.1,14.0,8.0,6,0
pfhcbes,res/networks/child,child.xbif50004_,2,5,29,11,-0.702605140630658,-63742.18791657373,1.5,18.0,12.0,5,0
pges,res/networks/child,child.xbif50004_,2,5,29,3,-0.6555934557342477,-63120.665962117724,0.3,0.0,6.0,9,0
phc,res/networks/child,child.xbif50004_,2,5,29,11,-0.702605140630658,-63742.18791657373,1.5,18.0,12.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,4,5,2,6,-0.6929223188716838,-64261.874680629495,0.8,10.0,6.0,4,0
pges,res/networks/child,child.xbif50004_,4,5,2,7,-0.5502163926224066,-64520.761958350544,1.0,12.0,8.0,6,0
phc,res/networks/child,child.xbif50004_,4,5,2,6,-0.6929223188716838,-64261.874680629495,0.8,10.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,4,5,3,7,-0.6478603806689394,-63952.15463623511,0.8,6.0,10.0,5,0
pges,res/networks/child,child.xbif50004_,4,5,3,9,-0.6258701815423963,-63350.57634994989,1.1,10.0,12.0,6,0
phc,res/networks/child,child.xbif50004_,4,5,3,7,-0.6878004241817669,-63350.135494989256,0.8,8.0,8.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,4,5,5,8,-0.5433592291065618,-64267.886645941406,1.0,10.0,10.0,6,0
pges,res/networks/child,child.xbif50004_,4,5,5,3,-0.6616120652327624,-63120.66596211771,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,4,5,5,4,-0.6750014458986697,-63226.379425029525,0.5,4.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,4,5,7,4,-0.7103952666668637,-63172.41464543045,0.5,4.0,6.0,4,0
pges,res/networks/child,child.xbif50004_,4,5,7,7,-0.6465143908454155,-63912.933681665454,0.9,6.0,12.0,5,0
phc,res/networks/child,child.xbif50004_,4,5,7,4,-0.7103952666668637,-63172.41464543045,0.5,4.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,4,5,11,14,-0.6517807748430567,-64687.85138900213,2.1,28.0,14.0,5,0
pges,res/networks/child,child.xbif50004_,4,5,11,7,-0.6522278442533775,-63572.66233100445,1.0,10.0,10.0,5,0
phc,res/networks/child,child.xbif50004_,4,5,11,14,-0.6429109289659818,-64687.85138900213,2.1,28.0,14.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,4,5,13,12,-0.6714700298538585,-64291.41403496495,1.7,20.0,14.0,5,0
pges,res/networks/child,child.xbif50004_,4,5,13,6,-0.6818033186798828,-63415.99595892821,0.7,4.0,10.0,5,0
phc,res/networks/child,child.xbif50004_,4,5,13,12,-0.6203083992987726,-64291.41403496496,1.7,20.0,14.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,4,5,17,4,-0.5955006803729515,-63226.379425029525,0.5,4.0,6.0,4,0
pges,res/networks/child,child.xbif50004_,4,5,17,6,-0.6495880012929388,-63470.37346619195,0.8,6.0,10.0,7,0
phc,res/networks/child,child.xbif50004_,4,5,17,4,-0.5823129539365417,-63226.379425029525,0.5,4.0,6.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,4,5,19,6,-0.7077317396042809,-64199.86007282403,0.8,8.0,8.0,6,0
pges,res/networks/child,child.xbif50004_,4,5,19,6,-0.7785212666057282,-63455.21691349787,0.6,4.0,8.0,6,0
phc,res/networks/child,child.xbif50004_,4,5,19,7,-0.6360222805388948,-64520.761958350544,1.0,12.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,4,5,23,7,-0.570971455145776,-63346.15468145966,0.9,10.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,4,5,23,5,-0.6337267791865363,-63149.47158066544,0.6,2.0,10.0,6,0
phc,res/networks/child,child.xbif50004_,4,5,23,7,-0.570971455145776,-63346.15468145966,0.9,10.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,4,5,29,5,-0.7172006178776335,-63719.40279061976,0.6,6.0,6.0,5,0
pges,res/networks/child,child.xbif50004_,4,5,29,12,-0.5653037470013996,-63405.9658902189,1.6,16.0,16.0,6,0
phc,res/networks/child,child.xbif50004_,4,5,29,5,-0.6252226330462864,-63719.402790619744,0.6,6.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,6,5,2,5,-0.5916505627428658,-63213.74979502104,0.7,8.0,6.0,4,0
pges,res/networks/child,child.xbif50004_,6,5,2,5,-0.6720561813181194,-63188.69253523511,0.5,2.0,8.0,4,0
phc,res/networks/child,child.xbif50004_,6,5,2,5,-0.5916505627428658,-63213.74979502104,0.7,8.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,6,5,3,10,-0.672693717006976,-64401.12700968628,1.3,16.0,10.0,4,0
pges,res/networks/child,child.xbif50004_,6,5,3,6,-0.6456259008863139,-63234.90843351363,0.8,6.0,10.0,6,0
phc,res/networks/child,child.xbif50004_,6,5,3,10,-0.672693717006976,-64401.12700968628,1.3,16.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,6,5,5,11,-0.5466718076831256,-64737.913240078626,1.5,20.0,10.0,6,0
pges,res/networks/child,child.xbif50004_,6,5,5,10,-0.636010476564996,-64427.98455411454,1.3,14.0,12.0,4,0
phc,res/networks/child,child.xbif50004_,6,5,5,10,-0.6650404603645198,-64656.55585611818,1.4,18.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,6,5,7,8,-0.555816759214735,-63964.682364978195,1.1,10.0,12.0,4,0
pges,res/networks/child,child.xbif50004_,6,5,7,7,-0.6182257781947638,-64487.073788815076,1.1,14.0,8.0,6,0
phc,res/networks/child,child.xbif50004_,6,5,7,8,-0.5633228846009939,-64674.726450168564,1.0,12.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,6,5,11,3,-0.6329790597895767,-63340.4459433293,0.3,0.0,6.0,4,0
pges,res/networks/child,child.xbif50004_,6,5,11,7,-0.66076728720991,-64182.44979309323,0.8,6.0,10.0,5,0
phc,res/networks/child,child.xbif50004_,6,5,11,4,-0.6798670883905001,-63509.363770656346,0.5,4.0,6.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,6,5,13,6,-0.6424817119173734,-63663.783288080944,0.6,2.0,10.0,4,0
pges,res/networks/child,child.xbif50004_,6,5,13,5,-0.6296762246073015,-64114.42321997584,0.6,4.0,8.0,5,0
phc,res/networks/child,child.xbif50004_,6,5,13,6,-0.6483203753938716,-63663.783288080944,0.6,2.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,6,5,17,8,-0.6215443036917978,-64502.508666585614,1.1,14.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,6,5,17,9,-0.6804376712707485,-64434.556905670564,1.1,10.0,12.0,5,0
phc,res/networks/child,child.xbif50004_,6,5,17,8,-0.6215443036917978,-64502.508666585614,1.1,14.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,6,5,19,10,-0.6462749239975543,-64093.25231521664,1.3,16.0,10.0,4,0
pges,res/networks/child,child.xbif50004_,6,5,19,11,-0.596620484441744,-64716.1378365526,1.4,12.0,16.0,5,0
phc,res/networks/child,child.xbif50004_,6,5,19,6,-0.7412173714915296,-64210.84001119551,0.7,6.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,6,5,23,6,-0.4949965021570832,-63842.91897458583,0.6,4.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,6,5,23,5,-0.6369410766950613,-63163.527773643626,0.5,2.0,8.0,6,0
phc,res/networks/child,child.xbif50004_,6,5,23,6,-0.6619028123298973,-63756.21676687454,0.8,10.0,6.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,6,5,29,10,-0.6602963988471827,-64696.35931789925,1.4,20.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,6,5,29,8,-0.6065942059867669,-63838.0164756922,1.1,12.0,10.0,7,0
phc,res/networks/child,child.xbif50004_,6,5,29,12,-0.6444617134353529,-65676.12759254203,1.6,22.0,10.0,5,0
pfhcbes,res/networks/child,child.xbif50004_,8,5,2,5,-0.7247203801734285,-63851.21663341313,0.5,2.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,8,5,2,5,-0.6068733125686274,-64405.395392335035,0.6,4.0,8.0,5,0
phc,res/networks/child,child.xbif50004_,8,5,2,5,-0.7247203801734285,-63851.21663341313,0.5,2.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,8,5,3,9,-0.6676125535465842,-64074.415061608495,1.2,14.0,10.0,4,0
pges,res/networks/child,child.xbif50004_,8,5,3,6,-0.5861742615595918,-63497.77443183323,0.7,4.0,10.0,5,0
phc,res/networks/child,child.xbif50004_,8,5,3,9,-0.6622444057117661,-64041.503631903906,1.1,12.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,8,5,5,7,-0.5608083919031188,-63725.7716221976,0.8,6.0,10.0,4,0
pges,res/networks/child,child.xbif50004_,8,5,5,5,-0.6489863341956192,-63176.87254630672,0.5,0.0,10.0,5,0
phc,res/networks/child,child.xbif50004_,8,5,5,7,-0.5608083919031188,-63725.7716221976,0.8,6.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,8,5,7,8,-0.7525959812626285,-64501.46547937481,1.0,12.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,8,5,7,9,-0.691819960699551,-63602.6245774758,1.1,10.0,12.0,6,0
phc,res/networks/child,child.xbif50004_,8,5,7,8,-0.7525959812626285,-64501.46547937481,1.0,12.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,8,5,11,8,-0.6411818965272851,-64936.34246787565,1.2,16.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,8,5,11,8,-0.5480229569627623,-63790.42658913728,1.0,10.0,10.0,4,0
phc,res/networks/child,child.xbif50004_,8,5,11,8,-0.6411818965272851,-64936.34246787565,1.2,16.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,8,5,13,7,-0.7130719533326318,-64138.48274329294,1.0,12.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,8,5,13,7,-0.6919268268637876,-63377.19362718421,0.8,8.0,8.0,4,1
phc,res/networks/child,child.xbif50004_,8,5,13,7,-0.74805132048127,-64368.77790015106,1.1,14.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,8,5,17,8,-0.7126479283806575,-63631.854846134986,1.1,14.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,8,5,17,9,-0.6957809245890738,-64744.25515261105,1.1,12.0,10.0,4,0
phc,res/networks/child,child.xbif50004_,8,5,17,8,-0.7126479283806575,-63631.854846134986,1.1,14.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,8,5,19,6,-0.6799375920010544,-63768.09589422907,0.7,6.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,8,5,19,8,-0.5863951770037799,-64366.43033247836,0.9,6.0,12.0,5,0
phc,res/networks/child,child.xbif50004_,8,5,19,6,-0.6752921073397604,-63742.93113263759,0.7,6.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,8,5,23,5,-0.7941911408519967,-63980.54485433739,0.6,4.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,8,5,23,8,-0.6334086029365656,-64491.53168969136,1.0,8.0,12.0,5,0
phc,res/networks/child,child.xbif50004_,8,5,23,4,-0.8120151824580665,-63620.92147655502,0.4,0.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,8,5,29,7,-0.7463601475505859,-64182.44979309321,0.9,8.0,10.0,4,0
pges,res/networks/child,child.xbif50004_,8,5,29,5,-0.576371867202536,-63176.872546306724,0.5,0.0,10.0,4,0
phc,res/networks/child,child.xbif50004_,8,5,29,7,-0.7870850349016533,-64143.22883852355,1.0,8.0,12.0,4,0
ges,res/networks/child,child.xbif50004_,0,10,-1,20,-0.6683774771993918,-67858.24381326872,2.1,0.0,42.0,0,0
hc,res/networks/child,child.xbif50004_,1,10,-1,10,-0.6184329639838337,-64179.10569240895,1.4,18.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,1,10,2,10,-0.6318881922114777,-63912.81559582986,1.4,20.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,1,10,2,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,1,10,2,10,-0.6318881922114777,-63912.81559582986,1.4,20.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,1,10,3,6,-0.6609838816728292,-63756.21676687454,0.8,10.0,6.0,4,0
pges,res/networks/child,child.xbif50004_,1,10,3,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,1,10,3,6,-0.6609838816728292,-63756.21676687454,0.8,10.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,1,10,5,6,-0.6606219903825632,-63969.56491596591,0.8,8.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,1,10,5,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,1,10,5,6,-0.6606219903825632,-63969.56491596591,0.8,8.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,1,10,7,7,-0.6502464946442152,-63807.96545018728,1.0,14.0,6.0,4,0
pges,res/networks/child,child.xbif50004_,1,10,7,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,1,10,7,7,-0.6502464946442152,-63807.96545018728,1.0,14.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,1,10,11,10,-0.6694720913761149,-64587.695774393775,1.2,14.0,10.0,4,0
pges,res/networks/child,child.xbif50004_,1,10,11,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,1,10,11,10,-0.6694720913761149,-64587.695774393775,1.2,14.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,1,10,13,9,-0.6348513029357468,-64074.41506160848,1.2,14.0,10.0,4,0
pges,res/networks/child,child.xbif50004_,1,10,13,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,1,10,13,9,-0.6348513029357468,-64074.41506160848,1.2,14.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,1,10,17,10,-0.6599584317823025,-64587.695774393775,1.2,14.0,10.0,4,0
pges,res/networks/child,child.xbif50004_,1,10,17,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,1,10,17,10,-0.6599584317823025,-64587.695774393775,1.2,14.0,10.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,1,10,19,6,-0.6479753041159615,-63756.21676687454,0.8,10.0,6.0,4,0
pges,res/networks/child,child.xbif50004_,1,10,19,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,1,10,19,6,-0.6479753041159615,-63756.21676687454,0.8,10.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,1,10,23,10,-0.6339830658582717,-63912.81559582986,1.4,20.0,8.0,4,0
pges,res/networks/child,child.xbif50004_,1,10,23,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,1,10,23,10,-0.6339830658582717,-63912.81559582986,1.4,20.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,1,10,29,6,-0.6609838816728292,-63756.21676687454,0.8,10.0,6.0,4,0
pges,res/networks/child,child.xbif50004_,1,10,29,3,-0.6579358703816298,-63120.66596211771,0.3,0.0,6.0,6,0
phc,res/networks/child,child.xbif50004_,1,10,29,6,-0.6609838816728292,-63756.21676687454,0.8,10.0,6.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,2,10,2,6,-0.7313270388603048,-63225.5161077603,0.7,6.0,8.0,8,0
pges,res/networks/child,child.xbif50004_,2,10,2,4,-0.5776184544374692,-63425.882796177495,0.5,4.0,6.0,5,0
phc,res/networks/child,child.xbif50004_,2,10,2,6,-0.6899087344843742,-63225.5161077603,0.7,6.0,8.0,4,0
pfhcbes,res/networks/child,child.xbif50004_,2,10,3,3,-0.6873644093762256,-63340.4459433293,0.3,0.0,6.0,7,0
