algorithm,network,bbdd,threads,interleaving,seed,SHD,LL Score,BDeu Score,dfMM,dfMM plus,dfMM minus,Total iterations,Total time(s)
GES_BNBuilder,alarm,alarm.xbif50001246_,1,-1,-1,20,-0.28696740790936326,-57646.02503094962,46.0,12.0,34.0,1,7.064
PGESwithStages,alarm,alarm.xbif50001246_,2,10,11,18,-0.500475299829618,-57044.77101150307,42.0,10.0,32.0,5,5.224
PGESwithStages,alarm,alarm.xbif50001246_,2,10,13,17,-0.3771200970098736,-57132.2773611993,46.0,14.0,32.0,6,5.982
PGESwithStages,alarm,alarm.xbif50001246_,2,10,17,18,-0.4993138846786425,-57070.09264362751,42.0,10.0,32.0,5,5.128
PGESwithStages,alarm,alarm.xbif50001246_,2,10,19,16,-0.37925892104677045,-57066.1751709375,42.0,10.0,32.0,6,5.926
PGESwithStages,alarm,alarm.xbif50001246_,2,10,2,22,-0.38157666598564666,-57508.2158218626,54.0,16.0,38.0,7,7.024
PGESwithStages,alarm,alarm.xbif50001246_,2,10,23,14,-0.42856107824710515,-57061.25530714391,34.0,6.0,28.0,6,6.086
PGESwithStages,alarm,alarm.xbif50001246_,2,10,29,14,-0.5022096679934989,-56997.47304377643,34.0,6.0,28.0,5,5.204
PGESwithStages,alarm,alarm.xbif50001246_,2,10,3,14,-0.41201047115364675,-56997.47304377644,34.0,6.0,28.0,6,6.932
PGESwithStages,alarm,alarm.xbif50001246_,2,10,5,14,-0.41511690153119496,-57006.326272498525,34.0,6.0,28.0,6,6.453
PGESwithStages,alarm,alarm.xbif50001246_,2,10,7,14,-0.4189833689422854,-56981.00464037408,34.0,6.0,28.0,6,5.696
PGESwithStages,alarm,alarm.xbif50001246_,2,15,11,20,-0.42713315503801436,-57506.05965913116,46.0,12.0,34.0,5,6.219
PGESwithStages,alarm,alarm.xbif50001246_,2,15,13,20,-0.42704259902391595,-57430.977474069135,48.0,14.0,34.0,6,7.055
PGESwithStages,alarm,alarm.xbif50001246_,2,15,17,20,-0.3947121799741736,-57439.51369470153,46.0,12.0,34.0,6,5.795
PGESwithStages,alarm,alarm.xbif50001246_,2,15,19,14,-0.3933571294500916,-56981.00464037407,32.0,4.0,28.0,5,6.413
PGESwithStages,alarm,alarm.xbif50001246_,2,15,2,22,-0.4148080527496213,-57508.21582186259,56.0,18.0,38.0,5,6.891
PGESwithStages,alarm,alarm.xbif50001246_,2,15,23,20,-0.48771355435138586,-57439.51369470152,48.0,14.0,34.0,5,6.188
PGESwithStages,alarm,alarm.xbif50001246_,2,15,29,20,-0.37891297000168267,-57439.513694701534,46.0,12.0,34.0,6,7.629
PGESwithStages,alarm,alarm.xbif50001246_,2,15,3,14,-0.44440884123961305,-56997.47304377643,34.0,6.0,28.0,4,6.105
PGESwithStages,alarm,alarm.xbif50001246_,2,15,5,20,-0.3956948147668061,-57414.192062577094,48.0,14.0,34.0,5,6.401
PGESwithStages,alarm,alarm.xbif50001246_,2,15,7,16,-0.47471912495261,-57424.46769774709,38.0,8.0,30.0,5,6.918
PGESwithStages,alarm,alarm.xbif50001246_,2,5,11,18,-0.39925839794432316,-57044.77101150307,42.0,10.0,32.0,9,5.201
PGESwithStages,alarm,alarm.xbif50001246_,2,5,13,14,-0.3924296881319756,-57035.93367501947,34.0,6.0,28.0,9,5.61
PGESwithStages,alarm,alarm.xbif50001246_,2,5,17,20,-0.44792578871298616,-57414.192062577094,48.0,14.0,34.0,9,5.943
PGESwithStages,alarm,alarm.xbif50001246_,2,5,19,14,-0.41498700870842153,-56981.004640374085,34.0,6.0,28.0,9,5.675
PGESwithStages,alarm,alarm.xbif50001246_,2,5,2,18,-0.37416317875036,-57515.84688878135,46.0,12.0,34.0,9,6.807
PGESwithStages,alarm,alarm.xbif50001246_,2,5,23,14,-0.4702875616097932,-57022.79467590087,34.0,6.0,28.0,8,5.66
PGESwithStages,alarm,alarm.xbif50001246_,2,5,29,14,-0.3989561660633309,-56997.47304377643,34.0,6.0,28.0,9,6.612
PGESwithStages,alarm,alarm.xbif50001246_,2,5,3,14,-0.41201047115364675,-56997.47304377644,34.0,6.0,28.0,9,6.236
PGESwithStages,alarm,alarm.xbif50001246_,2,5,5,14,-0.3924296881319756,-57035.93367501947,34.0,6.0,28.0,9,5.617
PGESwithStages,alarm,alarm.xbif50001246_,2,5,7,14,-0.41498700870842153,-56981.004640374085,34.0,6.0,28.0,9,5.781
PGESwithStages,alarm,alarm.xbif50001246_,4,10,11,18,-0.4253708506162777,-57477.38625753831,46.0,12.0,34.0,6,4.062
PGESwithStages,alarm,alarm.xbif50001246_,4,10,13,19,-0.4502893735990899,-57528.07827087246,46.0,12.0,34.0,5,3.597
PGESwithStages,alarm,alarm.xbif50001246_,4,10,17,19,-0.450122722437669,-57740.04005178939,50.0,14.0,36.0,7,4.643
PGESwithStages,alarm,alarm.xbif50001246_,4,10,19,22,-0.42985326542453606,-57524.684225264944,56.0,18.0,38.0,6,4.732
PGESwithStages,alarm,alarm.xbif50001246_,4,10,2,22,-0.4629541881630525,-57482.89418973816,56.0,18.0,38.0,5,3.421
PGESwithStages,alarm,alarm.xbif50001246_,4,10,23,22,-0.47879907733672544,-57482.89418973816,54.0,16.0,38.0,6,4.177
PGESwithStages,alarm,alarm.xbif50001246_,4,10,29,16,-0.38886367936477984,-57430.67635821793,38.0,8.0,30.0,6,4.149
PGESwithStages,alarm,alarm.xbif50001246_,4,10,3,22,-0.4671994892711353,-57482.89418973816,56.0,18.0,38.0,5,3.952
PGESwithStages,alarm,alarm.xbif50001246_,4,10,5,17,-0.41605833002626935,-57268.074222659285,42.0,12.0,30.0,5,3.659
PGESwithStages,alarm,alarm.xbif50001246_,4,10,7,18,-0.40644173114318966,-57491.9349086612,46.0,12.0,34.0,6,5.04
PGESwithStages,alarm,alarm.xbif50001246_,4,15,11,18,-0.41568466330507975,-57468.017018615465,46.0,12.0,34.0,5,4.286
PGESwithStages,alarm,alarm.xbif50001246_,4,15,13,18,-0.419642502203908,-57475.466505258846,46.0,12.0,34.0,5,4.824
PGESwithStages,alarm,alarm.xbif50001246_,4,15,17,16,-0.46728964888464175,-57392.37738272085,38.0,8.0,30.0,5,4.167
PGESwithStages,alarm,alarm.xbif50001246_,4,15,19,18,-0.416967956798711,-57477.547913284274,46.0,12.0,34.0,6,5.164
PGESwithStages,alarm,alarm.xbif50001246_,4,15,2,19,-0.4527061501273432,-57725.483724061654,46.0,12.0,34.0,5,4.176
PGESwithStages,alarm,alarm.xbif50001246_,4,15,23,14,-0.407371837332361,-56981.004640374085,32.0,4.0,28.0,5,4.285
PGESwithStages,alarm,alarm.xbif50001246_,4,15,29,16,-0.4759496043214567,-57129.95743430498,42.0,10.0,32.0,5,4.209
PGESwithStages,alarm,alarm.xbif50001246_,4,15,3,16,-0.45910082034042615,-57367.00953668506,40.0,6.0,34.0,4,3.525
PGESwithStages,alarm,alarm.xbif50001246_,4,15,5,16,-0.4859482946751891,-57091.49680306194,40.0,8.0,32.0,5,4.288
PGESwithStages,alarm,alarm.xbif50001246_,4,15,7,18,-0.47226888889242447,-57475.46650525886,46.0,12.0,34.0,5,4.213
PGESwithStages,alarm,alarm.xbif50001246_,4,5,11,18,-0.4242911796263273,-57452.06462541387,46.0,12.0,34.0,7,3.613
PGESwithStages,alarm,alarm.xbif50001246_,4,5,13,23,-0.41582795627674135,-57196.02395386585,56.0,16.0,40.0,8,4.583
PGESwithStages,alarm,alarm.xbif50001246_,4,5,17,14,-0.390173702287863,-56981.00464037407,32.0,4.0,28.0,8,4.471
PGESwithStages,alarm,alarm.xbif50001246_,4,5,19,19,-0.4309301676724635,-57131.43137567874,46.0,12.0,34.0,8,4.242
PGESwithStages,alarm,alarm.xbif50001246_,4,5,2,16,-0.4064345171701737,-57146.425837707335,42.0,10.0,32.0,7,3.912
PGESwithStages,alarm,alarm.xbif50001246_,4,5,23,23,-0.3665764249846569,-57814.57172731508,54.0,16.0,38.0,8,4.47
PGESwithStages,alarm,alarm.xbif50001246_,4,5,29,16,-0.33821721360423457,-57121.10420558289,42.0,10.0,32.0,7,3.916
PGESwithStages,alarm,alarm.xbif50001246_,4,5,3,14,-0.3897368597447153,-56988.936823144046,32.0,4.0,28.0,7,4.2
PGESwithStages,alarm,alarm.xbif50001246_,4,5,5,22,-0.367672462395259,-57524.68422526495,54.0,16.0,38.0,8,4.592
PGESwithStages,alarm,alarm.xbif50001246_,4,5,7,20,-0.4302345574473724,-57584.703912998586,48.0,14.0,34.0,8,4.846
PGESwithStages,alarm,alarm.xbif50001246_,6,10,11,16,-0.50247829570786,-57066.1751709375,40.0,8.0,32.0,5,4.202
PGESwithStages,alarm,alarm.xbif50001246_,6,10,13,18,-0.430776179101429,-57499.378485379,46.0,12.0,34.0,6,5.437
PGESwithStages,alarm,alarm.xbif50001246_,6,10,17,16,-0.38927658385488634,-57066.1751709375,42.0,10.0,32.0,6,4.936
PGESwithStages,alarm,alarm.xbif50001246_,6,10,19,18,-0.4890072313918531,-57435.596222011525,48.0,14.0,34.0,6,4.41
PGESwithStages,alarm,alarm.xbif50001246_,6,10,2,16,-0.4364302804962611,-57350.4256914481,38.0,8.0,30.0,6,4.599
PGESwithStages,alarm,alarm.xbif50001246_,6,10,23,16,-0.4120560898374251,-57066.1751709375,42.0,10.0,32.0,6,4.655
PGESwithStages,alarm,alarm.xbif50001246_,6,10,29,18,-0.44988859374334184,-57435.596222011525,46.0,12.0,34.0,6,4.488
