algorithm,network,bbdd,threads,pges_threads,interleaving,seed,SHD,loglike,bdeu,deltaMM,deltaMM+,deltaMM-,iterations,time(s)
pges-jc,child,child.xbif50004_,16,16,15,-1,3,-0.6208696608102714,-62217.25266061989,6.0,2.0,4.0,4,0.721
pges-jc,child,child.xbif50004_,16,16,5,-1,1,-0.7097032353975742,-62149.25268514934,2.0,2.0,0.0,7,0.888
pges-jc,child,child.xbif50004_,2,2,10,-1,0,-0.7209171833776857,-62125.3162998581,0.0,0.0,0.0,6,2.917
pges-jc,child,child.xbif50004_,2,2,15,-1,0,-0.6567795553793425,-62125.3162998581,0.0,0.0,0.0,5,2.82
pges-jc,child,child.xbif50004_,2,2,5,-1,4,-0.5854237398586305,-62688.694212309296,10.0,6.0,4.0,8,3.149
pges-jc,child,child.xbif50004_,4,4,10,-1,3,-0.6264476828818321,-62217.25266061989,6.0,2.0,4.0,5,0.609
pges-jc,child,child.xbif50004_,4,4,15,-1,3,-0.6277236102770479,-62217.25266061988,6.0,2.0,4.0,4,0.634
pges-jc,child,child.xbif50004_,4,4,5,-1,12,-0.7431021362795105,-63015.15908748982,26.0,0.0,26.0,4,0.501
pges-jc,child,child.xbif50004_,8,8,10,-1,12,-0.7431021362795105,-63015.15908748981,26.0,0.0,26.0,3,0.547
pges-jc,child,child.xbif50004_,8,8,15,-1,3,-0.6208493809914276,-62217.25266061989,6.0,2.0,4.0,4,0.685
pges-jc,child,child.xbif50004_,8,8,5,-1,0,-0.7209171833776857,-62125.3162998581,0.0,0.0,0.0,5,0.616
pges-jc,child,child.xbif50005_,16,16,10,-1,0,-0.651181253488938,-62106.99043147799,0.0,0.0,0.0,4,0.908
pges-jc,child,child.xbif50005_,16,16,15,-1,0,-0.651181253488938,-62106.99043147799,0.0,0.0,0.0,4,0.903
pges-jc,child,child.xbif50005_,16,16,5,-1,1,-0.7034246960546284,-62134.93314921408,2.0,2.0,0.0,6,0.975
pges-jc,child,child.xbif50005_,2,2,10,-1,0,-0.7585589334571001,-62106.99043147799,0.0,0.0,0.0,6,2.978
pges-jc,child,child.xbif50005_,2,2,15,-1,2,-0.6962851771460515,-62664.76803587757,6.0,4.0,2.0,5,2.741
pges-jc,child,child.xbif50005_,2,2,5,-1,4,-0.7688539777578403,-62730.077690768754,10.0,6.0,4.0,7,3.185
pges-jc,child,child.xbif50005_,4,4,10,-1,0,-0.6568642757961582,-62106.99043147799,0.0,0.0,0.0,5,0.512
pges-jc,child,child.xbif50005_,4,4,15,-1,1,-0.6858298561135439,-62134.93314921408,2.0,2.0,0.0,7,0.782
pges-jc,child,child.xbif50005_,4,4,5,-1,0,-0.6568642757961582,-62106.99043147799,0.0,0.0,0.0,6,0.881
pges-jc,child,child.xbif50005_,8,8,10,-1,11,-0.7424520776267804,-62827.92672753897,22.0,0.0,22.0,3,0.618
pges-jc,child,child.xbif50005_,8,8,15,-1,0,-0.6165205423273867,-62106.99043147799,0.0,0.0,0.0,4,0.723
pges-jc,child,child.xbif50005_,8,8,5,-1,2,-0.7757985954184203,-62664.76803587757,6.0,4.0,2.0,5,0.642
pges-jc,child,child.xbif50006_,16,16,10,-1,0,-0.6568214795197266,-62334.07230844594,0.0,0.0,0.0,4,0.745
pges-jc,child,child.xbif50006_,16,16,15,-1,0,-0.6568214795197266,-62334.07230844594,0.0,0.0,0.0,4,0.692
pges-jc,child,child.xbif50006_,16,16,5,-1,0,-0.6568214795197266,-62334.07230844594,0.0,0.0,0.0,4,0.77
pges-jc,child,child.xbif50006_,2,2,10,-1,0,-0.6568642757961582,-62334.07230844594,0.0,0.0,0.0,5,2.72
pges-jc,child,child.xbif50006_,2,2,15,-1,0,-0.6568642757961582,-62334.07230844594,0.0,0.0,0.0,5,2.592
pges-jc,child,child.xbif50006_,2,2,5,-1,2,-0.6949395753105889,-62866.04430831706,4.0,2.0,2.0,7,2.754
pges-jc,child,child.xbif50006_,4,4,10,-1,0,-0.6568642757961582,-62334.07230844594,0.0,0.0,0.0,5,0.674
pges-jc,child,child.xbif50006_,4,4,15,-1,1,-0.6878852237902774,-62358.357969407596,2.0,2.0,0.0,5,0.851
pges-jc,child,child.xbif50006_,4,4,5,-1,2,-0.6949395753105889,-62866.04430831706,4.0,2.0,2.0,6,0.659
pges-jc,child,child.xbif50006_,8,8,10,-1,12,-0.7925924546325958,-63299.29449586555,26.0,0.0,26.0,3,0.57
pges-jc,child,child.xbif50006_,8,8,15,-1,0,-0.6221407682391961,-62334.07230844594,0.0,0.0,0.0,4,0.667
pges-jc,child,child.xbif50006_,8,8,5,-1,14,-0.7967067736471785,-64322.08167224547,30.0,0.0,30.0,4,0.549
pges-jc,child,child.xbif50007_,16,16,10,-1,0,-0.6165424663487916,-62393.39933903459,0.0,0.0,0.0,4,0.751
pges-jc,child,child.xbif50007_,16,16,15,-1,0,-0.6165081874157042,-62393.39933903459,0.0,0.0,0.0,4,0.845
pges-jc,child,child.xbif50007_,16,16,5,-1,1,-0.6858364569692721,-62416.73100084767,2.0,2.0,0.0,5,0.781
pges-jc,child,child.xbif50007_,2,2,10,-1,2,-0.6720831368635293,-62890.12408540706,4.0,2.0,2.0,5,2.765
pges-jc,child,child.xbif50007_,2,2,15,-1,2,-0.6962851771460515,-62890.12408540706,6.0,4.0,2.0,5,2.714
pges-jc,child,child.xbif50007_,2,2,5,-1,0,-0.6568642757961582,-62393.39933903459,0.0,0.0,0.0,7,2.841
pges-jc,child,child.xbif50007_,4,4,10,-1,2,-0.7539901400191271,-62890.12408540706,6.0,4.0,2.0,5,0.61
pges-jc,child,child.xbif50007_,4,4,15,-1,2,-0.7384506677547762,-62890.12408540706,6.0,4.0,2.0,4,0.679
pges-jc,child,child.xbif50007_,4,4,5,-1,0,-0.6568642757961582,-62393.39933903459,0.0,0.0,0.0,6,0.507
pges-jc,child,child.xbif50007_,8,8,10,-1,2,-0.6962851771460515,-62890.12408540706,6.0,4.0,2.0,5,0.711
pges-jc,child,child.xbif50007_,8,8,15,-1,2,-0.6156821311240546,-62501.00904482307,6.0,4.0,2.0,4,0.654
pges-jc,child,child.xbif50007_,8,8,5,-1,3,-0.7051248857515976,-62913.45574722013,8.0,6.0,2.0,6,0.714
pges-jc,child,child.xbif50008_,16,16,10,-1,0,-0.6512354150358006,-61964.3122337022,0.0,0.0,0.0,4,0.752
pges-jc,child,child.xbif50008_,16,16,15,-1,0,-0.6512354150358006,-61964.3122337022,0.0,0.0,0.0,4,0.713
pges-jc,child,child.xbif50008_,16,16,5,-1,1,-0.6858364569692721,-61993.145831384965,2.0,2.0,0.0,5,0.765
pges-jc,child,child.xbif50008_,2,2,10,-1,0,-0.6568642757961582,-61964.3122337022,0.0,0.0,0.0,5,2.881
pges-jc,child,child.xbif50008_,2,2,15,-1,0,-0.6568642757961582,-61964.3122337022,0.0,0.0,0.0,5,2.817
pges-jc,child,child.xbif50008_,2,2,5,-1,2,-0.6949395753105889,-62521.890465895805,4.0,2.0,2.0,7,2.913
pges-jc,child,child.xbif50008_,4,4,10,-1,0,-0.6568642757961582,-61964.3122337022,0.0,0.0,0.0,5,0.901
pges-jc,child,child.xbif50008_,4,4,15,-1,1,-0.6878852237902774,-61993.145831384965,2.0,2.0,0.0,6,1.004
pges-jc,child,child.xbif50008_,4,4,5,-1,3,-0.7051248857515976,-62550.72406357858,8.0,6.0,2.0,7,0.908
pges-jc,child,child.xbif50008_,8,8,10,-1,0,-0.6568642757961582,-61964.3122337022,0.0,0.0,0.0,5,0.679
pges-jc,child,child.xbif50008_,8,8,15,-1,0,-0.6221188442177912,-61964.3122337022,0.0,0.0,0.0,4,0.655
pges-jc,child,child.xbif50008_,8,8,5,-1,14,-0.7967067736471785,-63756.55460657568,30.0,0.0,30.0,4,0.612
pges-jc,child,child.xbif50009_,16,16,10,-1,0,-0.7364565245975021,-62549.39502463251,0.0,0.0,0.0,4,0.791
pges-jc,child,child.xbif50009_,16,16,15,-1,0,-0.7364565245975021,-62549.39502463251,0.0,0.0,0.0,4,0.669
pges-jc,child,child.xbif50009_,16,16,5,-1,0,-0.7364565245975021,-62549.39502463251,0.0,0.0,0.0,4,0.77
pges-jc,child,child.xbif50009_,2,2,10,-1,0,-0.6568642757961582,-62549.39502463251,0.0,0.0,0.0,5,1.56
pges-jc,child,child.xbif50009_,2,2,15,-1,0,-0.6568642757961582,-62549.39502463251,0.0,0.0,0.0,5,1.521
pges-jc,child,child.xbif50009_,2,2,5,-1,2,-0.6962851771460515,-63019.917213223205,6.0,4.0,2.0,7,3.093
pges-jc,child,child.xbif50009_,4,4,10,-1,0,-0.6568642757961582,-62549.39502463251,0.0,0.0,0.0,5,0.504
pges-jc,child,child.xbif50009_,4,4,15,-1,0,-0.7212110057934559,-62549.39502463251,0.0,0.0,0.0,4,0.856
pges-jc,child,child.xbif50009_,4,4,5,-1,2,-0.6603322469188183,-63019.91721322319,4.0,2.0,2.0,6,0.939
pges-jc,child,child.xbif50009_,8,8,10,-1,0,-0.7212110057934559,-62549.39502463251,0.0,0.0,0.0,5,0.68
pges-jc,child,child.xbif50009_,8,8,15,-1,0,-0.7585589334571001,-62549.39502463251,0.0,0.0,0.0,4,0.662
pges-jc,child,child.xbif50009_,8,8,5,-1,2,-0.7384506677547762,-63019.917213223205,6.0,4.0,2.0,6,0.66
pges-jc,child,child.xbif_,16,16,10,-1,3,-0.6208794744608357,-61807.01015635496,6.0,2.0,4.0,4,1.215
pges-jc,child,child.xbif_,16,16,15,-1,3,-0.6208915478093175,-61807.01015635496,6.0,2.0,4.0,4,0.855
pges-jc,child,child.xbif_,16,16,5,-1,1,-0.6858364569692721,-61748.9293452369,2.0,2.0,0.0,7,1.158
pges-jc,child,child.xbif_,2,2,10,-1,0,-0.6568642757961582,-61725.54840141107,0.0,0.0,0.0,5,3.69
pges-jc,child,child.xbif_,2,2,15,-1,0,-0.6568642757961582,-61725.54840141107,0.0,0.0,0.0,5,3.434
pges-jc,child,child.xbif_,2,2,5,-1,2,-0.6949395753105889,-62252.44372931433,4.0,2.0,2.0,7,3.606
pges-jc,child,child.xbif_,4,4,10,-1,3,-0.661191122362297,-61807.01015635496,6.0,2.0,4.0,5,0.963
pges-jc,child,child.xbif_,4,4,15,-1,1,-0.6878852237902774,-61748.9293452369,2.0,2.0,0.0,7,1.455
pges-jc,child,child.xbif_,4,4,5,-1,5,-0.6489023445122845,-62333.90548425822,10.0,4.0,6.0,6,0.488
pges-jc,child,child.xbif_,8,8,10,-1,3,-0.661191122362297,-61807.01015635496,6.0,2.0,4.0,5,0.709
pges-jc,child,child.xbif_,8,8,15,-1,3,-0.6268081432971909,-61807.01015635496,6.0,2.0,4.0,4,0.647
pges-jc,child,child.xbif_,8,8,5,-1,14,-0.7967067736471785,-63561.00792830866,30.0,0.0,30.0,4,0.571
pges-jc,earthquake,earthquake.xbif50001246_,2,2,10,-1,0,-0.0887391925942801,-2345.6100008629737,0.0,0.0,0.0,3,1.567
pges-jc,earthquake,earthquake.xbif50001246_,2,2,15,-1,0,-0.0887391925942801,-2345.6100008629737,0.0,0.0,0.0,3,1.603
pges-jc,earthquake,earthquake.xbif50001246_,2,2,5,-1,0,-0.0887391925942801,-2345.6100008629737,0.0,0.0,0.0,3,0.983
pges-jc,earthquake,earthquake.xbif50001246_,4,4,10,-1,0,-0.0887391925942801,-2345.6100008629737,0.0,0.0,0.0,3,0.245
pges-jc,earthquake,earthquake.xbif50001246_,4,4,15,-1,0,-0.0887391925942801,-2345.6100008629737,0.0,0.0,0.0,3,0.317
pges-jc,earthquake,earthquake.xbif50001246_,4,4,5,-1,0,-0.0887391925942801,-2345.6100008629737,0.0,0.0,0.0,3,0.252
pges-jc,earthquake,earthquake.xbif50001_,2,2,10,-1,0,-0.0887391925942801,-2236.8610612068424,0.0,0.0,0.0,3,2.625
pges-jc,earthquake,earthquake.xbif50001_,2,2,15,-1,0,-0.0887391925942801,-2236.8610612068424,0.0,0.0,0.0,3,2.381
pges-jc,earthquake,earthquake.xbif50001_,2,2,5,-1,0,-0.0887391925942801,-2236.8610612068424,0.0,0.0,0.0,3,2.67
pges-jc,earthquake,earthquake.xbif50001_,4,4,10,-1,0,-0.0887391925942801,-2236.8610612068424,0.0,0.0,0.0,3,0.229
pges-jc,earthquake,earthquake.xbif50001_,4,4,15,-1,0,-0.0887391925942801,-2236.8610612068424,0.0,0.0,0.0,3,0.252
pges-jc,earthquake,earthquake.xbif50001_,4,4,5,-1,0,-0.0887391925942801,-2236.8610612068424,0.0,0.0,0.0,3,0.262
pges-jc,earthquake,earthquake.xbif50002_,2,2,10,-1,0,-0.0887391925942801,-2253.264883474652,0.0,0.0,0.0,3,2.685
pges-jc,earthquake,earthquake.xbif50002_,2,2,15,-1,0,-0.0887391925942801,-2253.264883474652,0.0,0.0,0.0,3,2.696
pges-jc,earthquake,earthquake.xbif50002_,2,2,5,-1,0,-0.0887391925942801,-2253.264883474652,0.0,0.0,0.0,3,2.409
pges-jc,earthquake,earthquake.xbif50002_,4,4,10,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,3,0.253
pges-jc,earthquake,earthquake.xbif50002_,4,4,15,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,3,0.217
pges-jc,earthquake,earthquake.xbif50002_,4,4,5,-1,0,-0.0873311413127423,-2253.264883474652,0.0,0.0,0.0,3,0.229
pges-jc,earthquake,earthquake.xbif50003_,2,2,10,-1,0,-0.0887391925942801,-2248.1283443594384,0.0,0.0,0.0,3,2.642
pges-jc,earthquake,earthquake.xbif50003_,2,2,15,-1,0,-0.0887391925942801,-2248.1283443594384,0.0,0.0,0.0,3,2.574
pges-jc,earthquake,earthquake.xbif50003_,2,2,5,-1,0,-0.0887391925942801,-2248.1283443594384,0.0,0.0,0.0,3,2.628
pges-jc,earthquake,earthquake.xbif50003_,4,4,10,-1,0,-0.0887391925942801,-2248.1283443594384,0.0,0.0,0.0,3,0.238
pges-jc,earthquake,earthquake.xbif50003_,4,4,15,-1,0,-0.0887391925942801,-2248.1283443594384,0.0,0.0,0.0,3,0.343
pges-jc,earthquake,earthquake.xbif50003_,4,4,5,-1,0,-0.0887391925942801,-2248.1283443594384,0.0,0.0,0.0,3,0.222
pges-jc,earthquake,earthquake.xbif50004_,2,2,10,-1,0,-0.0887391925942801,-2306.881536683167,0.0,0.0,0.0,3,2.148
pges-jc,earthquake,earthquake.xbif50004_,2,2,15,-1,0,-0.0887391925942801,-2306.881536683167,0.0,0.0,0.0,3,2.037
pges-jc,earthquake,earthquake.xbif50004_,2,2,5,-1,0,-0.0887391925942801,-2306.881536683167,0.0,0.0,0.0,3,2.535
pges-jc,earthquake,earthquake.xbif50004_,4,4,10,-1,0,-0.0887391925942801,-2306.881536683167,0.0,0.0,0.0,3,0.222
pges-jc,earthquake,earthquake.xbif50004_,4,4,15,-1,0,-0.0887391925942801,-2306.881536683167,0.0,0.0,0.0,3,0.23
pges-jc,earthquake,earthquake.xbif50004_,4,4,5,-1,0,-0.0887391925942801,-2306.881536683167,0.0,0.0,0.0,3,0.206
pges-jc,earthquake,earthquake.xbif50005_,2,2,10,-1,0,-0.0887391925942801,-2272.8191823027114,0.0,0.0,0.0,3,2.101
pges-jc,earthquake,earthquake.xbif50005_,2,2,15,-1,0,-0.0887391925942801,-2272.8191823027114,0.0,0.0,0.0,3,2.029
pges-jc,earthquake,earthquake.xbif50005_,2,2,5,-1,0,-0.0887391925942801,-2272.8191823027114,0.0,0.0,0.0,3,2.123
pges-jc,earthquake,earthquake.xbif50005_,4,4,10,-1,0,-0.0887391925942801,-2272.8191823027114,0.0,0.0,0.0,3,0.231
pges-jc,earthquake,earthquake.xbif50005_,4,4,15,-1,0,-0.0887391925942801,-2272.8191823027114,0.0,0.0,0.0,3,0.226
pges-jc,earthquake,earthquake.xbif50005_,4,4,5,-1,0,-0.0887391925942801,-2272.8191823027114,0.0,0.0,0.0,3,0.235
pges-jc,earthquake,earthquake.xbif50006_,2,2,10,-1,0,-0.0887391925942801,-2389.0798675177184,0.0,0.0,0.0,3,2.318
pges-jc,earthquake,earthquake.xbif50006_,2,2,15,-1,0,-0.0887391925942801,-2389.0798675177184,0.0,0.0,0.0,3,2.36
pges-jc,earthquake,earthquake.xbif50006_,2,2,5,-1,0,-0.0887391925942801,-2389.0798675177184,0.0,0.0,0.0,3,2.136
pges-jc,earthquake,earthquake.xbif50006_,4,4,10,-1,0,-0.0887391925942801,-2389.0798675177184,0.0,0.0,0.0,3,0.325
pges-jc,earthquake,earthquake.xbif50006_,4,4,15,-1,0,-0.0887391925942801,-2389.0798675177184,0.0,0.0,0.0,3,0.224
pges-jc,earthquake,earthquake.xbif50006_,4,4,5,-1,0,-0.0887391925942801,-2389.0798675177184,0.0,0.0,0.0,3,0.242
pges-jc,earthquake,earthquake.xbif50007_,2,2,10,-1,0,-0.07740930616915227,-2603.7144519249823,0.0,0.0,0.0,3,2.336
pges-jc,earthquake,earthquake.xbif50007_,2,2,15,-1,0,-0.07740930616915227,-2603.7144519249823,0.0,0.0,0.0,3,2.285
pges-jc,earthquake,earthquake.xbif50007_,2,2,5,-1,0,-0.07740930616915227,-2603.7144519249823,0.0,0.0,0.0,3,2.382
pges-jc,earthquake,earthquake.xbif50007_,4,4,10,-1,0,-0.07881735745069006,-2603.7144519249823,0.0,0.0,0.0,3,0.23
pges-jc,earthquake,earthquake.xbif50007_,4,4,15,-1,0,-0.07881735745069006,-2603.7144519249823,0.0,0.0,0.0,3,0.233
pges-jc,earthquake,earthquake.xbif50007_,4,4,5,-1,0,-0.07881735745069006,-2603.7144519249823,0.0,0.0,0.0,3,0.226
pges-jc,earthquake,earthquake.xbif50008_,2,2,10,-1,0,-0.0887391925942801,-2366.7202848431148,0.0,0.0,0.0,3,0.9
pges-jc,earthquake,earthquake.xbif50008_,2,2,15,-1,0,-0.0887391925942801,-2366.7202848431148,0.0,0.0,0.0,3,0.903
pges-jc,earthquake,earthquake.xbif50008_,2,2,5,-1,0,-0.0887391925942801,-2366.7202848431148,0.0,0.0,0.0,3,2.409
pges-jc,earthquake,earthquake.xbif50008_,4,4,10,-1,0,-0.0887391925942801,-2366.7202848431148,0.0,0.0,0.0,3,0.236
pges-jc,earthquake,earthquake.xbif50008_,4,4,15,-1,0,-0.0887391925942801,-2366.7202848431148,0.0,0.0,0.0,3,0.259
pges-jc,earthquake,earthquake.xbif50008_,4,4,5,-1,0,-0.0887391925942801,-2366.7202848431148,0.0,0.0,0.0,3,0.243
pges-jc,earthquake,earthquake.xbif50009_,2,2,10,-1,0,-0.0887391925942801,-2277.7738417684845,0.0,0.0,0.0,3,0.992
pges-jc,earthquake,earthquake.xbif50009_,2,2,15,-1,0,-0.0887391925942801,-2277.7738417684845,0.0,0.0,0.0,3,0.982
pges-jc,earthquake,earthquake.xbif50009_,2,2,5,-1,0,-0.0887391925942801,-2277.7738417684845,0.0,0.0,0.0,3,0.901
pges-jc,earthquake,earthquake.xbif50009_,4,4,10,-1,0,-0.0887391925942801,-2277.7738417684845,0.0,0.0,0.0,3,0.277
pges-jc,earthquake,earthquake.xbif50009_,4,4,15,-1,0,-0.0887391925942801,-2277.7738417684845,0.0,0.0,0.0,3,0.255
pges-jc,earthquake,earthquake.xbif50009_,4,4,5,-1,0,-0.0887391925942801,-2277.7738417684845,0.0,0.0,0.0,3,0.241
pges-jc,earthquake,earthquake.xbif_,2,2,10,-1,0,-0.0887391925942801,-2198.5956008955727,0.0,0.0,0.0,3,2.47
pges-jc,earthquake,earthquake.xbif_,2,2,15,-1,0,-0.0887391925942801,-2198.5956008955727,0.0,0.0,0.0,3,2.489
pges-jc,earthquake,earthquake.xbif_,2,2,5,-1,0,-0.0887391925942801,-2198.5956008955727,0.0,0.0,0.0,3,1.266
pges-jc,earthquake,earthquake.xbif_,4,4,10,-1,0,-0.07881735745069006,-2198.5956008955727,0.0,0.0,0.0,3,0.262
pges-jc,earthquake,earthquake.xbif_,4,4,15,-1,0,-0.07881735745069006,-2198.5956008955727,0.0,0.0,0.0,3,0.28
pges-jc,earthquake,earthquake.xbif_,4,4,5,-1,0,-0.07881735745069006,-2198.5956008955727,0.0,0.0,0.0,3,0.223
pges-jc,hailfinder,hailfinder.xbif50001246_,16,16,10,-1,40,-1.1071266130451443,-252476.5218469956,80.0,18.0,62.0,6,1.949
pges-jc,hailfinder,hailfinder.xbif50001246_,16,16,15,-1,38,-1.0466582949004881,-252148.9087299589,76.0,18.0,58.0,5,1.727
pges-jc,hailfinder,hailfinder.xbif50001246_,16,16,5,-1,44,-1.0556209291689977,-252172.40723084888,88.0,22.0,66.0,8,2.032
pges-jc,hailfinder,hailfinder.xbif50001246_,2,2,10,-1,40,-1.0691744868136748,-252311.87035183387,80.0,20.0,60.0,8,3.384
pges-jc,hailfinder,hailfinder.xbif50001246_,2,2,15,-1,42,-1.1106447823502823,-252275.2578563596,84.0,22.0,62.0,6,2.681
pges-jc,hailfinder,hailfinder.xbif50001246_,2,2,5,-1,42,-0.9955226813247597,-252611.61190215845,84.0,18.0,66.0,13,3.907
pges-jc,hailfinder,hailfinder.xbif50001246_,4,4,10,-1,42,-1.0949672354785067,-252339.38626255063,84.0,18.0,66.0,6,2.249
pges-jc,hailfinder,hailfinder.xbif50001246_,4,4,15,-1,37,-1.0875912363591673,-252131.11180041978,74.0,16.0,58.0,5,1.946
pges-jc,hailfinder,hailfinder.xbif50001246_,4,4,5,-1,47,-1.0853308836219053,-252554.44694618724,94.0,24.0,70.0,10,2.521
pges-jc,hailfinder,hailfinder.xbif50001246_,8,8,10,-1,33,-1.0155878081991896,-252066.17159618472,66.0,12.0,54.0,6,1.676
pges-jc,hailfinder,hailfinder.xbif50001246_,8,8,15,-1,33,-1.0246199629803867,-251961.98874070446,66.0,14.0,52.0,5,1.449
pges-jc,hailfinder,hailfinder.xbif50001246_,8,8,5,-1,39,-1.0945095074697553,-252262.19009312865,78.0,18.0,60.0,8,1.621
pges-jc,hailfinder,hailfinder.xbif50001_,16,16,10,-1,40,-1.0153123880538089,-252727.09864257445,80.0,20.0,60.0,5,2.075
pges-jc,hailfinder,hailfinder.xbif50001_,16,16,15,-1,42,-1.0465141091115842,-252277.15926943228,84.0,22.0,62.0,4,1.834
pges-jc,hailfinder,hailfinder.xbif50001_,16,16,5,-1,43,-1.072409216152201,-252377.92517668149,86.0,22.0,64.0,7,2.013
pges-jc,hailfinder,hailfinder.xbif50001_,2,2,10,-1,42,-1.0671204344839877,-252334.0283823666,84.0,22.0,62.0,7,3.072
pges-jc,hailfinder,hailfinder.xbif50001_,2,2,15,-1,38,-1.096112004026118,-252290.69032568057,76.0,16.0,60.0,6,2.799
pges-jc,hailfinder,hailfinder.xbif50001_,2,2,5,-1,40,-1.0928488950312967,-252373.97939949913,80.0,18.0,62.0,11,3.039
pges-jc,hailfinder,hailfinder.xbif50001_,4,4,10,-1,42,-1.0851595350179701,-252276.4048302074,84.0,22.0,62.0,7,2.024
pges-jc,hailfinder,hailfinder.xbif50001_,4,4,15,-1,42,-1.0851595350179701,-252276.4048302074,84.0,22.0,62.0,6,1.933
pges-jc,hailfinder,hailfinder.xbif50001_,4,4,5,-1,40,-1.0928488950312967,-252373.97939949913,80.0,18.0,62.0,9,1.826
pges-jc,hailfinder,hailfinder.xbif50001_,8,8,10,-1,38,-1.0761615474133464,-252322.23614017217,76.0,16.0,60.0,5,1.376
pges-jc,hailfinder,hailfinder.xbif50001_,8,8,15,-1,34,-1.0428398007085897,-252239.31640656712,68.0,14.0,54.0,5,1.609
pges-jc,hailfinder,hailfinder.xbif50001_,8,8,5,-1,42,-1.1222729199748636,-252438.58466213226,84.0,22.0,62.0,9,2.003
pges-jc,hailfinder,hailfinder.xbif50002_,16,16,10,-1,38,-1.1077183336064005,-252211.67716043422,76.0,16.0,60.0,5,1.898
pges-jc,hailfinder,hailfinder.xbif50002_,16,16,15,-1,39,-1.1436764614878034,-252444.45265300325,78.0,18.0,60.0,4,1.57
pges-jc,hailfinder,hailfinder.xbif50002_,16,16,5,-1,39,-1.1233244068883819,-252495.57427451218,78.0,18.0,60.0,7,2.201
pges-jc,hailfinder,hailfinder.xbif50002_,2,2,10,-1,40,-1.0689859268831086,-252576.9530484124,80.0,20.0,60.0,7,3.127
pges-jc,hailfinder,hailfinder.xbif50002_,2,2,15,-1,40,-1.0616489482560696,-252576.95304841234,80.0,20.0,60.0,7,3.024
pges-jc,hailfinder,hailfinder.xbif50002_,2,2,5,-1,41,-1.0996073886672224,-252628.64354675417,82.0,20.0,62.0,12,3.568
pges-jc,hailfinder,hailfinder.xbif50002_,4,4,10,-1,37,-1.108287066125447,-252445.610434431,74.0,18.0,56.0,7,2.222
pges-jc,hailfinder,hailfinder.xbif50002_,4,4,15,-1,40,-1.0949443164291042,-252436.79731221544,80.0,22.0,58.0,7,2.202
pges-jc,hailfinder,hailfinder.xbif50002_,4,4,5,-1,40,-1.0831086674662793,-252500.7871097049,80.0,22.0,58.0,11,2.375
pges-jc,hailfinder,hailfinder.xbif50002_,8,8,10,-1,36,-1.0021119427598744,-252452.1968334641,72.0,16.0,56.0,5,1.36
pges-jc,hailfinder,hailfinder.xbif50002_,8,8,15,-1,40,-1.0244616419263972,-252436.79731221544,80.0,22.0,58.0,5,1.345
pges-jc,hailfinder,hailfinder.xbif50002_,8,8,5,-1,40,-1.0506146412695114,-252486.1181368741,80.0,22.0,58.0,8,1.701
pges-jc,hailfinder,hailfinder.xbif50003_,16,16,10,-1,44,-1.0395511033737006,-251970.13471998443,90.0,24.0,66.0,6,1.966
pges-jc,hailfinder,hailfinder.xbif50003_,16,16,15,-1,41,-1.063889221993748,-252028.6348319222,84.0,20.0,64.0,6,1.915
pges-jc,hailfinder,hailfinder.xbif50003_,16,16,5,-1,43,-1.0423996577159886,-252274.07706631284,88.0,20.0,68.0,6,2.049
pges-jc,hailfinder,hailfinder.xbif50003_,2,2,10,-1,44,-1.0851543976266929,-252117.52630650142,90.0,24.0,66.0,8,3.652
pges-jc,hailfinder,hailfinder.xbif50003_,2,2,15,-1,41,-1.1068288432606395,-251976.79465014415,84.0,20.0,64.0,6,3.05
pges-jc,hailfinder,hailfinder.xbif50003_,2,2,5,-1,44,-1.0654160405792377,-252431.47240680078,90.0,20.0,70.0,14,3.79
pges-jc,hailfinder,hailfinder.xbif50003_,4,4,10,-1,40,-1.0692549463921488,-252052.5831138814,82.0,18.0,64.0,6,1.491
pges-jc,hailfinder,hailfinder.xbif50003_,4,4,15,-1,41,-1.04961826432809,-252049.04037579463,84.0,20.0,64.0,5,1.335
pges-jc,hailfinder,hailfinder.xbif50003_,4,4,5,-1,42,-1.065928191842196,-252097.48598042846,86.0,20.0,66.0,10,2.509
pges-jc,hailfinder,hailfinder.xbif50003_,8,8,10,-1,44,-1.0458187133942463,-251964.56254154106,92.0,28.0,64.0,7,1.908
pges-jc,hailfinder,hailfinder.xbif50003_,8,8,15,-1,37,-1.0451830046654822,-251906.00952513644,76.0,18.0,58.0,6,1.743
pges-jc,hailfinder,hailfinder.xbif50003_,8,8,5,-1,44,-1.0523646403262006,-252034.1460196924,90.0,26.0,64.0,7,1.639
pges-jc,hailfinder,hailfinder.xbif50004_,16,16,10,-1,39,-1.0580577542749272,-252840.8708104424,78.0,16.0,62.0,7,2.044
pges-jc,hailfinder,hailfinder.xbif50004_,16,16,15,-1,40,-1.0271544135813917,-252600.70335748658,80.0,20.0,60.0,5,2.117
pges-jc,hailfinder,hailfinder.xbif50004_,16,16,5,-1,47,-1.077337172926683,-252893.09005325858,94.0,26.0,68.0,7,2.014
pges-jc,hailfinder,hailfinder.xbif50004_,2,2,10,-1,46,-1.088305459218286,-252995.8502236217,92.0,24.0,68.0,7,3.354
