algorithm,network,bbdd,threads,threadsPGES,interleaving,seed,SHD,LL Score,BDeu Score,dfMM,dfMM plus,dfMM minus,Total iterations,Total time(s)
ges,alarm,alarm.xbif50001246_,1,0,0,-1,20,0.0,-57646.025030949604,46.0,12.0,34.0,1,1.2
ges,alarm,alarm.xbif50001_,1,0,0,-1,19,0.0,-56948.44074595535,48.0,14.0,34.0,1,1.289
ges,alarm,alarm.xbif50002_,1,0,0,-1,18,0.0,-56948.221681597155,44.0,14.0,30.0,1,1.976
ges,alarm,alarm.xbif50003_,1,0,0,-1,20,0.0,-56690.56612365421,46.0,12.0,34.0,1,0.938
ges,alarm,alarm.xbif50004_,1,0,0,-1,20,0.0,-57000.60159145457,48.0,14.0,34.0,1,1.431
ges,alarm,alarm.xbif50005_,1,0,0,-1,20,0.0,-57953.95701415306,46.0,10.0,36.0,1,1.198
ges,alarm,alarm.xbif50006_,1,0,0,-1,20,0.0,-57289.21987239774,46.0,10.0,36.0,1,0.878
ges,alarm,alarm.xbif50007_,1,0,0,-1,18,0.0,-56777.15209838276,42.0,12.0,30.0,1,1.235
ges,alarm,alarm.xbif50008_,1,0,0,-1,18,0.0,-57386.5217870146,44.0,14.0,30.0,1,1.072
ges,alarm,alarm.xbif50009_,1,0,0,-1,19,0.0,-57429.9778807875,46.0,14.0,32.0,1,0.905
ges,alarm,alarm.xbif_,1,0,0,-1,19,0.0,-57081.27661003619,46.0,14.0,32.0,1,0.928
pges,alarm,alarm.xbif50001246_,16,16,100,2,16,0.0,-57448.498941766666,38.0,8.0,30.0,4,1.205
pges,alarm,alarm.xbif50001246_,16,16,10,2,15,0.0,-57098.646039203595,38.0,10.0,28.0,5,1.22
pges,alarm,alarm.xbif50001246_,16,16,15,2,15,0.0,-57082.17763580125,38.0,10.0,28.0,5,1.167
pges,alarm,alarm.xbif50001246_,16,16,20,2,16,0.0,-57448.498941766666,38.0,8.0,30.0,4,1.166
pges,alarm,alarm.xbif50001246_,16,16,30,2,16,0.0,-57448.498941766666,38.0,8.0,30.0,4,1.195
pges,alarm,alarm.xbif50001246_,16,16,50,2,16,0.0,-57448.498941766666,38.0,8.0,30.0,4,1.24
pges,alarm,alarm.xbif50001246_,16,16,5,2,18,0.0,-57263.68951496836,44.0,10.0,34.0,6,1.319
pges,alarm,alarm.xbif50001246_,2,2,100,2,16,0.0,-57383.67950634251,38.0,8.0,30.0,3,4.277
pges,alarm,alarm.xbif50001246_,2,2,10,2,16,0.0,-57392.21572697487,38.0,8.0,30.0,4,3.041
pges,alarm,alarm.xbif50001246_,2,2,15,2,14,0.0,-57006.32627249852,34.0,6.0,28.0,3,2.861
pges,alarm,alarm.xbif50001246_,2,2,20,2,16,0.0,-57392.21572697487,38.0,8.0,30.0,3,4.363
pges,alarm,alarm.xbif50001246_,2,2,30,2,16,0.0,-57375.74732357252,38.0,8.0,30.0,3,4.235
pges,alarm,alarm.xbif50001246_,2,2,50,2,16,0.0,-57383.67950634251,38.0,8.0,30.0,3,4.254
pges,alarm,alarm.xbif50001246_,2,2,5,2,14,0.0,-57006.32627249852,34.0,6.0,28.0,6,2.915
pges,alarm,alarm.xbif50001246_,4,4,100,2,20,0.0,-57423.04529129917,48.0,14.0,34.0,4,1.366
pges,alarm,alarm.xbif50001246_,4,4,10,2,16,0.0,-57375.74732357252,38.0,8.0,30.0,4,1.306
pges,alarm,alarm.xbif50001246_,4,4,15,2,14,0.0,-57006.32627249852,34.0,6.0,28.0,4,1.318
pges,alarm,alarm.xbif50001246_,4,4,20,2,20,0.0,-57423.04529129917,48.0,14.0,34.0,4,1.232
pges,alarm,alarm.xbif50001246_,4,4,30,2,20,0.0,-57423.04529129917,48.0,14.0,34.0,4,1.207
pges,alarm,alarm.xbif50001246_,4,4,50,2,20,0.0,-57423.04529129917,48.0,14.0,34.0,4,1.57
pges,alarm,alarm.xbif50001246_,4,4,5,2,24,0.0,-57810.35561484163,60.0,24.0,36.0,6,1.641
pges,alarm,alarm.xbif50001246_,8,8,100,2,16,0.0,-57448.498941766666,38.0,8.0,30.0,4,1.156
pges,alarm,alarm.xbif50001246_,8,8,10,2,16,0.0,-57392.21572697487,38.0,8.0,30.0,4,0.967
pges,alarm,alarm.xbif50001246_,8,8,15,2,17,0.0,-57493.388722402044,42.0,12.0,30.0,3,0.994
pges,alarm,alarm.xbif50001246_,8,8,20,2,18,0.0,-57552.1005729563,44.0,14.0,30.0,4,1.368
pges,alarm,alarm.xbif50001246_,8,8,30,2,16,0.0,-57448.498941766666,38.0,8.0,30.0,4,1.175
pges,alarm,alarm.xbif50001246_,8,8,50,2,16,0.0,-57448.498941766666,38.0,8.0,30.0,4,1.095
pges,alarm,alarm.xbif50001246_,8,8,5,2,17,0.0,-57646.82840240414,40.0,10.0,30.0,5,1.129
pges,alarm,alarm.xbif50001_,16,16,100,2,19,0.0,-56817.81146803772,48.0,12.0,36.0,2,1.233
pges,alarm,alarm.xbif50001_,16,16,10,2,19,0.0,-56817.81146803772,48.0,12.0,36.0,3,1.236
pges,alarm,alarm.xbif50001_,16,16,15,2,19,0.0,-56817.81146803772,48.0,12.0,36.0,3,1.013
pges,alarm,alarm.xbif50001_,16,16,20,2,19,0.0,-56817.81146803772,48.0,12.0,36.0,2,1.035
pges,alarm,alarm.xbif50001_,16,16,30,2,19,0.0,-56817.81146803772,48.0,12.0,36.0,2,0.94
pges,alarm,alarm.xbif50001_,16,16,50,2,19,0.0,-56817.81146803772,48.0,12.0,36.0,2,1.15
pges,alarm,alarm.xbif50001_,16,16,5,2,20,0.0,-57114.36152365067,52.0,16.0,36.0,5,1.278
pges,alarm,alarm.xbif50001_,2,2,100,2,22,0.0,-56861.201542582916,56.0,18.0,38.0,3,3.145
pges,alarm,alarm.xbif50001_,2,2,10,2,18,0.0,-56808.29665761731,46.0,12.0,34.0,4,2.956
pges,alarm,alarm.xbif50001_,2,2,15,2,17,0.0,-56545.30789812547,44.0,12.0,32.0,3,3.374
pges,alarm,alarm.xbif50001_,2,2,20,2,16,0.0,-56405.16380978744,42.0,10.0,32.0,3,2.777
pges,alarm,alarm.xbif50001_,2,2,30,2,22,0.0,-56861.20154258291,56.0,18.0,38.0,4,3.062
pges,alarm,alarm.xbif50001_,2,2,50,2,22,0.0,-56861.201542582916,56.0,18.0,38.0,3,2.992
pges,alarm,alarm.xbif50001_,2,2,5,2,16,0.0,-56405.16380978744,42.0,10.0,32.0,7,3.339
pges,alarm,alarm.xbif50001_,4,4,100,2,22,0.0,-56861.201542582916,56.0,18.0,38.0,3,1.034
pges,alarm,alarm.xbif50001_,4,4,10,2,18,0.0,-56808.29665761733,48.0,14.0,34.0,4,1.318
pges,alarm,alarm.xbif50001_,4,4,15,2,16,0.0,-56405.16380978744,42.0,10.0,32.0,3,1.165
pges,alarm,alarm.xbif50001_,4,4,20,2,22,0.0,-56861.201542582916,56.0,18.0,38.0,3,1.453
pges,alarm,alarm.xbif50001_,4,4,30,2,22,0.0,-56861.201542582916,56.0,18.0,38.0,3,1.331
pges,alarm,alarm.xbif50001_,4,4,50,2,22,0.0,-56861.201542582916,56.0,18.0,38.0,3,1.455
pges,alarm,alarm.xbif50001_,4,4,5,2,17,0.0,-56612.05219575936,46.0,14.0,32.0,5,1.129
pges,alarm,alarm.xbif50001_,8,8,100,2,22,0.0,-56861.201542582916,56.0,18.0,38.0,3,1.054
pges,alarm,alarm.xbif50001_,8,8,10,2,22,0.0,-57124.16345737517,58.0,18.0,40.0,4,1.145
pges,alarm,alarm.xbif50001_,8,8,15,2,16,0.0,-56405.16380978744,42.0,10.0,32.0,3,1.119
pges,alarm,alarm.xbif50001_,8,8,20,2,22,0.0,-56861.201542582916,56.0,18.0,38.0,3,1.224
pges,alarm,alarm.xbif50001_,8,8,30,2,22,0.0,-56861.201542582916,56.0,18.0,38.0,3,1.088
pges,alarm,alarm.xbif50001_,8,8,50,2,22,0.0,-56861.201542582916,56.0,18.0,38.0,3,1.484
pges,alarm,alarm.xbif50001_,8,8,5,2,17,0.0,-56660.38541865725,46.0,14.0,32.0,5,1.079
pges,alarm,alarm.xbif50002_,16,16,100,2,17,0.0,-56773.01768565396,40.0,10.0,30.0,3,1.041
pges,alarm,alarm.xbif50002_,16,16,10,2,17,0.0,-56788.56904002903,40.0,10.0,30.0,3,1.122
pges,alarm,alarm.xbif50002_,16,16,15,2,17,0.0,-56773.01768565396,40.0,10.0,30.0,3,1.069
pges,alarm,alarm.xbif50002_,16,16,20,2,17,0.0,-56773.01768565396,40.0,10.0,30.0,3,1.205
pges,alarm,alarm.xbif50002_,16,16,30,2,17,0.0,-56773.01768565396,40.0,10.0,30.0,3,1.061
pges,alarm,alarm.xbif50002_,16,16,50,2,17,0.0,-56773.01768565396,40.0,10.0,30.0,3,1.094
pges,alarm,alarm.xbif50002_,16,16,5,2,24,0.0,-56948.034451651976,56.0,14.0,42.0,4,1.131
pges,alarm,alarm.xbif50002_,2,2,100,2,17,0.0,-56980.01281052067,40.0,8.0,32.0,5,3.082
pges,alarm,alarm.xbif50002_,2,2,10,2,15,0.0,-56577.165632427525,36.0,6.0,30.0,4,3.247
pges,alarm,alarm.xbif50002_,2,2,15,2,17,0.0,-56971.10039323076,40.0,8.0,32.0,4,3.217
pges,alarm,alarm.xbif50002_,2,2,20,2,17,0.0,-56971.10039323076,40.0,8.0,32.0,4,2.878
pges,alarm,alarm.xbif50002_,2,2,30,2,17,0.0,-56971.10039323076,40.0,8.0,32.0,4,2.792
pges,alarm,alarm.xbif50002_,2,2,50,2,17,0.0,-56980.01281052067,40.0,8.0,32.0,5,3.147
pges,alarm,alarm.xbif50002_,2,2,5,2,15,0.0,-56577.165632427525,36.0,6.0,30.0,6,3.221
pges,alarm,alarm.xbif50002_,4,4,100,2,22,0.0,-57021.47771985852,52.0,14.0,38.0,4,1.187
pges,alarm,alarm.xbif50002_,4,4,10,2,19,0.0,-56620.81555070047,44.0,10.0,34.0,4,1.378
pges,alarm,alarm.xbif50002_,4,4,15,2,21,0.0,-57037.23563864308,50.0,14.0,36.0,3,1.39
pges,alarm,alarm.xbif50002_,4,4,20,2,17,0.0,-57017.4405781997,42.0,10.0,32.0,4,1.432
pges,alarm,alarm.xbif50002_,4,4,30,2,22,0.0,-57021.47771985852,52.0,14.0,38.0,4,1.188
pges,alarm,alarm.xbif50002_,4,4,50,2,22,0.0,-57021.47771985852,52.0,14.0,38.0,4,1.462
pges,alarm,alarm.xbif50002_,4,4,5,2,18,0.0,-56840.052372432205,46.0,12.0,34.0,6,1.313
pges,alarm,alarm.xbif50002_,8,8,100,2,21,0.0,-57008.11137441855,50.0,14.0,36.0,4,1.184
pges,alarm,alarm.xbif50002_,8,8,10,2,19,0.0,-57028.727241952045,50.0,14.0,36.0,4,1.114
pges,alarm,alarm.xbif50002_,8,8,15,2,21,0.0,-56999.19895712864,50.0,14.0,36.0,4,1.122
pges,alarm,alarm.xbif50002_,8,8,20,2,21,0.0,-57008.11137441855,50.0,14.0,36.0,4,1.15
pges,alarm,alarm.xbif50002_,8,8,30,2,21,0.0,-57008.11137441855,50.0,14.0,36.0,4,1.303
pges,alarm,alarm.xbif50002_,8,8,50,2,21,0.0,-57008.11137441855,50.0,14.0,36.0,4,1.083
pges,alarm,alarm.xbif50002_,8,8,5,2,20,0.0,-57218.43577886037,50.0,14.0,36.0,4,1.067
pges,alarm,alarm.xbif50003_,16,16,100,2,17,0.0,-56441.90009166099,40.0,8.0,32.0,4,1.141
pges,alarm,alarm.xbif50003_,16,16,10,2,20,0.0,-56513.304276804694,46.0,12.0,34.0,4,1.09
pges,alarm,alarm.xbif50003_,16,16,15,2,17,0.0,-56441.90009166099,40.0,8.0,32.0,3,1.124
pges,alarm,alarm.xbif50003_,16,16,20,2,17,0.0,-56441.90009166099,40.0,8.0,32.0,4,1.101
pges,alarm,alarm.xbif50003_,16,16,30,2,17,0.0,-56441.90009166099,40.0,8.0,32.0,3,1.04
pges,alarm,alarm.xbif50003_,16,16,50,2,17,0.0,-56441.90009166099,40.0,8.0,32.0,4,1.166
pges,alarm,alarm.xbif50003_,16,16,5,2,26,0.0,-56843.81746655309,62.0,18.0,44.0,3,1.097
pges,alarm,alarm.xbif50003_,2,2,100,2,22,0.0,-56813.221024661834,52.0,14.0,38.0,4,2.52
pges,alarm,alarm.xbif50003_,2,2,10,2,18,0.0,-56751.6025819162,42.0,8.0,34.0,4,2.82
pges,alarm,alarm.xbif50003_,2,2,15,2,19,0.0,-56859.688408323345,44.0,10.0,34.0,4,3.078
pges,alarm,alarm.xbif50003_,2,2,20,2,20,0.0,-56948.800066323805,46.0,12.0,34.0,3,2.763
pges,alarm,alarm.xbif50003_,2,2,30,2,22,0.0,-56804.817813408925,52.0,14.0,38.0,4,2.481
pges,alarm,alarm.xbif50003_,2,2,50,2,22,0.0,-56813.221024661834,52.0,14.0,38.0,4,2.417
pges,alarm,alarm.xbif50003_,2,2,5,2,18,0.0,-56751.6025819162,42.0,8.0,34.0,6,3.042
pges,alarm,alarm.xbif50003_,4,4,100,2,22,0.0,-56813.221024661834,52.0,14.0,38.0,4,1.308
pges,alarm,alarm.xbif50003_,4,4,10,2,22,0.0,-56804.817813408925,52.0,14.0,38.0,4,1.231
pges,alarm,alarm.xbif50003_,4,4,15,2,22,0.0,-56811.23821216286,52.0,14.0,38.0,3,0.985
pges,alarm,alarm.xbif50003_,4,4,20,2,22,0.0,-56804.817813408925,52.0,14.0,38.0,4,1.35
pges,alarm,alarm.xbif50003_,4,4,30,2,22,0.0,-56813.221024661834,52.0,14.0,38.0,4,1.165
pges,alarm,alarm.xbif50003_,4,4,50,2,22,0.0,-56813.221024661834,52.0,14.0,38.0,4,1.455
pges,alarm,alarm.xbif50003_,4,4,5,2,17,0.0,-56565.97748566351,38.0,6.0,32.0,6,1.223
pges,alarm,alarm.xbif50003_,8,8,100,2,23,0.0,-57469.466240151836,56.0,12.0,44.0,3,1.181
pges,alarm,alarm.xbif50003_,8,8,10,2,22,0.0,-56786.8271237708,52.0,14.0,38.0,3,1.042
pges,alarm,alarm.xbif50003_,8,8,15,2,22,0.0,-56813.221024661834,52.0,14.0,38.0,4,1.085
pges,alarm,alarm.xbif50003_,8,8,20,2,20,0.0,-56977.587688828426,46.0,10.0,36.0,3,1.097
pges,alarm,alarm.xbif50003_,8,8,30,2,23,0.0,-57469.466240151836,56.0,12.0,44.0,3,1.33
pges,alarm,alarm.xbif50003_,8,8,50,2,23,0.0,-57469.466240151836,56.0,12.0,44.0,3,1.192
pges,alarm,alarm.xbif50003_,8,8,5,2,18,0.0,-56824.5893223896,42.0,8.0,34.0,4,1.162
pges,alarm,alarm.xbif50004_,16,16,100,2,17,0.0,-56769.39058920225,42.0,10.0,32.0,3,0.991
pges,alarm,alarm.xbif50004_,16,16,10,2,18,0.0,-56777.71950290815,42.0,8.0,34.0,4,1.11
pges,alarm,alarm.xbif50004_,16,16,15,2,17,0.0,-56769.39058920225,42.0,10.0,32.0,3,1.316
pges,alarm,alarm.xbif50004_,16,16,20,2,17,0.0,-56769.39058920225,42.0,10.0,32.0,3,1.398
pges,alarm,alarm.xbif50004_,16,16,30,2,17,0.0,-56769.39058920225,42.0,10.0,32.0,3,1.556
pges,alarm,alarm.xbif50004_,16,16,50,2,17,0.0,-56769.39058920225,42.0,10.0,32.0,4,1.456
pges,alarm,alarm.xbif50004_,16,16,5,2,24,0.0,-57016.79748055222,52.0,12.0,40.0,4,1.357
pges,alarm,alarm.xbif50004_,2,2,100,2,22,0.0,-57142.552525118386,52.0,14.0,38.0,4,3.755
pges,alarm,alarm.xbif50004_,2,2,10,2,25,0.0,-57592.92628362419,54.0,12.0,42.0,4,4.548
pges,alarm,alarm.xbif50004_,2,2,15,2,16,0.0,-56693.79941052756,38.0,6.0,32.0,3,4.247
pges,alarm,alarm.xbif50004_,2,2,20,2,31,0.0,-57997.78998253,66.0,16.0,50.0,3,4.442
pges,alarm,alarm.xbif50004_,2,2,30,2,23,0.0,-57159.58356355988,50.0,12.0,38.0,3,3.361
pges,alarm,alarm.xbif50004_,2,2,50,2,22,0.0,-57142.552525118386,52.0,14.0,38.0,4,3.609
pges,alarm,alarm.xbif50004_,2,2,5,2,16,0.0,-56693.79941052756,38.0,6.0,32.0,6,4.56
pges,alarm,alarm.xbif50004_,4,4,100,2,20,0.0,-57541.62166343011,48.0,10.0,38.0,4,1.444
pges,alarm,alarm.xbif50004_,4,4,10,2,23,0.0,-57159.58356355988,50.0,12.0,38.0,4,1.352
pges,alarm,alarm.xbif50004_,4,4,15,2,20,0.0,-56766.165900951266,46.0,10.0,36.0,3,1.111
pges,alarm,alarm.xbif50004_,4,4,20,2,20,0.0,-57541.62166343011,48.0,10.0,38.0,4,1.804
pges,alarm,alarm.xbif50004_,4,4,30,2,20,0.0,-57541.62166343011,48.0,10.0,38.0,4,1.256
pges,alarm,alarm.xbif50004_,4,4,50,2,20,0.0,-57541.62166343011,48.0,10.0,38.0,4,1.46
pges,alarm,alarm.xbif50004_,4,4,5,2,17,0.0,-56879.421981770356,40.0,8.0,32.0,5,1.512
pges,alarm,alarm.xbif50004_,8,8,100,2,22,0.0,-57175.98675598975,52.0,14.0,38.0,4,1.392
pges,alarm,alarm.xbif50004_,8,8,10,2,23,0.0,-57176.58175487393,50.0,12.0,38.0,3,1.197
pges,alarm,alarm.xbif50004_,8,8,15,2,21,0.0,-57597.387410021576,50.0,10.0,40.0,4,1.412
pges,alarm,alarm.xbif50004_,8,8,20,2,22,0.0,-57175.98675598975,52.0,14.0,38.0,4,1.49
pges,alarm,alarm.xbif50004_,8,8,30,2,22,0.0,-57175.98675598975,52.0,14.0,38.0,4,1.111
pges,alarm,alarm.xbif50004_,8,8,50,2,22,0.0,-57175.98675598975,52.0,14.0,38.0,4,1.426
pges,alarm,alarm.xbif50004_,8,8,5,2,17,0.0,-56879.421981770356,40.0,8.0,32.0,4,1.036
pges,alarm,alarm.xbif50005_,16,16,100,2,16,0.0,-57369.38632332307,40.0,10.0,30.0,4,1.141
pges,alarm,alarm.xbif50005_,16,16,10,2,16,0.0,-57369.386323323066,40.0,10.0,30.0,4,1.399
pges,alarm,alarm.xbif50005_,16,16,15,2,16,0.0,-57369.38632332307,40.0,10.0,30.0,3,1.049
pges,alarm,alarm.xbif50005_,16,16,20,2,16,0.0,-57369.38632332307,40.0,10.0,30.0,3,1.296
pges,alarm,alarm.xbif50005_,16,16,30,2,16,0.0,-57369.38632332307,40.0,10.0,30.0,3,1.261
pges,alarm,alarm.xbif50005_,16,16,50,2,16,0.0,-57369.38632332307,40.0,10.0,30.0,3,1.189
pges,alarm,alarm.xbif50005_,16,16,5,2,28,0.0,-58030.24918267759,62.0,20.0,42.0,4,1.465
pges,alarm,alarm.xbif50005_,2,2,100,2,17,0.0,-57702.44938031904,40.0,8.0,32.0,4,3.573
pges,alarm,alarm.xbif50005_,2,2,10,2,15,0.0,-57291.64077531553,36.0,6.0,30.0,4,3.379
pges,alarm,alarm.xbif50005_,2,2,15,2,18,0.0,-57819.99462423389,42.0,10.0,32.0,4,2.544
pges,alarm,alarm.xbif50005_,2,2,20,2,17,0.0,-57693.899117160116,40.0,8.0,32.0,3,3.357
pges,alarm,alarm.xbif50005_,2,2,30,2,17,0.0,-57693.899117160116,40.0,8.0,32.0,4,3.301
pges,alarm,alarm.xbif50005_,2,2,50,2,17,0.0,-57702.44938031904,40.0,8.0,32.0,4,3.734
pges,alarm,alarm.xbif50005_,2,2,5,2,15,0.0,-57291.64077531553,36.0,6.0,30.0,6,3.368
pges,alarm,alarm.xbif50005_,4,4,100,2,19,0.0,-58119.64376951312,44.0,8.0,36.0,5,1.329
pges,alarm,alarm.xbif50005_,4,4,10,2,17,0.0,-57704.95122304231,42.0,10.0,32.0,4,1.37
pges,alarm,alarm.xbif50005_,4,4,15,2,19,0.0,-57891.650102109095,44.0,12.0,32.0,4,1.172
pges,alarm,alarm.xbif50005_,4,4,20,2,18,0.0,-57803.67733186407,42.0,10.0,32.0,4,1.304
pges,alarm,alarm.xbif50005_,4,4,30,2,19,0.0,-58119.64376951312,44.0,8.0,36.0,5,1.874
pges,alarm,alarm.xbif50005_,4,4,50,2,19,0.0,-58119.64376951312,44.0,8.0,36.0,5,1.432
pges,alarm,alarm.xbif50005_,4,4,5,2,18,0.0,-57819.99462423389,42.0,10.0,32.0,5,1.28
pges,alarm,alarm.xbif50005_,8,8,100,2,17,0.0,-57766.604557231054,40.0,8.0,32.0,2,0.991
pges,alarm,alarm.xbif50005_,8,8,10,2,17,0.0,-57782.921849600876,40.0,8.0,32.0,3,0.984
pges,alarm,alarm.xbif50005_,8,8,15,2,17,0.0,-57766.604557231054,40.0,8.0,32.0,3,1.086
pges,alarm,alarm.xbif50005_,8,8,20,2,17,0.0,-57766.604557231054,40.0,8.0,32.0,3,1.238
pges,alarm,alarm.xbif50005_,8,8,30,2,17,0.0,-57766.604557231054,40.0,8.0,32.0,2,1.322
pges,alarm,alarm.xbif50005_,8,8,50,2,17,0.0,-57766.604557231054,40.0,8.0,32.0,2,0.944
pges,alarm,alarm.xbif50005_,8,8,5,2,18,0.0,-57956.75620096371,42.0,10.0,32.0,7,1.295
pges,alarm,alarm.xbif50006_,16,16,100,2,16,0.0,-56775.96082586212,40.0,10.0,30.0,3,1.211
pges,alarm,alarm.xbif50006_,16,16,10,2,24,0.0,-57462.44949410636,56.0,22.0,34.0,3,1.12
pges,alarm,alarm.xbif50006_,16,16,15,2,21,0.0,-57826.73086989933,52.0,14.0,38.0,2,1.084
pges,alarm,alarm.xbif50006_,16,16,20,2,16,0.0,-56775.96082586212,40.0,10.0,30.0,3,1.072
pges,alarm,alarm.xbif50006_,16,16,30,2,16,0.0,-56775.96082586212,40.0,10.0,30.0,3,1.254
pges,alarm,alarm.xbif50006_,16,16,50,2,16,0.0,-56775.96082586212,40.0,10.0,30.0,3,1.056
pges,alarm,alarm.xbif50006_,16,16,5,2,25,0.0,-57920.31648884034,58.0,16.0,42.0,5,1.253
pges,alarm,alarm.xbif50006_,2,2,100,2,17,0.0,-57121.922065114,40.0,8.0,32.0,2,3.231
pges,alarm,alarm.xbif50006_,2,2,10,2,16,0.0,-56880.5773185808,36.0,6.0,30.0,5,2.986
pges,alarm,alarm.xbif50006_,2,2,15,2,18,0.0,-57206.98031744199,42.0,10.0,32.0,4,2.855
pges,alarm,alarm.xbif50006_,2,2,20,2,16,0.0,-56829.277243792785,36.0,6.0,30.0,3,2.75
pges,alarm,alarm.xbif50006_,2,2,30,2,19,0.0,-57251.1055354964,44.0,12.0,32.0,3,2.492
pges,alarm,alarm.xbif50006_,2,2,50,2,17,0.0,-57121.922065114,40.0,8.0,32.0,2,2.364
pges,alarm,alarm.xbif50006_,2,2,5,2,15,0.0,-56729.9146116714,34.0,4.0,30.0,7,2.994
pges,alarm,alarm.xbif50006_,4,4,100,2,18,0.0,-57096.97273052351,44.0,10.0,34.0,4,1.42
pges,alarm,alarm.xbif50006_,4,4,10,2,21,0.0,-57134.71587690218,50.0,14.0,36.0,4,1.068
pges,alarm,alarm.xbif50006_,4,4,15,2,19,0.0,-56748.20799192069,44.0,10.0,34.0,3,1.032
pges,alarm,alarm.xbif50006_,4,4,20,2,17,0.0,-57103.07177556095,42.0,10.0,32.0,4,1.339
pges,alarm,alarm.xbif50006_,4,4,30,2,18,0.0,-57096.97273052351,44.0,10.0,34.0,4,1.408
pges,alarm,alarm.xbif50006_,4,4,50,2,18,0.0,-57096.97273052351,44.0,10.0,34.0,4,1.546
pges,alarm,alarm.xbif50006_,4,4,5,2,16,0.0,-56876.94481817382,38.0,8.0,30.0,5,1.254
pges,alarm,alarm.xbif50006_,8,8,100,2,22,0.0,-57143.500092809765,52.0,14.0,38.0,4,1.113
pges,alarm,alarm.xbif50006_,8,8,10,2,22,0.0,-57451.65595736024,52.0,12.0,40.0,7,1.246
pges,alarm,alarm.xbif50006_,8,8,15,2,15,0.0,-56738.013323044135,36.0,6.0,30.0,5,1.061
pges,alarm,alarm.xbif50006_,8,8,20,2,22,0.0,-57103.200370792016,52.0,14.0,38.0,4,1.17
pges,alarm,alarm.xbif50006_,8,8,30,2,22,0.0,-57143.500092809765,52.0,14.0,38.0,4,1.354
pges,alarm,alarm.xbif50006_,8,8,50,2,22,0.0,-57143.500092809765,52.0,14.0,38.0,4,1.751
pges,alarm,alarm.xbif50006_,8,8,5,2,16,0.0,-56889.58943930621,38.0,8.0,30.0,6,1.338
pges,alarm,alarm.xbif50007_,16,16,100,2,16,0.0,-56878.267173501044,38.0,8.0,30.0,3,1.272
pges,alarm,alarm.xbif50007_,16,16,10,2,16,0.0,-56878.267173501044,38.0,8.0,30.0,3,1.188
pges,alarm,alarm.xbif50007_,16,16,15,2,16,0.0,-56878.267173501044,38.0,8.0,30.0,3,1.017
pges,alarm,alarm.xbif50007_,16,16,20,2,16,0.0,-56878.267173501044,38.0,8.0,30.0,3,1.068
pges,alarm,alarm.xbif50007_,16,16,30,2,16,0.0,-56878.267173501044,38.0,8.0,30.0,3,1.105
pges,alarm,alarm.xbif50007_,16,16,50,2,16,0.0,-56878.267173501044,38.0,8.0,30.0,3,1.009
pges,alarm,alarm.xbif50007_,16,16,5,2,24,0.0,-57419.740996608445,58.0,20.0,38.0,6,1.386
pges,alarm,alarm.xbif50007_,2,2,100,2,15,0.0,-56505.10342349554,34.0,4.0,30.0,5,3.666
pges,alarm,alarm.xbif50007_,2,2,10,2,15,0.0,-56531.507221655775,36.0,8.0,28.0,5,3.295
pges,alarm,alarm.xbif50007_,2,2,15,2,15,0.0,-56515.69031396767,36.0,8.0,28.0,4,3.587
pges,alarm,alarm.xbif50007_,2,2,20,2,15,0.0,-56515.69031396767,36.0,8.0,28.0,4,3.521
pges,alarm,alarm.xbif50007_,2,2,30,2,14,0.0,-56521.01329270627,32.0,4.0,28.0,3,3.525
pges,alarm,alarm.xbif50007_,2,2,50,2,15,0.0,-56505.10342349554,34.0,4.0,30.0,5,3.949
pges,alarm,alarm.xbif50007_,2,2,5,2,14,0.0,-56409.3481134138,32.0,4.0,28.0,7,3.225
pges,alarm,alarm.xbif50007_,4,4,100,2,22,0.0,-56917.079063339595,52.0,14.0,38.0,4,1.803
pges,alarm,alarm.xbif50007_,4,4,10,2,17,0.0,-56883.92683765529,38.0,8.0,30.0,4,1.415
pges,alarm,alarm.xbif50007_,4,4,15,2,18,0.0,-56955.351093690755,40.0,10.0,30.0,3,1.167
pges,alarm,alarm.xbif50007_,4,4,20,2,21,0.0,-56912.18042078371,50.0,14.0,36.0,4,1.289
pges,alarm,alarm.xbif50007_,4,4,30,2,22,0.0,-56917.079063339595,52.0,14.0,38.0,4,1.595
pges,alarm,alarm.xbif50007_,4,4,50,2,22,0.0,-56917.079063339595,52.0,14.0,38.0,4,1.352
pges,alarm,alarm.xbif50007_,4,4,5,2,21,0.0,-56870.50233655848,50.0,14.0,36.0,6,1.29
pges,alarm,alarm.xbif50007_,8,8,100,2,22,0.0,-56917.079063339595,52.0,14.0,38.0,4,1.147
pges,alarm,alarm.xbif50007_,8,8,10,2,22,0.0,-57225.12337659977,50.0,12.0,38.0,5,1.415
pges,alarm,alarm.xbif50007_,8,8,15,2,18,0.0,-56955.351093690755,40.0,10.0,30.0,3,0.935
pges,alarm,alarm.xbif50007_,8,8,20,2,21,0.0,-56912.18042078371,50.0,14.0,36.0,4,1.061
pges,alarm,alarm.xbif50007_,8,8,30,2,22,0.0,-56917.079063339595,52.0,14.0,38.0,4,1.162
pges,alarm,alarm.xbif50007_,8,8,50,2,22,0.0,-56917.079063339595,52.0,14.0,38.0,4,1.131
pges,alarm,alarm.xbif50007_,8,8,5,2,21,0.0,-56921.42045068307,50.0,14.0,36.0,5,1.243
