algorithm,network,bbdd,threads,threadsPGES,interleaving,seed,SHD,LL Score,BDeu Score,dfMM,dfMM plus,dfMM minus,Total iterations,Total time(s)
pges,andes,andes.xbif50003_,16,8,5,2,169,0.0,-474163.62994733884,366.0,22.0,344.0,11,12.804
pges,andes,andes.xbif50003_,2,16,100,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,26.6
pges,andes,andes.xbif50003_,2,16,10,2,167,0.0,-474033.928032086,360.0,14.0,346.0,6,31.761
pges,andes,andes.xbif50003_,2,16,15,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,5,30.576
pges,andes,andes.xbif50003_,2,16,20,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,5,30.335
pges,andes,andes.xbif50003_,2,16,30,2,169,0.0,-474048.9083872364,364.0,14.0,350.0,4,28.262
pges,andes,andes.xbif50003_,2,16,50,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,29.937
pges,andes,andes.xbif50003_,2,16,5,2,167,0.0,-474079.7298008909,360.0,14.0,346.0,9,46.03
pges,andes,andes.xbif50003_,2,2,100,2,163,0.0,-473927.238642,352.0,12.0,340.0,5,33.863
pges,andes,andes.xbif50003_,2,2,10,2,163,0.0,-473927.238642,352.0,12.0,340.0,18,38.007
pges,andes,andes.xbif50003_,2,2,15,2,163,0.0,-473927.238642,352.0,12.0,340.0,13,36.697
pges,andes,andes.xbif50003_,2,2,20,2,163,0.0,-473927.238642,352.0,12.0,340.0,11,36.953
pges,andes,andes.xbif50003_,2,2,30,2,163,0.0,-473927.238642,352.0,12.0,340.0,8,36.391
pges,andes,andes.xbif50003_,2,2,50,2,163,0.0,-474019.3036879386,352.0,12.0,340.0,6,34.949
pges,andes,andes.xbif50003_,2,2,5,2,163,0.0,-473945.6939656038,352.0,12.0,340.0,33,34.989
pges,andes,andes.xbif50003_,2,4,100,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,25.302
pges,andes,andes.xbif50003_,2,4,10,2,163,0.0,-473927.238642,352.0,12.0,340.0,12,29.75
pges,andes,andes.xbif50003_,2,4,15,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,8,27.37
pges,andes,andes.xbif50003_,2,4,20,2,163,0.0,-473927.238642,352.0,12.0,340.0,8,27.713
pges,andes,andes.xbif50003_,2,4,30,2,163,0.0,-473927.238642,352.0,12.0,340.0,7,26.911
pges,andes,andes.xbif50003_,2,4,50,2,163,0.0,-473927.238642,352.0,12.0,340.0,6,27.417
pges,andes,andes.xbif50003_,2,4,5,2,163,0.0,-473927.238642,352.0,12.0,340.0,19,32.42
pges,andes,andes.xbif50003_,2,8,100,2,171,0.0,-473954.077841165,368.0,18.0,350.0,4,25.736
pges,andes,andes.xbif50003_,2,8,10,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,8,29.899
pges,andes,andes.xbif50003_,2,8,15,2,168,0.0,-474045.1897069862,362.0,18.0,344.0,5,26.348
pges,andes,andes.xbif50003_,2,8,20,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,6,28.624
pges,andes,andes.xbif50003_,2,8,30,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,24.002
pges,andes,andes.xbif50003_,2,8,50,2,171,0.0,-473954.077841165,368.0,18.0,350.0,4,25.424
pges,andes,andes.xbif50003_,2,8,5,2,169,0.0,-474163.62994733884,366.0,22.0,344.0,11,32.442
pges,andes,andes.xbif50003_,4,16,100,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,20.973
pges,andes,andes.xbif50003_,4,16,10,2,167,0.0,-474033.928032086,360.0,14.0,346.0,6,20.134
pges,andes,andes.xbif50003_,4,16,15,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,5,18.292
pges,andes,andes.xbif50003_,4,16,20,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,5,18.637
pges,andes,andes.xbif50003_,4,16,30,2,169,0.0,-474048.9083872364,364.0,14.0,350.0,4,15.877
pges,andes,andes.xbif50003_,4,16,50,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,18.699
pges,andes,andes.xbif50003_,4,16,5,2,167,0.0,-474079.7298008909,360.0,14.0,346.0,9,27.763
pges,andes,andes.xbif50003_,4,2,100,2,163,0.0,-473927.238642,352.0,12.0,340.0,5,14.871
pges,andes,andes.xbif50003_,4,2,10,2,163,0.0,-473927.238642,352.0,12.0,340.0,18,19.398
pges,andes,andes.xbif50003_,4,2,15,2,163,0.0,-473927.238642,352.0,12.0,340.0,13,19.444
pges,andes,andes.xbif50003_,4,2,20,2,163,0.0,-473927.238642,352.0,12.0,340.0,11,20.318
pges,andes,andes.xbif50003_,4,2,30,2,163,0.0,-473927.238642,352.0,12.0,340.0,8,13.129
pges,andes,andes.xbif50003_,4,2,50,2,163,0.0,-474019.3036879386,352.0,12.0,340.0,6,15.276
pges,andes,andes.xbif50003_,4,2,5,2,163,0.0,-473945.6939656038,352.0,12.0,340.0,33,22.646
pges,andes,andes.xbif50003_,4,4,100,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,17.08
pges,andes,andes.xbif50003_,4,4,10,2,163,0.0,-473927.238642,352.0,12.0,340.0,12,15.56
pges,andes,andes.xbif50003_,4,4,15,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,8,14.242
pges,andes,andes.xbif50003_,4,4,20,2,163,0.0,-473927.238642,352.0,12.0,340.0,8,14.913
pges,andes,andes.xbif50003_,4,4,30,2,163,0.0,-473927.238642,352.0,12.0,340.0,7,15.73
pges,andes,andes.xbif50003_,4,4,50,2,163,0.0,-473927.238642,352.0,12.0,340.0,6,12.127
pges,andes,andes.xbif50003_,4,4,5,2,163,0.0,-473927.238642,352.0,12.0,340.0,19,25.045
pges,andes,andes.xbif50003_,4,8,100,2,171,0.0,-473954.077841165,368.0,18.0,350.0,4,14.958
pges,andes,andes.xbif50003_,4,8,10,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,8,16.584
pges,andes,andes.xbif50003_,4,8,15,2,168,0.0,-474045.1897069862,362.0,18.0,344.0,5,16.765
pges,andes,andes.xbif50003_,4,8,20,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,6,21.16
pges,andes,andes.xbif50003_,4,8,30,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,13.424
pges,andes,andes.xbif50003_,4,8,50,2,171,0.0,-473954.077841165,368.0,18.0,350.0,4,14.073
pges,andes,andes.xbif50003_,4,8,5,2,169,0.0,-474163.62994733884,366.0,22.0,344.0,11,26.704
pges,andes,andes.xbif50003_,8,16,100,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,12.736
pges,andes,andes.xbif50003_,8,16,10,2,167,0.0,-474033.928032086,360.0,14.0,346.0,6,15.328
pges,andes,andes.xbif50003_,8,16,15,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,5,14.344
pges,andes,andes.xbif50003_,8,16,20,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,5,13.951
pges,andes,andes.xbif50003_,8,16,30,2,169,0.0,-474048.9083872364,364.0,14.0,350.0,4,12.801
pges,andes,andes.xbif50003_,8,16,50,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,13.452
pges,andes,andes.xbif50003_,8,16,5,2,167,0.0,-474079.7298008909,360.0,14.0,346.0,9,20.18
pges,andes,andes.xbif50003_,8,2,100,2,163,0.0,-473927.238642,352.0,12.0,340.0,5,12.219
pges,andes,andes.xbif50003_,8,2,10,2,163,0.0,-473927.238642,352.0,12.0,340.0,18,14.66
pges,andes,andes.xbif50003_,8,2,15,2,163,0.0,-473927.238642,352.0,12.0,340.0,13,13.024
pges,andes,andes.xbif50003_,8,2,20,2,163,0.0,-473927.238642,352.0,12.0,340.0,11,12.948
pges,andes,andes.xbif50003_,8,2,30,2,163,0.0,-473927.238642,352.0,12.0,340.0,8,14.103
pges,andes,andes.xbif50003_,8,2,50,2,163,0.0,-474019.3036879386,352.0,12.0,340.0,6,11.286
pges,andes,andes.xbif50003_,8,2,5,2,163,0.0,-473945.6939656038,352.0,12.0,340.0,33,15.451
pges,andes,andes.xbif50003_,8,4,100,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,9.908
pges,andes,andes.xbif50003_,8,4,10,2,163,0.0,-473927.238642,352.0,12.0,340.0,12,13.568
pges,andes,andes.xbif50003_,8,4,15,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,8,10.291
pges,andes,andes.xbif50003_,8,4,20,2,163,0.0,-473927.238642,352.0,12.0,340.0,8,11.396
pges,andes,andes.xbif50003_,8,4,30,2,163,0.0,-473927.238642,352.0,12.0,340.0,7,10.269
pges,andes,andes.xbif50003_,8,4,50,2,163,0.0,-473927.238642,352.0,12.0,340.0,6,10.084
pges,andes,andes.xbif50003_,8,4,5,2,163,0.0,-473927.238642,352.0,12.0,340.0,19,13.293
pges,andes,andes.xbif50003_,8,8,100,2,171,0.0,-473954.077841165,368.0,18.0,350.0,4,10.547
pges,andes,andes.xbif50003_,8,8,10,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,8,12.068
pges,andes,andes.xbif50003_,8,8,15,2,168,0.0,-474045.1897069862,362.0,18.0,344.0,5,10.907
pges,andes,andes.xbif50003_,8,8,20,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,6,11.682
pges,andes,andes.xbif50003_,8,8,30,2,165,0.0,-473942.2189971504,356.0,12.0,344.0,4,9.285
pges,andes,andes.xbif50003_,8,8,50,2,171,0.0,-473954.077841165,368.0,18.0,350.0,4,9.988
pges,andes,andes.xbif50003_,8,8,5,2,169,0.0,-474163.62994733884,366.0,22.0,344.0,11,15.62
pges,andes,andes.xbif50004_,16,16,100,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,5,15.621
pges,andes,andes.xbif50004_,16,16,10,2,157,0.0,-474128.433885578,338.0,20.0,318.0,6,15.291
pges,andes,andes.xbif50004_,16,16,15,2,164,0.0,-474186.5599571149,350.0,24.0,326.0,6,16.077
pges,andes,andes.xbif50004_,16,16,20,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,6,16.4
pges,andes,andes.xbif50004_,16,16,30,2,159,0.0,-474020.59309230343,342.0,12.0,330.0,6,16.854
pges,andes,andes.xbif50004_,16,16,50,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,4,12.858
pges,andes,andes.xbif50004_,16,16,5,2,164,0.0,-474186.5599571148,350.0,24.0,326.0,8,17.269
pges,andes,andes.xbif50004_,16,2,100,2,155,0.0,-474023.4073455693,332.0,12.0,320.0,6,11.035
pges,andes,andes.xbif50004_,16,2,10,2,155,0.0,-474053.57141937636,332.0,12.0,320.0,20,15.116
pges,andes,andes.xbif50004_,16,2,15,2,155,0.0,-474053.0282519268,332.0,12.0,320.0,14,12.969
pges,andes,andes.xbif50004_,16,2,20,2,155,0.0,-474033.30924045324,332.0,12.0,320.0,12,12.728
pges,andes,andes.xbif50004_,16,2,30,2,155,0.0,-474023.40734556917,332.0,12.0,320.0,10,12.732
pges,andes,andes.xbif50004_,16,2,50,2,155,0.0,-474023.40734556917,332.0,12.0,320.0,8,12.034
pges,andes,andes.xbif50004_,16,2,5,2,156,0.0,-474162.09830361226,334.0,16.0,318.0,34,16.562
pges,andes,andes.xbif50004_,16,4,100,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,10.745
pges,andes,andes.xbif50004_,16,4,10,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,12,12.201
pges,andes,andes.xbif50004_,16,4,15,2,155,0.0,-474024.6147748018,332.0,12.0,320.0,10,11.927
pges,andes,andes.xbif50004_,16,4,20,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,8,11.193
pges,andes,andes.xbif50004_,16,4,30,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,7,11.163
pges,andes,andes.xbif50004_,16,4,50,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,10.726
pges,andes,andes.xbif50004_,16,4,5,2,155,0.0,-474053.234091578,332.0,12.0,320.0,19,13.301
pges,andes,andes.xbif50004_,16,8,100,2,161,0.0,-474037.92073616927,344.0,18.0,326.0,5,11.415
pges,andes,andes.xbif50004_,16,8,10,2,163,0.0,-474072.6953819149,348.0,20.0,328.0,8,12.836
pges,andes,andes.xbif50004_,16,8,15,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,7,11.744
pges,andes,andes.xbif50004_,16,8,20,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,11.485
pges,andes,andes.xbif50004_,16,8,30,2,155,0.0,-474024.6987174949,332.0,12.0,320.0,6,11.992
pges,andes,andes.xbif50004_,16,8,50,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,5,10.689
pges,andes,andes.xbif50004_,16,8,5,2,173,0.0,-474127.34344079363,372.0,20.0,352.0,10,13.638
pges,andes,andes.xbif50004_,2,16,100,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,5,30.196
pges,andes,andes.xbif50004_,2,16,10,2,157,0.0,-474128.433885578,338.0,20.0,318.0,6,30.707
pges,andes,andes.xbif50004_,2,16,15,2,164,0.0,-474186.5599571149,350.0,24.0,326.0,6,32.233
pges,andes,andes.xbif50004_,2,16,20,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,6,31.235
pges,andes,andes.xbif50004_,2,16,30,2,159,0.0,-474020.59309230343,342.0,12.0,330.0,6,31.849
pges,andes,andes.xbif50004_,2,16,50,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,4,27.264
pges,andes,andes.xbif50004_,2,16,5,2,164,0.0,-474186.5599571148,350.0,24.0,326.0,8,32.312
pges,andes,andes.xbif50004_,2,2,100,2,155,0.0,-474023.4073455693,332.0,12.0,320.0,6,26.244
pges,andes,andes.xbif50004_,2,2,10,2,155,0.0,-474053.57141937636,332.0,12.0,320.0,20,33.891
pges,andes,andes.xbif50004_,2,2,15,2,155,0.0,-474053.0282519268,332.0,12.0,320.0,14,31.546
pges,andes,andes.xbif50004_,2,2,20,2,155,0.0,-474033.30924045324,332.0,12.0,320.0,12,30.635
pges,andes,andes.xbif50004_,2,2,30,2,155,0.0,-474023.40734556917,332.0,12.0,320.0,10,27.494
pges,andes,andes.xbif50004_,2,2,50,2,155,0.0,-474023.40734556917,332.0,12.0,320.0,8,27.385
pges,andes,andes.xbif50004_,2,2,5,2,156,0.0,-474162.09830361226,334.0,16.0,318.0,34,39.645
pges,andes,andes.xbif50004_,2,4,100,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,25.03
pges,andes,andes.xbif50004_,2,4,10,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,12,28.343
pges,andes,andes.xbif50004_,2,4,15,2,155,0.0,-474024.6147748018,332.0,12.0,320.0,10,27.875
pges,andes,andes.xbif50004_,2,4,20,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,8,26.589
pges,andes,andes.xbif50004_,2,4,30,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,7,25.764
pges,andes,andes.xbif50004_,2,4,50,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,24.888
pges,andes,andes.xbif50004_,2,4,5,2,155,0.0,-474053.234091578,332.0,12.0,320.0,19,31.948
pges,andes,andes.xbif50004_,2,8,100,2,161,0.0,-474037.92073616927,344.0,18.0,326.0,5,25.172
pges,andes,andes.xbif50004_,2,8,10,2,163,0.0,-474072.6953819149,348.0,20.0,328.0,8,26.503
pges,andes,andes.xbif50004_,2,8,15,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,7,27.201
pges,andes,andes.xbif50004_,2,8,20,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,26.688
pges,andes,andes.xbif50004_,2,8,30,2,155,0.0,-474024.6987174949,332.0,12.0,320.0,6,27.697
pges,andes,andes.xbif50004_,2,8,50,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,5,23.749
pges,andes,andes.xbif50004_,2,8,5,2,173,0.0,-474127.34344079363,372.0,20.0,352.0,10,26.602
pges,andes,andes.xbif50004_,4,16,100,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,5,19.693
pges,andes,andes.xbif50004_,4,16,10,2,157,0.0,-474128.433885578,338.0,20.0,318.0,6,31.792
pges,andes,andes.xbif50004_,4,16,15,2,164,0.0,-474186.5599571149,350.0,24.0,326.0,6,21.999
pges,andes,andes.xbif50004_,4,16,20,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,6,21.331
pges,andes,andes.xbif50004_,4,16,30,2,159,0.0,-474020.59309230343,342.0,12.0,330.0,6,44.708
pges,andes,andes.xbif50004_,4,16,50,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,4,17.811
pges,andes,andes.xbif50004_,4,16,5,2,164,0.0,-474186.5599571148,350.0,24.0,326.0,8,23.915
pges,andes,andes.xbif50004_,4,2,100,2,155,0.0,-474023.4073455693,332.0,12.0,320.0,6,20.761
pges,andes,andes.xbif50004_,4,2,10,2,155,0.0,-474053.57141937636,332.0,12.0,320.0,20,17.768
pges,andes,andes.xbif50004_,4,2,15,2,155,0.0,-474053.0282519268,332.0,12.0,320.0,14,18.313
pges,andes,andes.xbif50004_,4,2,20,2,155,0.0,-474033.30924045324,332.0,12.0,320.0,12,18.057
pges,andes,andes.xbif50004_,4,2,30,2,155,0.0,-474023.40734556917,332.0,12.0,320.0,10,27.834
pges,andes,andes.xbif50004_,4,2,50,2,155,0.0,-474023.40734556917,332.0,12.0,320.0,8,17.528
pges,andes,andes.xbif50004_,4,2,5,2,156,0.0,-474162.09830361226,334.0,16.0,318.0,34,22.108
pges,andes,andes.xbif50004_,4,4,100,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,18.771
pges,andes,andes.xbif50004_,4,4,10,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,12,15.421
pges,andes,andes.xbif50004_,4,4,15,2,155,0.0,-474024.6147748018,332.0,12.0,320.0,10,16.986
pges,andes,andes.xbif50004_,4,4,20,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,8,16.607
pges,andes,andes.xbif50004_,4,4,30,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,7,14.279
pges,andes,andes.xbif50004_,4,4,50,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,18.277
pges,andes,andes.xbif50004_,4,4,5,2,155,0.0,-474053.234091578,332.0,12.0,320.0,19,21.331
pges,andes,andes.xbif50004_,4,8,100,2,161,0.0,-474037.92073616927,344.0,18.0,326.0,5,25.149
pges,andes,andes.xbif50004_,4,8,10,2,163,0.0,-474072.6953819149,348.0,20.0,328.0,8,16.508
pges,andes,andes.xbif50004_,4,8,15,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,7,17.012
pges,andes,andes.xbif50004_,4,8,20,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,30.022
pges,andes,andes.xbif50004_,4,8,30,2,155,0.0,-474024.6987174949,332.0,12.0,320.0,6,30.04
pges,andes,andes.xbif50004_,4,8,50,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,5,23.729
pges,andes,andes.xbif50004_,4,8,5,2,173,0.0,-474127.34344079363,372.0,20.0,352.0,10,16.111
pges,andes,andes.xbif50004_,8,16,100,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,5,16.13
pges,andes,andes.xbif50004_,8,16,10,2,157,0.0,-474128.433885578,338.0,20.0,318.0,6,15.776
pges,andes,andes.xbif50004_,8,16,15,2,164,0.0,-474186.5599571149,350.0,24.0,326.0,6,17.386
pges,andes,andes.xbif50004_,8,16,20,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,6,17.13
pges,andes,andes.xbif50004_,8,16,30,2,159,0.0,-474020.59309230343,342.0,12.0,330.0,6,18.319
pges,andes,andes.xbif50004_,8,16,50,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,4,13.877
pges,andes,andes.xbif50004_,8,16,5,2,164,0.0,-474186.5599571148,350.0,24.0,326.0,8,16.833
pges,andes,andes.xbif50004_,8,2,100,2,155,0.0,-474023.4073455693,332.0,12.0,320.0,6,13.64
pges,andes,andes.xbif50004_,8,2,10,2,155,0.0,-474053.57141937636,332.0,12.0,320.0,20,15.011
pges,andes,andes.xbif50004_,8,2,15,2,155,0.0,-474053.0282519268,332.0,12.0,320.0,14,16.502
pges,andes,andes.xbif50004_,8,2,20,2,155,0.0,-474033.30924045324,332.0,12.0,320.0,12,13.169
pges,andes,andes.xbif50004_,8,2,30,2,155,0.0,-474023.40734556917,332.0,12.0,320.0,10,13.461
pges,andes,andes.xbif50004_,8,2,50,2,155,0.0,-474023.40734556917,332.0,12.0,320.0,8,12.309
pges,andes,andes.xbif50004_,8,2,5,2,156,0.0,-474162.09830361226,334.0,16.0,318.0,34,17.597
pges,andes,andes.xbif50004_,8,4,100,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,10.923
pges,andes,andes.xbif50004_,8,4,10,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,12,12.197
pges,andes,andes.xbif50004_,8,4,15,2,155,0.0,-474024.6147748018,332.0,12.0,320.0,10,15.315
pges,andes,andes.xbif50004_,8,4,20,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,8,10.482
pges,andes,andes.xbif50004_,8,4,30,2,155,0.0,-474014.72074665135,332.0,12.0,320.0,7,11.442
pges,andes,andes.xbif50004_,8,4,50,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,11.137
pges,andes,andes.xbif50004_,8,4,5,2,155,0.0,-474053.234091578,332.0,12.0,320.0,19,16.107
pges,andes,andes.xbif50004_,8,8,100,2,161,0.0,-474037.92073616927,344.0,18.0,326.0,5,12.319
pges,andes,andes.xbif50004_,8,8,10,2,163,0.0,-474072.6953819149,348.0,20.0,328.0,8,15.601
pges,andes,andes.xbif50004_,8,8,15,2,155,0.0,-474014.72074665123,332.0,12.0,320.0,7,15.558
pges,andes,andes.xbif50004_,8,8,20,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,6,11.637
pges,andes,andes.xbif50004_,8,8,30,2,155,0.0,-474024.6987174949,332.0,12.0,320.0,6,12.362
pges,andes,andes.xbif50004_,8,8,50,2,155,0.0,-474014.72074665147,332.0,12.0,320.0,5,11.62
pges,andes,andes.xbif50004_,8,8,5,2,173,0.0,-474127.34344079363,372.0,20.0,352.0,10,12.748
pges,andes,andes.xbif50005_,16,16,100,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,3,9.927
pges,andes,andes.xbif50005_,16,16,10,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,5,12.639
pges,andes,andes.xbif50005_,16,16,15,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,4,10.969
pges,andes,andes.xbif50005_,16,16,20,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,4,11.696
pges,andes,andes.xbif50005_,16,16,30,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,3,9.619
pges,andes,andes.xbif50005_,16,16,50,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,3,10.403
pges,andes,andes.xbif50005_,16,16,5,2,159,0.0,-474716.7716231913,344.0,10.0,334.0,8,17.633
pges,andes,andes.xbif50005_,16,2,100,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,4,9.929
pges,andes,andes.xbif50005_,16,2,10,2,155,0.0,-474717.2570208431,336.0,6.0,330.0,18,12.269
pges,andes,andes.xbif50005_,16,2,15,2,156,0.0,-474760.9966467654,340.0,10.0,330.0,14,12.979
pges,andes,andes.xbif50005_,16,2,20,2,155,0.0,-474726.3051346551,336.0,6.0,330.0,11,11.925
pges,andes,andes.xbif50005_,16,2,30,2,155,0.0,-474717.2570208431,336.0,6.0,330.0,8,11.54
pges,andes,andes.xbif50005_,16,2,50,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,7,10.882
pges,andes,andes.xbif50005_,16,2,5,2,155,0.0,-474727.2149512475,336.0,6.0,330.0,34,16.293
pges,andes,andes.xbif50005_,16,4,100,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,3,8.394
pges,andes,andes.xbif50005_,16,4,10,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,11,11.51
pges,andes,andes.xbif50005_,16,4,15,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,8,9.439
pges,andes,andes.xbif50005_,16,4,20,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,7,10.161
pges,andes,andes.xbif50005_,16,4,30,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,6,10.161
pges,andes,andes.xbif50005_,16,4,50,2,162,0.0,-474996.9367964945,350.0,20.0,330.0,4,9.631
pges,andes,andes.xbif50005_,16,4,5,2,158,0.0,-474839.73379784636,346.0,16.0,330.0,19,13.244
pges,andes,andes.xbif50005_,16,8,100,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,3,8.198
pges,andes,andes.xbif50005_,16,8,10,2,164,0.0,-474985.9250524902,356.0,22.0,334.0,8,12.155
pges,andes,andes.xbif50005_,16,8,15,2,158,0.0,-474918.58588380984,342.0,12.0,330.0,7,11.572
pges,andes,andes.xbif50005_,16,8,20,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,5,10.117
pges,andes,andes.xbif50005_,16,8,30,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,4,9.368
pges,andes,andes.xbif50005_,16,8,50,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,4,10.36
pges,andes,andes.xbif50005_,16,8,5,2,161,0.0,-474983.58379374223,356.0,26.0,330.0,11,13.247
pges,andes,andes.xbif50005_,2,16,100,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,3,22.066
pges,andes,andes.xbif50005_,2,16,10,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,5,26.381
pges,andes,andes.xbif50005_,2,16,15,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,4,23.389
pges,andes,andes.xbif50005_,2,16,20,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,4,24.033
pges,andes,andes.xbif50005_,2,16,30,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,3,21.455
pges,andes,andes.xbif50005_,2,16,50,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,3,21.159
pges,andes,andes.xbif50005_,2,16,5,2,159,0.0,-474716.7716231913,344.0,10.0,334.0,8,33.081
pges,andes,andes.xbif50005_,2,2,100,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,4,24.374
pges,andes,andes.xbif50005_,2,2,10,2,155,0.0,-474717.2570208431,336.0,6.0,330.0,18,27.325
pges,andes,andes.xbif50005_,2,2,15,2,156,0.0,-474760.9966467654,340.0,10.0,330.0,14,25.535
pges,andes,andes.xbif50005_,2,2,20,2,155,0.0,-474726.3051346551,336.0,6.0,330.0,11,22.813
pges,andes,andes.xbif50005_,2,2,30,2,155,0.0,-474717.2570208431,336.0,6.0,330.0,8,23.805
pges,andes,andes.xbif50005_,2,2,50,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,7,26.068
pges,andes,andes.xbif50005_,2,2,5,2,155,0.0,-474727.2149512475,336.0,6.0,330.0,34,33.681
pges,andes,andes.xbif50005_,2,4,100,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,3,20.252
pges,andes,andes.xbif50005_,2,4,10,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,11,26.18
pges,andes,andes.xbif50005_,2,4,15,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,8,23.995
pges,andes,andes.xbif50005_,2,4,20,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,7,22.904
pges,andes,andes.xbif50005_,2,4,30,2,155,0.0,-474707.9155102235,336.0,6.0,330.0,6,23.41
pges,andes,andes.xbif50005_,2,4,50,2,162,0.0,-474996.9367964945,350.0,20.0,330.0,4,18.443
